checksum_schema,artifact_role,dataset_family,sequence,path,size_bytes,algorithm,digest,digest_origin,local_size_verified,status
isj-input-reference-checksum-v1,calibration,ntnu,mclab_2,datasets/full_downloads/ntnu_hf/calibrations/cam0_cam1_stereo/intrinsics_water/camchain-stereo-intrinsics-underwater.yaml,1125,SHA-256,87aa66f70ab9db3b8ccb2dd57cb064183dd3f406f03d486576c6a92cbbf33bb2,local_file,true,PASS
isj-input-reference-checksum-v1,calibration,tank,short_test,datasets/full_downloads/tank/short_test/short_test.yaml,746,SHA-256,c4f0d7e9c37f182771f29347f82ab84bdf0533845781fe47231dacbe35a1f22c,local_file,true,PASS
isj-input-reference-checksum-v1,calibration,uma_vi,sample,datasets/full_downloads/uma_vi/calibration_files/camchain-imu-ueye.yaml,1698,SHA-256,4d450c199032bd9b8af239456cc01e90add3f7c21a2184ff4010d7acbb02eb41,local_file,true,PASS
isj-input-reference-checksum-v1,raw_input,aqualoc_archaeology,A06,datasets/aqualoc/samples/archaeo_sequence_06_raw_data.tar.gz,758010849,SHA-256,02795e92984321d61cbf7ee5555cf2b4ee344e2263bb7dcf37ffd94cb2472bd9,local_file,true,PASS
isj-input-reference-checksum-v1,raw_input,aqualoc_harbor,H06,datasets/aqualoc/samples/harbor_sequence_06_raw_data.tar.gz,464802604,SHA-256,201c071cfedfd5c780a7962e05a56445b401562d582fd0670bee554baaf60191,local_file,true,PASS
isj-input-reference-checksum-v1,raw_input,aqualoc_harbor,H07,datasets/aqualoc/samples/harbor_sequence_07_raw_data.tar.gz,357408690,SHA-256,1ddcd260625ff6d69e1788c37f44cbc6a53495a7240475e46372ed9f2689961e,local_file,true,PASS
isj-input-reference-checksum-v1,raw_input,afrl,bus_outside,datasets/full_downloads/afrl_hf/ros1_bags/bus_outside.bag,2637643144,SHA-256,96e9bced3dc85700d3e2ba3da187b4a2c70395ba4fbb0df985c387da16c331eb,official_HuggingFace_LFS_SHA256,true,PASS
isj-input-reference-checksum-v1,raw_input,afrl,cave_gennie,datasets/full_downloads/afrl_hf/ros1_bags/cave_gennie.bag,8435218703,SHA-256,4b7b3831b9b1b367c29c15b3f3639f614eef9e5de2fe72e1cae2b4ca6e1c79e2,official_HuggingFace_LFS_SHA256,true,PASS
isj-input-reference-checksum-v1,raw_input,afrl,cemetery,datasets/full_downloads/afrl_hf/ros1_bags/cemetery.bag,2357326806,SHA-256,52e79f563553a7c65eabced807751e18e02bb13a3d6f0f21888c57e14975bfba,official_HuggingFace_LFS_SHA256,true,PASS
isj-input-reference-checksum-v1,raw_input,aqualoc_archaeology,A10,datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_sequence_10_raw_data.tar.gz,3761302356,SHA-256,e8bde74e147236c15fe70d0385c618a75b2fc6e18e6f369dc12e355b49faceee,local_file,true,PASS
isj-input-reference-checksum-v1,raw_input,aqualoc_archaeology,A01,datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_sequence_1_raw_data.tar.gz,4341590055,SHA-256,3ab501e9380a574cdeecaef355c488856aafea5cb5166ca235ae059f69cdf7cc,local_file,true,PASS
isj-input-reference-checksum-v1,raw_input,aqualoc_archaeology,A02,datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_sequence_2_raw_data.tar.gz,2195786266,SHA-256,8f6203e0b46068a9d237f03e469acecb5f51eedbd6b7c1dc7c1f980ea6ea6d69,local_file,true,PASS
isj-input-reference-checksum-v1,raw_input,aqualoc_archaeology,A03,datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_sequence_3_raw_data.tar.gz,1521967899,SHA-256,ad1e239bc7dff43a5c3d608a105019bf588919e9313eb9ac9b1f407e4cf1cfac,local_file,true,PASS
isj-input-reference-checksum-v1,raw_input,aqualoc_archaeology,A04,datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_sequence_4_raw_data.tar.gz,3283615324,SHA-256,b81d03e63a112e6d9bc3f7ae9855f3e183c93c7897b87deb136e705bb574109e,local_file,true,PASS
isj-input-reference-checksum-v1,raw_input,aqualoc_archaeology,A05,datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_sequence_5_raw_data.tar.gz,866604152,SHA-256,49fc60a27a2da30ab3e3a883badafd43b579406a1fad10de632e175ad18be52c,local_file,true,PASS
isj-input-reference-checksum-v1,raw_input,aqualoc_archaeology,A07,datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_sequence_7_raw_data.tar.gz,2792940805,SHA-256,f201abbe0b5271695b80a4009883e1a588bd4a0057f2a49777649c1f97c5032c,local_file,true,PASS
isj-input-reference-checksum-v1,raw_input,aqualoc_archaeology,A08,datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_sequence_8_raw_data.tar.gz,2316571070,SHA-256,b45e4f6dbf852ff8d7e5c9386e3df2db4daa84d1841f1eafb01a4637d2fe9153,local_file,true,PASS
isj-input-reference-checksum-v1,raw_input,aqualoc_archaeology,A09,datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_sequence_9_raw_data.tar.gz,1722658380,SHA-256,4d20237571928067cfe4dbb813224cfd2277270c424a6ef97ef50d2933da2901,local_file,true,PASS
isj-input-reference-checksum-v1,raw_input,aqualoc_harbor,H01,datasets/full_downloads/aqualoc/Harbor_sites_sequences/harbor_sequence_01_raw_data.tar.gz,644433524,SHA-256,55134b57f6142c272d5b4a8059306edde63c468fcc426414009ce1e553c6a88e,local_file,true,PASS
isj-input-reference-checksum-v1,raw_input,aqualoc_harbor,H02,datasets/full_downloads/aqualoc/Harbor_sites_sequences/harbor_sequence_02_raw_data.tar.gz,1326928696,SHA-256,fdfb91d68c94d595c662adf3f6820fedd63f1590b3325c7464dd7a78d4fb4124,local_file,true,PASS
isj-input-reference-checksum-v1,raw_input,aqualoc_harbor,H03,datasets/full_downloads/aqualoc/Harbor_sites_sequences/harbor_sequence_03_raw_data.tar.gz,905738013,SHA-256,6a4062a61498a108ade031ecff1cdf0818390212ff84882e922cc162ee5e54f1,local_file,true,PASS
isj-input-reference-checksum-v1,raw_input,aqualoc_harbor,H04,datasets/full_downloads/aqualoc/Harbor_sites_sequences/harbor_sequence_04_raw_data.tar.gz,610079354,SHA-256,f6eb115e94ea208a9722fa0d4fe9f7e53b8079be6aea0bc25a38469567f20034,local_file,true,PASS
isj-input-reference-checksum-v1,raw_input,aqualoc_harbor,H05,datasets/full_downloads/aqualoc/Harbor_sites_sequences/harbor_sequence_05_raw_data.tar.gz,576182786,SHA-256,1095a86ffc0fc56addbf1840e908de8da042a4dd61695b402a933137a1aa009a,local_file,true,PASS
isj-input-reference-checksum-v1,raw_input,cirs,cala_viuda,datasets/full_downloads/cirs_caves/cirs_girona_cala_viuda.zip,770777,SHA-256,41362b02acf5e2424ccc242261e6bf738f13988f4bf207b07c42554d44a467b5,local_file,,PASS
isj-input-reference-checksum-v1,raw_input,ntnu,fjord_1,datasets/full_downloads/ntnu_hf/subset-fjord/fjord_1/fjord_1.bag,12456215809,SHA-256,bcf51658dd6b9d9dc624939ccbd2977bc6014b2b345c67aafb34f27c79eb6545,official_HuggingFace_LFS_SHA256,true,PASS
isj-input-reference-checksum-v1,raw_input,ntnu,fjord_2,datasets/full_downloads/ntnu_hf/subset-fjord/fjord_2/fjord_2.bag,23396131412,SHA-256,c02cd7aad63d3234a53d9410ff77780700454851990f40244be722a883ecab49,official_HuggingFace_LFS_SHA256,true,PASS
isj-input-reference-checksum-v1,raw_input,ntnu,fjord_3,datasets/full_downloads/ntnu_hf/subset-fjord/fjord_3/fjord_3.bag,13864829738,SHA-256,b11e489b76b0a123e0ed0780f592b039a4f9d6c313df018062c4a2945d0765d0,official_HuggingFace_LFS_SHA256,true,PASS
isj-input-reference-checksum-v1,raw_input,ntnu,fjord_4,datasets/full_downloads/ntnu_hf/subset-fjord/fjord_4/fjord_4.bag,23381678867,SHA-256,4b91085fb78a4fe0858661ae7e87d21f633c27203f8cf08433451a662ab31a79,official_HuggingFace_LFS_SHA256,true,PASS
isj-input-reference-checksum-v1,raw_input,ntnu,fjord_5,datasets/full_downloads/ntnu_hf/subset-fjord/fjord_5/fjord_5.bag,18622248035,SHA-256,630209fdbecf06e078c7e069cd8889947793787abd0d1fc7b29d3a9d6f715ecf,official_HuggingFace_LFS_SHA256,true,PASS
isj-input-reference-checksum-v1,raw_input,ntnu,fjord_6,datasets/full_downloads/ntnu_hf/subset-fjord/fjord_6/fjord_6.bag,26567323609,SHA-256,51a31fb3b019ad3168f776ec579e241c3aa57d6b5dd5e3710d5d918de6650a69,official_HuggingFace_LFS_SHA256,true,PASS
isj-input-reference-checksum-v1,raw_input,ntnu,mclab_1,datasets/full_downloads/ntnu_hf/subset-mclab/mclab_1/mclab_1.bag,15428119759,SHA-256,54a85662f6c4f15649fce32a9d7ab3aaeb1216fe2ff79c752c9bc4ef8b95b758,official_HuggingFace_LFS_SHA256,true,PASS
isj-input-reference-checksum-v1,raw_input,ntnu,mclab_2,datasets/full_downloads/ntnu_hf/subset-mclab/mclab_2/mclab_2.bag,14964404768,SHA-256,d175fcf3366c41aa3f3d0a1d9501eb4f965f0d6f5f6a2a70e7dc19e4e831314f,official_HuggingFace_LFS_SHA256,true,PASS
isj-input-reference-checksum-v1,raw_input,tank,short_test,datasets/full_downloads/tank/short_test/short_test.bag,50499400,SHA-256,e302b75677b4bd3d80c6570831e7d5e4f8283f7193d53bda11237c3ba3540fe8,local_file,,PASS
isj-input-reference-checksum-v1,raw_input,uma_vi,sample,datasets/full_downloads/uma_vi/sample/sample,153567263,SHA-256,9f843c6bc3dbdaa8cfbd6de32c0850b1e3d9ab696fb444f489e3d43378d8dd74,local_tree_v1,,PASS
isj-input-reference-checksum-v1,raw_input,uvvid,orientkaj_run1,datasets/full_downloads/uvvid/files/visual-inertial/Orientkaj/Run_1,505823103,SHA-256,b39dbb563ce23bfa7cf411daf79f0d39914fcb139086e9b32f8a0b881bed92d2,local_tree_v1,,PASS
isj-input-reference-checksum-v1,reference,afrl,bus_outside,datasets/full_downloads/afrl_hf/colmap_groundtruth/bus_outside.txt,531566,SHA-256,341770a61a2adae1135c4319bf858be32218ec406b446420d6a9a495b4a36bb7,local_file,true,PASS
isj-input-reference-checksum-v1,reference,afrl,cave_gennie,datasets/full_downloads/afrl_hf/colmap_groundtruth/cave_gennie.txt,241703,SHA-256,b2a1a67c0c96d5137e20c418dcd21326a877ea33b030cff54d0573abfce57055,local_file,true,PASS
isj-input-reference-checksum-v1,reference,afrl,cemetery,datasets/full_downloads/afrl_hf/colmap_groundtruth/cemetery.txt,380426,SHA-256,cd34aa974c4561d270fcde3efc9badfebfab9b85622ab0a15289ffbf0981860f,local_file,true,PASS
isj-input-reference-checksum-v1,reference,aqualoc_archaeology,A01,datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_groundtruth_files/new_archaeo_colmap_traj_sequence_01.txt,128003,SHA-256,df3026a3692a3017fd864d404b8c8cd5e8a687b2fe114534ed647d0690f27de1,local_file,true,PASS
isj-input-reference-checksum-v1,reference,aqualoc_archaeology,A02,datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_groundtruth_files/new_archaeo_colmap_traj_sequence_02.txt,64318,SHA-256,1122b753372545966026df10f1899e751cdaa3359a6938be251cd8e22b6e4379,local_file,true,PASS
isj-input-reference-checksum-v1,reference,aqualoc_archaeology,A03,datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_groundtruth_files/new_archaeo_colmap_traj_sequence_03.txt,45303,SHA-256,dba801368583702ba648cf29b0b1834195e4984b620da13fabf7d9f6ffa931f7,local_file,true,PASS
isj-input-reference-checksum-v1,reference,aqualoc_archaeology,A04,datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_groundtruth_files/new_archaeo_colmap_traj_sequence_04.txt,79441,SHA-256,7b6242a9046e5894143f39e2d60b98dcddfd33f8ff2a13d3157ba88ceda878d5,local_file,true,PASS
isj-input-reference-checksum-v1,reference,aqualoc_archaeology,A05,datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_groundtruth_files/new_archaeo_colmap_traj_sequence_05.txt,26237,SHA-256,87b97391a724d7aea851b750a43e7af33848925c74ec6e805d96284e43bc27e3,local_file,true,PASS
isj-input-reference-checksum-v1,reference,aqualoc_archaeology,A06,datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_groundtruth_files/new_archaeo_colmap_traj_sequence_06.txt,23816,SHA-256,6f99b914d2143ba8a8d46f00d9c6c9ac981405d4491891c080380c0679582fe8,local_file,true,PASS
isj-input-reference-checksum-v1,reference,aqualoc_archaeology,A07,datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_groundtruth_files/new_archaeo_colmap_traj_sequence_07.txt,75760,SHA-256,883d8b9769bb838470ae22ddcc4aaba878dc88ad919832561f92322e51bebc36,local_file,true,PASS
isj-input-reference-checksum-v1,reference,aqualoc_archaeology,A08,datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_groundtruth_files/new_archaeo_colmap_traj_sequence_08.txt,54593,SHA-256,519d27750efd7e53c27a2bc3ff35bc9cf5c9fd2b888184eefea284bcfe8f2b6c,local_file,true,PASS
isj-input-reference-checksum-v1,reference,aqualoc_archaeology,A09,datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_groundtruth_files/new_archaeo_colmap_traj_sequence_09.txt,45197,SHA-256,b732a68ec354cb66d36b1a9f708d614c70e884d4c167f8940f9601cfce69ac17,local_file,true,PASS
isj-input-reference-checksum-v1,reference,aqualoc_archaeology,A10,datasets/full_downloads/aqualoc/Archaeological_site_sequences/archaeo_groundtruth_files/new_archaeo_colmap_traj_sequence_10.txt,99504,SHA-256,29149375d1d052fda4daaca7fa244e0096256b2eda0b7e3131d6204e882a4655,local_file,true,PASS
isj-input-reference-checksum-v1,reference,aqualoc_harbor,H01,datasets/full_downloads/aqualoc/Harbor_sites_sequences/harbor_groundtruth_files/new_harbor_colmap_traj_sequence_01.txt,133408,SHA-256,583867461ad740bb6f2b6785c05af4b36cc50aa7d3ed5dc94b77dbf74a474361,local_file,true,PASS
isj-input-reference-checksum-v1,reference,aqualoc_harbor,H02,datasets/full_downloads/aqualoc/Harbor_sites_sequences/harbor_groundtruth_files/new_harbor_colmap_traj_sequence_02.txt,230757,SHA-256,b7a68f0f29fcde15b9126c21a4ecdf859f0e068f536e627eb69bd2456150b72a,local_file,true,PASS
isj-input-reference-checksum-v1,reference,aqualoc_harbor,H03,datasets/full_downloads/aqualoc/Harbor_sites_sequences/harbor_groundtruth_files/new_harbor_colmap_traj_sequence_03.txt,150849,SHA-256,9f8e77b09fb88c067c0b312c1e4ee5fe2f27e4c2a7ee9674f971c803bae05cda,local_file,true,PASS
isj-input-reference-checksum-v1,reference,aqualoc_harbor,H04,datasets/full_downloads/aqualoc/Harbor_sites_sequences/harbor_groundtruth_files/new_harbor_colmap_traj_sequence_04.txt,111524,SHA-256,284253b522549b4b78f5d9e90f2fdf0cae4eeb122298023374758a39fd136f11,local_file,true,PASS
isj-input-reference-checksum-v1,reference,aqualoc_harbor,H05,datasets/full_downloads/aqualoc/Harbor_sites_sequences/harbor_groundtruth_files/new_harbor_colmap_traj_sequence_05.txt,100668,SHA-256,960dab529942875ed25f9d2b6dbde2adf34f86a12adf7d9b07459cf5fb9ec846,local_file,true,PASS
isj-input-reference-checksum-v1,reference,aqualoc_harbor,H06,datasets/full_downloads/aqualoc/Harbor_sites_sequences/harbor_groundtruth_files/new_harbor_colmap_traj_sequence_06.txt,74369,SHA-256,0dc486beb64d7e9dd41a695396296a06df16fd4716a7f16e998d25410622db00,local_file,true,PASS
isj-input-reference-checksum-v1,reference,aqualoc_harbor,H07,datasets/full_downloads/aqualoc/Harbor_sites_sequences/harbor_groundtruth_files/new_harbor_colmap_traj_sequence_07.txt,64881,SHA-256,ed35d0825c3db3d992c783ccfa23963a41687f220de2554496f3ed583ac0a0f4,local_file,true,PASS
isj-input-reference-checksum-v1,reference,ntnu,fjord_1,datasets/full_downloads/ntnu_hf/subset-fjord/fjord_1/fjord_1_baseline.tum,3507697,SHA-256,bd1bb77c791e355da4d2fdbee08087f470e7a883a8e2a55a67aa43f05e84d2f1,local_file,true,PASS
isj-input-reference-checksum-v1,reference,ntnu,fjord_2,datasets/full_downloads/ntnu_hf/subset-fjord/fjord_2/fjord_2_baseline.tum,5506940,SHA-256,2bfdb302d23b292ef18f960af24a5cabb67c9fb3f221d37d5b331107a2e5db2a,local_file,true,PASS
isj-input-reference-checksum-v1,reference,ntnu,fjord_3,datasets/full_downloads/ntnu_hf/subset-fjord/fjord_3/fjord_3_baseline.tum,3032677,SHA-256,6228f8376141b47ba350901bef8ad7838d65a5029dbca864fcbe71c0691bd741,local_file,true,PASS
isj-input-reference-checksum-v1,reference,ntnu,fjord_4,datasets/full_downloads/ntnu_hf/subset-fjord/fjord_4/fjord_4_baseline.tum,4609732,SHA-256,2b5519f2c31c3f61d774eb5b52377d46cc2dd112321a99fa24d11cc5f4444c20,local_file,true,PASS
isj-input-reference-checksum-v1,reference,ntnu,fjord_5,datasets/full_downloads/ntnu_hf/subset-fjord/fjord_5/fjord_5_baseline.tum,4885496,SHA-256,cf741d39f26680cc0fe53428fb8ccff3230f9c3e3c6646fb96576e53850880e6,local_file,true,PASS
isj-input-reference-checksum-v1,reference,ntnu,fjord_6,datasets/full_downloads/ntnu_hf/subset-fjord/fjord_6/fjord_6_baseline.tum,7079129,SHA-256,dd40b456f3aebd141b2003540a057ecfc5bea4267c4ce2cb1ec59bc456bc1cbe,local_file,true,PASS
isj-input-reference-checksum-v1,reference,ntnu,mclab_1,datasets/full_downloads/ntnu_hf/subset-mclab/mclab_1/mclab_1_baseline.tum,4327157,SHA-256,17cbf68325d0c2a40f8fd890865f58cf8eed03bc96643d6da362a9c8a786a024,local_file,true,PASS
isj-input-reference-checksum-v1,reference,ntnu,mclab_2,datasets/full_downloads/ntnu_hf/subset-mclab/mclab_2/mclab_2_baseline.tum,3368042,SHA-256,f5a7c0ac4ec7dbb3c6f7b3acc3a5ca80eaca9acc9781cb75007d33078a60ed97,local_file,true,PASS
