window,arm,repeat,config_path,normalized_config_sha256,window_same_backend_config
a07_900_1800,splg,2,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_supplemental_v1/runs/aqualoc_archaeo/external_hybrid_superpoint_lightglue_every2_fsbcs1_a07_900_1800_splg_r2/vins_aqualoc_archaeo_external.yaml,42daf6b45e48c945d6a27e85238483bef4e9723039374e2a90978c3870c64011,PASS
a07_900_1800,splg,3,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_supplemental_v1/runs/aqualoc_archaeo/external_hybrid_superpoint_lightglue_every2_fsbcs1_a07_900_1800_splg_r3/vins_aqualoc_archaeo_external.yaml,42daf6b45e48c945d6a27e85238483bef4e9723039374e2a90978c3870c64011,PASS
a07_900_1800,xfeat_seed,1,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_supplemental_v1/runs/aqualoc_archaeo/external_hybrid_xfeat_every2_fsbcs1_a07_900_1800_xfeat_seed_r1/vins_aqualoc_archaeo_external.yaml,42daf6b45e48c945d6a27e85238483bef4e9723039374e2a90978c3870c64011,PASS
a07_900_1800,xfeat_seed,2,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_supplemental_v1/runs/aqualoc_archaeo/external_hybrid_xfeat_every2_fsbcs1_a07_900_1800_xfeat_seed_r2/vins_aqualoc_archaeo_external.yaml,42daf6b45e48c945d6a27e85238483bef4e9723039374e2a90978c3870c64011,PASS
a07_900_1800,xfeat_seed,3,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_supplemental_v1/runs/aqualoc_archaeo/external_hybrid_xfeat_every2_fsbcs1_a07_900_1800_xfeat_seed_r3/vins_aqualoc_archaeo_external.yaml,42daf6b45e48c945d6a27e85238483bef4e9723039374e2a90978c3870c64011,PASS
a07_1800_2700,klt,1,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_supplemental_v1/runs/aqualoc_archaeo/external_klt_every2_fsbcs1_a07_1800_2700_klt_r1/vins_aqualoc_archaeo_external.yaml,42daf6b45e48c945d6a27e85238483bef4e9723039374e2a90978c3870c64011,PASS
a07_1800_2700,klt,2,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_supplemental_v1/runs/aqualoc_archaeo/external_klt_every2_fsbcs1_a07_1800_2700_klt_r2/vins_aqualoc_archaeo_external.yaml,42daf6b45e48c945d6a27e85238483bef4e9723039374e2a90978c3870c64011,PASS
a07_1800_2700,klt,3,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_supplemental_v1/runs/aqualoc_archaeo/external_klt_every2_fsbcs1_a07_1800_2700_klt_r3/vins_aqualoc_archaeo_external.yaml,42daf6b45e48c945d6a27e85238483bef4e9723039374e2a90978c3870c64011,PASS
a07_1800_2700,splg,1,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_supplemental_v1/runs/aqualoc_archaeo/external_hybrid_superpoint_lightglue_every2_fsbcs1_a07_1800_2700_splg_r1/vins_aqualoc_archaeo_external.yaml,42daf6b45e48c945d6a27e85238483bef4e9723039374e2a90978c3870c64011,PASS
a07_1800_2700,splg,2,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_supplemental_v1/runs/aqualoc_archaeo/external_hybrid_superpoint_lightglue_every2_fsbcs1_a07_1800_2700_splg_r2/vins_aqualoc_archaeo_external.yaml,42daf6b45e48c945d6a27e85238483bef4e9723039374e2a90978c3870c64011,PASS
a07_1800_2700,splg,3,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_supplemental_v1/runs/aqualoc_archaeo/external_hybrid_superpoint_lightglue_every2_fsbcs1_a07_1800_2700_splg_r3/vins_aqualoc_archaeo_external.yaml,42daf6b45e48c945d6a27e85238483bef4e9723039374e2a90978c3870c64011,PASS
a07_1800_2700,xfeat_seed,1,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_supplemental_v1/runs/aqualoc_archaeo/external_hybrid_xfeat_every2_fsbcs1_a07_1800_2700_xfeat_seed_r1/vins_aqualoc_archaeo_external.yaml,42daf6b45e48c945d6a27e85238483bef4e9723039374e2a90978c3870c64011,PASS
a07_1800_2700,xfeat_seed,2,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_supplemental_v1/runs/aqualoc_archaeo/external_hybrid_xfeat_every2_fsbcs1_a07_1800_2700_xfeat_seed_r2/vins_aqualoc_archaeo_external.yaml,42daf6b45e48c945d6a27e85238483bef4e9723039374e2a90978c3870c64011,PASS
a07_1800_2700,xfeat_seed,3,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_supplemental_v1/runs/aqualoc_archaeo/external_hybrid_xfeat_every2_fsbcs1_a07_1800_2700_xfeat_seed_r3/vins_aqualoc_archaeo_external.yaml,42daf6b45e48c945d6a27e85238483bef4e9723039374e2a90978c3870c64011,PASS
h07_0_1000,klt,1,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_supplemental_v1/runs/aqualoc_real/external_klt_every2_fsbcs1_h07_0_1000_klt_r1/vins_aqualoc_external.yaml,d2a5b07da7743cb1cc2d04c8768e7d8890af8d4ed27e3fe664bfc60bb9b4bfa8,PASS
h07_0_1000,klt,2,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_supplemental_v1/runs/aqualoc_real/external_klt_every2_fsbcs1_h07_0_1000_klt_r2/vins_aqualoc_external.yaml,d2a5b07da7743cb1cc2d04c8768e7d8890af8d4ed27e3fe664bfc60bb9b4bfa8,PASS
h07_0_1000,klt,3,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_supplemental_v1/runs/aqualoc_real/external_klt_every2_fsbcs1_h07_0_1000_klt_r3/vins_aqualoc_external.yaml,d2a5b07da7743cb1cc2d04c8768e7d8890af8d4ed27e3fe664bfc60bb9b4bfa8,PASS
h07_0_1000,splg,1,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_supplemental_v1/runs/aqualoc_real/external_hybrid_superpoint_lightglue_every2_fsbcs1_h07_0_1000_splg_r1/vins_aqualoc_external.yaml,d2a5b07da7743cb1cc2d04c8768e7d8890af8d4ed27e3fe664bfc60bb9b4bfa8,PASS
h07_0_1000,splg,2,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_supplemental_v1/runs/aqualoc_real/external_hybrid_superpoint_lightglue_every2_fsbcs1_h07_0_1000_splg_r2/vins_aqualoc_external.yaml,d2a5b07da7743cb1cc2d04c8768e7d8890af8d4ed27e3fe664bfc60bb9b4bfa8,PASS
h07_0_1000,splg,3,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_supplemental_v1/runs/aqualoc_real/external_hybrid_superpoint_lightglue_every2_fsbcs1_h07_0_1000_splg_r3/vins_aqualoc_external.yaml,d2a5b07da7743cb1cc2d04c8768e7d8890af8d4ed27e3fe664bfc60bb9b4bfa8,PASS
h07_0_1000,xfeat_seed,1,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_supplemental_v1/runs/aqualoc_real/external_hybrid_xfeat_every2_fsbcs1_h07_0_1000_xfeat_seed_r1/vins_aqualoc_external.yaml,d2a5b07da7743cb1cc2d04c8768e7d8890af8d4ed27e3fe664bfc60bb9b4bfa8,PASS
h07_0_1000,xfeat_seed,2,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_supplemental_v1/runs/aqualoc_real/external_hybrid_xfeat_every2_fsbcs1_h07_0_1000_xfeat_seed_r2/vins_aqualoc_external.yaml,d2a5b07da7743cb1cc2d04c8768e7d8890af8d4ed27e3fe664bfc60bb9b4bfa8,PASS
h07_0_1000,xfeat_seed,3,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_supplemental_v1/runs/aqualoc_real/external_hybrid_xfeat_every2_fsbcs1_h07_0_1000_xfeat_seed_r3/vins_aqualoc_external.yaml,d2a5b07da7743cb1cc2d04c8768e7d8890af8d4ed27e3fe664bfc60bb9b4bfa8,PASS
h01_0_900,klt,1,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_supplemental_v1/runs/aqualoc_real/external_klt_every2_fsbcs1_h01_0_900_klt_r1/vins_aqualoc_external.yaml,d2a5b07da7743cb1cc2d04c8768e7d8890af8d4ed27e3fe664bfc60bb9b4bfa8,PASS
h01_0_900,klt,2,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_supplemental_v1/runs/aqualoc_real/external_klt_every2_fsbcs1_h01_0_900_klt_r2/vins_aqualoc_external.yaml,d2a5b07da7743cb1cc2d04c8768e7d8890af8d4ed27e3fe664bfc60bb9b4bfa8,PASS
h01_0_900,klt,3,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_supplemental_v1/runs/aqualoc_real/external_klt_every2_fsbcs1_h01_0_900_klt_r3/vins_aqualoc_external.yaml,d2a5b07da7743cb1cc2d04c8768e7d8890af8d4ed27e3fe664bfc60bb9b4bfa8,PASS
h01_0_900,splg,1,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_supplemental_v1/runs/aqualoc_real/external_hybrid_superpoint_lightglue_every2_fsbcs1_h01_0_900_splg_r1/vins_aqualoc_external.yaml,d2a5b07da7743cb1cc2d04c8768e7d8890af8d4ed27e3fe664bfc60bb9b4bfa8,PASS
h01_0_900,splg,2,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_supplemental_v1/runs/aqualoc_real/external_hybrid_superpoint_lightglue_every2_fsbcs1_h01_0_900_splg_r2/vins_aqualoc_external.yaml,d2a5b07da7743cb1cc2d04c8768e7d8890af8d4ed27e3fe664bfc60bb9b4bfa8,PASS
h01_0_900,splg,3,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_supplemental_v1/runs/aqualoc_real/external_hybrid_superpoint_lightglue_every2_fsbcs1_h01_0_900_splg_r3/vins_aqualoc_external.yaml,d2a5b07da7743cb1cc2d04c8768e7d8890af8d4ed27e3fe664bfc60bb9b4bfa8,PASS
h01_0_900,xfeat_seed,1,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_supplemental_v1/runs/aqualoc_real/external_hybrid_xfeat_every2_fsbcs1_h01_0_900_xfeat_seed_r1/vins_aqualoc_external.yaml,d2a5b07da7743cb1cc2d04c8768e7d8890af8d4ed27e3fe664bfc60bb9b4bfa8,PASS
h01_0_900,xfeat_seed,2,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_supplemental_v1/runs/aqualoc_real/external_hybrid_xfeat_every2_fsbcs1_h01_0_900_xfeat_seed_r2/vins_aqualoc_external.yaml,d2a5b07da7743cb1cc2d04c8768e7d8890af8d4ed27e3fe664bfc60bb9b4bfa8,PASS
h01_0_900,xfeat_seed,3,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_supplemental_v1/runs/aqualoc_real/external_hybrid_xfeat_every2_fsbcs1_h01_0_900_xfeat_seed_r3/vins_aqualoc_external.yaml,d2a5b07da7743cb1cc2d04c8768e7d8890af8d4ed27e3fe664bfc60bb9b4bfa8,PASS
fjord5_s60_d30,klt,1,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_supplemental_v1/runs/ntnu/external_klt_every2_fsbcs1_fjord5_s60_d30_klt_r1/vins_ntnu_external.yaml,663d1bf38be38359fa39ba84c0870a31ad0ee5c27209a54b0ca008ef41761cc1,PASS
fjord5_s60_d30,klt,2,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_supplemental_v1/runs/ntnu/external_klt_every2_fsbcs1_fjord5_s60_d30_klt_r2/vins_ntnu_external.yaml,663d1bf38be38359fa39ba84c0870a31ad0ee5c27209a54b0ca008ef41761cc1,PASS
fjord5_s60_d30,klt,3,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_supplemental_v1/runs/ntnu/external_klt_every2_fsbcs1_fjord5_s60_d30_klt_r3/vins_ntnu_external.yaml,663d1bf38be38359fa39ba84c0870a31ad0ee5c27209a54b0ca008ef41761cc1,PASS
fjord5_s60_d30,splg,1,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_supplemental_v1/runs/ntnu/external_hybrid_superpoint_lightglue_every2_fsbcs1_fjord5_s60_d30_splg_r1/vins_ntnu_external.yaml,663d1bf38be38359fa39ba84c0870a31ad0ee5c27209a54b0ca008ef41761cc1,PASS
fjord5_s60_d30,splg,2,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_supplemental_v1/runs/ntnu/external_hybrid_superpoint_lightglue_every2_fsbcs1_fjord5_s60_d30_splg_r2/vins_ntnu_external.yaml,663d1bf38be38359fa39ba84c0870a31ad0ee5c27209a54b0ca008ef41761cc1,PASS
fjord5_s60_d30,splg,3,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_supplemental_v1/runs/ntnu/external_hybrid_superpoint_lightglue_every2_fsbcs1_fjord5_s60_d30_splg_r3/vins_ntnu_external.yaml,663d1bf38be38359fa39ba84c0870a31ad0ee5c27209a54b0ca008ef41761cc1,PASS
fjord5_s60_d30,xfeat_seed,1,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_supplemental_v1/runs/ntnu/external_hybrid_xfeat_every2_fsbcs1_fjord5_s60_d30_xfeat_seed_r1/vins_ntnu_external.yaml,663d1bf38be38359fa39ba84c0870a31ad0ee5c27209a54b0ca008ef41761cc1,PASS
fjord5_s60_d30,xfeat_seed,2,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_supplemental_v1/runs/ntnu/external_hybrid_xfeat_every2_fsbcs1_fjord5_s60_d30_xfeat_seed_r2/vins_ntnu_external.yaml,663d1bf38be38359fa39ba84c0870a31ad0ee5c27209a54b0ca008ef41761cc1,PASS
fjord5_s60_d30,xfeat_seed,3,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_supplemental_v1/runs/ntnu/external_hybrid_xfeat_every2_fsbcs1_fjord5_s60_d30_xfeat_seed_r3/vins_ntnu_external.yaml,663d1bf38be38359fa39ba84c0870a31ad0ee5c27209a54b0ca008ef41761cc1,PASS
fjord6_s45_d45,klt,1,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_supplemental_v1/runs/ntnu/external_klt_every2_fsbcs1_fjord6_s45_d45_klt_r1/vins_ntnu_external.yaml,663d1bf38be38359fa39ba84c0870a31ad0ee5c27209a54b0ca008ef41761cc1,PASS
fjord6_s45_d45,klt,2,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_supplemental_v1/runs/ntnu/external_klt_every2_fsbcs1_fjord6_s45_d45_klt_r2/vins_ntnu_external.yaml,663d1bf38be38359fa39ba84c0870a31ad0ee5c27209a54b0ca008ef41761cc1,PASS
fjord6_s45_d45,klt,3,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_supplemental_v1/runs/ntnu/external_klt_every2_fsbcs1_fjord6_s45_d45_klt_r3/vins_ntnu_external.yaml,663d1bf38be38359fa39ba84c0870a31ad0ee5c27209a54b0ca008ef41761cc1,PASS
fjord6_s45_d45,splg,1,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_supplemental_v1/runs/ntnu/external_hybrid_superpoint_lightglue_every2_fsbcs1_fjord6_s45_d45_splg_r1/vins_ntnu_external.yaml,663d1bf38be38359fa39ba84c0870a31ad0ee5c27209a54b0ca008ef41761cc1,PASS
fjord6_s45_d45,splg,2,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_supplemental_v1/runs/ntnu/external_hybrid_superpoint_lightglue_every2_fsbcs1_fjord6_s45_d45_splg_r2/vins_ntnu_external.yaml,663d1bf38be38359fa39ba84c0870a31ad0ee5c27209a54b0ca008ef41761cc1,PASS
fjord6_s45_d45,splg,3,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_supplemental_v1/runs/ntnu/external_hybrid_superpoint_lightglue_every2_fsbcs1_fjord6_s45_d45_splg_r3/vins_ntnu_external.yaml,663d1bf38be38359fa39ba84c0870a31ad0ee5c27209a54b0ca008ef41761cc1,PASS
fjord6_s45_d45,xfeat_seed,1,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_supplemental_v1/runs/ntnu/external_hybrid_xfeat_every2_fsbcs1_fjord6_s45_d45_xfeat_seed_r1/vins_ntnu_external.yaml,663d1bf38be38359fa39ba84c0870a31ad0ee5c27209a54b0ca008ef41761cc1,PASS
fjord6_s45_d45,xfeat_seed,2,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_supplemental_v1/runs/ntnu/external_hybrid_xfeat_every2_fsbcs1_fjord6_s45_d45_xfeat_seed_r2/vins_ntnu_external.yaml,663d1bf38be38359fa39ba84c0870a31ad0ee5c27209a54b0ca008ef41761cc1,PASS
fjord6_s45_d45,xfeat_seed,3,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_same_backend_supplemental_v1/runs/ntnu/external_hybrid_xfeat_every2_fsbcs1_fjord6_s45_d45_xfeat_seed_r3/vins_ntnu_external.yaml,663d1bf38be38359fa39ba84c0870a31ad0ee5c27209a54b0ca008ef41761cc1,PASS
