window_id,run_slug,cell_id,source_arm,backend_role,repeat,feature_bag,feature_bag_sha256,canonical_config,canonical_config_sha256,camera_config,camera_config_sha256,source_contract,vins_node_sha256,vins_lib_sha256,status
aqualoc_archaeology:A02:0000,a02_0_900,klt,klt,fresh_klt,2,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/shadow_root/logs/aqualoc_archaeo_vins/external_klt_every2_gmrv2_a02_0_900_klt/features.bag,5ebe451810a735ee37b40f244aca0162e37e398e2f5de13d76222d3d1e616520,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/backend_canonical/a02_0_900/vins_same_backend.yaml,a0d5aad32120b2ab419c3216fbbf908ee4cdbed4c5d7c483b131b3df67da5af1,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/backend_canonical/a02_0_900/aqualoc_archaeo02_pinhole.yaml,045505013a5dbfb629bad8d3463bbbdacad965ebdcf3c590598121bd884e50a5,/home/ma/AQUA-FE_WS/scripts/run_aqualoc_archaeo_vins_eval.sh,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,373a598c7ce591b4fe97ced9b3ee1de5bbf0322c105a54afcb03a91b810f71e8,PENDING
aqualoc_archaeology:A02:0000,a02_0_900,klt,klt,fresh_klt,3,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/shadow_root/logs/aqualoc_archaeo_vins/external_klt_every2_gmrv2_a02_0_900_klt/features.bag,5ebe451810a735ee37b40f244aca0162e37e398e2f5de13d76222d3d1e616520,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/backend_canonical/a02_0_900/vins_same_backend.yaml,a0d5aad32120b2ab419c3216fbbf908ee4cdbed4c5d7c483b131b3df67da5af1,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/backend_canonical/a02_0_900/aqualoc_archaeo02_pinhole.yaml,045505013a5dbfb629bad8d3463bbbdacad965ebdcf3c590598121bd884e50a5,/home/ma/AQUA-FE_WS/scripts/run_aqualoc_archaeo_vins_eval.sh,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,373a598c7ce591b4fe97ced9b3ee1de5bbf0322c105a54afcb03a91b810f71e8,PENDING
aqualoc_archaeology:A02:0000,a02_0_900,router_xfeat,router_xfeat,learned_active,1,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/shadow_root/logs/aqualoc_archaeo_vins/external_hybrid_xfeat_every2_gmrv2_a02_0_900_router_xfeat/features.bag,1af804c85b76a2226af88349dc3a00f2a7f45d3fae7882d432cd5374815a91c4,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/backend_canonical/a02_0_900/vins_same_backend.yaml,a0d5aad32120b2ab419c3216fbbf908ee4cdbed4c5d7c483b131b3df67da5af1,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/backend_canonical/a02_0_900/aqualoc_archaeo02_pinhole.yaml,045505013a5dbfb629bad8d3463bbbdacad965ebdcf3c590598121bd884e50a5,/home/ma/AQUA-FE_WS/scripts/run_aqualoc_archaeo_vins_eval.sh,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,373a598c7ce591b4fe97ced9b3ee1de5bbf0322c105a54afcb03a91b810f71e8,PENDING
aqualoc_archaeology:A02:0000,a02_0_900,router_xfeat,router_xfeat,learned_active,2,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/shadow_root/logs/aqualoc_archaeo_vins/external_hybrid_xfeat_every2_gmrv2_a02_0_900_router_xfeat/features.bag,1af804c85b76a2226af88349dc3a00f2a7f45d3fae7882d432cd5374815a91c4,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/backend_canonical/a02_0_900/vins_same_backend.yaml,a0d5aad32120b2ab419c3216fbbf908ee4cdbed4c5d7c483b131b3df67da5af1,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/backend_canonical/a02_0_900/aqualoc_archaeo02_pinhole.yaml,045505013a5dbfb629bad8d3463bbbdacad965ebdcf3c590598121bd884e50a5,/home/ma/AQUA-FE_WS/scripts/run_aqualoc_archaeo_vins_eval.sh,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,373a598c7ce591b4fe97ced9b3ee1de5bbf0322c105a54afcb03a91b810f71e8,PENDING
aqualoc_archaeology:A02:0000,a02_0_900,router_xfeat,router_xfeat,learned_active,3,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/shadow_root/logs/aqualoc_archaeo_vins/external_hybrid_xfeat_every2_gmrv2_a02_0_900_router_xfeat/features.bag,1af804c85b76a2226af88349dc3a00f2a7f45d3fae7882d432cd5374815a91c4,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/backend_canonical/a02_0_900/vins_same_backend.yaml,a0d5aad32120b2ab419c3216fbbf908ee4cdbed4c5d7c483b131b3df67da5af1,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/backend_canonical/a02_0_900/aqualoc_archaeo02_pinhole.yaml,045505013a5dbfb629bad8d3463bbbdacad965ebdcf3c590598121bd884e50a5,/home/ma/AQUA-FE_WS/scripts/run_aqualoc_archaeo_vins_eval.sh,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,373a598c7ce591b4fe97ced9b3ee1de5bbf0322c105a54afcb03a91b810f71e8,PENDING
aqualoc_archaeology:A02:0000,a02_0_900,matched_gftt_for_router_xfeat,router_xfeat,matched_classical,1,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/matched_controls/a02_0_900/router_xfeat/features_matched_gftt.bag,52c6883379be69958a0e218723083fa4406d33a3bb0c5f37580561dadbcd6302,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/backend_canonical/a02_0_900/vins_same_backend.yaml,a0d5aad32120b2ab419c3216fbbf908ee4cdbed4c5d7c483b131b3df67da5af1,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/backend_canonical/a02_0_900/aqualoc_archaeo02_pinhole.yaml,045505013a5dbfb629bad8d3463bbbdacad965ebdcf3c590598121bd884e50a5,/home/ma/AQUA-FE_WS/scripts/run_aqualoc_archaeo_vins_eval.sh,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,373a598c7ce591b4fe97ced9b3ee1de5bbf0322c105a54afcb03a91b810f71e8,PENDING
aqualoc_archaeology:A02:0000,a02_0_900,matched_gftt_for_router_xfeat,router_xfeat,matched_classical,2,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/matched_controls/a02_0_900/router_xfeat/features_matched_gftt.bag,52c6883379be69958a0e218723083fa4406d33a3bb0c5f37580561dadbcd6302,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/backend_canonical/a02_0_900/vins_same_backend.yaml,a0d5aad32120b2ab419c3216fbbf908ee4cdbed4c5d7c483b131b3df67da5af1,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/backend_canonical/a02_0_900/aqualoc_archaeo02_pinhole.yaml,045505013a5dbfb629bad8d3463bbbdacad965ebdcf3c590598121bd884e50a5,/home/ma/AQUA-FE_WS/scripts/run_aqualoc_archaeo_vins_eval.sh,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,373a598c7ce591b4fe97ced9b3ee1de5bbf0322c105a54afcb03a91b810f71e8,PENDING
aqualoc_archaeology:A02:0000,a02_0_900,matched_gftt_for_router_xfeat,router_xfeat,matched_classical,3,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/matched_controls/a02_0_900/router_xfeat/features_matched_gftt.bag,52c6883379be69958a0e218723083fa4406d33a3bb0c5f37580561dadbcd6302,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/backend_canonical/a02_0_900/vins_same_backend.yaml,a0d5aad32120b2ab419c3216fbbf908ee4cdbed4c5d7c483b131b3df67da5af1,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/backend_canonical/a02_0_900/aqualoc_archaeo02_pinhole.yaml,045505013a5dbfb629bad8d3463bbbdacad965ebdcf3c590598121bd884e50a5,/home/ma/AQUA-FE_WS/scripts/run_aqualoc_archaeo_vins_eval.sh,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,373a598c7ce591b4fe97ced9b3ee1de5bbf0322c105a54afcb03a91b810f71e8,PENDING
aqualoc_archaeology:A02:0000,a02_0_900,router_splg,router_splg,learned_active,1,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/shadow_root/logs/aqualoc_archaeo_vins/external_hybrid_superpoint_lightglue_every2_gmrv2_a02_0_900_router_splg/features.bag,22ad515df63a71bf4f7b068f4c4b3d290e0b2d822544b04d191441d2ad6899ef,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/backend_canonical/a02_0_900/vins_same_backend.yaml,a0d5aad32120b2ab419c3216fbbf908ee4cdbed4c5d7c483b131b3df67da5af1,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/backend_canonical/a02_0_900/aqualoc_archaeo02_pinhole.yaml,045505013a5dbfb629bad8d3463bbbdacad965ebdcf3c590598121bd884e50a5,/home/ma/AQUA-FE_WS/scripts/run_aqualoc_archaeo_vins_eval.sh,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,373a598c7ce591b4fe97ced9b3ee1de5bbf0322c105a54afcb03a91b810f71e8,PENDING
aqualoc_archaeology:A02:0000,a02_0_900,router_splg,router_splg,learned_active,2,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/shadow_root/logs/aqualoc_archaeo_vins/external_hybrid_superpoint_lightglue_every2_gmrv2_a02_0_900_router_splg/features.bag,22ad515df63a71bf4f7b068f4c4b3d290e0b2d822544b04d191441d2ad6899ef,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/backend_canonical/a02_0_900/vins_same_backend.yaml,a0d5aad32120b2ab419c3216fbbf908ee4cdbed4c5d7c483b131b3df67da5af1,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/backend_canonical/a02_0_900/aqualoc_archaeo02_pinhole.yaml,045505013a5dbfb629bad8d3463bbbdacad965ebdcf3c590598121bd884e50a5,/home/ma/AQUA-FE_WS/scripts/run_aqualoc_archaeo_vins_eval.sh,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,373a598c7ce591b4fe97ced9b3ee1de5bbf0322c105a54afcb03a91b810f71e8,PENDING
aqualoc_archaeology:A02:0000,a02_0_900,router_splg,router_splg,learned_active,3,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/shadow_root/logs/aqualoc_archaeo_vins/external_hybrid_superpoint_lightglue_every2_gmrv2_a02_0_900_router_splg/features.bag,22ad515df63a71bf4f7b068f4c4b3d290e0b2d822544b04d191441d2ad6899ef,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/backend_canonical/a02_0_900/vins_same_backend.yaml,a0d5aad32120b2ab419c3216fbbf908ee4cdbed4c5d7c483b131b3df67da5af1,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/backend_canonical/a02_0_900/aqualoc_archaeo02_pinhole.yaml,045505013a5dbfb629bad8d3463bbbdacad965ebdcf3c590598121bd884e50a5,/home/ma/AQUA-FE_WS/scripts/run_aqualoc_archaeo_vins_eval.sh,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,373a598c7ce591b4fe97ced9b3ee1de5bbf0322c105a54afcb03a91b810f71e8,PENDING
aqualoc_archaeology:A02:0000,a02_0_900,matched_gftt_for_router_splg,router_splg,matched_classical,1,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/matched_controls/a02_0_900/router_splg/features_matched_gftt.bag,ba8770da7f7a9f6582e9ad3b2cfe95d94e916b03cbd09f476a48ef494f0bcc6e,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/backend_canonical/a02_0_900/vins_same_backend.yaml,a0d5aad32120b2ab419c3216fbbf908ee4cdbed4c5d7c483b131b3df67da5af1,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/backend_canonical/a02_0_900/aqualoc_archaeo02_pinhole.yaml,045505013a5dbfb629bad8d3463bbbdacad965ebdcf3c590598121bd884e50a5,/home/ma/AQUA-FE_WS/scripts/run_aqualoc_archaeo_vins_eval.sh,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,373a598c7ce591b4fe97ced9b3ee1de5bbf0322c105a54afcb03a91b810f71e8,PENDING
aqualoc_archaeology:A02:0000,a02_0_900,matched_gftt_for_router_splg,router_splg,matched_classical,2,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/matched_controls/a02_0_900/router_splg/features_matched_gftt.bag,ba8770da7f7a9f6582e9ad3b2cfe95d94e916b03cbd09f476a48ef494f0bcc6e,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/backend_canonical/a02_0_900/vins_same_backend.yaml,a0d5aad32120b2ab419c3216fbbf908ee4cdbed4c5d7c483b131b3df67da5af1,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/backend_canonical/a02_0_900/aqualoc_archaeo02_pinhole.yaml,045505013a5dbfb629bad8d3463bbbdacad965ebdcf3c590598121bd884e50a5,/home/ma/AQUA-FE_WS/scripts/run_aqualoc_archaeo_vins_eval.sh,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,373a598c7ce591b4fe97ced9b3ee1de5bbf0322c105a54afcb03a91b810f71e8,PENDING
aqualoc_archaeology:A02:0000,a02_0_900,matched_gftt_for_router_splg,router_splg,matched_classical,3,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/matched_controls/a02_0_900/router_splg/features_matched_gftt.bag,ba8770da7f7a9f6582e9ad3b2cfe95d94e916b03cbd09f476a48ef494f0bcc6e,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/backend_canonical/a02_0_900/vins_same_backend.yaml,a0d5aad32120b2ab419c3216fbbf908ee4cdbed4c5d7c483b131b3df67da5af1,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/backend_canonical/a02_0_900/aqualoc_archaeo02_pinhole.yaml,045505013a5dbfb629bad8d3463bbbdacad965ebdcf3c590598121bd884e50a5,/home/ma/AQUA-FE_WS/scripts/run_aqualoc_archaeo_vins_eval.sh,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,373a598c7ce591b4fe97ced9b3ee1de5bbf0322c105a54afcb03a91b810f71e8,PENDING
