window_id,public_id,source_id,public_observations,first_stamp_ns,last_stamp_ns,observed_span_s,exact_private_termination_reason
coe1_a01_00000_00900,10000067,422,105,1542827793000019136,1542827803397606080,10.397586944,Unknown
coe1_a01_00000_00900,10000068,425,20,1542827793000019136,1542827794898628256,1.89860912,Unknown
coe1_a01_00000_00900,10000069,426,103,1542827793000019136,1542827803198162272,10.198143136,Unknown
coe1_a01_00000_00900,10000070,427,7,1542827793000019136,1542827793598595840,0.598576704,Unknown
coe1_a01_00000_00900,10000071,224,1,1542827793098405280,1542827793098405280,0.0,Unknown
coe1_a01_00000_00900,10000072,431,150,1542827793098405280,1542827807997574144,14.899168864,Unknown
coe1_a01_00000_00900,10000073,433,18,1542827793098405280,1542827794800953568,1.702548288,Unknown
coe1_a01_00000_00900,10000074,434,71,1542827793098405280,1542827800098540064,7.000134784,Unknown
coe1_a01_00000_00900,10000075,435,60,1542827793098405280,1542827798998895680,5.9004904,Unknown
coe1_a01_00000_00900,10000076,436,189,1542827793098405280,1542827811896577664,18.798172384,Unknown
coe1_a01_00000_00900,10000077,438,60,1542827793098405280,1542827798998895680,5.9004904,Unknown
coe1_a01_00000_00900,10000078,444,41,1542827793198384480,1542827797200476544,4.002092064,Unknown
coe1_a01_00000_00900,10000079,370,2,1542827793298631520,1542827793398720864,0.100089344,Unknown
coe1_a01_00000_00900,10000080,445,29,1542827793298631520,1542827796098159776,2.799528256,Unknown
coe1_a01_00000_00900,10000081,447,58,1542827793298631520,1542827798998895680,5.70026416,Unknown
coe1_a01_00000_00900,10000082,449,42,1542827793298631520,1542827797400719328,4.102087808,Unknown
coe1_a01_00000_00900,10000083,451,55,1542827793398720864,1542827798798417248,5.399696384,Unknown
coe1_a01_00000_00900,10000084,455,30,1542827793398720864,1542827796297847360,2.899126496,Unknown
coe1_a01_00000_00900,10000085,200,1,1542827793499735104,1542827793499735104,0.0,Unknown
coe1_a01_00000_00900,10000086,460,56,1542827793499735104,1542827798998895680,5.499160576,Unknown
coe1_a01_00000_00900,10000087,461,418,1542827793499735104,1542827835192344736,41.692609632,Unknown
coe1_a01_00000_00900,10000088,364,27,1542827793598595840,1542827796199418624,2.600822784,Unknown
coe1_a01_00000_00900,10000089,466,76,1542827793598595840,1542827801097465408,7.498869568,Unknown
coe1_a01_00000_00900,10000090,467,71,1542827793598595840,1542827800598530496,6.999934656,Unknown
coe1_a01_00000_00900,10000091,468,54,1542827793698309856,1542827798998895680,5.300585824,Unknown
coe1_a01_00000_00900,10000092,469,52,1542827793798744672,1542827798900372448,5.101627776,Unknown
coe1_a01_00000_00900,10000093,470,53,1542827793798744672,1542827798998895680,5.200151008,Unknown
coe1_a01_00000_00900,10000094,472,372,1542827793900276768,1542827830993354496,37.093077728,Unknown
coe1_a01_00000_00900,10000095,473,8,1542827793900276768,1542827794598452928,0.69817616,Unknown
coe1_a01_00000_00900,10000096,477,52,1542827793900276768,1542827798998895680,5.098618912,Unknown
coe1_a01_00000_00900,10000097,475,3,1542827793998470720,1542827794201137728,0.202667008,Unknown
coe1_a01_00000_00900,10000098,479,91,1542827793998470720,1542827802997562400,8.99909168,Unknown
coe1_a01_00000_00900,10000099,480,429,1542827793998470720,1542827836792006496,42.793535776,Unknown
coe1_a01_00000_00900,10000100,481,387,1542827794099987456,1542827832692197664,38.592210208,Unknown
coe1_a01_00000_00900,10000101,483,1,1542827794201137728,1542827794201137728,0.0,Unknown
coe1_a01_00000_00900,10000102,484,394,1542827794201137728,1542827833492239936,39.291102208,Unknown
coe1_a01_00000_00900,10000103,485,3,1542827794298430688,1542827794499640896,0.201210208,Unknown
coe1_a01_00000_00900,10000104,475,4,1542827794401007840,1542827794699379936,0.298372096,Unknown
coe1_a01_00000_00900,10000105,486,112,1542827794499640896,1542827805595493344,11.095852448,Unknown
coe1_a01_00000_00900,10000106,488,46,1542827794499640896,1542827798998895680,4.499254784,Unknown
coe1_a01_00000_00900,10000107,490,85,1542827794699379936,1542827803096917824,8.397537888,Unknown
coe1_a01_00000_00900,10000108,491,59,1542827794699379936,1542827800498632224,5.799252288,Unknown
coe1_a01_00000_00900,10000109,492,379,1542827794800953568,1542827832593208320,37.792254752,Unknown
coe1_a01_00000_00900,10000110,407,1,1542827794898628256,1542827794898628256,0.0,Unknown
coe1_a01_00000_00900,10000111,475,1,1542827794898628256,1542827794898628256,0.0,Unknown
coe1_a01_00000_00900,10000112,493,53,1542827794898628256,1542827800098540064,5.199911808,Unknown
coe1_a01_00000_00900,10000113,494,53,1542827794898628256,1542827800098540064,5.199911808,Unknown
coe1_a01_00000_00900,10000114,495,80,1542827795000636512,1542827802897829600,7.897193088,Unknown
coe1_a01_00000_00900,10000115,497,318,1542827795000636512,1542827826693344672,31.69270816,Unknown
coe1_a01_00000_00900,10000116,498,166,1542827795000636512,1542827811495579008,16.494942496,Unknown
coe1_a01_00000_00900,10000117,499,41,1542827795000636512,1542827798998895680,3.998259168,Unknown
coe1_a01_00000_00900,10000118,475,22,1542827795098288192,1542827797200476544,2.102188352,Unknown
coe1_a01_00000_00900,10000119,500,72,1542827795098288192,1542827802198215360,7.099927168,Unknown
coe1_a01_00000_00900,10000120,501,123,1542827795098288192,1542827807296845472,12.19855728,Unknown
coe1_a01_00000_00900,10000121,502,344,1542827795300270048,1542827829593804640,34.293534592,Unknown
coe1_a01_00000_00900,10000122,507,74,1542827795498366976,1542827802798254048,7.299887072,Unknown
coe1_a01_00000_00900,10000123,508,106,1542827795498366976,1542827805996562880,10.498195904,Unknown
coe1_a01_00000_00900,10000124,506,1,1542827795599388512,1542827795599388512,0.0,Unknown
coe1_a01_00000_00900,10000125,513,66,1542827795698070112,1542827802198215360,6.500145248,Unknown
coe1_a01_00000_00900,10000126,506,1,1542827795798425504,1542827795798425504,0.0,Unknown
coe1_a01_00000_00900,10000127,506,1,1542827795999312000,1542827795999312000,0.0,Unknown
coe1_a01_00000_00900,10000128,515,5,1542827795999312000,1542827796399880768,0.400568768,Unknown
coe1_a01_00000_00900,10000129,516,61,1542827796199418624,1542827802198215360,5.998796736,Unknown
coe1_a01_00000_00900,10000130,506,1,1542827796599768448,1542827796599768448,0.0,Unknown
coe1_a01_00000_00900,10000131,518,9,1542827796599768448,1542827797400719328,0.80095088,Unknown
coe1_a01_00000_00900,10000132,519,6,1542827796599768448,1542827797099267072,0.499498624,Unknown
coe1_a01_00000_00900,10000133,354,5,1542827796698121088,1542827797099267072,0.401145984,Unknown
coe1_a01_00000_00900,10000134,520,24,1542827796698121088,1542827798998895680,2.300774592,Unknown
coe1_a01_00000_00900,10000135,521,70,1542827796798569056,1542827803696886592,6.898317536,Unknown
coe1_a01_00000_00900,10000136,523,18,1542827796898151040,1542827798599026496,1.700875456,Unknown
coe1_a01_00000_00900,10000137,525,1,1542827796898151040,1542827796898151040,0.0,Unknown
coe1_a01_00000_00900,10000138,526,9,1542827797000022880,1542827797798713952,0.798691072,Unknown
coe1_a01_00000_00900,10000139,529,21,1542827797000022880,1542827798998895680,1.9988728,Unknown
coe1_a01_00000_00900,10000140,530,56,1542827797000022880,1542827802498263168,5.498240288,Unknown
coe1_a01_00000_00900,10000141,531,246,1542827797000022880,1542827821494371840,24.49434896,Unknown
coe1_a01_00000_00900,10000142,532,61,1542827797099267072,1542827803096917824,5.997650752,Unknown
coe1_a01_00000_00900,10000143,533,9,1542827797200476544,1542827797998942752,0.798466208,Unknown
coe1_a01_00000_00900,10000144,535,51,1542827797200476544,1542827802198215360,4.997738816,Unknown
coe1_a01_00000_00900,10000145,536,8,1542827797200476544,1542827797899515744,0.6990392,Unknown
coe1_a01_00000_00900,10000146,537,2,1542827797200476544,1542827797297909504,0.09743296,Unknown
coe1_a01_00000_00900,10000147,538,19,1542827797200476544,1542827798998895680,1.798419136,Unknown
coe1_a01_00000_00900,10000148,539,19,1542827797200476544,1542827798998895680,1.798419136,Unknown
coe1_a01_00000_00900,10000149,519,8,1542827797297909504,1542827797998942752,0.701033248,Unknown
coe1_a01_00000_00900,10000150,354,8,1542827797400719328,1542827798097625568,0.69690624,Unknown
coe1_a01_00000_00900,10000151,483,1,1542827797400719328,1542827797400719328,0.0,Unknown
coe1_a01_00000_00900,10000152,540,17,1542827797400719328,1542827798998895680,1.598176352,Unknown
coe1_a01_00000_00900,10000153,525,10,1542827797498930560,1542827798398447072,0.899516512,Unknown
coe1_a01_00000_00900,10000154,371,1,1542827797598006144,1542827797598006144,0.0,Unknown
coe1_a01_00000_00900,10000155,483,60,1542827797598006144,1542827803497304832,5.899298688,Unknown
coe1_a01_00000_00900,10000156,537,3,1542827797598006144,1542827797798713952,0.200707808,Unknown
coe1_a01_00000_00900,10000157,542,5,1542827797598006144,1542827797998942752,0.400936608,Unknown
coe1_a01_00000_00900,10000158,543,47,1542827797598006144,1542827802198215360,4.600209216,Unknown
coe1_a01_00000_00900,10000159,544,15,1542827797598006144,1542827798998895680,1.400889536,Unknown
coe1_a01_00000_00900,10000160,371,17,1542827797798713952,1542827799400415808,1.601701856,Unknown
coe1_a01_00000_00900,10000161,392,32,1542827797998942752,1542827801097465408,3.098522656,Unknown
coe1_a01_00000_00900,10000162,537,1,1542827797998942752,1542827797998942752,0.0,Unknown
coe1_a01_00000_00900,10000163,547,11,1542827797998942752,1542827798998895680,0.999952928,Unknown
coe1_a01_00000_00900,10000164,548,11,1542827797998942752,1542827798998895680,0.999952928,Unknown
coe1_a01_00000_00900,10000165,536,1,1542827798097625568,1542827798097625568,0.0,Unknown
coe1_a01_00000_00900,10000166,549,63,1542827798097625568,1542827804296807552,6.199181984,Unknown
coe1_a01_00000_00900,10000167,354,3,1542827798298094816,1542827798497722080,0.199627264,Unknown
coe1_a01_00000_00900,10000168,442,1,1542827798298094816,1542827798298094816,0.0,Unknown
coe1_a01_00000_00900,10000169,552,93,1542827798298094816,1542827807496033856,9.19793904,Unknown
coe1_a01_00000_00900,10000170,554,19,1542827798298094816,1542827800098540064,1.800445248,Unknown
coe1_a01_00000_00900,10000171,555,85,1542827798298094816,1542827806697032224,8.398937408,Unknown
coe1_a01_00000_00900,10000172,228,4,1542827798497722080,1542827798798417248,0.300695168,Unknown
coe1_a01_00000_00900,10000173,537,1,1542827798497722080,1542827798497722080,0.0,Unknown
coe1_a01_00000_00900,10000174,556,125,1542827798497722080,1542827810897408896,12.399686816,Unknown
coe1_a01_00000_00900,10000175,557,44,1542827798497722080,1542827802798254048,4.300531968,Unknown
coe1_a01_00000_00900,10000176,558,4,1542827798497722080,1542827798798417248,0.300695168,Unknown
coe1_a01_00000_00900,10000177,559,49,1542827798497722080,1542827803297136992,4.799414912,Unknown
coe1_a01_00000_00900,10000178,560,6,1542827798497722080,1542827798998895680,0.5011736,Unknown
coe1_a01_00000_00900,10000179,561,2,1542827798599026496,1542827798697867648,0.098841152,Unknown
coe1_a01_00000_00900,10000180,562,5,1542827798599026496,1542827798998895680,0.399869184,Unknown
coe1_a01_00000_00900,10000181,563,5,1542827798599026496,1542827798998895680,0.399869184,Unknown
coe1_a01_00000_00900,10000182,564,16,1542827798599026496,1542827800098540064,1.499513568,Unknown
coe1_a01_00000_00900,10000183,566,3,1542827798798417248,1542827798998895680,0.200478432,Unknown
coe1_a01_00000_00900,10000184,567,3,1542827798798417248,1542827798998895680,0.200478432,Unknown
coe1_a01_00000_00900,10000185,519,5,1542827798900372448,1542827799298543200,0.398170752,Unknown
coe1_a01_00000_00900,10000186,570,59,1542827798900372448,1542827804697917792,5.797545344,Unknown
coe1_a01_00000_00900,10000187,146,74,1542827798998895680,1542827806297694528,7.298798848,Unknown
coe1_a01_00000_00900,10000188,523,7,1542827798998895680,1542827799597563872,0.598668192,Unknown
coe1_a01_00000_00900,10000189,573,1,1542827798998895680,1542827798998895680,0.0,Unknown
coe1_a01_00000_00900,10000190,574,37,1542827798998895680,1542827802597118848,3.598223168,Unknown
coe1_a01_00000_00900,10000191,575,65,1542827798998895680,1542827805396579840,6.39768416,Unknown
coe1_a01_00000_00900,10000192,576,11,1542827799098258272,1542827800098540064,1.000281792,Unknown
coe1_a01_00000_00900,10000193,312,56,1542827799198801344,1542827804697917792,5.499116448,Unknown
coe1_a01_00000_00900,10000194,381,84,1542827799198801344,1542827807496033856,8.297232512,Unknown
coe1_a01_00000_00900,10000195,401,272,1542827799198801344,1542827826293064672,27.094263328,Unknown
coe1_a01_00000_00900,10000196,404,120,1542827799198801344,1542827811096100128,11.897298784,Unknown
coe1_a01_00000_00900,10000197,419,55,1542827799198801344,1542827804597342464,5.39854112,Unknown
coe1_a01_00000_00900,10000198,435,129,1542827799198801344,1542827811995852672,12.797051328,Unknown
coe1_a01_00000_00900,10000199,438,98,1542827799198801344,1542827808897259264,9.69845792,Unknown
coe1_a01_00000_00900,10000200,447,52,1542827799198801344,1542827804296807552,5.098006208,Unknown
coe1_a01_00000_00900,10000201,460,105,1542827799198801344,1542827809598321280,10.399519936,Unknown
coe1_a01_00000_00900,10000202,468,213,1542827799198801344,1542827820394349184,21.19554784,Unknown
coe1_a01_00000_00900,10000203,470,130,1542827799198801344,1542827812096703104,12.89790176,Unknown
coe1_a01_00000_00900,10000204,477,65,1542827799198801344,1542827805595493344,6.396692,Unknown
coe1_a01_00000_00900,10000205,488,10,1542827799198801344,1542827800098540064,0.89973872,Unknown
coe1_a01_00000_00900,10000206,499,61,1542827799198801344,1542827805196560288,5.997758944,Unknown
coe1_a01_00000_00900,10000207,520,31,1542827799198801344,1542827802198215360,2.999414016,Unknown
coe1_a01_00000_00900,10000208,538,40,1542827799198801344,1542827803096917824,3.89811648,Unknown
coe1_a01_00000_00900,10000209,539,15,1542827799198801344,1542827800598530496,1.399729152,Unknown
coe1_a01_00000_00900,10000210,540,48,1542827799198801344,1542827803896851328,4.698049984,Unknown
coe1_a01_00000_00900,10000211,544,265,1542827799198801344,1542827825593814144,26.3950128,Unknown
coe1_a01_00000_00900,10000212,547,46,1542827799198801344,1542827803696886592,4.498085248,Unknown
coe1_a01_00000_00900,10000213,548,235,1542827799198801344,1542827822593980736,23.395179392,Unknown
coe1_a01_00000_00900,10000214,560,377,1542827799198801344,1542827836792006496,37.593205152,Unknown
coe1_a01_00000_00900,10000215,562,41,1542827799198801344,1542827803198162272,3.999360928,Unknown
coe1_a01_00000_00900,10000216,563,129,1542827799198801344,1542827811995852672,12.797051328,Unknown
coe1_a01_00000_00900,10000217,566,52,1542827799198801344,1542827804296807552,5.098006208,Unknown
coe1_a01_00000_00900,10000218,567,41,1542827799198801344,1542827803198162272,3.999360928,Unknown
coe1_a01_00000_00900,10000219,573,3,1542827799198801344,1542827799400415808,0.201614464,Unknown
coe1_a01_00000_00900,10000220,579,63,1542827799298543200,1542827805496419456,6.197876256,Unknown
coe1_a01_00000_00900,10000221,337,2,1542827799400415808,1542827799498627616,0.098211808,Unknown
coe1_a01_00000_00900,10000222,551,6,1542827799400415808,1542827799897431136,0.497015328,Unknown
coe1_a01_00000_00900,10000223,580,1,1542827799400415808,1542827799400415808,0.0,Unknown
coe1_a01_00000_00900,10000224,519,1,1542827799498627616,1542827799498627616,0.0,Unknown
coe1_a01_00000_00900,10000225,581,11,1542827799498627616,1542827800498632224,1.000004608,Unknown
coe1_a01_00000_00900,10000226,582,194,1542827799498627616,1542827818795491584,19.296863968,Unknown
coe1_a01_00000_00900,10000227,584,115,1542827799597563872,1542827810996638336,11.399074464,Unknown
coe1_a01_00000_00900,10000228,337,56,1542827799700124160,1542827805196560288,5.496436128,Unknown
coe1_a01_00000_00900,10000229,371,2,1542827799700124160,1542827799797510112,0.097385952,Unknown
coe1_a01_00000_00900,10000230,469,2,1542827799700124160,1542827799797510112,0.097385952,Unknown
coe1_a01_00000_00900,10000231,585,8,1542827799700124160,1542827800399893184,0.699769024,Unknown
coe1_a01_00000_00900,10000232,586,117,1542827799797510112,1542827811396023680,11.598513568,Unknown
coe1_a01_00000_00900,10000233,523,3,1542827799897431136,1542827800098540064,0.201108928,Unknown
coe1_a01_00000_00900,10000234,587,6,1542827799897431136,1542827800399893184,0.502462048,Unknown
coe1_a01_00000_00900,10000235,588,78,1542827799897431136,1542827807596352064,7.698920928,Unknown
coe1_a01_00000_00900,10000236,590,20,1542827800098540064,1542827801998107136,1.899567072,Unknown
coe1_a01_00000_00900,10000237,591,206,1542827800098540064,1542827820595403776,20.496863712,Unknown
coe1_a01_00000_00900,10000238,592,4,1542827800197540576,1542827800498632224,0.301091648,Unknown
coe1_a01_00000_00900,10000239,593,38,1542827800197540576,1542827803896851328,3.699310752,Unknown
coe1_a01_00000_00900,10000240,325,14,1542827800297857024,1542827801597396160,1.299539136,Unknown
coe1_a01_00000_00900,10000241,367,4,1542827800297857024,1542827800598530496,0.300673472,Unknown
coe1_a01_00000_00900,10000242,371,3,1542827800297857024,1542827800498632224,0.2007752,Unknown
coe1_a01_00000_00900,10000243,434,45,1542827800297857024,1542827804697917792,4.400060768,Unknown
coe1_a01_00000_00900,10000244,488,178,1542827800297857024,1542827817994840384,17.69698336,Unknown
coe1_a01_00000_00900,10000245,493,63,1542827800297857024,1542827806497520320,6.199663296,Unknown
coe1_a01_00000_00900,10000246,494,2,1542827800297857024,1542827800399893184,0.10203616,Unknown
coe1_a01_00000_00900,10000247,554,42,1542827800297857024,1542827804396857696,4.099000672,Unknown
coe1_a01_00000_00900,10000248,564,39,1542827800297857024,1542827804097356352,3.799499328,Unknown
coe1_a01_00000_00900,10000249,576,23,1542827800297857024,1542827802498263168,2.200406144,Unknown
coe1_a01_00000_00900,10000250,596,105,1542827800297857024,1542827810697093568,10.399236544,Unknown
coe1_a01_00000_00900,10000251,597,46,1542827800297857024,1542827804797006560,4.499149536,Unknown
coe1_a01_00000_00900,10000252,599,105,1542827800297857024,1542827810697093568,10.399236544,Unknown
coe1_a01_00000_00900,10000253,600,3,1542827800399893184,1542827800598530496,0.198637312,Unknown
coe1_a01_00000_00900,10000254,416,2,1542827800498632224,1542827800598530496,0.099898272,Unknown
coe1_a01_00000_00900,10000255,602,1,1542827800598530496,1542827800598530496,0.0,Unknown
coe1_a01_00000_00900,10000256,604,34,1542827800598530496,1542827803896851328,3.298320832,Unknown
coe1_a01_00000_00900,10000257,605,111,1542827800598530496,1542827811597121792,10.998591296,Unknown
coe1_a01_00000_00900,10000258,371,1,1542827800697649792,1542827800697649792,0.0,Unknown
coe1_a01_00000_00900,10000259,607,239,1542827800697649792,1542827824493398272,23.79574848,Unknown
coe1_a01_00000_00900,10000260,367,33,1542827800797295200,1542827803996850336,3.199555136,Unknown
coe1_a01_00000_00900,10000261,442,49,1542827800797295200,1542827805595493344,4.798198144,Unknown
coe1_a01_00000_00900,10000262,467,28,1542827800797295200,1542827803497304832,2.700009632,Unknown
coe1_a01_00000_00900,10000263,539,26,1542827800797295200,1542827803297136992,2.499841792,Unknown
coe1_a01_00000_00900,10000264,600,2,1542827800797295200,1542827800897230720,0.09993552,Unknown
coe1_a01_00000_00900,10000265,602,1,1542827800797295200,1542827800797295200,0.0,Unknown
coe1_a01_00000_00900,10000266,606,13,1542827800797295200,1542827801998107136,1.200811936,Unknown
coe1_a01_00000_00900,10000267,609,27,1542827800797295200,1542827803397606080,2.60031088,Unknown
coe1_a01_00000_00900,10000268,611,8,1542827800897230720,1542827801597396160,0.70016544,Unknown
coe1_a01_00000_00900,10000269,612,60,1542827800897230720,1542827806796111296,5.898880576,Unknown
coe1_a01_00000_00900,10000270,613,9,1542827800997099744,1542827801797057888,0.799958144,Unknown
coe1_a01_00000_00900,10000271,614,31,1542827800997099744,1542827803996850336,2.999750592,Unknown
coe1_a01_00000_00900,10000272,615,17,1542827800997099744,1542827802597118848,1.600019104,Unknown
coe1_a01_00000_00900,10000273,371,3,1542827801097465408,1542827801297879968,0.20041456,Unknown
coe1_a01_00000_00900,10000274,616,172,1542827801197621600,1542827818296004160,17.09838256,Unknown
coe1_a01_00000_00900,10000275,370,1,1542827801297879968,1542827801297879968,0.0,Unknown
coe1_a01_00000_00900,10000276,529,8,1542827801297879968,1542827801998107136,0.700227168,Unknown
coe1_a01_00000_00900,10000277,617,231,1542827801297879968,1542827824294834656,22.996954688,Unknown
coe1_a01_00000_00900,10000278,618,106,1542827801397279488,1542827811896577664,10.499298176,Unknown
coe1_a01_00000_00900,10000279,619,23,1542827801397279488,1542827803597008064,2.199728576,Unknown
coe1_a01_00000_00900,10000280,519,26,1542827801497323488,1542827803996850336,2.499526848,Unknown
coe1_a01_00000_00900,10000281,371,105,1542827801597396160,1542827811995852672,10.398456512,Unknown
coe1_a01_00000_00900,10000282,621,105,1542827801597396160,1542827811995852672,10.398456512,Unknown
coe1_a01_00000_00900,10000283,622,227,1542827801597396160,1542827824193707648,22.596311488,Unknown
coe1_a01_00000_00900,10000284,623,183,1542827801597396160,1542827819794210048,18.196813888,Unknown
coe1_a01_00000_00900,10000285,624,53,1542827801597396160,1542827806796111296,5.198715136,Unknown
coe1_a01_00000_00900,10000286,370,7,1542827801699413248,1542827802297783424,0.598370176,Unknown
coe1_a01_00000_00900,10000287,626,72,1542827801699413248,1542827808798574944,7.099161696,Unknown
coe1_a01_00000_00900,10000288,269,69,1542827801797057888,1542827808595902176,6.798844288,Unknown
coe1_a01_00000_00900,10000289,38,29,1542827801998107136,1542827804797006560,2.798899424,Unknown
