window_id,run_slug,role,arm,method,selected_feature_index,raw_frame_index,timestamp_ns,raw_candidate_observations,raw_candidate_distinct_ids,candidate_survived_observations,candidate_eligible_observations,promoted_observations,promoted_distinct_ids,promoted_ids_json,promoted_source_codes_json,promoted_sources_json,promoted_raw_processed_frame_age,promoted_output_visible_age_json,promoted_output_visible_full_streak_json,promoted_output_visible_future_frames_json,deleted_track_count,deleted_track_ids_json,deleted_track_source_codes_json,deleted_track_sources_json,deleted_track_raw_age_max,deleted_track_per_id_raw_age,deleted_track_output_visible_age_json,deleted_track_klt_counterfactual_full_streak_json,deleted_track_klt_counterfactual_future_frames_json,donor_cells_json,candidate_cells_json,donor_cell_occupancy_before_json,donor_cell_occupancy_after_json,candidate_cell_occupancy_before_json,candidate_cell_occupancy_after_json,raw_grid_cells_before_reconstructed,raw_grid_cells_after_reconstructed,raw_grid_cell_delta_reconstructed,raw_grid_cells_before_metric,raw_grid_cells_after_metric,donor_cell_min_remaining_metric,output_visible_age2_cells_before,output_visible_age2_cells_after,output_visible_age2_cell_delta,output_visible_age3_cells_before,output_visible_age3_cells_after,output_visible_age3_cell_delta,output_visible_age5_cells_before,output_visible_age5_cells_after,output_visible_age5_cell_delta,feature_count_before,feature_count_after,feature_cap,published_to_feature_bag,actually_visible_to_vins_if_replayed,backend_replayed_in_v2,profile,runner_schema,run_dir,notes
afrl:bus_outside:0004,afrl_bus_s180_d045,rescue_control,router_xfeat,hybrid_xfeat,32,64,1494876664896639000,0,Not available,0,1,1,1,[10000000],[20],"[""xfeat""]",33.0,[1],[3],[2],1,[2558],[2],"[""gftt""]",1,Not available,[1],[1],[0],"[[3,1]]","[[1,3]]",[36],[35],[14],[15],21,21,0,21,21,35,21,21,0,21,21,0,20,20,0,350,350,350,True,True,False,lineage_delayed_newborn_slot_v3,aqua-fe-delayed-newborn-slot-v3-cell-v1,${AQUA_FE_OFFLOAD}/frontend_delayed_newborn_slot_v3/shadow_root/logs/afrl_cave_v31/external_hybrid_xfeat_every2_dnr3_afrl_bus_s180_d045_router_xfeat,
afrl:bus_outside:0004,afrl_bus_s180_d045,rescue_control,router_xfeat,hybrid_xfeat,33,66,1494876665057883599,0,Not available,0,1,1,1,[10000000],[20],"[""xfeat""]",35.0,[2],[3],[1],1,[2654],[2],"[""gftt""]",1,Not available,[1],[20],[19],"[[1,3]]","[[1,3]]",[15],[15],[15],[15],21,21,0,21,21,15,21,21,0,21,21,0,21,21,0,350,350,350,True,True,False,lineage_delayed_newborn_slot_v3,aqua-fe-delayed-newborn-slot-v3-cell-v1,${AQUA_FE_OFFLOAD}/frontend_delayed_newborn_slot_v3/shadow_root/logs/afrl_cave_v31/external_hybrid_xfeat_every2_dnr3_afrl_bus_s180_d045_router_xfeat,
afrl:bus_outside:0004,afrl_bus_s180_d045,rescue_control,router_xfeat,hybrid_xfeat,34,68,1494876665217091599,0,Not available,0,1,1,1,[10000000],[20],"[""xfeat""]",37.0,[3],[3],[0],1,[2727],[2],"[""gftt""]",1,Not available,[1],[1],[0],"[[1,3]]","[[1,3]]",[15],[15],[15],[15],20,20,0,20,20,15,20,20,0,19,19,0,19,19,0,350,350,350,True,True,False,lineage_delayed_newborn_slot_v3,aqua-fe-delayed-newborn-slot-v3-cell-v1,${AQUA_FE_OFFLOAD}/frontend_delayed_newborn_slot_v3/shadow_root/logs/afrl_cave_v31/external_hybrid_xfeat_every2_dnr3_afrl_bus_s180_d045_router_xfeat,
afrl:bus_outside:0004,afrl_bus_s180_d045,rescue_control,router_splg,hybrid_superpoint_lightglue,32,64,1494876664896639000,0,Not available,0,3,3,3,"[10000000,10000001,10000002]","[10,10,10]","[""superpoint_lightglue"",""superpoint_lightglue"",""superpoint_lightglue""]",33.0,"[1,1,1]","[3,3,3]","[2,2,2]",3,"[2558,2559,2560]","[2,2,2]","[""gftt"",""gftt"",""gftt""]",1,Not available,"[1,1,1]","[1,4,18]","[0,3,17]","[[3,1],[3,2],[3,1]]","[[0,3],[0,3],[0,3]]","[36,36,36]","[34,35,34]","[1,1,1]","[4,4,4]",21,21,0,21,21,34,21,21,0,21,21,0,20,20,0,350,350,350,True,True,False,lineage_delayed_newborn_slot_v3,aqua-fe-delayed-newborn-slot-v3-cell-v1,${AQUA_FE_OFFLOAD}/frontend_delayed_newborn_slot_v3/shadow_root/logs/afrl_cave_v31/external_hybrid_superpoint_lightglue_every2_dnr3_afrl_bus_s180_d045_router_splg,
afrl:bus_outside:0004,afrl_bus_s180_d045,rescue_control,router_splg,hybrid_superpoint_lightglue,33,66,1494876665057883599,0,Not available,0,3,3,3,"[10000000,10000001,10000002]","[10,10,10]","[""superpoint_lightglue"",""superpoint_lightglue"",""superpoint_lightglue""]",35.0,"[2,2,2]","[3,3,3]","[1,1,1]",3,"[2623,2629,2631]","[2,2,2]","[""gftt"",""gftt"",""gftt""]",1,Not available,"[1,1,1]","[1,1,1]","[0,0,0]","[[3,1],[3,1],[3,2]]","[[0,3],[0,3],[0,3]]","[34,34,34]","[32,32,33]","[1,1,1]","[4,4,4]",21,21,0,21,21,32,21,21,0,21,21,0,21,21,0,350,350,350,True,True,False,lineage_delayed_newborn_slot_v3,aqua-fe-delayed-newborn-slot-v3-cell-v1,${AQUA_FE_OFFLOAD}/frontend_delayed_newborn_slot_v3/shadow_root/logs/afrl_cave_v31/external_hybrid_superpoint_lightglue_every2_dnr3_afrl_bus_s180_d045_router_splg,
afrl:bus_outside:0004,afrl_bus_s180_d045,rescue_control,router_splg,hybrid_superpoint_lightglue,34,68,1494876665217091599,0,Not available,0,3,3,3,"[10000000,10000001,10000002]","[10,10,10]","[""superpoint_lightglue"",""superpoint_lightglue"",""superpoint_lightglue""]",37.0,"[3,3,3]","[3,3,3]","[0,0,0]",3,"[2723,2725,2755]","[2,2,2]","[""gftt"",""gftt"",""gftt""]",1,Not available,"[1,1,1]","[1,1,1]","[0,0,0]","[[3,2],[3,1],[3,1]]","[[0,3],[0,3],[0,3]]","[36,38,38]","[35,36,36]","[1,1,1]","[4,4,4]",20,20,0,20,20,35,20,20,0,19,19,0,19,19,0,350,350,350,True,True,False,lineage_delayed_newborn_slot_v3,aqua-fe-delayed-newborn-slot-v3-cell-v1,${AQUA_FE_OFFLOAD}/frontend_delayed_newborn_slot_v3/shadow_root/logs/afrl_cave_v31/external_hybrid_superpoint_lightglue_every2_dnr3_afrl_bus_s180_d045_router_splg,
aqualoc_archaeology:A08:0003,a08_2700_3600,stability_control,router_xfeat,hybrid_xfeat,-1,,,15,Not available,12,50,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,350,False,False,False,lineage_delayed_newborn_slot_v3,aqua-fe-delayed-newborn-slot-v3-cell-v1,${AQUA_FE_OFFLOAD}/frontend_delayed_newborn_slot_v3/shadow_root/logs/aqualoc_archaeo_vins/external_hybrid_xfeat_every2_dnr3_a08_2700_3600_router_xfeat,zero-action arm-window summary sentinel
aqualoc_archaeology:A08:0003,a08_2700_3600,stability_control,router_splg,hybrid_superpoint_lightglue,-1,,,0,Not available,0,50,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,350,False,False,False,lineage_delayed_newborn_slot_v3,aqua-fe-delayed-newborn-slot-v3-cell-v1,${AQUA_FE_OFFLOAD}/frontend_delayed_newborn_slot_v3/shadow_root/logs/aqualoc_archaeo_vins/external_hybrid_superpoint_lightglue_every2_dnr3_a08_2700_3600_router_splg,zero-action arm-window summary sentinel
afrl:cemetery:0003,afrl_cemetery_s135_d045,stability_control,router_xfeat,hybrid_xfeat,32,64,1535225001101605199,0,Not available,0,10,6,6,"[10000000,10000001,10000002,10000004,10000005,10000007]","[20,20,20,20,20,20]","[""xfeat"",""xfeat"",""xfeat"",""xfeat"",""xfeat"",""xfeat""]",11.0,"[1,1,1,1,1,1]","[5,5,5,2,2,1]","[4,4,4,1,1,0]",6,"[2121,2126,2127,2133,2146,2150]","[2,2,2,2,2,2]","[""gftt"",""gftt"",""gftt"",""gftt"",""gftt"",""gftt""]",1,Not available,"[1,1,1,1,1,1]","[5,1,2,20,3,2]","[4,0,1,19,2,1]","[[2,2],[1,4],[1,3],[1,3],[2,5],[1,5]]","[[1,4],[0,4],[1,3],[1,5],[2,5],[1,5]]","[34,24,34,34,14,8]","[33,24,33,33,14,9]","[24,5,34,8,14,8]","[24,6,33,9,14,9]",21,21,0,21,21,8,20,20,0,20,20,0,20,20,0,350,350,350,True,True,False,lineage_delayed_newborn_slot_v3,aqua-fe-delayed-newborn-slot-v3-cell-v1,${AQUA_FE_OFFLOAD}/frontend_delayed_newborn_slot_v3/shadow_root/logs/afrl_cave_v31/external_hybrid_xfeat_every2_dnr3_afrl_cemetery_s135_d045_router_xfeat,
afrl:cemetery:0003,afrl_cemetery_s135_d045,stability_control,router_xfeat,hybrid_xfeat,33,66,1535225001232471099,0,Not available,0,10,6,6,"[10000000,10000001,10000002,10000004,10000005,10000008]","[20,20,20,20,20,20]","[""xfeat"",""xfeat"",""xfeat"",""xfeat"",""xfeat"",""xfeat""]",13.0,"[2,2,2,2,2,1]","[5,5,5,2,2,1]","[3,3,3,0,0,0]",6,"[2183,2184,2185,2192,2193,2195]","[2,2,2,2,2,2]","[""gftt"",""gftt"",""gftt"",""gftt"",""gftt"",""gftt""]",1,Not available,"[1,1,1,1,1,1]","[13,21,6,1,4,3]","[12,20,5,0,3,2]","[[2,3],[1,3],[2,2],[2,2],[2,2],[1,4]]","[[1,4],[0,4],[1,3],[1,5],[2,5],[2,5]]","[32,32,34,34,34,25]","[31,32,31,31,31,25]","[25,3,32,7,16,16]","[25,4,32,8,18,18]",20,20,0,20,20,25,19,19,0,19,19,0,19,19,0,350,350,350,True,True,False,lineage_delayed_newborn_slot_v3,aqua-fe-delayed-newborn-slot-v3-cell-v1,${AQUA_FE_OFFLOAD}/frontend_delayed_newborn_slot_v3/shadow_root/logs/afrl_cave_v31/external_hybrid_xfeat_every2_dnr3_afrl_cemetery_s135_d045_router_xfeat,
afrl:cemetery:0003,afrl_cemetery_s135_d045,stability_control,router_xfeat,hybrid_xfeat,34,68,1535225001331595200,0,Not available,0,8,6,6,"[10000000,10000001,10000002,10000003,10000006,10000007]","[20,20,20,20,20,20]","[""xfeat"",""xfeat"",""xfeat"",""xfeat"",""xfeat"",""xfeat""]",15.0,"[3,3,3,1,1,1]","[5,5,5,3,1,2]","[2,2,2,2,0,1]",6,"[2247,2251,2257,2265,2270,2272]","[2,2,2,2,2,2]","[""gftt"",""gftt"",""gftt"",""gftt"",""gftt"",""gftt""]",1,Not available,"[1,1,1,1,1,1]","[3,1,1,6,10,2]","[2,0,0,5,9,1]","[[1,3],[2,3],[1,4],[0,4],[1,5],[1,4]]","[[1,4],[0,4],[1,3],[1,4],[1,5],[1,5]]","[33,35,25,4,6,25]","[33,34,25,4,7,25]","[25,4,33,25,6,6]","[25,4,33,25,7,7]",21,21,0,21,21,4,20,20,0,19,19,0,19,19,0,350,350,350,True,True,False,lineage_delayed_newborn_slot_v3,aqua-fe-delayed-newborn-slot-v3-cell-v1,${AQUA_FE_OFFLOAD}/frontend_delayed_newborn_slot_v3/shadow_root/logs/afrl_cave_v31/external_hybrid_xfeat_every2_dnr3_afrl_cemetery_s135_d045_router_xfeat,
afrl:cemetery:0003,afrl_cemetery_s135_d045,stability_control,router_xfeat,hybrid_xfeat,35,70,1535225001463500399,0,Not available,0,7,6,6,"[10000000,10000001,10000002,10000003,10000007,10000008]","[20,20,20,20,20,20]","[""xfeat"",""xfeat"",""xfeat"",""xfeat"",""xfeat"",""xfeat""]",17.0,"[4,4,4,2,2,1]","[5,5,5,3,2,2]","[1,1,1,1,0,1]",6,"[2316,2319,2326,2330,2335,2336]","[2,2,2,2,2,2]","[""gftt"",""gftt"",""gftt"",""gftt"",""gftt"",""gftt""]",1,Not available,"[1,1,1,1,1,1]","[9,6,5,1,3,4]","[8,5,4,0,2,3]","[[1,3],[2,3],[1,3],[1,4],[1,5],[2,5]]","[[1,4],[0,4],[1,3],[1,5],[1,5],[2,5]]","[32,34,32,25,11,10]","[31,33,31,25,12,10]","[25,2,32,11,11,10]","[25,3,31,12,12,10]",21,21,0,21,21,10,20,20,0,20,20,0,18,18,0,350,350,350,True,True,False,lineage_delayed_newborn_slot_v3,aqua-fe-delayed-newborn-slot-v3-cell-v1,${AQUA_FE_OFFLOAD}/frontend_delayed_newborn_slot_v3/shadow_root/logs/afrl_cave_v31/external_hybrid_xfeat_every2_dnr3_afrl_cemetery_s135_d045_router_xfeat,
afrl:cemetery:0003,afrl_cemetery_s135_d045,stability_control,router_xfeat,hybrid_xfeat,36,72,1535225001562624599,0,Not available,0,6,6,6,"[10000000,10000001,10000002,10000003,10000006,10000008]","[20,20,20,20,20,20]","[""xfeat"",""xfeat"",""xfeat"",""xfeat"",""xfeat"",""xfeat""]",19.0,"[5,5,5,3,1,2]","[5,5,5,3,1,2]","[0,0,0,0,0,0]",6,"[2391,2392,2393,2400,2401,2418]","[2,2,2,2,2,2]","[""gftt"",""gftt"",""gftt"",""gftt"",""gftt"",""gftt""]",1,Not available,"[1,1,1,1,1,1]","[20,10,22,12,5,4]","[19,9,21,11,4,3]","[[1,4],[1,3],[1,3],[1,5],[1,3],[1,4]]","[[1,4],[1,4],[1,3],[1,5],[1,5],[2,5]]","[27,34,34,11,34,27]","[27,32,32,12,32,27]","[27,27,34,11,11,11]","[27,27,32,12,12,12]",21,21,0,21,21,11,21,21,0,20,20,0,19,19,0,350,350,350,True,True,False,lineage_delayed_newborn_slot_v3,aqua-fe-delayed-newborn-slot-v3-cell-v1,${AQUA_FE_OFFLOAD}/frontend_delayed_newborn_slot_v3/shadow_root/logs/afrl_cave_v31/external_hybrid_xfeat_every2_dnr3_afrl_cemetery_s135_d045_router_xfeat,
afrl:cemetery:0003,afrl_cemetery_s135_d045,stability_control,router_splg,hybrid_superpoint_lightglue,-1,,,243,Not available,71,50,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,350,False,False,False,lineage_delayed_newborn_slot_v3,aqua-fe-delayed-newborn-slot-v3-cell-v1,${AQUA_FE_OFFLOAD}/frontend_delayed_newborn_slot_v3/shadow_root/logs/afrl_cave_v31/external_hybrid_superpoint_lightglue_every2_dnr3_afrl_cemetery_s135_d045_router_splg,zero-action arm-window summary sentinel
aqualoc_harbor:H07:historical_0_1000,h07_0_1000,stability_control,router_xfeat,hybrid_xfeat,-1,,,45,Not available,9,50,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,350,False,False,False,lineage_delayed_newborn_slot_v3,aqua-fe-delayed-newborn-slot-v3-cell-v1,${AQUA_FE_OFFLOAD}/frontend_delayed_newborn_slot_v3/shadow_root/logs/aqualoc_real_vins/external_hybrid_xfeat_every2_dnr3_h07_0_1000_router_xfeat,zero-action arm-window summary sentinel
aqualoc_harbor:H07:historical_0_1000,h07_0_1000,stability_control,router_splg,hybrid_superpoint_lightglue,-1,,,71,Not available,8,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,350,False,False,False,lineage_delayed_newborn_slot_v3,aqua-fe-delayed-newborn-slot-v3-cell-v1,${AQUA_FE_OFFLOAD}/frontend_delayed_newborn_slot_v3/shadow_root/logs/aqualoc_real_vins/external_hybrid_superpoint_lightglue_every2_dnr3_h07_0_1000_router_splg,zero-action arm-window summary sentinel
