window_id,run_slug,cell_id,source_arm,backend_role,repeat,execution,feature_bag,feature_bag_sha256,canonical_config,canonical_config_sha256,camera_config,camera_config_sha256,vins_node_sha256,vins_lib_sha256,replay_dir,source_experiment
aqualoc_archaeology:A02:0000,a02_0_900,router_xfeat,router_xfeat,learned_active,2,NEW_V3_REPLAY,${AQUA_FE_OFFLOAD}/frontend_delayed_newborn_slot_v3/shadow_root/logs/aqualoc_archaeo_vins/external_hybrid_xfeat_every2_dnr3_a02_0_900_router_xfeat/features.bag,536ab12d1536c90419064f08ea8c1ec995a241d37d804dbb5a9005f482a9cf57,${AQUA_FE_OFFLOAD}/frontend_coverage_monotone_router_v2/backend_canonical/a02_0_900/vins_same_backend.yaml,a0d5aad32120b2ab419c3216fbbf908ee4cdbed4c5d7c483b131b3df67da5af1,${AQUA_FE_OFFLOAD}/frontend_coverage_monotone_router_v2/backend_canonical/a02_0_900/aqualoc_archaeo02_pinhole.yaml,045505013a5dbfb629bad8d3463bbbdacad965ebdcf3c590598121bd884e50a5,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,373a598c7ce591b4fe97ced9b3ee1de5bbf0322c105a54afcb03a91b810f71e8,${AQUA_FE_OFFLOAD}/frontend_delayed_newborn_slot_v3/backend_replays/a02_0_900/router_xfeat/repeat2,EXP-20260905-008
aqualoc_archaeology:A02:0000,a02_0_900,router_xfeat,router_xfeat,learned_active,3,NEW_V3_REPLAY,${AQUA_FE_OFFLOAD}/frontend_delayed_newborn_slot_v3/shadow_root/logs/aqualoc_archaeo_vins/external_hybrid_xfeat_every2_dnr3_a02_0_900_router_xfeat/features.bag,536ab12d1536c90419064f08ea8c1ec995a241d37d804dbb5a9005f482a9cf57,${AQUA_FE_OFFLOAD}/frontend_coverage_monotone_router_v2/backend_canonical/a02_0_900/vins_same_backend.yaml,a0d5aad32120b2ab419c3216fbbf908ee4cdbed4c5d7c483b131b3df67da5af1,${AQUA_FE_OFFLOAD}/frontend_coverage_monotone_router_v2/backend_canonical/a02_0_900/aqualoc_archaeo02_pinhole.yaml,045505013a5dbfb629bad8d3463bbbdacad965ebdcf3c590598121bd884e50a5,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,373a598c7ce591b4fe97ced9b3ee1de5bbf0322c105a54afcb03a91b810f71e8,${AQUA_FE_OFFLOAD}/frontend_delayed_newborn_slot_v3/backend_replays/a02_0_900/router_xfeat/repeat3,EXP-20260905-008
aqualoc_archaeology:A02:0000,a02_0_900,matched_gftt_for_router_xfeat,router_xfeat,matched_classical,1,NEW_V3_REPLAY,${AQUA_FE_OFFLOAD}/frontend_delayed_newborn_slot_v3/matched_controls/a02_0_900/router_xfeat/features_matched_gftt.bag,51c937655dc60b9769a62295f65042817542e82d7e465eaddc5a41649ab6de04,${AQUA_FE_OFFLOAD}/frontend_coverage_monotone_router_v2/backend_canonical/a02_0_900/vins_same_backend.yaml,a0d5aad32120b2ab419c3216fbbf908ee4cdbed4c5d7c483b131b3df67da5af1,${AQUA_FE_OFFLOAD}/frontend_coverage_monotone_router_v2/backend_canonical/a02_0_900/aqualoc_archaeo02_pinhole.yaml,045505013a5dbfb629bad8d3463bbbdacad965ebdcf3c590598121bd884e50a5,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,373a598c7ce591b4fe97ced9b3ee1de5bbf0322c105a54afcb03a91b810f71e8,${AQUA_FE_OFFLOAD}/frontend_delayed_newborn_slot_v3/backend_replays/a02_0_900/matched_gftt_for_router_xfeat/repeat1,EXP-20260905-008
aqualoc_archaeology:A02:0000,a02_0_900,matched_gftt_for_router_xfeat,router_xfeat,matched_classical,2,NEW_V3_REPLAY,${AQUA_FE_OFFLOAD}/frontend_delayed_newborn_slot_v3/matched_controls/a02_0_900/router_xfeat/features_matched_gftt.bag,51c937655dc60b9769a62295f65042817542e82d7e465eaddc5a41649ab6de04,${AQUA_FE_OFFLOAD}/frontend_coverage_monotone_router_v2/backend_canonical/a02_0_900/vins_same_backend.yaml,a0d5aad32120b2ab419c3216fbbf908ee4cdbed4c5d7c483b131b3df67da5af1,${AQUA_FE_OFFLOAD}/frontend_coverage_monotone_router_v2/backend_canonical/a02_0_900/aqualoc_archaeo02_pinhole.yaml,045505013a5dbfb629bad8d3463bbbdacad965ebdcf3c590598121bd884e50a5,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,373a598c7ce591b4fe97ced9b3ee1de5bbf0322c105a54afcb03a91b810f71e8,${AQUA_FE_OFFLOAD}/frontend_delayed_newborn_slot_v3/backend_replays/a02_0_900/matched_gftt_for_router_xfeat/repeat2,EXP-20260905-008
aqualoc_archaeology:A02:0000,a02_0_900,matched_gftt_for_router_xfeat,router_xfeat,matched_classical,3,NEW_V3_REPLAY,${AQUA_FE_OFFLOAD}/frontend_delayed_newborn_slot_v3/matched_controls/a02_0_900/router_xfeat/features_matched_gftt.bag,51c937655dc60b9769a62295f65042817542e82d7e465eaddc5a41649ab6de04,${AQUA_FE_OFFLOAD}/frontend_coverage_monotone_router_v2/backend_canonical/a02_0_900/vins_same_backend.yaml,a0d5aad32120b2ab419c3216fbbf908ee4cdbed4c5d7c483b131b3df67da5af1,${AQUA_FE_OFFLOAD}/frontend_coverage_monotone_router_v2/backend_canonical/a02_0_900/aqualoc_archaeo02_pinhole.yaml,045505013a5dbfb629bad8d3463bbbdacad965ebdcf3c590598121bd884e50a5,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,373a598c7ce591b4fe97ced9b3ee1de5bbf0322c105a54afcb03a91b810f71e8,${AQUA_FE_OFFLOAD}/frontend_delayed_newborn_slot_v3/backend_replays/a02_0_900/matched_gftt_for_router_xfeat/repeat3,EXP-20260905-008
aqualoc_archaeology:A09:historical_6000_6800,a09_6000_6800,klt,klt,fresh_klt,1,REUSED_FROZEN_V2_REPLAY,${AQUA_FE_OFFLOAD}/frontend_coverage_monotone_router_v2/shadow_root/logs/aqualoc_archaeo_vins/external_klt_every2_gmrv2_a09_6000_6800_klt/features.bag,6de8ffe9226c1c786bbd80b53049f2f4f1f58c2859808034b60b5dca171884ff,${AQUA_FE_OFFLOAD}/frontend_coverage_monotone_router_v2/backend_canonical/a09_6000_6800/vins_same_backend.yaml,7ecf99b8c6540cc3c9ab4917b2453c1579afed96a928034c8e65e4f5f04532b1,${AQUA_FE_OFFLOAD}/frontend_coverage_monotone_router_v2/backend_canonical/a09_6000_6800/aqualoc_archaeo09_pinhole.yaml,045505013a5dbfb629bad8d3463bbbdacad965ebdcf3c590598121bd884e50a5,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,373a598c7ce591b4fe97ced9b3ee1de5bbf0322c105a54afcb03a91b810f71e8,${AQUA_FE_OFFLOAD}/frontend_coverage_monotone_router_v2/backend_replays/a09_6000_6800/klt/repeat1,EXP-20260904-005
aqualoc_archaeology:A09:historical_6000_6800,a09_6000_6800,klt,klt,fresh_klt,2,REUSED_FROZEN_V2_REPLAY,${AQUA_FE_OFFLOAD}/frontend_coverage_monotone_router_v2/shadow_root/logs/aqualoc_archaeo_vins/external_klt_every2_gmrv2_a09_6000_6800_klt/features.bag,6de8ffe9226c1c786bbd80b53049f2f4f1f58c2859808034b60b5dca171884ff,${AQUA_FE_OFFLOAD}/frontend_coverage_monotone_router_v2/backend_canonical/a09_6000_6800/vins_same_backend.yaml,7ecf99b8c6540cc3c9ab4917b2453c1579afed96a928034c8e65e4f5f04532b1,${AQUA_FE_OFFLOAD}/frontend_coverage_monotone_router_v2/backend_canonical/a09_6000_6800/aqualoc_archaeo09_pinhole.yaml,045505013a5dbfb629bad8d3463bbbdacad965ebdcf3c590598121bd884e50a5,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,373a598c7ce591b4fe97ced9b3ee1de5bbf0322c105a54afcb03a91b810f71e8,${AQUA_FE_OFFLOAD}/frontend_coverage_monotone_router_v2/backend_replays/a09_6000_6800/klt/repeat2,EXP-20260904-005
aqualoc_archaeology:A09:historical_6000_6800,a09_6000_6800,klt,klt,fresh_klt,3,REUSED_FROZEN_V2_REPLAY,${AQUA_FE_OFFLOAD}/frontend_coverage_monotone_router_v2/shadow_root/logs/aqualoc_archaeo_vins/external_klt_every2_gmrv2_a09_6000_6800_klt/features.bag,6de8ffe9226c1c786bbd80b53049f2f4f1f58c2859808034b60b5dca171884ff,${AQUA_FE_OFFLOAD}/frontend_coverage_monotone_router_v2/backend_canonical/a09_6000_6800/vins_same_backend.yaml,7ecf99b8c6540cc3c9ab4917b2453c1579afed96a928034c8e65e4f5f04532b1,${AQUA_FE_OFFLOAD}/frontend_coverage_monotone_router_v2/backend_canonical/a09_6000_6800/aqualoc_archaeo09_pinhole.yaml,045505013a5dbfb629bad8d3463bbbdacad965ebdcf3c590598121bd884e50a5,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,373a598c7ce591b4fe97ced9b3ee1de5bbf0322c105a54afcb03a91b810f71e8,${AQUA_FE_OFFLOAD}/frontend_coverage_monotone_router_v2/backend_replays/a09_6000_6800/klt/repeat3,EXP-20260904-005
aqualoc_archaeology:A09:historical_6000_6800,a09_6000_6800,router_splg,router_splg,learned_active,1,NEW_V3_REPLAY,${AQUA_FE_OFFLOAD}/frontend_delayed_newborn_slot_v3/shadow_root/logs/aqualoc_archaeo_vins/external_hybrid_superpoint_lightglue_every2_dnr3_a09_6000_6800_router_splg/features.bag,80d09e1b952efc76da8b933bd88cd80839907584b9d48c7fb38f2f7d8f097d9f,${AQUA_FE_OFFLOAD}/frontend_coverage_monotone_router_v2/backend_canonical/a09_6000_6800/vins_same_backend.yaml,7ecf99b8c6540cc3c9ab4917b2453c1579afed96a928034c8e65e4f5f04532b1,${AQUA_FE_OFFLOAD}/frontend_coverage_monotone_router_v2/backend_canonical/a09_6000_6800/aqualoc_archaeo09_pinhole.yaml,045505013a5dbfb629bad8d3463bbbdacad965ebdcf3c590598121bd884e50a5,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,373a598c7ce591b4fe97ced9b3ee1de5bbf0322c105a54afcb03a91b810f71e8,${AQUA_FE_OFFLOAD}/frontend_delayed_newborn_slot_v3/backend_replays/a09_6000_6800/router_splg/repeat1,EXP-20260905-008
aqualoc_archaeology:A09:historical_6000_6800,a09_6000_6800,router_splg,router_splg,learned_active,2,NEW_V3_REPLAY,${AQUA_FE_OFFLOAD}/frontend_delayed_newborn_slot_v3/shadow_root/logs/aqualoc_archaeo_vins/external_hybrid_superpoint_lightglue_every2_dnr3_a09_6000_6800_router_splg/features.bag,80d09e1b952efc76da8b933bd88cd80839907584b9d48c7fb38f2f7d8f097d9f,${AQUA_FE_OFFLOAD}/frontend_coverage_monotone_router_v2/backend_canonical/a09_6000_6800/vins_same_backend.yaml,7ecf99b8c6540cc3c9ab4917b2453c1579afed96a928034c8e65e4f5f04532b1,${AQUA_FE_OFFLOAD}/frontend_coverage_monotone_router_v2/backend_canonical/a09_6000_6800/aqualoc_archaeo09_pinhole.yaml,045505013a5dbfb629bad8d3463bbbdacad965ebdcf3c590598121bd884e50a5,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,373a598c7ce591b4fe97ced9b3ee1de5bbf0322c105a54afcb03a91b810f71e8,${AQUA_FE_OFFLOAD}/frontend_delayed_newborn_slot_v3/backend_replays/a09_6000_6800/router_splg/repeat2,EXP-20260905-008
aqualoc_archaeology:A09:historical_6000_6800,a09_6000_6800,router_splg,router_splg,learned_active,3,NEW_V3_REPLAY,${AQUA_FE_OFFLOAD}/frontend_delayed_newborn_slot_v3/shadow_root/logs/aqualoc_archaeo_vins/external_hybrid_superpoint_lightglue_every2_dnr3_a09_6000_6800_router_splg/features.bag,80d09e1b952efc76da8b933bd88cd80839907584b9d48c7fb38f2f7d8f097d9f,${AQUA_FE_OFFLOAD}/frontend_coverage_monotone_router_v2/backend_canonical/a09_6000_6800/vins_same_backend.yaml,7ecf99b8c6540cc3c9ab4917b2453c1579afed96a928034c8e65e4f5f04532b1,${AQUA_FE_OFFLOAD}/frontend_coverage_monotone_router_v2/backend_canonical/a09_6000_6800/aqualoc_archaeo09_pinhole.yaml,045505013a5dbfb629bad8d3463bbbdacad965ebdcf3c590598121bd884e50a5,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,373a598c7ce591b4fe97ced9b3ee1de5bbf0322c105a54afcb03a91b810f71e8,${AQUA_FE_OFFLOAD}/frontend_delayed_newborn_slot_v3/backend_replays/a09_6000_6800/router_splg/repeat3,EXP-20260905-008
aqualoc_archaeology:A09:historical_6000_6800,a09_6000_6800,matched_gftt_for_router_splg,router_splg,matched_classical,1,NEW_V3_REPLAY,${AQUA_FE_OFFLOAD}/frontend_delayed_newborn_slot_v3/matched_controls/a09_6000_6800/router_splg/features_matched_gftt.bag,ec5897296223782707afb5db8d36c77ebe7e6b7d01f1d589d7b9e1535a22c0d4,${AQUA_FE_OFFLOAD}/frontend_coverage_monotone_router_v2/backend_canonical/a09_6000_6800/vins_same_backend.yaml,7ecf99b8c6540cc3c9ab4917b2453c1579afed96a928034c8e65e4f5f04532b1,${AQUA_FE_OFFLOAD}/frontend_coverage_monotone_router_v2/backend_canonical/a09_6000_6800/aqualoc_archaeo09_pinhole.yaml,045505013a5dbfb629bad8d3463bbbdacad965ebdcf3c590598121bd884e50a5,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,373a598c7ce591b4fe97ced9b3ee1de5bbf0322c105a54afcb03a91b810f71e8,${AQUA_FE_OFFLOAD}/frontend_delayed_newborn_slot_v3/backend_replays/a09_6000_6800/matched_gftt_for_router_splg/repeat1,EXP-20260905-008
aqualoc_archaeology:A09:historical_6000_6800,a09_6000_6800,matched_gftt_for_router_splg,router_splg,matched_classical,2,NEW_V3_REPLAY,${AQUA_FE_OFFLOAD}/frontend_delayed_newborn_slot_v3/matched_controls/a09_6000_6800/router_splg/features_matched_gftt.bag,ec5897296223782707afb5db8d36c77ebe7e6b7d01f1d589d7b9e1535a22c0d4,${AQUA_FE_OFFLOAD}/frontend_coverage_monotone_router_v2/backend_canonical/a09_6000_6800/vins_same_backend.yaml,7ecf99b8c6540cc3c9ab4917b2453c1579afed96a928034c8e65e4f5f04532b1,${AQUA_FE_OFFLOAD}/frontend_coverage_monotone_router_v2/backend_canonical/a09_6000_6800/aqualoc_archaeo09_pinhole.yaml,045505013a5dbfb629bad8d3463bbbdacad965ebdcf3c590598121bd884e50a5,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,373a598c7ce591b4fe97ced9b3ee1de5bbf0322c105a54afcb03a91b810f71e8,${AQUA_FE_OFFLOAD}/frontend_delayed_newborn_slot_v3/backend_replays/a09_6000_6800/matched_gftt_for_router_splg/repeat2,EXP-20260905-008
aqualoc_archaeology:A09:historical_6000_6800,a09_6000_6800,matched_gftt_for_router_splg,router_splg,matched_classical,3,NEW_V3_REPLAY,${AQUA_FE_OFFLOAD}/frontend_delayed_newborn_slot_v3/matched_controls/a09_6000_6800/router_splg/features_matched_gftt.bag,ec5897296223782707afb5db8d36c77ebe7e6b7d01f1d589d7b9e1535a22c0d4,${AQUA_FE_OFFLOAD}/frontend_coverage_monotone_router_v2/backend_canonical/a09_6000_6800/vins_same_backend.yaml,7ecf99b8c6540cc3c9ab4917b2453c1579afed96a928034c8e65e4f5f04532b1,${AQUA_FE_OFFLOAD}/frontend_coverage_monotone_router_v2/backend_canonical/a09_6000_6800/aqualoc_archaeo09_pinhole.yaml,045505013a5dbfb629bad8d3463bbbdacad965ebdcf3c590598121bd884e50a5,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,373a598c7ce591b4fe97ced9b3ee1de5bbf0322c105a54afcb03a91b810f71e8,${AQUA_FE_OFFLOAD}/frontend_delayed_newborn_slot_v3/backend_replays/a09_6000_6800/matched_gftt_for_router_splg/repeat3,EXP-20260905-008
