path,status,sha256
continuation_runtime:backend_replays/a02_0_900/continuation_xfeat/repeat1/vins_output/vio.csv,PRESENT,a15f6104f9018e40a7af8c668f8faa67cff847e165ece0b7fd742bc60185d343
continuation_runtime:backend_replays/a02_0_900/continuation_xfeat/repeat2/replay_receipt.txt,PRESENT,f2d44b8ae77ac3068a08506d6ab4c8252014e9079e125ea7dc70dffe2936ffac
continuation_runtime:backend_replays/a02_0_900/continuation_xfeat/repeat2/vins.log,PRESENT,bfd00ec81c29720e2297a80fb6792142136eff3ed500ff54279c9f1a5349a428
continuation_runtime:backend_replays/a02_0_900/continuation_xfeat/repeat2/vins_env_manifest.txt,PRESENT,548f59cdf93dfb2a5a19c64324b7b31956bb628752015edce7d24e55cb13e88d
continuation_runtime:backend_replays/a02_0_900/continuation_xfeat/repeat2/vins_output/vio.csv,PRESENT,3baf65333ec5d4cf87ee8f8ee78e225cdc5c28229ac931506e8c9d9ccf262f12
continuation_runtime:backend_replays/a02_0_900/continuation_xfeat/repeat3/replay_receipt.txt,PRESENT,359d7bdb5295e5c83d9b59b3029f91bdc41284b430a4c08a4b860b379e1c75d5
continuation_runtime:backend_replays/a02_0_900/continuation_xfeat/repeat3/vins.log,PRESENT,33b6e59fe8eac298062dbc07c36ed329c3768bf50800c1a4621efcf841da455b
continuation_runtime:backend_replays/a02_0_900/continuation_xfeat/repeat3/vins_env_manifest.txt,PRESENT,a0b08b56503c45fa7b1b639a94e6c4963160ce8289ad737bcb27163e0b393ac9
continuation_runtime:backend_replays/a02_0_900/continuation_xfeat/repeat3/vins_output/vio.csv,PRESENT,b2ec9e9e297538809275220e4e3bb1386b6b59224e3793ecf84bfbfeb8aa5bcf
continuation_runtime:backend_replays/a02_0_900/matched_gftt_for_continuation_splg/repeat1/replay_receipt.txt,PRESENT,d0f5af231d92ec91fdc1af9cb7e2d05b1e09d7989b2b3cb45fdee0c316b4489f
continuation_runtime:backend_replays/a02_0_900/matched_gftt_for_continuation_splg/repeat1/vins.log,PRESENT,1cc2c0a7a8fb09a1a339cf051587bea4fb144e64ea7bcb9a51079b08b942e902
continuation_runtime:backend_replays/a02_0_900/matched_gftt_for_continuation_splg/repeat1/vins_env_manifest.txt,PRESENT,cd6731dc5bbf2961e795147d2da4ad54ed33c79c5a75e9db6c51a3c126f55d31
continuation_runtime:backend_replays/a02_0_900/matched_gftt_for_continuation_splg/repeat1/vins_output/vio.csv,PRESENT,81c839ead670e3046c5285b4d2cbf63339852f1780f23ccc7e815e857a89cb21
continuation_runtime:backend_replays/a02_0_900/matched_gftt_for_continuation_splg/repeat2/replay_receipt.txt,PRESENT,09d6c9a330d394ab8409b24d6aea546d686c4e8e6332427d955d54d9e7178cdb
continuation_runtime:backend_replays/a02_0_900/matched_gftt_for_continuation_splg/repeat2/vins.log,PRESENT,d4c8f6c7538a3e0942c172f76d938c3c2a62fee6ce2d8140b6d43b51307bfe59
continuation_runtime:backend_replays/a02_0_900/matched_gftt_for_continuation_splg/repeat2/vins_env_manifest.txt,PRESENT,608397ee70042eb548f9a2c3f895fa7dd126003e8f277bce9a0901fd1ca84ab9
continuation_runtime:backend_replays/a02_0_900/matched_gftt_for_continuation_splg/repeat2/vins_output/vio.csv,PRESENT,7c073944e9038059815ddb6a6df5c58402e65fa23cc58c62c5d5cdc2611caa48
continuation_runtime:backend_replays/a02_0_900/matched_gftt_for_continuation_splg/repeat3/replay_receipt.txt,PRESENT,69a80fbebf90142ad1a396d03a4555cc0451ed38e9d5f5aa534a6511d0707e00
continuation_runtime:backend_replays/a02_0_900/matched_gftt_for_continuation_splg/repeat3/vins.log,PRESENT,f5a469380e9a471f2adf8732d0386cbcffd16dfb4b28ccbffeb96fce874aefd0
continuation_runtime:backend_replays/a02_0_900/matched_gftt_for_continuation_splg/repeat3/vins_env_manifest.txt,PRESENT,672dafc176f0e45e6107b5ecf14acd3a5b7ab3252248a14baabc8221f13ee5c6
continuation_runtime:backend_replays/a02_0_900/matched_gftt_for_continuation_splg/repeat3/vins_output/vio.csv,PRESENT,7323d17d86d16af0480775885dbacda5d2febe8c8a85a74e35d03f25d0e44ff8
continuation_runtime:backend_replays/a02_0_900/matched_gftt_for_continuation_xfeat/repeat1/replay_receipt.txt,PRESENT,e3ca8575baebc8e33d9ae4f0da1f72395f14fccc31b50518a05a7163bda9f655
continuation_runtime:backend_replays/a02_0_900/matched_gftt_for_continuation_xfeat/repeat1/vins.log,PRESENT,cc70d49fc9b38652968a645dcae78eefb668acd6e49e89e7c0b26f144232bb61
continuation_runtime:backend_replays/a02_0_900/matched_gftt_for_continuation_xfeat/repeat1/vins_env_manifest.txt,PRESENT,09501c399249eb63f343d9711a91cd67f809005baa042de8a16255636a508c6f
continuation_runtime:backend_replays/a02_0_900/matched_gftt_for_continuation_xfeat/repeat1/vins_output/vio.csv,PRESENT,f1ea4061c75cbcf6013539c8c5b973a7e18d0cb9a55021a304f4dd0bfeb1c66d
continuation_runtime:backend_replays/a02_0_900/matched_gftt_for_continuation_xfeat/repeat2/replay_receipt.txt,PRESENT,90a05a0197cd2f9a68dcec5414d89c889c7912ba88ee2a8e9d968c100a73db97
continuation_runtime:backend_replays/a02_0_900/matched_gftt_for_continuation_xfeat/repeat2/vins.log,PRESENT,74a25a7ce107d73fb293edb666b9712bca6cca6efb4fddc30330771eac23cf3c
continuation_runtime:backend_replays/a02_0_900/matched_gftt_for_continuation_xfeat/repeat2/vins_env_manifest.txt,PRESENT,4e2e7d346691465550095e65f426a114f3cfa964608215e5fdb08083a04659a9
continuation_runtime:backend_replays/a02_0_900/matched_gftt_for_continuation_xfeat/repeat2/vins_output/vio.csv,PRESENT,742b08968c02cad8f00734ff4f66629150cd4d56861b9d875e2e3531478d4107
continuation_runtime:backend_replays/a02_0_900/matched_gftt_for_continuation_xfeat/repeat3/replay_receipt.txt,PRESENT,384e23be3d17126500b75310d3bfce1a32aa87dfdebdef4290eb43ac70914450
continuation_runtime:backend_replays/a02_0_900/matched_gftt_for_continuation_xfeat/repeat3/vins.log,PRESENT,621838da230faa960e79d8c25ebcf71a3d277ab980552ff516b9c7f5e4f442b3
continuation_runtime:backend_replays/a02_0_900/matched_gftt_for_continuation_xfeat/repeat3/vins_env_manifest.txt,PRESENT,fceb05c84deafda56369bb895be0e6d71932c1bded7ecc2120773f522205b49a
continuation_runtime:backend_replays/a02_0_900/matched_gftt_for_continuation_xfeat/repeat3/vins_output/vio.csv,PRESENT,39160247a27e65cc910627a0512e487b60331513ffb4e784c93f6eb1d976554d
continuation_runtime:backend_replays/a09_6000_6800/continuation_xfeat/repeat1/replay_receipt.txt,PRESENT,c42eb1c50d6bc80cedc0eda55b41cdc9aeb0efbf48f1d5f9ead9e48d2767dec0
continuation_runtime:backend_replays/a09_6000_6800/continuation_xfeat/repeat1/vins.log,PRESENT,2c9e25ebf2485234533f4c51c748605afd33c9d179966288e1e7a30f3a10d8d3
continuation_runtime:backend_replays/a09_6000_6800/continuation_xfeat/repeat1/vins_env_manifest.txt,PRESENT,fe9277c2b894672bc10aa66c1ab6ab63bf802257393fac63208164b0f30f9fbb
continuation_runtime:backend_replays/a09_6000_6800/continuation_xfeat/repeat1/vins_output/vio.csv,PRESENT,e9307a9f339cff0b8447e86e7462d664e35f0822ce3af6a2b28db9723e4f063f
continuation_runtime:backend_replays/a09_6000_6800/continuation_xfeat/repeat2/replay_receipt.txt,PRESENT,07bcdeb94524c238df65fe39442a858c8c2a560a3cf86934468e77eeded6ecf2
continuation_runtime:backend_replays/a09_6000_6800/continuation_xfeat/repeat2/vins.log,PRESENT,313d923bd41d41472441a34bcc2dcc9f61b00395e0c8c2dbb1844d8c852b9e7b
continuation_runtime:backend_replays/a09_6000_6800/continuation_xfeat/repeat2/vins_env_manifest.txt,PRESENT,a573269ec1cc3a771caa16d0311b7e8be15cf5f459e9df720935375507dfe45d
continuation_runtime:backend_replays/a09_6000_6800/continuation_xfeat/repeat2/vins_output/vio.csv,PRESENT,9246655d7b25a379814d1204e10f358d696db67bc1ff6e4caa80e3bb4060d5e9
continuation_runtime:backend_replays/a09_6000_6800/continuation_xfeat/repeat3/replay_receipt.txt,PRESENT,866cc4a5e01db087ed34a6442c39f8765a412a9ec5ac64cd673a0294e5c7a7c8
continuation_runtime:backend_replays/a09_6000_6800/continuation_xfeat/repeat3/vins.log,PRESENT,9175e0cee9e8a9aae90f99e9593e3074838a0f8f0ef8d81abc6c39c7fd53b6fd
continuation_runtime:backend_replays/a09_6000_6800/continuation_xfeat/repeat3/vins_env_manifest.txt,PRESENT,2abf10541680f5e908c38e29333ea9860e1d56b808b36c750aaf6810ace4a490
continuation_runtime:backend_replays/a09_6000_6800/continuation_xfeat/repeat3/vins_output/vio.csv,PRESENT,4db90929ffbea15cb21c83ae775a7174c37b86bb92913144057abc54de7e4d94
continuation_runtime:backend_replays/a09_6000_6800/matched_gftt_for_continuation_xfeat/repeat1/replay_receipt.txt,PRESENT,444d615408493f2c269813bd542a1a725bc2add82671e612f47985f648dac2e5
continuation_runtime:backend_replays/a09_6000_6800/matched_gftt_for_continuation_xfeat/repeat1/vins.log,PRESENT,8bc7bc2a5a34bc9f7ecc9c07f13475c436fc5b1b62ec5eabf3b1ee4a394350d9
continuation_runtime:backend_replays/a09_6000_6800/matched_gftt_for_continuation_xfeat/repeat1/vins_env_manifest.txt,PRESENT,ea11885e72a4a6520ac8fffbe37783247e95915e625a9b17e5d65461d899563c
continuation_runtime:backend_replays/a09_6000_6800/matched_gftt_for_continuation_xfeat/repeat1/vins_output/vio.csv,PRESENT,b19305764b368b61444fc7d28a4c37e24e06874e207da3014de6845abc5c99af
continuation_runtime:backend_replays/a09_6000_6800/matched_gftt_for_continuation_xfeat/repeat2/replay_receipt.txt,PRESENT,98e6b4a58eaa2e77365bc58f1f44cc2fdfeb7f263a0bc79dbf864d4bef86991d
continuation_runtime:backend_replays/a09_6000_6800/matched_gftt_for_continuation_xfeat/repeat2/vins.log,PRESENT,78090748e35a6d5e8fcadeabc22ba7b813a6d3a8904b32db088edbe808bd26db
continuation_runtime:backend_replays/a09_6000_6800/matched_gftt_for_continuation_xfeat/repeat2/vins_env_manifest.txt,PRESENT,e7842ad7790ab771480c1276118a860d36d9763cbdb6dcab02974c354c75622e
continuation_runtime:backend_replays/a09_6000_6800/matched_gftt_for_continuation_xfeat/repeat2/vins_output/vio.csv,PRESENT,f8305db95dcb8df9c12f56ef4a4e5a44a7abde85a6bdb26941ee539a8a4a365b
continuation_runtime:backend_replays/a09_6000_6800/matched_gftt_for_continuation_xfeat/repeat3/replay_receipt.txt,PRESENT,9663465fe2ab00df6626e01ba3b7e091939efea251095a35bef8895e92be3c9f
continuation_runtime:backend_replays/a09_6000_6800/matched_gftt_for_continuation_xfeat/repeat3/vins.log,PRESENT,c7b41ca7a7fe7e2b5f7aca96e0b4dd20d42e7e39ce1fb81e8e3d390409908a48
continuation_runtime:backend_replays/a09_6000_6800/matched_gftt_for_continuation_xfeat/repeat3/vins_env_manifest.txt,PRESENT,f8e288b1bb6a34910b3bc8786c0f3c7b15a477272980fb6ab84b9adfdba301ab
continuation_runtime:backend_replays/a09_6000_6800/matched_gftt_for_continuation_xfeat/repeat3/vins_output/vio.csv,PRESENT,cddf8e6bd7bf91b1bc93e4f0ca9ea782bd781e679abe4fdc98ce2350a1839b09
continuation_runtime:backend_replays/afrl_bus_s180_d045/continuation_xfeat/repeat1/replay_receipt.txt,PRESENT,9e45f502fe6a418e7ff07ee7e3dd80b678d8f915cfa40ba521b4b4452722bc25
continuation_runtime:backend_replays/afrl_bus_s180_d045/continuation_xfeat/repeat1/vins.log,PRESENT,ba1ed928064f1e1de3f28d25718107e90d645a095b3d992a5b8157a7d2b33d74
continuation_runtime:backend_replays/afrl_bus_s180_d045/continuation_xfeat/repeat1/vins_env_manifest.txt,PRESENT,dd7d45021c477dfb97575465875ff196ef95327c8f6cda341b434e64df9a8b8d
continuation_runtime:backend_replays/afrl_bus_s180_d045/continuation_xfeat/repeat1/vins_output/vio.csv,PRESENT,78397d42c70c306711f9644007d50903e05b823d77c3bd913aaee686851b40b5
continuation_runtime:backend_replays/afrl_bus_s180_d045/continuation_xfeat/repeat2/replay_receipt.txt,PRESENT,03a954a934b93cfbbc48bbc63bafa25f6fcdca916537db13fb2308682fb63944
continuation_runtime:backend_replays/afrl_bus_s180_d045/continuation_xfeat/repeat2/vins.log,PRESENT,dc09c7eb8cf837a8b065774b3647a7c83e1b3aa14f4ebc35e42a71a4590acc2d
continuation_runtime:backend_replays/afrl_bus_s180_d045/continuation_xfeat/repeat2/vins_env_manifest.txt,PRESENT,06f9515149b0bea3df2e7d2d11f9cbd591a862324b9c78d0c6326e100b62ab66
continuation_runtime:backend_replays/afrl_bus_s180_d045/continuation_xfeat/repeat2/vins_output/vio.csv,PRESENT,d35a96b1f63d2992457936a77ee493632d1fd6602e33dd7dfd6c677b06bf83c8
continuation_runtime:backend_replays/afrl_bus_s180_d045/continuation_xfeat/repeat3/replay_receipt.txt,PRESENT,062f6260aabe2c37972fbb2108146f3d8f96f97e03f853d3de0cacb0523e9b03
continuation_runtime:backend_replays/afrl_bus_s180_d045/continuation_xfeat/repeat3/vins.log,PRESENT,bed424dc51774583e472397f26428e3f444e6262cad85d3602555915a2944195
continuation_runtime:backend_replays/afrl_bus_s180_d045/continuation_xfeat/repeat3/vins_env_manifest.txt,PRESENT,01e6784e2103dda8b971f9302aecaa0e4fd17fa084792d0e7fbde13bd2bf519a
continuation_runtime:backend_replays/afrl_bus_s180_d045/continuation_xfeat/repeat3/vins_output/vio.csv,PRESENT,d35a96b1f63d2992457936a77ee493632d1fd6602e33dd7dfd6c677b06bf83c8
continuation_runtime:backend_replays/afrl_bus_s180_d045/matched_gftt_for_continuation_xfeat/repeat1/replay_receipt.txt,PRESENT,6f73dda49724367589cbe33a7136031ef097af2296bfd4591aec0a3888206548
continuation_runtime:backend_replays/afrl_bus_s180_d045/matched_gftt_for_continuation_xfeat/repeat1/vins.log,PRESENT,669f017064ccff43f67151cd49dfa79b2b052e2b063ab8059865c402dd319deb
continuation_runtime:backend_replays/afrl_bus_s180_d045/matched_gftt_for_continuation_xfeat/repeat1/vins_env_manifest.txt,PRESENT,412a3130266420a6e86fdd2f254b60f55559c6b845005263eb7123581abb77a0
continuation_runtime:backend_replays/afrl_bus_s180_d045/matched_gftt_for_continuation_xfeat/repeat1/vins_output/vio.csv,PRESENT,4f1f3729eb809147e7f7e46b95bf15784ed6e78150a91136acb6e45bfe6586bf
continuation_runtime:backend_replays/afrl_bus_s180_d045/matched_gftt_for_continuation_xfeat/repeat2/replay_receipt.txt,PRESENT,3da4d44eb95cc0669b4c5cbebe8a3f2d3c65900d3a147313b0c89b080345efa4
continuation_runtime:backend_replays/afrl_bus_s180_d045/matched_gftt_for_continuation_xfeat/repeat2/vins.log,PRESENT,b584fccba82b004d6fce94f28765944e15ecc3696123f20cc67cf4648eed68fd
continuation_runtime:backend_replays/afrl_bus_s180_d045/matched_gftt_for_continuation_xfeat/repeat2/vins_env_manifest.txt,PRESENT,511a716f286e11c28e3d6526515c7d61efd878aafbc47df20f59660f20f659bb
continuation_runtime:backend_replays/afrl_bus_s180_d045/matched_gftt_for_continuation_xfeat/repeat2/vins_output/vio.csv,PRESENT,17b8ff564436b0865621ab533fb6c2a156c12b8a285c17796f23d71d59398380
continuation_runtime:backend_replays/afrl_bus_s180_d045/matched_gftt_for_continuation_xfeat/repeat3/replay_receipt.txt,PRESENT,ed6af489d5196d8e65257bca2c3a1fc942882e48f857d90bcddfd6130077d64c
continuation_runtime:backend_replays/afrl_bus_s180_d045/matched_gftt_for_continuation_xfeat/repeat3/vins.log,PRESENT,dab75f19d29139b93caa6debd61653014f61b24ffb772c980f4491e89bf8f2b4
continuation_runtime:backend_replays/afrl_bus_s180_d045/matched_gftt_for_continuation_xfeat/repeat3/vins_env_manifest.txt,PRESENT,af89439f591c90875c67a7a6721b5e6d94c6264c43fa930dd0a60a29d463e68c
continuation_runtime:backend_replays/afrl_bus_s180_d045/matched_gftt_for_continuation_xfeat/repeat3/vins_output/vio.csv,PRESENT,7a62192627f7edf059bc7986f6c62f7cdc8ded640d385d9443aac1594079ec79
continuation_runtime:bounded_execution/release_lock.json,PRESENT,5be6963a1928e05b5fce3e448573f706c46ac5bf0dd37430cc25084b8d083287
continuation_runtime:matched_controls/a02_0_900/continuation_splg/features_matched_gftt.bag,PRESENT,fff1c1a829024d7a8c89a6758a08ccedfb0bc76e9051461da5351de1744a098f
continuation_runtime:matched_controls/a02_0_900/continuation_xfeat/features_matched_gftt.bag,PRESENT,f36806e20ca10a1527b3982c1254ed1f925f8a5398373a74d7826961c63fe428
continuation_runtime:matched_controls/a09_6000_6800/continuation_xfeat/features_matched_gftt.bag,PRESENT,4eda88ee2f04c7ce688489919a030c93815b0ed4e9c44a6618dbdc5141dc1d2e
continuation_runtime:matched_controls/afrl_bus_s180_d045/continuation_xfeat/features_matched_gftt.bag,PRESENT,0b1e6b1abaccf2faa127a4de74a18d727c097767b5c4ef14a2443fa292715dcc
continuation_runtime:shadow_root/logs/afrl_cave_v31/external_hybrid_superpoint_lightglue_every2_acv1_afrl_bus_s180_d045_continuation_splg/features.bag,PRESENT,9e4d546cb799f516d933944e9715d1551affe381ab2f0171876cebb95d01ae84
continuation_runtime:shadow_root/logs/afrl_cave_v31/external_hybrid_superpoint_lightglue_every2_acv1_afrl_bus_s180_d045_continuation_splg/frontend_metrics.csv,PRESENT,265b2a5de47f5b5c6d406851ff9217ec84d4f2f59f16b06da7df856259bb419d
continuation_runtime:shadow_root/logs/afrl_cave_v31/external_hybrid_superpoint_lightglue_every2_acv1_afrl_bus_s180_d045_continuation_splg/frontend_receipt.json,PRESENT,b29830dbd29c447a1024396414a39db3feaa97425f226a44c21af70969905823
continuation_runtime:shadow_root/logs/afrl_cave_v31/external_hybrid_superpoint_lightglue_every2_acv1_afrl_bus_s180_d045_continuation_splg/lifecycle_events.csv,PRESENT,41618758bab609c70b002d75224a579f066b7687b28aaef68d82b092d8c8786e
continuation_runtime:shadow_root/logs/afrl_cave_v31/external_hybrid_superpoint_lightglue_every2_acv1_afrl_bus_s180_d045_continuation_splg/lifecycle_frames.csv,PRESENT,2996299301f9261f78f999aba421a391e62d1007f7e5c7c007c45c96f97d6cf8
continuation_runtime:shadow_root/logs/afrl_cave_v31/external_hybrid_superpoint_lightglue_every2_acv1_afrl_cemetery_s135_d045_continuation_splg/features.bag,PRESENT,c144ba971b2d7fc1b73980f9d1336d508f823db26f448f803df747536688169e
continuation_runtime:shadow_root/logs/afrl_cave_v31/external_hybrid_superpoint_lightglue_every2_acv1_afrl_cemetery_s135_d045_continuation_splg/frontend_metrics.csv,PRESENT,bb45b95f6ffde61046c6ebcee312ecff7db30cf9aa13a3f920a1f47abd4c8343
continuation_runtime:shadow_root/logs/afrl_cave_v31/external_hybrid_superpoint_lightglue_every2_acv1_afrl_cemetery_s135_d045_continuation_splg/frontend_receipt.json,PRESENT,628c09563e919e6e356d3c061c2525ff2db27040ec5581b47a6ef332120f597d
continuation_runtime:shadow_root/logs/afrl_cave_v31/external_hybrid_superpoint_lightglue_every2_acv1_afrl_cemetery_s135_d045_continuation_splg/lifecycle_events.csv,PRESENT,41618758bab609c70b002d75224a579f066b7687b28aaef68d82b092d8c8786e
continuation_runtime:shadow_root/logs/afrl_cave_v31/external_hybrid_superpoint_lightglue_every2_acv1_afrl_cemetery_s135_d045_continuation_splg/lifecycle_frames.csv,PRESENT,273ec77a8ad902cb6771207bd778a4b1ae76e8cd42731cc2e9929462d27461da
continuation_runtime:shadow_root/logs/afrl_cave_v31/external_hybrid_xfeat_every2_acv1_afrl_bus_s180_d045_continuation_xfeat/features.bag,PRESENT,34ec601a13843c7a39d53a95eb7bedc8db4086b1e6683921b2507cd7a5356442
continuation_runtime:shadow_root/logs/afrl_cave_v31/external_hybrid_xfeat_every2_acv1_afrl_bus_s180_d045_continuation_xfeat/frontend_metrics.csv,PRESENT,3ec07d8fd72d4fbcdf1ae6a73c955f97cdad6e22d72a4f88e943eee0df463d6d
continuation_runtime:shadow_root/logs/afrl_cave_v31/external_hybrid_xfeat_every2_acv1_afrl_bus_s180_d045_continuation_xfeat/frontend_receipt.json,PRESENT,52f2c2d9cae07fc6c5119e5d21877bc5e60ac5bafd9684760f7490421d46df1d
continuation_runtime:shadow_root/logs/afrl_cave_v31/external_hybrid_xfeat_every2_acv1_afrl_bus_s180_d045_continuation_xfeat/lifecycle_events.csv,PRESENT,430bad3be481dbbcf652cd639fe48accf1ed4e23d01cffe153f2846e8fd4e773
continuation_runtime:shadow_root/logs/afrl_cave_v31/external_hybrid_xfeat_every2_acv1_afrl_bus_s180_d045_continuation_xfeat/lifecycle_frames.csv,PRESENT,72367f3781018cf4565c1fa2d95906d5020a6f5687902f440c00debf8b97230e
continuation_runtime:shadow_root/logs/afrl_cave_v31/external_hybrid_xfeat_every2_acv1_afrl_cemetery_s135_d045_continuation_xfeat/features.bag,PRESENT,c144ba971b2d7fc1b73980f9d1336d508f823db26f448f803df747536688169e
continuation_runtime:shadow_root/logs/afrl_cave_v31/external_hybrid_xfeat_every2_acv1_afrl_cemetery_s135_d045_continuation_xfeat/frontend_metrics.csv,PRESENT,8b096595086ffc0a7f70c5388d1f2aa54edfae36889b7fa96de96c0d448beb17
continuation_runtime:shadow_root/logs/afrl_cave_v31/external_hybrid_xfeat_every2_acv1_afrl_cemetery_s135_d045_continuation_xfeat/frontend_receipt.json,PRESENT,af6db830eff973c036eeffafa8145f57528448f6ef0a299d0ad49f907a805322
continuation_runtime:shadow_root/logs/afrl_cave_v31/external_hybrid_xfeat_every2_acv1_afrl_cemetery_s135_d045_continuation_xfeat/lifecycle_events.csv,PRESENT,41618758bab609c70b002d75224a579f066b7687b28aaef68d82b092d8c8786e
continuation_runtime:shadow_root/logs/afrl_cave_v31/external_hybrid_xfeat_every2_acv1_afrl_cemetery_s135_d045_continuation_xfeat/lifecycle_frames.csv,PRESENT,ff35480ea3f840e47bf313b8a2b0ca60a9aac9da87b60c61b4610781310a31ee
continuation_runtime:shadow_root/logs/afrl_cave_v31/external_klt_every2_acv1_afrl_bus_s180_d045_klt/features.bag,PRESENT,9e4d546cb799f516d933944e9715d1551affe381ab2f0171876cebb95d01ae84
continuation_runtime:shadow_root/logs/afrl_cave_v31/external_klt_every2_acv1_afrl_bus_s180_d045_klt/frontend_metrics.csv,PRESENT,8e362cdbefdd53ab4c5ca7f676bb484bc07ea0b854eaaf04a2d4fed671b9d3b5
continuation_runtime:shadow_root/logs/afrl_cave_v31/external_klt_every2_acv1_afrl_bus_s180_d045_klt/frontend_receipt.json,PRESENT,b31bf3619bf207f1fe9ed6d581f8c704dd4a2557f69e35b877521acd6d672ef7
continuation_runtime:shadow_root/logs/afrl_cave_v31/external_klt_every2_acv1_afrl_bus_s180_d045_klt/lifecycle_events.csv,PRESENT,41618758bab609c70b002d75224a579f066b7687b28aaef68d82b092d8c8786e
continuation_runtime:shadow_root/logs/afrl_cave_v31/external_klt_every2_acv1_afrl_bus_s180_d045_klt/lifecycle_frames.csv,PRESENT,1c242cc5bfa15ab7b1f55fa76b7e0cf38013e19c7266d2043e468aceb648baa6
continuation_runtime:shadow_root/logs/afrl_cave_v31/external_klt_every2_acv1_afrl_cemetery_s135_d045_klt/features.bag,PRESENT,c144ba971b2d7fc1b73980f9d1336d508f823db26f448f803df747536688169e
continuation_runtime:shadow_root/logs/afrl_cave_v31/external_klt_every2_acv1_afrl_cemetery_s135_d045_klt/frontend_metrics.csv,PRESENT,4ef55af8ef6234d44973f0476c63be00fe4c67a6306d2548826516d0392bfe65
continuation_runtime:shadow_root/logs/afrl_cave_v31/external_klt_every2_acv1_afrl_cemetery_s135_d045_klt/frontend_receipt.json,PRESENT,4a4a289391719085e41234d6d7368a96af6142c6dcde205777456e7daad2d142
continuation_runtime:shadow_root/logs/afrl_cave_v31/external_klt_every2_acv1_afrl_cemetery_s135_d045_klt/lifecycle_events.csv,PRESENT,41618758bab609c70b002d75224a579f066b7687b28aaef68d82b092d8c8786e
continuation_runtime:shadow_root/logs/afrl_cave_v31/external_klt_every2_acv1_afrl_cemetery_s135_d045_klt/lifecycle_frames.csv,PRESENT,10cf1d7e3551659b6f53ce86dd0c91d4feaaf42ff295f3cc8f08d1b2b974ea56
continuation_runtime:shadow_root/logs/aqualoc_archaeo_vins/external_hybrid_superpoint_lightglue_every2_acv1_a02_0_900_continuation_splg/features.bag,PRESENT,52766b961162d8179016dfdce508b1e758eabbc05aa45ef98ba648965ea38d3c
continuation_runtime:shadow_root/logs/aqualoc_archaeo_vins/external_hybrid_superpoint_lightglue_every2_acv1_a02_0_900_continuation_splg/frontend_metrics.csv,PRESENT,de7800da23b7dfa98188d58de5037d10c46aa7434e02d1a66cdd88dfedde1733
