window,arm,repeat,status,feature_bag,feature_bag_sha256,config,config_sha256,normalized_backend_config_sha256,vins_node_sha256,libvins_sha256,vio_csv,vio_csv_sha256
a06_s045_d045,persistence_replace,2,COMPLETE,/home/ma/AQUA-FE_WS/artifacts/frontend_persistence_conditioned_replacement_v1/shadow_root/logs/aqualoc_archaeo_vins/external_hybrid_xfeat_every2_pcrv1_a06_s045_d045/features.bag,adc9836f92eecf872558e144a2f10414aa453b93acbf8a044ea9899381dd7e6f,/home/ma/AQUA-FE_WS/artifacts/frontend_persistence_conditioned_replacement_v1/backend_canonical/a06_s045_d045/vins_same_backend.yaml,00cd86701132fa8f01f59fd4663debf3cd5dc8f0c1899f661e198de98d5497f1,4450aa91fbd8c5290dcd287401492bdf0d9db8cdd3009086d695099a1a67ebc2,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,373a598c7ce591b4fe97ced9b3ee1de5bbf0322c105a54afcb03a91b810f71e8,/home/ma/AQUA-FE_WS/artifacts/frontend_persistence_conditioned_replacement_v1/replays/a06_s045_d045/persistence_replace/repeat2/vins_output/vio.csv,64827a66497918dc59df2ef731bb78c5e130f2f50f9875c847f41b002c83d5fc
a06_s045_d045,persistence_replace,3,COMPLETE,/home/ma/AQUA-FE_WS/artifacts/frontend_persistence_conditioned_replacement_v1/shadow_root/logs/aqualoc_archaeo_vins/external_hybrid_xfeat_every2_pcrv1_a06_s045_d045/features.bag,adc9836f92eecf872558e144a2f10414aa453b93acbf8a044ea9899381dd7e6f,/home/ma/AQUA-FE_WS/artifacts/frontend_persistence_conditioned_replacement_v1/backend_canonical/a06_s045_d045/vins_same_backend.yaml,00cd86701132fa8f01f59fd4663debf3cd5dc8f0c1899f661e198de98d5497f1,4450aa91fbd8c5290dcd287401492bdf0d9db8cdd3009086d695099a1a67ebc2,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,373a598c7ce591b4fe97ced9b3ee1de5bbf0322c105a54afcb03a91b810f71e8,/home/ma/AQUA-FE_WS/artifacts/frontend_persistence_conditioned_replacement_v1/replays/a06_s045_d045/persistence_replace/repeat3/vins_output/vio.csv,6e05c4f06b60fab25829cd37ac380aa013fe19c45cd7bac5df70ec714df4863b
a06_s000_d045,klt,1,FROZEN_RESULT_REUSE,/home/ma/AQUA-FE_WS/artifacts/frontend_same_backend_comparison_supplement/shadow_root/logs/aqualoc_archaeo_vins/external_klt_every2_fsbcsupp_a06_s000_d045_klt_frontend/features.bag,500c4f016e67febdd6b6298765aa8b7f590b3b0a45114157689c20837264ab97,/home/ma/AQUA-FE_WS/artifacts/frontend_same_backend_comparison_supplement/backend_canonical/a06_s000_d045/vins_same_backend.yaml,0e9ccedc8b994f68cdbb9b9211a78eeb26320b562c9cd330b6145a7db1d70bb7,4450aa91fbd8c5290dcd287401492bdf0d9db8cdd3009086d695099a1a67ebc2,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,373a598c7ce591b4fe97ced9b3ee1de5bbf0322c105a54afcb03a91b810f71e8,/home/ma/AQUA-FE_WS/artifacts/frontend_same_backend_comparison_supplement/replays/a06_s000_d045/klt/repeat1/vins_output/vio.csv,40e6efa0df7c8323921abf5e1b7eb71caaa59c0e360f2bdb348762abe29a20aa
a06_s000_d045,klt,2,FROZEN_RESULT_REUSE,/home/ma/AQUA-FE_WS/artifacts/frontend_same_backend_comparison_supplement/shadow_root/logs/aqualoc_archaeo_vins/external_klt_every2_fsbcsupp_a06_s000_d045_klt_frontend/features.bag,500c4f016e67febdd6b6298765aa8b7f590b3b0a45114157689c20837264ab97,/home/ma/AQUA-FE_WS/artifacts/frontend_same_backend_comparison_supplement/backend_canonical/a06_s000_d045/vins_same_backend.yaml,0e9ccedc8b994f68cdbb9b9211a78eeb26320b562c9cd330b6145a7db1d70bb7,4450aa91fbd8c5290dcd287401492bdf0d9db8cdd3009086d695099a1a67ebc2,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,373a598c7ce591b4fe97ced9b3ee1de5bbf0322c105a54afcb03a91b810f71e8,/home/ma/AQUA-FE_WS/artifacts/frontend_same_backend_comparison_supplement/replays/a06_s000_d045/klt/repeat2/vins_output/vio.csv,18c4ed36fe112bbb10eae9a7bc74533dfc5f7f31707e140a811fa9907ea6b230
a06_s000_d045,klt,3,FROZEN_RESULT_REUSE,/home/ma/AQUA-FE_WS/artifacts/frontend_same_backend_comparison_supplement/shadow_root/logs/aqualoc_archaeo_vins/external_klt_every2_fsbcsupp_a06_s000_d045_klt_frontend/features.bag,500c4f016e67febdd6b6298765aa8b7f590b3b0a45114157689c20837264ab97,/home/ma/AQUA-FE_WS/artifacts/frontend_same_backend_comparison_supplement/backend_canonical/a06_s000_d045/vins_same_backend.yaml,0e9ccedc8b994f68cdbb9b9211a78eeb26320b562c9cd330b6145a7db1d70bb7,4450aa91fbd8c5290dcd287401492bdf0d9db8cdd3009086d695099a1a67ebc2,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,373a598c7ce591b4fe97ced9b3ee1de5bbf0322c105a54afcb03a91b810f71e8,/home/ma/AQUA-FE_WS/artifacts/frontend_same_backend_comparison_supplement/replays/a06_s000_d045/klt/repeat3/vins_output/vio.csv,47e545eedc44a0965e6759367b80e1c8adf7a8106c8d0f9d67e6f5c7407208f0
a06_s000_d045,persistence_replace,1,COMPLETE,/home/ma/AQUA-FE_WS/artifacts/frontend_persistence_conditioned_replacement_v1/shadow_root/logs/aqualoc_archaeo_vins/external_hybrid_xfeat_every2_pcrv1_a06_s000_d045/features.bag,a80332003511e64b3de0f860ec88a919cc7e4ed7f86711ace7dca481f5e790c2,/home/ma/AQUA-FE_WS/artifacts/frontend_persistence_conditioned_replacement_v1/backend_canonical/a06_s000_d045/vins_same_backend.yaml,a6c0f18ccbef64f7f991efd01ed82e50d4d9b962fcca734ce71cdf3d7d200d46,4450aa91fbd8c5290dcd287401492bdf0d9db8cdd3009086d695099a1a67ebc2,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,373a598c7ce591b4fe97ced9b3ee1de5bbf0322c105a54afcb03a91b810f71e8,/home/ma/AQUA-FE_WS/artifacts/frontend_persistence_conditioned_replacement_v1/replays/a06_s000_d045/persistence_replace/repeat1/vins_output/vio.csv,1eb350475df18ab37b6a3f6bb1ef0e13d791fed6bf5ef9b8c78a1f8258fd60c7
a06_s000_d045,persistence_replace,2,COMPLETE,/home/ma/AQUA-FE_WS/artifacts/frontend_persistence_conditioned_replacement_v1/shadow_root/logs/aqualoc_archaeo_vins/external_hybrid_xfeat_every2_pcrv1_a06_s000_d045/features.bag,a80332003511e64b3de0f860ec88a919cc7e4ed7f86711ace7dca481f5e790c2,/home/ma/AQUA-FE_WS/artifacts/frontend_persistence_conditioned_replacement_v1/backend_canonical/a06_s000_d045/vins_same_backend.yaml,a6c0f18ccbef64f7f991efd01ed82e50d4d9b962fcca734ce71cdf3d7d200d46,4450aa91fbd8c5290dcd287401492bdf0d9db8cdd3009086d695099a1a67ebc2,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,373a598c7ce591b4fe97ced9b3ee1de5bbf0322c105a54afcb03a91b810f71e8,/home/ma/AQUA-FE_WS/artifacts/frontend_persistence_conditioned_replacement_v1/replays/a06_s000_d045/persistence_replace/repeat2/vins_output/vio.csv,2ee5354967165e2374c5b5dd266e31e429c7200e55fbe921b92557f9b478bcee
a06_s000_d045,persistence_replace,3,COMPLETE,/home/ma/AQUA-FE_WS/artifacts/frontend_persistence_conditioned_replacement_v1/shadow_root/logs/aqualoc_archaeo_vins/external_hybrid_xfeat_every2_pcrv1_a06_s000_d045/features.bag,a80332003511e64b3de0f860ec88a919cc7e4ed7f86711ace7dca481f5e790c2,/home/ma/AQUA-FE_WS/artifacts/frontend_persistence_conditioned_replacement_v1/backend_canonical/a06_s000_d045/vins_same_backend.yaml,a6c0f18ccbef64f7f991efd01ed82e50d4d9b962fcca734ce71cdf3d7d200d46,4450aa91fbd8c5290dcd287401492bdf0d9db8cdd3009086d695099a1a67ebc2,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,373a598c7ce591b4fe97ced9b3ee1de5bbf0322c105a54afcb03a91b810f71e8,/home/ma/AQUA-FE_WS/artifacts/frontend_persistence_conditioned_replacement_v1/replays/a06_s000_d045/persistence_replace/repeat3/vins_output/vio.csv,2e1bc018db4642f7c2725f476bda19cd8670e058f1671dff657c3fd46c256448
h07_s000_d050,klt,1,FROZEN_RESULT_REUSE,/home/ma/AQUA-FE_WS/artifacts/frontend_same_backend_comparison_supplement/shadow_root/logs/aqualoc_real_vins/external_klt_every2_fsbcsupp_h07_s000_d050_klt_frontend/features.bag,d2572daad26a0a626cf4f013c3dfafd872edaffc3bf41c302ff1406c07246358,/home/ma/AQUA-FE_WS/artifacts/frontend_same_backend_comparison_supplement/backend_canonical/h07_s000_d050/vins_same_backend.yaml,df459091f925c91285282bee50c81e0c86e447e90c93fc1ea46bf2d344276df6,bf95f20327242a9364449eba22a6071a0091d86dc4a6b6fe54d40e29aeeac758,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,373a598c7ce591b4fe97ced9b3ee1de5bbf0322c105a54afcb03a91b810f71e8,/home/ma/AQUA-FE_WS/artifacts/frontend_same_backend_comparison_supplement/replays/h07_s000_d050/klt/repeat1/vins_output/vio.csv,bafaebdeb9df17b97a664a3b6a4006a8cf23e8dd441caf37e049f44fe69af0b7
h07_s000_d050,klt,2,FROZEN_RESULT_REUSE,/home/ma/AQUA-FE_WS/artifacts/frontend_same_backend_comparison_supplement/shadow_root/logs/aqualoc_real_vins/external_klt_every2_fsbcsupp_h07_s000_d050_klt_frontend/features.bag,d2572daad26a0a626cf4f013c3dfafd872edaffc3bf41c302ff1406c07246358,/home/ma/AQUA-FE_WS/artifacts/frontend_same_backend_comparison_supplement/backend_canonical/h07_s000_d050/vins_same_backend.yaml,df459091f925c91285282bee50c81e0c86e447e90c93fc1ea46bf2d344276df6,bf95f20327242a9364449eba22a6071a0091d86dc4a6b6fe54d40e29aeeac758,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,373a598c7ce591b4fe97ced9b3ee1de5bbf0322c105a54afcb03a91b810f71e8,/home/ma/AQUA-FE_WS/artifacts/frontend_same_backend_comparison_supplement/replays/h07_s000_d050/klt/repeat2/vins_output/vio.csv,06096f11dc5b79d4e5625a8b75e1c92ef4c12dfaac90592ba2894448027769ff
h07_s000_d050,klt,3,FROZEN_RESULT_REUSE,/home/ma/AQUA-FE_WS/artifacts/frontend_same_backend_comparison_supplement/shadow_root/logs/aqualoc_real_vins/external_klt_every2_fsbcsupp_h07_s000_d050_klt_frontend/features.bag,d2572daad26a0a626cf4f013c3dfafd872edaffc3bf41c302ff1406c07246358,/home/ma/AQUA-FE_WS/artifacts/frontend_same_backend_comparison_supplement/backend_canonical/h07_s000_d050/vins_same_backend.yaml,df459091f925c91285282bee50c81e0c86e447e90c93fc1ea46bf2d344276df6,bf95f20327242a9364449eba22a6071a0091d86dc4a6b6fe54d40e29aeeac758,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,373a598c7ce591b4fe97ced9b3ee1de5bbf0322c105a54afcb03a91b810f71e8,/home/ma/AQUA-FE_WS/artifacts/frontend_same_backend_comparison_supplement/replays/h07_s000_d050/klt/repeat3/vins_output/vio.csv,b49624596fb3ab7e1fd6d283cc2bf184cb47a696eba24e47a71507a490d49279
h07_s000_d050,persistence_replace,1,FROZEN_RESULT_REUSE,/home/ma/AQUA-FE_WS/artifacts/frontend_same_backend_comparison_supplement/shadow_root/logs/aqualoc_real_vins/external_klt_every2_fsbcsupp_h07_s000_d050_klt_frontend/features.bag,d2572daad26a0a626cf4f013c3dfafd872edaffc3bf41c302ff1406c07246358,/home/ma/AQUA-FE_WS/artifacts/frontend_same_backend_comparison_supplement/backend_canonical/h07_s000_d050/vins_same_backend.yaml,df459091f925c91285282bee50c81e0c86e447e90c93fc1ea46bf2d344276df6,bf95f20327242a9364449eba22a6071a0091d86dc4a6b6fe54d40e29aeeac758,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,373a598c7ce591b4fe97ced9b3ee1de5bbf0322c105a54afcb03a91b810f71e8,/home/ma/AQUA-FE_WS/artifacts/frontend_same_backend_comparison_supplement/replays/h07_s000_d050/klt/repeat1/vins_output/vio.csv,bafaebdeb9df17b97a664a3b6a4006a8cf23e8dd441caf37e049f44fe69af0b7
h07_s000_d050,persistence_replace,2,FROZEN_RESULT_REUSE,/home/ma/AQUA-FE_WS/artifacts/frontend_same_backend_comparison_supplement/shadow_root/logs/aqualoc_real_vins/external_klt_every2_fsbcsupp_h07_s000_d050_klt_frontend/features.bag,d2572daad26a0a626cf4f013c3dfafd872edaffc3bf41c302ff1406c07246358,/home/ma/AQUA-FE_WS/artifacts/frontend_same_backend_comparison_supplement/backend_canonical/h07_s000_d050/vins_same_backend.yaml,df459091f925c91285282bee50c81e0c86e447e90c93fc1ea46bf2d344276df6,bf95f20327242a9364449eba22a6071a0091d86dc4a6b6fe54d40e29aeeac758,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,373a598c7ce591b4fe97ced9b3ee1de5bbf0322c105a54afcb03a91b810f71e8,/home/ma/AQUA-FE_WS/artifacts/frontend_same_backend_comparison_supplement/replays/h07_s000_d050/klt/repeat2/vins_output/vio.csv,06096f11dc5b79d4e5625a8b75e1c92ef4c12dfaac90592ba2894448027769ff
h07_s000_d050,persistence_replace,3,FROZEN_RESULT_REUSE,/home/ma/AQUA-FE_WS/artifacts/frontend_same_backend_comparison_supplement/shadow_root/logs/aqualoc_real_vins/external_klt_every2_fsbcsupp_h07_s000_d050_klt_frontend/features.bag,d2572daad26a0a626cf4f013c3dfafd872edaffc3bf41c302ff1406c07246358,/home/ma/AQUA-FE_WS/artifacts/frontend_same_backend_comparison_supplement/backend_canonical/h07_s000_d050/vins_same_backend.yaml,df459091f925c91285282bee50c81e0c86e447e90c93fc1ea46bf2d344276df6,bf95f20327242a9364449eba22a6071a0091d86dc4a6b6fe54d40e29aeeac758,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,373a598c7ce591b4fe97ced9b3ee1de5bbf0322c105a54afcb03a91b810f71e8,/home/ma/AQUA-FE_WS/artifacts/frontend_same_backend_comparison_supplement/replays/h07_s000_d050/klt/repeat3/vins_output/vio.csv,b49624596fb3ab7e1fd6d283cc2bf184cb47a696eba24e47a71507a490d49279
