window_id,run_slug,cell_id,source_arm,backend_role,repeat,execution,feature_bag,feature_bag_sha256,canonical_config,canonical_config_sha256,camera_config,camera_config_sha256,vins_node_sha256,vins_lib_sha256,replay_dir,source_experiment
aqualoc_archaeology:A08:0003,a08_2700_3600,klt,klt,fresh_klt,2,REUSED_FROZEN_V2_REPLAY,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/shadow_root/logs/aqualoc_archaeo_vins/external_klt_every2_gmrv2_a08_2700_3600_klt/features.bag,17305db38262a2ed4c7fa05b6269c9ea50592de07387517dfec798cf086ceae9,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/backend_canonical/a08_2700_3600/vins_same_backend.yaml,783f5c621c79c1c02da2c9719d5a3c3fbb4900e42ae59437af627d4b05ca675d,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/backend_canonical/a08_2700_3600/aqualoc_archaeo08_pinhole.yaml,045505013a5dbfb629bad8d3463bbbdacad965ebdcf3c590598121bd884e50a5,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,373a598c7ce591b4fe97ced9b3ee1de5bbf0322c105a54afcb03a91b810f71e8,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/backend_replays/a08_2700_3600/klt/repeat2,EXP-20260904-005
aqualoc_archaeology:A08:0003,a08_2700_3600,klt,klt,fresh_klt,3,REUSED_FROZEN_V2_REPLAY,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/shadow_root/logs/aqualoc_archaeo_vins/external_klt_every2_gmrv2_a08_2700_3600_klt/features.bag,17305db38262a2ed4c7fa05b6269c9ea50592de07387517dfec798cf086ceae9,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/backend_canonical/a08_2700_3600/vins_same_backend.yaml,783f5c621c79c1c02da2c9719d5a3c3fbb4900e42ae59437af627d4b05ca675d,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/backend_canonical/a08_2700_3600/aqualoc_archaeo08_pinhole.yaml,045505013a5dbfb629bad8d3463bbbdacad965ebdcf3c590598121bd884e50a5,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,373a598c7ce591b4fe97ced9b3ee1de5bbf0322c105a54afcb03a91b810f71e8,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/backend_replays/a08_2700_3600/klt/repeat3,EXP-20260904-005
afrl:cemetery:0003,afrl_cemetery_s135_d045,klt,klt,fresh_klt,1,REUSED_FROZEN_V2_REPLAY,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/shadow_root/logs/afrl_cave_v31/external_klt_every2_gmrv2_afrl_cemetery_s135_d045_klt/features.bag,c144ba971b2d7fc1b73980f9d1336d508f823db26f448f803df747536688169e,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/backend_canonical/afrl_cemetery_s135_d045/vins_same_backend.yaml,47a9e75a9c2076276d0068c2d3d38da697d931a1311138794842a9e1c388f23e,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/backend_canonical/afrl_cemetery_s135_d045/afrl_cave_cam0_pinhole.yaml,9580011fcaa23217407c1d1dbf616d57e95d81498293129f70bc0700e40e5154,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,373a598c7ce591b4fe97ced9b3ee1de5bbf0322c105a54afcb03a91b810f71e8,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/backend_replays/afrl_cemetery_s135_d045/klt/repeat1,EXP-20260904-005
afrl:cemetery:0003,afrl_cemetery_s135_d045,klt,klt,fresh_klt,2,REUSED_FROZEN_V2_REPLAY,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/shadow_root/logs/afrl_cave_v31/external_klt_every2_gmrv2_afrl_cemetery_s135_d045_klt/features.bag,c144ba971b2d7fc1b73980f9d1336d508f823db26f448f803df747536688169e,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/backend_canonical/afrl_cemetery_s135_d045/vins_same_backend.yaml,47a9e75a9c2076276d0068c2d3d38da697d931a1311138794842a9e1c388f23e,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/backend_canonical/afrl_cemetery_s135_d045/afrl_cave_cam0_pinhole.yaml,9580011fcaa23217407c1d1dbf616d57e95d81498293129f70bc0700e40e5154,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,373a598c7ce591b4fe97ced9b3ee1de5bbf0322c105a54afcb03a91b810f71e8,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/backend_replays/afrl_cemetery_s135_d045/klt/repeat2,EXP-20260904-005
afrl:cemetery:0003,afrl_cemetery_s135_d045,klt,klt,fresh_klt,3,REUSED_FROZEN_V2_REPLAY,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/shadow_root/logs/afrl_cave_v31/external_klt_every2_gmrv2_afrl_cemetery_s135_d045_klt/features.bag,c144ba971b2d7fc1b73980f9d1336d508f823db26f448f803df747536688169e,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/backend_canonical/afrl_cemetery_s135_d045/vins_same_backend.yaml,47a9e75a9c2076276d0068c2d3d38da697d931a1311138794842a9e1c388f23e,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/backend_canonical/afrl_cemetery_s135_d045/afrl_cave_cam0_pinhole.yaml,9580011fcaa23217407c1d1dbf616d57e95d81498293129f70bc0700e40e5154,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,373a598c7ce591b4fe97ced9b3ee1de5bbf0322c105a54afcb03a91b810f71e8,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/backend_replays/afrl_cemetery_s135_d045/klt/repeat3,EXP-20260904-005
aqualoc_harbor:H07:historical_0_1000,h07_0_1000,klt,klt,fresh_klt,1,REUSED_FROZEN_V2_REPLAY,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/shadow_root/logs/aqualoc_real_vins/external_klt_every2_gmrv2_h07_0_1000_klt/features.bag,d2572daad26a0a626cf4f013c3dfafd872edaffc3bf41c302ff1406c07246358,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/backend_canonical/h07_0_1000/vins_same_backend.yaml,e5aa86735aec32e7e118947dc6d72935aceb93e27e4c33c4a595117d18e222ab,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/backend_canonical/h07_0_1000/aqualoc_harbor07_kannala.yaml,40b62d139ef4246589b5cbafaa04619c0ebb9da0218a332e62706cfeda3d0242,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,373a598c7ce591b4fe97ced9b3ee1de5bbf0322c105a54afcb03a91b810f71e8,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/backend_replays/h07_0_1000/klt/repeat1,EXP-20260904-005
aqualoc_harbor:H07:historical_0_1000,h07_0_1000,klt,klt,fresh_klt,2,REUSED_FROZEN_V2_REPLAY,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/shadow_root/logs/aqualoc_real_vins/external_klt_every2_gmrv2_h07_0_1000_klt/features.bag,d2572daad26a0a626cf4f013c3dfafd872edaffc3bf41c302ff1406c07246358,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/backend_canonical/h07_0_1000/vins_same_backend.yaml,e5aa86735aec32e7e118947dc6d72935aceb93e27e4c33c4a595117d18e222ab,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/backend_canonical/h07_0_1000/aqualoc_harbor07_kannala.yaml,40b62d139ef4246589b5cbafaa04619c0ebb9da0218a332e62706cfeda3d0242,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,373a598c7ce591b4fe97ced9b3ee1de5bbf0322c105a54afcb03a91b810f71e8,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/backend_replays/h07_0_1000/klt/repeat2,EXP-20260904-005
aqualoc_harbor:H07:historical_0_1000,h07_0_1000,klt,klt,fresh_klt,3,REUSED_FROZEN_V2_REPLAY,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/shadow_root/logs/aqualoc_real_vins/external_klt_every2_gmrv2_h07_0_1000_klt/features.bag,d2572daad26a0a626cf4f013c3dfafd872edaffc3bf41c302ff1406c07246358,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/backend_canonical/h07_0_1000/vins_same_backend.yaml,e5aa86735aec32e7e118947dc6d72935aceb93e27e4c33c4a595117d18e222ab,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/backend_canonical/h07_0_1000/aqualoc_harbor07_kannala.yaml,40b62d139ef4246589b5cbafaa04619c0ebb9da0218a332e62706cfeda3d0242,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,373a598c7ce591b4fe97ced9b3ee1de5bbf0322c105a54afcb03a91b810f71e8,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/backend_replays/h07_0_1000/klt/repeat3,EXP-20260904-005
aqualoc_archaeology:A02:0000,a02_0_900,slot_splg,slot_splg,learned_active,1,NEW_PROTECTED_PREFILL_REPLAY,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_protected_prefill_slot_v1/shadow_root/logs/aqualoc_archaeo_vins/external_hybrid_superpoint_lightglue_every2_ppsv1_a02_0_900_slot_splg/features.bag,22ad515df63a71bf4f7b068f4c4b3d290e0b2d822544b04d191441d2ad6899ef,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/backend_canonical/a02_0_900/vins_same_backend.yaml,a0d5aad32120b2ab419c3216fbbf908ee4cdbed4c5d7c483b131b3df67da5af1,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/backend_canonical/a02_0_900/aqualoc_archaeo02_pinhole.yaml,045505013a5dbfb629bad8d3463bbbdacad965ebdcf3c590598121bd884e50a5,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,373a598c7ce591b4fe97ced9b3ee1de5bbf0322c105a54afcb03a91b810f71e8,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_protected_prefill_slot_v1/backend_replays/a02_0_900/slot_splg/repeat1,EXP-20260906-009
aqualoc_archaeology:A02:0000,a02_0_900,slot_splg,slot_splg,learned_active,2,NEW_PROTECTED_PREFILL_REPLAY,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_protected_prefill_slot_v1/shadow_root/logs/aqualoc_archaeo_vins/external_hybrid_superpoint_lightglue_every2_ppsv1_a02_0_900_slot_splg/features.bag,22ad515df63a71bf4f7b068f4c4b3d290e0b2d822544b04d191441d2ad6899ef,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/backend_canonical/a02_0_900/vins_same_backend.yaml,a0d5aad32120b2ab419c3216fbbf908ee4cdbed4c5d7c483b131b3df67da5af1,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/backend_canonical/a02_0_900/aqualoc_archaeo02_pinhole.yaml,045505013a5dbfb629bad8d3463bbbdacad965ebdcf3c590598121bd884e50a5,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,373a598c7ce591b4fe97ced9b3ee1de5bbf0322c105a54afcb03a91b810f71e8,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_protected_prefill_slot_v1/backend_replays/a02_0_900/slot_splg/repeat2,EXP-20260906-009
aqualoc_archaeology:A02:0000,a02_0_900,slot_splg,slot_splg,learned_active,3,NEW_PROTECTED_PREFILL_REPLAY,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_protected_prefill_slot_v1/shadow_root/logs/aqualoc_archaeo_vins/external_hybrid_superpoint_lightglue_every2_ppsv1_a02_0_900_slot_splg/features.bag,22ad515df63a71bf4f7b068f4c4b3d290e0b2d822544b04d191441d2ad6899ef,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/backend_canonical/a02_0_900/vins_same_backend.yaml,a0d5aad32120b2ab419c3216fbbf908ee4cdbed4c5d7c483b131b3df67da5af1,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/backend_canonical/a02_0_900/aqualoc_archaeo02_pinhole.yaml,045505013a5dbfb629bad8d3463bbbdacad965ebdcf3c590598121bd884e50a5,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,373a598c7ce591b4fe97ced9b3ee1de5bbf0322c105a54afcb03a91b810f71e8,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_protected_prefill_slot_v1/backend_replays/a02_0_900/slot_splg/repeat3,EXP-20260906-009
aqualoc_archaeology:A02:0000,a02_0_900,matched_gftt_for_slot_splg,slot_splg,matched_classical,1,NEW_PROTECTED_PREFILL_REPLAY,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_protected_prefill_slot_v1/matched_controls/a02_0_900/slot_splg/features_matched_gftt.bag,ba8770da7f7a9f6582e9ad3b2cfe95d94e916b03cbd09f476a48ef494f0bcc6e,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/backend_canonical/a02_0_900/vins_same_backend.yaml,a0d5aad32120b2ab419c3216fbbf908ee4cdbed4c5d7c483b131b3df67da5af1,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_coverage_monotone_router_v2/backend_canonical/a02_0_900/aqualoc_archaeo02_pinhole.yaml,045505013a5dbfb629bad8d3463bbbdacad965ebdcf3c590598121bd884e50a5,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,373a598c7ce591b4fe97ced9b3ee1de5bbf0322c105a54afcb03a91b810f71e8,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_protected_prefill_slot_v1/backend_replays/a02_0_900/matched_gftt_for_slot_splg/repeat1,EXP-20260906-009
