timestamp,reference_valid,full_valid,protected_valid,klt_valid,common_valid,segment_id
1700605864.7954018,1,1,1,1,1,0
1700605864.895402,1,1,1,1,1,0
1700605864.9954019,1,1,1,1,1,0
1700605865.095402,1,1,1,1,1,0
1700605865.1954019,1,1,1,1,1,0
1700605865.2954018,1,1,1,1,1,0
1700605865.395402,1,1,1,1,1,0
1700605865.4954019,1,1,1,1,1,0
1700605865.595402,1,1,1,1,1,0
1700605865.6954019,1,1,1,1,1,0
1700605865.7954018,1,1,1,1,1,0
1700605865.895402,1,1,1,1,1,0
1700605865.9954019,1,1,1,1,1,0
1700605866.095402,1,1,1,1,1,0
1700605866.1954019,1,1,1,1,1,0
1700605866.2954018,1,1,1,1,1,0
1700605866.395402,1,1,1,1,1,0
1700605866.4954019,1,1,1,1,1,0
1700605866.595402,1,1,1,1,1,0
1700605866.6954019,1,1,1,1,1,0
1700605866.7954018,1,1,1,1,1,0
1700605866.895402,1,1,1,1,1,0
1700605866.9954019,1,1,1,1,1,0
1700605867.095402,1,1,1,1,1,0
1700605867.1954019,1,1,1,1,1,0
1700605867.2954018,1,1,1,1,1,0
1700605867.395402,1,1,1,1,1,0
1700605867.4954019,1,1,1,1,1,0
1700605867.595402,1,1,1,1,1,0
1700605867.6954019,1,1,1,1,1,0
1700605867.7954018,1,1,1,1,1,0
1700605867.895402,1,1,1,1,1,0
1700605867.9954019,1,1,1,1,1,0
1700605868.095402,1,1,1,1,1,0
1700605868.1954019,1,1,1,1,1,0
1700605868.2954018,1,1,1,1,1,0
1700605868.395402,1,1,1,1,1,0
1700605868.4954019,1,1,1,1,1,0
1700605868.595402,1,1,1,1,1,0
1700605868.6954019,1,1,1,1,1,0
1700605868.7954018,1,1,1,1,1,0
1700605868.895402,1,1,1,1,1,0
1700605868.9954019,1,1,1,1,1,0
1700605869.095402,1,1,1,1,1,0
1700605869.1954019,1,1,1,1,1,0
1700605869.2954018,1,1,1,1,1,0
1700605869.395402,1,1,1,1,1,0
1700605869.4954019,1,1,1,1,1,0
1700605869.595402,1,1,1,1,1,0
1700605869.6954019,1,1,1,1,1,0
1700605869.7954018,1,1,1,1,1,0
1700605869.895402,1,1,1,1,1,0
1700605869.9954019,1,1,1,1,1,0
1700605870.095402,1,0,0,0,0,-1
