pair_id,sequence,case,track_id,previous_x,previous_y,truth_x,truth_y,visible,B_failed,B_x,B_y,C_x,C_y,S_x,S_y,B_mask,C_common,C_production,S_common,C_fb,S_fb,S_info_0,S_info_1,S_info_2,S_info_3
A02_0_small,A02,small,34,730.0,525.0,734.9191974189268,520.8448572645818,True,False,734.8948364257812,520.8193359375,734.9182739257812,520.8179931640625,734.9255590438843,520.855278968811,True,True,False,True,0.0011254326730093856,0.017590184308433295,-6.337699890136719,6.317748069763184,3.3345422744750977,-0.0335402749478817
A02_0_small,A02,small,35,707.0,368.0,710.5500071152061,364.0515456599696,True,False,710.5650634765625,364.03216552734375,710.5961303710938,364.0546569824219,710.554929971695,364.04489278793335,True,True,False,True,0.0002516543960948279,0.0028779341940032106,-6.100008010864258,6.087197303771973,3.2344870567321777,-0.030890969559550285
A02_0_small,A02,small,36,400.0,340.0,403.317353740551,338.73165821217356,True,False,403.31170654296875,338.73736572265625,403.3238220214844,338.73492431640625,403.3251099586487,338.72718811035156,True,True,False,True,0.0008329677773410755,0.011936476285751809,-6.512424468994141,6.496598243713379,3.4044313430786133,-0.03344441205263138
A02_0_small,A02,small,37,654.0,401.0,657.8400008642514,397.51279550250104,True,False,657.8072509765625,397.5059509277344,657.8302612304688,397.5256652832031,657.8506808280945,397.5115728378296,True,True,False,True,0.002087723556700082,0.015568630323745362,-6.068370342254639,6.05487585067749,3.232750415802002,-0.029475025832653046
A02_0_small,A02,small,38,677.0,223.0,679.2858017760168,219.31886288061594,True,False,679.2857055664062,219.31256103515625,679.283447265625,219.3084716796875,679.2902524471283,219.28326678276062,True,True,False,True,0.001421690127123081,0.016553891823065207,-6.383403301239014,6.371318817138672,3.355072498321533,-0.030875951051712036
A02_0_small,A02,small,39,561.0,500.0,565.7074690336226,497.3205936872028,True,False,565.705810546875,497.3177185058594,565.6980590820312,497.3210144042969,565.7040433883667,497.33246660232544,True,True,False,True,0.0011991505556877746,0.006496478007635875,-5.567997455596924,5.55410099029541,3.3087692260742188,-0.04294406995177269
A02_0_small,A02,small,40,743.0,367.0,746.5399098100179,362.73742845896396,True,False,746.5466918945312,362.7193603515625,746.53369140625,362.7275085449219,746.5486607551575,362.72468280792236,True,True,False,True,0.0016357535746163814,0.010196725446838454,-6.263154983520508,6.244819164276123,3.309753656387329,-0.028995100408792496
A02_0_small,A02,small,41,559.0,377.0,562.6341813211942,374.34273022130645,True,False,562.6534423828125,374.3094177246094,562.6423950195312,374.32281494140625,562.6393449306488,374.342814207077,True,True,False,True,0.0008479274895904421,0.02217018357549407,-6.099167823791504,6.083218097686768,3.2780914306640625,-0.03161630779504776
A02_0_small,A02,small,42,677.0,170.0,678.8232953946031,166.32088095821487,True,False,678.841796875,166.2904052734375,678.8359985351562,166.29214477539062,678.8351407051086,166.281085729599,True,True,False,True,0.0005072256512022297,0.015699447251230667,-6.576922416687012,6.560694217681885,3.423752546310425,-0.030538614839315414
A02_0_small,A02,small,43,618.0,402.0,621.8500981694397,398.82691270350665,True,False,621.8531494140625,398.8568115234375,621.8577270507812,398.82415771484375,621.8599846363068,398.8296980857849,True,True,False,True,0.0004920811613951751,0.013982502625623406,-5.837186813354492,5.82599401473999,3.152759075164795,-0.02816600538790226
A02_0_small,A02,small,44,789.0,410.0,792.9133992973999,405.3343705177981,True,False,792.9198608398438,405.31549072265625,792.910400390625,405.32952880859375,792.9117474555969,405.3279457092285,True,True,False,True,0.0006720799421858288,0.018777267999476474,-5.926167011260986,5.911726951599121,3.1775317192077637,-0.026180459186434746
A02_0_small,A02,small,45,577.0,156.0,578.7049315912086,153.19406758515387,True,False,578.6923828125,153.19888305664062,578.6878662109375,153.1844482421875,578.7030603885651,153.1756055355072,True,True,False,True,0.0003863216827750294,0.020044283141893424,-6.34835958480835,6.33348274230957,3.3280444145202637,-0.02977595664560795
A02_0_small,A02,small,46,579.0,383.0,582.6857789954679,380.167971049724,True,False,582.6536254882812,380.1910400390625,582.6607055664062,380.20147705078125,582.6925811767578,380.1679446697235,True,True,False,True,0.0015766102725939318,0.01843568055135223,-5.949404716491699,5.936138153076172,3.2096059322357178,-0.031055092811584473
A02_0_small,A02,small,47,662.0,199.0,664.0769360780932,195.45067475955145,True,False,664.0375366210938,195.45590209960938,664.0604248046875,195.44044494628906,664.0844776630402,195.4158525466919,True,True,False,True,0.00044013077093066273,0.023244341862996287,-6.518486499786377,6.4991536140441895,3.400066614151001,-0.03222665935754776
A02_0_small,A02,small,48,470.0,385.0,473.70738245246986,383.1190872651751,True,False,473.7065124511719,383.1078796386719,473.70245361328125,383.1126403808594,473.714035987854,383.12034726142883,True,True,False,True,0.0004892339948083923,0.017826574725847533,-6.600829601287842,6.577479362487793,3.4266302585601807,-0.0326000452041626
A02_0_small,A02,small,49,664.0,156.0,665.7016188977915,152.43485899679533,True,False,665.7266845703125,152.41943359375,665.7447509765625,152.412109375,665.7144110202789,152.39911770820618,True,True,False,True,0.0031977995355053066,0.01760516106908743,-6.595611572265625,6.581505298614502,3.4318039417266846,-0.030396953225135803
A02_0_small,A02,small,50,660.0,356.0,663.4470783052096,352.4621497516231,True,False,663.4243774414062,352.4464111328125,663.4412231445312,352.462890625,663.45472407341,352.45174908638,True,True,False,True,0.001400154998407527,0.0034331953241969917,-6.141963958740234,6.122003078460693,3.2733702659606934,-0.033506494015455246
A02_0_small,A02,small,51,547.0,395.0,550.7917158833948,392.446763262442,True,False,550.7846069335938,392.43853759765625,550.8236083984375,392.45880126953125,550.7995154857635,392.45259046554565,True,True,False,True,0.0008593828027544387,0.026678939132950268,-6.259925842285156,6.23985481262207,3.32265043258667,-0.03090698830783367
A02_0_small,A02,small,52,670.0,442.0,674.1971795887115,438.37160978015805,True,False,674.1827392578125,438.3667907714844,674.1767578125,438.37457275390625,674.2053904533386,438.38121819496155,True,True,False,True,0.0009650505554713071,0.014460119702356678,-6.23238468170166,6.221173286437988,3.299713611602783,-0.03144114464521408
A02_0_small,A02,small,53,529.0,431.0,533.1065565461812,428.6024701317229,True,False,533.098876953125,428.5677490234375,533.1058349609375,428.57855224609375,533.1079206466675,428.612694978714,True,True,False,True,0.00030056328740832837,0.02293564007189901,-6.497731685638428,6.476315975189209,3.399545669555664,-0.03379795327782631
A02_0_small,A02,small,54,641.0,359.0,644.4739813734856,355.6278396952847,True,False,644.4407958984375,355.61749267578125,644.4315185546875,355.62310791015625,644.4836797714233,355.6165647506714,True,True,False,True,0.0019871607172973274,0.010954172050633646,-5.986739158630371,5.967858791351318,3.2394659519195557,-0.031452253460884094
A02_0_small,A02,small,55,595.0,148.0,596.6344339223767,145.03729456166977,True,False,596.6298828125,145.0676727294922,596.637451171875,145.0902099609375,596.6384955644608,145.01797652244568,True,True,False,True,0.0013104803804677666,0.019328947647276856,-6.569319725036621,6.552861213684082,3.419105052947998,-0.029510635882616043
A02_0_small,A02,small,56,737.0,249.0,739.5104070828248,244.79428075038197,True,False,739.5197143554688,244.805908203125,739.5120239257812,244.79849243164062,739.5158648490906,244.74846935272217,True,True,False,True,0.0017100739411769897,0.017029316897231854,-6.112334728240967,6.099770545959473,3.29055118560791,-0.031581487506628036
A02_0_small,A02,small,57,752.0,300.0,754.9548892392045,295.6614407941791,True,False,754.9733276367188,295.6905822753906,754.967529296875,295.6749267578125,754.9493980407715,295.62938165664673,True,True,False,True,0.00023834990466023724,0.028799136312364967,-5.958045482635498,5.940703868865967,3.283639430999756,-0.0343518927693367
A02_0_small,A02,small,58,737.0,223.0,739.2835171598671,218.7952707507135,True,False,739.2817993164062,218.7866973876953,739.2842407226562,218.7808380126953,739.291757106781,218.74407958984375,True,True,False,True,0.0013386054809241522,0.01046617162194593,-6.445156097412109,6.432626724243164,3.372459888458252,-0.02874721586704254
A02_0_small,A02,small,59,775.0,566.0,780.2752719122478,561.450602012786,True,False,780.32568359375,561.4443359375,780.2740478515625,561.4215087890625,780.2869033813477,561.4412302970886,True,True,False,True,0.0008738904457566134,0.03027079488918394,-6.577308654785156,6.565237522125244,3.4744937419891357,-0.03912579268217087
A02_0_small,A02,small,60,817.0,323.0,820.1531245548382,318.09334021726073,True,False,820.1397705078125,318.0759582519531,820.1533203125,318.08837890625,820.1474304199219,318.0625743865967,True,True,False,True,0.0004369452228783067,0.044870502572005456,-6.600587368011475,6.584620952606201,3.431035041809082,-0.02883092500269413
A02_0_small,A02,small,61,637.0,200.0,639.0866145369873,196.66880007007495,True,False,639.0729370117188,196.66876220703125,639.0770874023438,196.65818786621094,639.0935392379761,196.63536834716797,True,True,False,True,0.0016286925809214385,0.02376074992836142,-6.47588586807251,6.4580583572387695,3.39241099357605,-0.03198607638478279
A02_0_small,A02,small,62,559.0,265.0,561.6568093453764,262.34699483811926,True,False,561.6721801757812,262.2786865234375,561.654052734375,262.28753662109375,561.6505029201508,262.32643723487854,True,True,False,True,0.0020859384143841627,0.01288052377821105,-6.488985061645508,6.464415073394775,3.381117820739746,-0.033320147544145584
A02_0_small,A02,small,63,758.0,413.0,761.9407592889057,408.6047788874402,True,False,761.9583740234375,408.62823486328125,761.9334106445312,408.6274108886719,761.9489030838013,408.6006088256836,True,True,False,True,0.0012831906763689355,0.006487006442735417,-6.230733394622803,6.217557430267334,3.289285659790039,-0.026700682938098907
A02_0_small,A02,small,64,636.0,284.0,638.8196815957865,280.6743281429637,True,False,638.8069458007812,280.7120666503906,638.767822265625,280.68975830078125,638.8231234550476,280.6493926048279,True,True,False,True,0.0010066175843793117,0.012700285549463475,-6.007984638214111,5.99559211730957,3.25858998298645,-0.032278627157211304
A02_0_small,A02,small,65,685.0,363.0,688.5072121303025,359.2437198256129,True,False,688.4871826171875,359.2493896484375,688.4974975585938,359.223388671875,688.5115191936493,359.2370665073395,True,True,False,True,0.0009935803586486637,0.0015436298822634885,-6.13260555267334,6.111126899719238,3.2471773624420166,-0.032387979328632355
A02_0_small,A02,small,66,808.0,352.0,811.4065367767136,347.17077480560704,True,False,811.4011840820312,347.18634033203125,811.4122924804688,347.19842529296875,811.4028015136719,347.14748334884644,True,True,False,True,0.0003712623614683972,0.034698574763161454,-6.232973098754883,6.221073150634766,3.277512788772583,-0.026625821366906166
A02_0_small,A02,small,67,584.0,481.0,588.5407890896294,478.12060683252093,True,False,588.53564453125,478.09271240234375,588.523681640625,478.08349609375,588.546021938324,478.1299979686737,True,True,False,True,0.000457763671875,0.016562230950320223,-5.853795051574707,5.829775810241699,3.304734468460083,-0.039438821375370026
A02_0_small,A02,small,68,800.0,286.0,802.8308900493074,281.24310016735876,True,False,802.8639526367188,281.2401123046875,802.8525390625,281.2369079589844,802.8237547874451,281.207971572876,True,True,False,True,0.0010235906879424086,0.04872570514783367,-5.978213310241699,5.964822292327881,3.229705810546875,-0.030749619007110596
A02_0_small,A02,small,69,683.0,276.0,685.7480796958156,272.26448559002677,True,False,685.7514038085938,272.27734375,685.7535400390625,272.2874450683594,685.7539820671082,272.2366409301758,True,True,False,True,0.0010939604692953443,0.015495106348551113,-5.893762588500977,5.880290985107422,3.273346185684204,-0.034093569964170456
A02_0_small,A02,small,70,588.0,502.0,592.7238940273519,499.084901074875,True,False,592.7412109375,499.0758972167969,592.702880859375,499.09478759765625,592.7261543273926,499.0969274044037,True,True,False,True,0.001274451478138495,0.00894960977184143,-5.591328144073486,5.575052738189697,3.2980573177337646,-0.04269484803080559
A02_0_small,A02,small,71,583.0,444.0,587.2179453531253,441.13074221464495,True,False,587.188232421875,441.13067626953125,587.1907958984375,441.13946533203125,587.2245078086853,441.1432135105133,True,True,False,True,0.00046482990148095146,0.015686124720239607,-5.966614723205566,5.954669952392578,3.244884729385376,-0.03223917633295059
A02_0_small,A02,small,72,739.0,439.0,743.1683726736443,434.7695930615778,True,False,743.1900024414062,434.7753601074219,743.192138671875,434.80859375,743.1756196022034,434.7771430015564,True,True,False,True,0.0012850038617814514,0.006109113430519831,-6.04410457611084,6.033290863037109,3.209519147872925,-0.027882535010576248
A02_0_small,A02,small,73,835.0,422.0,839.0163661843322,416.93249296164294,True,False,839.0069580078125,416.9629211425781,839.0480346679688,416.9532165527344,839.010922908783,416.9245409965515,True,True,False,True,0.0006171798222704066,0.03800005524380962,-6.14197301864624,6.124515533447266,3.2339015007019043,-0.02768070064485073
A02_0_small,A02,small,74,573.0,104.0,574.2513040530365,101.23095372781046,True,False,574.2703857421875,101.21033477783203,574.2681274414062,101.22518920898438,574.2546036243439,101.20892810821533,True,True,False,True,0.00095367431640625,0.01601386022895595,-6.343533992767334,6.322401523590088,3.340075731277466,-0.03055260330438614
A02_0_small,A02,small,75,599.0,394.0,602.7810093472334,390.9930214934624,True,False,602.7861328125,390.9714050292969,602.8045654296875,390.9977722167969,602.7884068489075,390.99290442466736,True,True,False,True,0.0004315837287515549,0.014859634163912103,-5.896116733551025,5.876396656036377,3.1707215309143066,-0.030587088316679
A02_0_small,A02,small,76,603.0,312.0,606.0652811286234,308.96123766020685,True,False,606.049560546875,308.95843505859375,606.0585327148438,308.9804992675781,606.065393447876,308.9458224773407,True,True,False,True,0.0005179004745018658,0.01599721175273859,-5.981925010681152,5.967394828796387,3.205416679382324,-0.02868802100419998
A02_0_small,A02,small,77,517.0,194.0,519.0388245562966,191.7162127914948,True,False,519.0037231445312,191.70452880859375,519.0010986328125,191.6903076171875,519.0290112495422,191.69409894943237,True,True,False,True,0.00152587890625,0.020922683382308932,-6.174402236938477,6.151632785797119,3.2720065116882324,-0.031888604164123535
A02_0_small,A02,small,78,710.0,329.0,713.2095579999622,325.02685105397177,True,False,713.1978149414062,325.0253601074219,713.2032470703125,325.0262451171875,713.2125134468079,325.0121023654938,True,True,False,True,0.00048828125,0.009916946662433685,-6.230391502380371,6.213234901428223,3.3283281326293945,-0.031381621956825256
A02_0_small,A02,small,79,602.0,489.0,606.6099159887714,485.96322457806355,True,False,606.594482421875,485.9677734375,606.584716796875,485.9731140136719,606.6130466461182,485.97684049606323,True,True,False,True,0.0015560972636696731,0.014443785980322003,-5.694279670715332,5.673994541168213,3.2348709106445312,-0.04032455012202263
A02_0_small,A02,small,80,722.0,112.0,723.315442873585,107.93039532306612,True,False,723.3638305664062,107.94866180419922,723.3755493164062,107.9415054321289,723.3344466686249,107.89429092407227,True,True,False,True,0.0011066830590915665,0.010326058826833542,-6.048573970794678,6.034318923950195,3.2358970642089844,-0.03041035681962967
A02_0_small,A02,small,81,746.0,396.0,749.7928651086634,391.7101446213298,True,False,749.7922973632812,391.7239685058594,749.790771484375,391.7029113769531,749.7991588115692,391.702091217041,True,True,False,True,0.0010939604692953443,0.007252887330926701,-6.256874084472656,6.236898422241211,3.3007593154907227,-0.02792484313249588
A02_0_small,A02,small,82,613.0,195.0,615.0438957059554,191.87842730671508,True,False,615.0464477539062,191.85708618164062,615.0567626953125,191.84915161132812,615.0489037036896,191.84749269485474,True,True,False,True,0.0021198187239761055,0.01698346596676526,-6.592098236083984,6.572524070739746,3.430014133453369,-0.03118397668004036
A02_0_small,A02,small,83,369.0,572.0,374.34309036118447,570.9933469635109,True,False,374.3220520019531,571.00732421875,374.3318176269531,571.0139770507812,374.31048107147217,570.9915455579758,True,True,False,True,0.0007349606066157407,0.020081028041325253,-6.344768524169922,6.323188304901123,3.4467999935150146,-0.03892729431390762
A02_0_small,A02,small,84,844.0,403.0,847.8502193174407,397.85467760393834,True,False,847.82421875,397.81927490234375,847.8363647460938,397.84246826171875,847.8335461616516,397.84160232543945,True,True,False,True,0.000244140625,0.04815525527231995,-6.1665730476379395,6.147699356079102,3.2330636978149414,-0.027107050642371178
A02_0_small,A02,small,85,713.0,415.0,716.9599258220147,410.9973968309954,True,False,716.947509765625,411.01287841796875,716.964111328125,410.9738464355469,716.9698376655579,410.9984321594238,True,True,False,True,0.000874423143426172,0.00887669277001675,-6.06805944442749,6.05670166015625,3.2211759090423584,-0.029668055474758148
A02_0_small,A02,small,86,593.0,422.0,597.0255808028028,419.04431455224943,True,False,597.0435180664062,419.041748046875,597.0388793945312,419.0276794433594,597.0330710411072,419.050950050354,True,True,False,True,0.00020471813758848173,0.020599823922314575,-5.868648052215576,5.849416255950928,3.1772165298461914,-0.03193715959787369
A02_0_small,A02,small,87,664.0,421.0,668.0141508048606,417.4247686088007,True,False,667.996826171875,417.4576110839844,667.9801635742188,417.4679870605469,668.0256290435791,417.4327847957611,True,True,False,True,0.0013770158902195408,0.014130349496578187,-6.268628120422363,6.2469282150268555,3.2904529571533203,-0.03102748841047287
A02_0_small,A02,small,88,769.0,184.0,770.941963813484,179.51750661526287,True,False,770.9298706054688,179.521728515625,770.9111938476562,179.52603149414062,770.949501156807,179.46257638931274,True,True,False,True,0.0016617374743728005,0.017284561948302028,-6.0610246658325195,6.047762393951416,3.2192368507385254,-0.028358466923236847
A02_0_small,A02,small,89,608.0,470.0,612.4438833526874,466.9115888268541,True,False,612.45166015625,466.93804931640625,612.4486083984375,466.8907470703125,612.4481496810913,466.9261693954468,True,True,False,True,0.002277396631690141,0.012770147181199648,-5.938032150268555,5.923128604888916,3.2616448402404785,-0.03445923328399658
A02_0_small,A02,small,90,550.0,433.0,554.1232100015256,430.4191367323854,True,False,554.1095581054688,430.43975830078125,554.1207885742188,430.4197082519531,554.126965045929,430.4319911003113,True,True,False,True,0.0006857972733839182,0.023278588900785557,-6.247158527374268,6.237246513366699,3.3235363960266113,-0.03294655680656433
