sequence,raw_index,stamp_ns,track_id,previous_x,previous_y,B_failure,C_x,C_y,C_fb,C_accepted,S_x,S_y,S_fb,S_accepted,category,C_offline_steps,S_offline_steps,C_termination,S_termination,visual_identity,physical_correctness,S_info_0,S_info_1,S_info_2,S_info_3,C_offline_displacement_px,S_offline_displacement_px
A02,5,1542828791986278080,358,311.0,602.0,ncc_fail,310.4411315917969,603.7332763671875,0.14724222915643967,False,310.3544281721115,603.6270438432693,0.03023281245480266,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-5.996103286743164,5.986568927764893,3.1836211681365967,-0.028928576037287712,,
A02,5,1542828791986278080,359,697.0,601.0,border_fail,696.4906616210938,601.9274291992188,0.06114263607961299,False,696.4880101680756,602.0788071155548,0.019424070001125775,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.303247451782227,6.2957987785339355,3.2954001426696777,-0.0317523293197155,,
A02,5,1542828791986278080,360,669.0,604.0,ncc_fail,668.531982421875,605.0296630859375,0.03400096488382921,False,668.4922614097595,605.1186569929123,0.021559108745056125,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-5.915359973907471,5.912815093994141,3.14127516746521,-0.03261982277035713,,
A02,6,1542828792036054752,277,385.9755859375,599.3034057617188,border_fail,385.5511779785156,600.8467407226562,0.10140380932849366,False,385.4484695471802,600.8100134235972,0.009910360184999606,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.4912283879009465,6.483345700508266,3.3829126246202748,-0.031236301483269058,,
A02,6,1542828792036054752,361,310.0,603.0,ncc_fail,309.4899597167969,604.7263793945312,0.1353965344655432,False,309.41064643859863,604.6205035448074,0.019048166921007203,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-5.865333557128906,5.855144500732422,3.129530429840088,-0.02829745039343834,,
A02,6,1542828792036054752,362,696.0,602.0,ncc_fail,695.5316772460938,602.9378051757812,0.018763223594471797,False,695.5758185386658,603.1244714260101,0.017363964384408438,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.1496710777282715,6.140756607055664,3.230653762817383,-0.029802124947309494,,
A02,6,1542828792036054752,364,635.0,600.0,border_fail,634.48046875,601.1240234375,0.03375332436260338,False,634.5695787072182,601.1942554712296,0.00684253416961775,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-5.922610282897949,5.916338920593262,3.150052309036255,-0.03131512552499771,,
A02,6,1542828792036054752,365,669.0,605.0,ncc_fail,668.6094970703125,606.033447265625,0.01422590578711751,False,668.5778486132622,606.1549555063248,0.01572445515550265,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-5.79527473449707,5.792863368988037,3.094895839691162,-0.031385283917188644,,
A02,7,1542828792085880800,110,573.8976440429688,323.5218200683594,ncc_fail,573.3832397460938,324.6304931640625,0.01362058692516508,True,573.2109502032915,324.5919340443234,0.0120401373813738,True,both,3,3,completed_3_step_check,completed_3_step_check,Unknown,Unknown,-3.1999428838642245,3.190474631514468,2.2468013779540703,-0.025608301843029743,3.5970463696594477,3.587176042848567
A02,7,1542828792085880800,367,696.0,603.0,ncc_fail,695.7026977539062,603.972900390625,0.02064080485309613,False,695.6437101364136,604.1235941648483,0.011952640069685265,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.215790748596191,6.210723400115967,3.262596368789673,-0.03281596675515175,,
A02,7,1542828792085880800,368,310.0,604.0,ncc_fail,309.5955810546875,605.6577758789062,0.11955062874303002,False,309.4675087928772,605.6405863761902,0.01879016140117496,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.004146575927734,5.993332386016846,3.1870155334472656,-0.028139233589172363,,
A02,8,1542828792136076192,371,696.0,604.0,ncc_fail,695.6892700195312,605.2252807617188,0.01430216644422254,False,695.7033451199532,605.1584887504578,0.01819999131723558,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.267778396606445,6.2589874267578125,3.2808501720428467,-0.029910119250416756,,
A02,8,1542828792136076192,373,310.0,605.0,ncc_fail,309.6034851074219,606.718994140625,0.06969587494899336,False,309.5104916393757,606.6202182769775,0.025110961593550887,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-5.943524360656738,5.932316303253174,3.159531593322754,-0.029658431187272072,,
A02,9,1542828792185715008,200,353.4781494140625,598.97119140625,border_fail,353.1537170410156,600.5847778320312,0.04199112291982668,False,353.087772804394,600.5186996058436,0.014252414065891126,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.281350792342778,6.276500073307744,3.3010652922629475,-0.03178738933515235,,
A02,9,1542828792185715008,374,405.0,604.0,ncc_fail,404.7203063964844,605.5838623046875,0.10923453234700911,False,404.6567981541157,605.5030446052551,0.011679050664992436,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.329492092132568,6.31894588470459,3.321727991104126,-0.0317540168762207,,
A02,10,1542828792237325568,376,404.0,606.0,ncc_fail,403.6960754394531,607.53466796875,0.05919195620831946,False,403.73763555288315,607.5176998376846,nan,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.200530052185059,6.190134048461914,3.266793966293335,-0.029748229309916496,,
A02,11,1542828792285738432,328,644.3958740234375,387.5010070800781,ncc_fail,644.1619873046875,388.7120361328125,0.007301039575340729,True,644.1827244413317,388.5545167318693,0.00929814746930235,True,both,0,0,ncc_fail,ncc_fail,Unknown,Unknown,-3.9167157219162707,3.902686015055467,2.5748850594075874,-0.03058604095048611,0.0,0.0
A02,14,1542828792435721920,266,547.5639038085938,370.4756164550781,ncc_fail,547.5287475585938,371.5914001464844,0.000781631376639752,True,547.5371235001198,371.5755210104625,0.012679965262452554,True,both,3,3,completed_3_step_check,completed_3_step_check,Unknown,Unknown,-6.39459208514533,6.382327702679251,3.354091732309293,-0.02859636592101473,3.379824715847693,3.377270407243273
A02,15,1542828792486760928,341,281.2911376953125,599.343017578125,border_fail,281.27459716796875,601.0162353515625,0.11817920997570058,False,281.31312383805727,600.9586533215639,0.0381502160751064,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-5.985098965217176,5.975199313717013,3.165098196514755,-0.02803548716483395,,
A02,16,1542828792536056448,212,175.25608825683594,599.8147583007812,border_fail,175.1252899169922,601.6025390625,0.11520872396333336,False,175.17380131116502,601.5438895180588,0.056642149895395025,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-5.868935659963858,5.8603175882460015,3.12024585068273,-0.028300412848673642,,
A02,19,1542828792686903616,83,364.0107116699219,599.1449584960938,border_fail,364.3182373046875,600.647216796875,0.05849108443679206,False,364.23156586810194,600.704745775077,0.030906174333750452,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.01558403988354,6.006801501866175,3.1855348770859595,-0.027747365999224914,,
A02,19,1542828792686903616,265,459.005615234375,599.39501953125,border_fail,459.27410888671875,600.8768310546875,0.06179435059301953,False,459.32742204465507,600.897800311528,0.03715674491105456,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.311960588518787,6.303849713692955,3.3151052490156587,-0.02942094359741243,,
A02,20,1542828792735783712,129,719.1707763671875,599.27734375,border_fail,719.6341552734375,600.6188354492188,0.1347059034621396,False,719.7602795715907,600.63312213118,0.04526046087722651,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-5.722559520896084,5.713027926262612,3.067687962515947,-0.02558712523263118,,
A02,20,1542828792735783712,315,398.6626892089844,599.953857421875,border_fail,398.9236755371094,601.4779052734375,0.023291310722352992,False,398.921426835159,601.4746195264064,0.038979131808502675,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.428784627528227,6.415603002870839,3.354434429407659,-0.029592314911056683,,
A02,20,1542828792735783712,384,365.0,601.0,border_fail,365.2955627441406,602.5481567382812,0.0562914659065118,False,365.22398698329926,602.5443550348282,0.03513671030312126,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.129227161407471,6.1188459396362305,3.2331020832061768,-0.028593551367521286,,
A02,21,1542828792786086144,213,638.1121215820312,598.9456176757812,border_fail,638.6436767578125,600.2609252929688,0.011744312380916661,False,638.6541028626398,600.4083953835229,0.031915991625655504,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-5.970788810647475,5.960096396244785,3.167488622663197,-0.03169303930408372,,
A02,21,1542828792786086144,385,365.0,603.0,ncc_fail,365.3030090332031,604.6052856445312,0.053418568846628725,False,365.25218069553375,604.58149766922,0.02744466292044168,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.05817174911499,6.04698371887207,3.200261116027832,-0.02777671627700329,,
A02,22,1542828792835556960,164,660.3833618164062,599.323486328125,border_fail,661.0353393554688,600.6922607421875,0.02006284169176465,False,660.9986941383453,600.7906689661045,0.05828909649522972,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.301621973565524,6.289014839435893,3.2837502001295213,-0.02819991043648637,,
A02,22,1542828792835556960,388,366.0,605.0,ncc_fail,366.30841064453125,606.6353149414062,0.09442202291046228,False,366.27520003914833,606.6046472787857,0.03414544353044244,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-5.896858215332031,5.888510704040527,3.1369643211364746,-0.02841021679341793,,
A02,23,1542828792886711936,124,328.60174560546875,599.698486328125,border_fail,328.8427429199219,601.3171997070312,0.01532350169265914,False,328.8413119092473,601.3187697578495,0.03769824717624127,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-5.787396239658165,5.784877486217155,3.1066873125489245,-0.031656438778745355,,
A02,23,1542828792886711936,247,812.7445068359375,598.7210083007812,border_fail,813.5467529296875,600.16748046875,0.03647758338988234,False,813.5530491405292,600.1479956683986,0.05343425612566913,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.156730692642778,6.143618514856097,3.251155661523855,-0.027039882875059817,,
A02,23,1542828792886711936,390,365.0,603.0,ncc_fail,365.29608154296875,604.6421508789062,0.08471965510139197,False,365.28479635715485,604.6041759252548,0.04352719523901867,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-5.880389213562012,5.872441291809082,3.1308109760284424,-0.02899731881916523,,
A02,24,1542828792935657312,272,431.2956848144531,599.3760375976562,border_fail,431.70233154296875,600.8900146484375,0.06762037004179743,False,431.670023161005,600.9329748186022,0.05969591150774536,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-5.838898557485429,5.82933613212216,3.119855382154206,-0.03093231938915163,,
A02,24,1542828792935657312,392,328.0,601.0,ncc_fail,328.25653076171875,602.5540161132812,0.048651997485741415,False,328.26203709840775,602.6092346906662,0.036266643056339434,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-5.713968276977539,5.710602760314941,3.074281930923462,-0.031198207288980484,,
A02,25,1542828792985474784,102,304.2958068847656,599.6171875,border_fail,304.4848937988281,601.1503295898438,0.12334480623001275,False,304.61804605431405,601.2292960662548,0.029549455508032826,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-5.939897745026201,5.932038963008949,3.1602601668432158,-0.030708362233842212,,
A02,25,1542828792985474784,395,329.0,603.0,ncc_fail,329.38165283203125,604.5911254882812,0.08738768577202624,False,329.3486308455467,604.6039710044861,0.029601836051756328,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-5.896729946136475,5.892952919006348,3.150665521621704,-0.031006449833512306,,
A02,26,1542828793035865568,191,347.5784912109375,598.9911499023438,border_fail,348.0164489746094,600.5924072265625,0.0570881037621492,False,347.9822587914255,600.5471060563146,0.03052454771071738,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.090310296153909,6.083505997618346,3.221945725361003,-0.03160596603352096,,
A02,26,1542828793035865568,397,304.0,601.0,ncc_fail,304.1393737792969,602.6040649414062,0.2316289406671268,False,304.36499550938606,602.5794854164124,0.03159397669475738,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-5.787886619567871,5.780534267425537,3.0952188968658447,-0.029930483549833298,,
A02,26,1542828793035865568,398,330.0,606.0,ncc_fail,330.3060607910156,607.895751953125,0.17439297455690894,False,330.3910953402519,607.5718295574188,nan,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-5.7650532722473145,5.760800361633301,3.090508460998535,-0.030362730845808983,,
A02,27,1542828793085816608,399,305.0,602.0,ncc_fail,305.21356201171875,603.6808471679688,0.2728284814447869,False,305.40049731731415,603.5961807966232,0.03691479802723817,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-5.738758563995361,5.728799819946289,3.075775146484375,-0.028257863596081734,,
A02,27,1542828793085816608,400,348.0,601.0,ncc_fail,348.4728698730469,602.5799560546875,0.0704575803515047,False,348.4423877000809,602.5737050771713,0.03202978632214897,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.023473262786865,6.0160627365112305,3.192671775817871,-0.030044525861740112,,
A02,28,1542828793138509824,402,306.0,604.0,ncc_fail,306.327880859375,605.6541748046875,0.1792232305046485,False,306.46176356077194,605.6026149988174,0.037779310170560354,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-5.925798416137695,5.916814804077148,3.156179428100586,-0.030842462554574013,,
A02,28,1542828793138509824,403,348.0,602.0,ncc_fail,348.5419006347656,603.589111328125,0.04016888900113721,False,348.5098235011101,603.5895025730133,0.04087836997351653,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.144765853881836,6.139305114746094,3.2452452182769775,-0.03190505504608154,,
A02,29,1542828793187301664,59,779.9281005859375,598.6780395507812,border_fail,780.7568969726562,600.0361328125,0.24196149679154239,False,781.051499159189,600.1356532086785,0.062227273830194135,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.252791917502233,6.243719081633561,3.272052030311924,-0.027174428399188558,,
A02,29,1542828793187301664,404,307.0,606.0,ncc_fail,307.5000305175781,607.642822265625,0.12527084809432246,False,307.5266361236572,607.5748944282532,nan,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-5.838388442993164,5.829517364501953,3.1166436672210693,-0.030197395011782646,,
A02,30,1542828793235735616,274,624.574951171875,598.9310302734375,border_fail,625.2839965820312,600.1611328125,0.10882628264719618,False,625.5060938545447,600.411742766475,0.054392998347049554,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.0327988397999235,6.020939874443897,3.18146154834087,-0.02582935472349751,,
A02,30,1542828793235735616,406,782.0,601.0,border_fail,782.8578491210938,602.3086547851562,0.25341846855569994,False,783.1779901981354,602.4343422651291,0.06095210789721087,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-5.954127311706543,5.943731307983398,3.152798652648926,-0.024465344846248627,,
A02,31,1542828793287069632,408,783.0,602.0,ncc_fail,783.8790283203125,603.370361328125,0.2412016476838412,False,784.208473443985,603.4609396457672,0.04111994883119162,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.09014892578125,6.076676845550537,3.207479476928711,-0.02524609863758087,,
A02,31,1542828793287069632,409,749.0,287.0,ncc_fail,749.8151245117188,287.8466491699219,0.010554009249881575,True,749.9073021411896,287.84831792116165,0.027118538896805017,True,both,3,3,completed_3_step_check,completed_3_step_check,Unknown,Unknown,-5.086069583892822,5.0783586502075195,2.8576464653015137,-0.026338761672377586,4.429375954277914,4.422776098064186
A02,32,1542828793336695648,166,396.4665832519531,599.7532958984375,border_fail,397.1722106933594,601.2258911132812,0.025598864165501875,False,397.1470002868539,601.2351840205993,0.029526841835966527,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-5.81547837395612,5.807330050171311,3.107124638310082,-0.027671057583510683,,
A02,32,1542828793336695648,332,760.7279052734375,599.5057983398438,border_fail,762.025390625,600.9667358398438,0.004687007242370114,False,761.9304259542753,600.9723051932307,0.04081637839719284,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.276379001878517,6.263099083285745,3.2812871129257513,-0.026739088172342496,,
A02,32,1542828793336695648,410,784.0,603.0,ncc_fail,784.9833374023438,604.4517822265625,0.20158081710741035,False,785.2532069683075,604.4686411619186,0.03746287249877576,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.119417667388916,6.106206893920898,3.2224843502044678,-0.026064421981573105,,
A02,33,1542828793385457248,413,397.0,602.0,ncc_fail,397.6943664550781,603.5086669921875,0.07876576863710716,False,397.69038701057434,603.4781280755997,0.04108734339912527,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-5.860137939453125,5.851809978485107,3.12399959564209,-0.028059056028723717,,
A02,33,1542828793385457248,414,785.0,605.0,ncc_fail,786.238525390625,606.431884765625,0.11131428749688334,False,786.2946631908417,606.4728267192841,0.03288097051015967,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.287714958190918,6.2763776779174805,3.2880828380584717,-0.026111043989658356,,
A02,34,1542828793435479136,415,398.0,603.0,ncc_fail,398.7151184082031,604.5081787109375,0.08355176196476245,False,398.7178789973259,604.4645339250565,0.04053953783056562,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.206369876861572,6.195757865905762,3.262070417404175,-0.030503135174512863,,
A02,35,1542828793485996032,417,398.0,605.0,ncc_fail,398.6819763183594,606.6060180664062,0.20793766755308574,False,398.72525429725647,606.4331741333008,0.03238539391068164,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.2242631912231445,6.2138261795043945,3.26780104637146,-0.029555954039096832,,
A02,36,1542828793535591008,19,672.8781127929688,599.9178466796875,border_fail,673.9737548828125,601.4481201171875,0.04261373028600341,False,673.9776450133899,601.4102613724049,0.034757650477612735,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.273132657516783,6.267039736226781,3.2883259574818915,-0.028977490953716642,,
A02,36,1542828793535591008,335,325.2601623535156,598.84765625,border_fail,325.88720703125,600.30078125,0.025959178299007676,False,325.8898427264786,600.328392623536,0.030699816787881685,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.0432525620663,6.039630438645531,3.2049823041996888,-0.03101464213114946,,
A02,37,1542828793586734048,197,367.0732727050781,599.6055297851562,border_fail,367.7379150390625,601.0768432617188,0.03176973691465908,False,367.72301696685827,601.0889321288837,0.03278246770529889,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.2777138582340015,6.269130811864154,3.2924542283909037,-0.02909534237818984,,
A02,37,1542828793586734048,293,858.4475708007812,308.7402038574219,ncc_fail,859.6522827148438,309.5940246582031,0.004319719794731567,True,859.7211887709049,309.6365732106462,0.07080865487015679,True,both,3,3,completed_3_step_check,completed_3_step_check,Unknown,Unknown,-2.248106924750802,2.258139671063308,2.429145243867034,-0.0508384378856337,4.883681528577682,4.8828060388736905
A02,37,1542828793586734048,366,775.6939086914062,434.411865234375,ncc_fail,776.9069213867188,435.552490234375,0.000213623046875,True,776.8563240638593,435.5965020250197,0.03305208647749486,True,both,3,3,completed_3_step_check,completed_3_step_check,Unknown,Unknown,-7.143611186905289,7.129357717619989,3.6737736504140805,-0.03270114535945684,5.321650615470905,5.323705173633255
A02,38,1542828793638215104,284,711.7142333984375,599.697265625,border_fail,712.8858032226562,601.213134765625,0.03710626287962883,False,712.8750287103513,601.2241439538733,0.0472123650933463,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-5.899657049380721,5.895120740485936,3.142546129844675,-0.029924196022415916,,
A02,38,1542828793638215104,287,459.3002014160156,599.686767578125,border_fail,460.1863708496094,601.1832885742188,0.09845343888382126,False,460.07160715619807,601.1926289522762,0.04591008005347752,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.219458348976239,6.214672469570065,3.2711766979071726,-0.031249894596039524,,
A02,38,1542828793638215104,344,891.749755859375,347.7384033203125,ncc_fail,892.2733154296875,347.9799499511719,0.5894425564052951,True,893.1348106317015,348.71541798177714,0.0763903765900598,True,both,0,0,ncc_fail,ncc_fail,Unknown,Unknown,-2.468067604376735,2.463720478683527,2.386456159561618,-0.057921557629452614,0.0,0.0
A02,40,1542828793735744064,227,503.3234558105469,599.7713623046875,border_fail,504.11029052734375,601.3936767578125,0.07006483035886855,False,504.12715793019385,601.3268421566962,0.05785061068924499,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.346983066872143,6.339610641444304,3.3221239331742707,-0.030066974251416252,,
A02,43,1542828793885469920,326,610.0878295898438,599.6828002929688,border_fail,611.4629516601562,601.8218994140625,0.1676890017541385,False,611.0446478511539,601.3113783669822,0.055201643749289646,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-5.330255195790398,5.328601238334677,2.9866410920046382,-0.032111409204732044,,
A02,44,1542828793936715648,162,355.56304931640625,599.3610229492188,border_fail,356.1451110839844,600.890625,0.020613985877674254,False,356.13729515314054,600.9452616657921,0.0281247182671018,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.024608191335616,6.018801038755667,3.191876921284802,-0.030480402970862935,,
A02,44,1542828793936715648,244,392.68310546875,599.858642578125,border_fail,393.261474609375,601.4707641601562,0.10486026802217041,False,393.3011138481989,601.4460411789123,0.033138085963812285,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.139926723897929,6.136177651687035,3.242819423915819,-0.03302957664481543,,
A02,44,1542828793936715648,306,825.1235961914062,598.76611328125,border_fail,826.4740600585938,600.3831787109375,0.029121509858605454,False,826.4277595206673,600.4515576937566,0.05881521486988242,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.451147621084516,6.436088999633455,3.3750471150062964,-0.02640455497877836,,
A02,46,1542828794036595040,308,303.8214416503906,599.9169921875,border_fail,304.3458557128906,601.4900512695312,0.05373715714398295,False,304.2518513197115,601.5333110402433,0.03979136485160035,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-5.852269707749457,5.844518523561831,3.110198334343785,-0.029232045403746243,,
A02,47,1542828794086120608,309,792.0469970703125,599.1033325195312,border_fail,793.1227416992188,600.7459106445312,0.12190976075097239,False,793.2558456001159,600.7961744669249,0.06394711835421665,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.622368445838596,6.60908771447852,3.434582279095933,-0.02704584002353208,,
A02,49,1542828794186209408,238,419.1795959472656,599.8477783203125,border_fail,419.71954345703125,601.4835205078125,0.058867300763745814,False,419.6907352600972,601.4726650460237,0.02868377608171444,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.015991122096379,6.012707864612258,3.1922513828397454,-0.030181214357141536,,
A02,52,1542828794337157760,307,700.3807373046875,599.0956420898438,border_fail,701.0894165039062,600.7579345703125,0.08458321012682155,False,701.2217055042753,600.797121487943,0.052512729055103444,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.489701252268688,6.481560728661854,3.377554062309107,-0.031143794125532198,,
A02,53,1542828794385869856,334,507.7108459472656,599.6513671875,border_fail,508.3125915527344,601.30419921875,0.05324635284374224,False,508.21581189937484,601.3133177643053,0.05463546378660948,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.31297590438848,6.306110556479723,3.3079077348952453,-0.031162725601059205,,
A02,55,1542828794486746528,337,389.0263671875,598.9034423828125,border_fail,389.38092041015625,600.579345703125,0.03417419661967325,False,389.3288630133386,600.5988720798986,0.017823647813678487,False,neither,0,0,not_accepted,not_accepted,Unknown,Unknown,-6.17575351408874,6.170301626975231,3.262782230944538,-0.03131061243149391,,
