window,arm,repeat,status,feature_bag,feature_bag_sha256,config,config_sha256,normalized_backend_config_sha256,vins_node_sha256,libvins_sha256,vio_csv,vio_csv_sha256
a09_6000_6800,singlechain,2,COMPLETE,/home/ma/AQUA-FE_WS/artifacts/frontend_persistence_singlechain_v2/shadow_root/logs/aqualoc_archaeo_vins/external_hybrid_xfeat_every2_pscv2_a09_6000_6800/features.bag,c39083fa5b2941d458da577ba25d25924e4d2eb194428dce9719374c5d62718a,/home/ma/AQUA-FE_WS/artifacts/frontend_persistence_singlechain_v2/backend_canonical/a09_6000_6800/vins_same_backend.yaml,55948c8f7b748ac92c69b3b4699d2453020f8b9ba3f38eae54091f125f016b06,13b6107086e475166d08ec5e1bc272d6edd0ce53a24a411a853d670936136750,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,373a598c7ce591b4fe97ced9b3ee1de5bbf0322c105a54afcb03a91b810f71e8,/home/ma/AQUA-FE_WS/artifacts/frontend_persistence_singlechain_v2/replays/a09_6000_6800/singlechain/repeat2/vins_output/vio.csv,826648eb743d79fb6d27d78697630b05e483e49ceb918cfdaac05c21b27b08f6
a09_6000_6800,singlechain,3,COMPLETE,/home/ma/AQUA-FE_WS/artifacts/frontend_persistence_singlechain_v2/shadow_root/logs/aqualoc_archaeo_vins/external_hybrid_xfeat_every2_pscv2_a09_6000_6800/features.bag,c39083fa5b2941d458da577ba25d25924e4d2eb194428dce9719374c5d62718a,/home/ma/AQUA-FE_WS/artifacts/frontend_persistence_singlechain_v2/backend_canonical/a09_6000_6800/vins_same_backend.yaml,55948c8f7b748ac92c69b3b4699d2453020f8b9ba3f38eae54091f125f016b06,13b6107086e475166d08ec5e1bc272d6edd0ce53a24a411a853d670936136750,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,373a598c7ce591b4fe97ced9b3ee1de5bbf0322c105a54afcb03a91b810f71e8,/home/ma/AQUA-FE_WS/artifacts/frontend_persistence_singlechain_v2/replays/a09_6000_6800/singlechain/repeat3/vins_output/vio.csv,6abb531d3c3865afdef9bde0add5758833f646bcbb7f5b980a095f9cae5fbc13
a06_s045_d045,klt,1,FROZEN_RESULT_REUSE,/home/ma/AQUA-FE_WS/artifacts/frontend_same_backend_comparison_supplement/shadow_root/logs/aqualoc_archaeo_vins/external_klt_every2_fsbcsupp_a06_s045_d045_klt_frontend/features.bag,5dd08d82f0e516d21934e5af68c61e436ec96d010073f1ee5857a717a2bf6d5a,/home/ma/AQUA-FE_WS/artifacts/frontend_same_backend_comparison_supplement/backend_canonical/a06_s045_d045/vins_same_backend.yaml,eeb48b1fbc3d60c54ace8db0792d371388190f661909436d37d7523852b21e39,4450aa91fbd8c5290dcd287401492bdf0d9db8cdd3009086d695099a1a67ebc2,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,373a598c7ce591b4fe97ced9b3ee1de5bbf0322c105a54afcb03a91b810f71e8,/home/ma/AQUA-FE_WS/artifacts/frontend_same_backend_comparison_supplement/replays/a06_s045_d045/klt/repeat1/vins_output/vio.csv,6d9587cecc05c91e74bcdd40437513f0eaf3aa015a7d069bfeff0578353296a4
a06_s045_d045,klt,2,FROZEN_RESULT_REUSE,/home/ma/AQUA-FE_WS/artifacts/frontend_same_backend_comparison_supplement/shadow_root/logs/aqualoc_archaeo_vins/external_klt_every2_fsbcsupp_a06_s045_d045_klt_frontend/features.bag,5dd08d82f0e516d21934e5af68c61e436ec96d010073f1ee5857a717a2bf6d5a,/home/ma/AQUA-FE_WS/artifacts/frontend_same_backend_comparison_supplement/backend_canonical/a06_s045_d045/vins_same_backend.yaml,eeb48b1fbc3d60c54ace8db0792d371388190f661909436d37d7523852b21e39,4450aa91fbd8c5290dcd287401492bdf0d9db8cdd3009086d695099a1a67ebc2,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,373a598c7ce591b4fe97ced9b3ee1de5bbf0322c105a54afcb03a91b810f71e8,/home/ma/AQUA-FE_WS/artifacts/frontend_same_backend_comparison_supplement/replays/a06_s045_d045/klt/repeat2/vins_output/vio.csv,a3bd99325dcb03da744bc7f109b880b2d887b8fea5e3ff58b02a4d3eef7760d6
a06_s045_d045,klt,3,FROZEN_RESULT_REUSE,/home/ma/AQUA-FE_WS/artifacts/frontend_same_backend_comparison_supplement/shadow_root/logs/aqualoc_archaeo_vins/external_klt_every2_fsbcsupp_a06_s045_d045_klt_frontend/features.bag,5dd08d82f0e516d21934e5af68c61e436ec96d010073f1ee5857a717a2bf6d5a,/home/ma/AQUA-FE_WS/artifacts/frontend_same_backend_comparison_supplement/backend_canonical/a06_s045_d045/vins_same_backend.yaml,eeb48b1fbc3d60c54ace8db0792d371388190f661909436d37d7523852b21e39,4450aa91fbd8c5290dcd287401492bdf0d9db8cdd3009086d695099a1a67ebc2,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,373a598c7ce591b4fe97ced9b3ee1de5bbf0322c105a54afcb03a91b810f71e8,/home/ma/AQUA-FE_WS/artifacts/frontend_same_backend_comparison_supplement/replays/a06_s045_d045/klt/repeat3/vins_output/vio.csv,72bf4ff461da0fd7aeed416ba0f6d47d4e550c9aa74750acf0ab93f93f3327ce
a06_s045_d045,singlechain,1,COMPLETE,/home/ma/AQUA-FE_WS/artifacts/frontend_persistence_singlechain_v2/shadow_root/logs/aqualoc_archaeo_vins/external_hybrid_xfeat_every2_pscv2_a06_s045_d045/features.bag,cd10e73949c8682c1c7e92f8f5de128a0141c2cbf6885b78ee29801fbdce9d99,/home/ma/AQUA-FE_WS/artifacts/frontend_persistence_singlechain_v2/backend_canonical/a06_s045_d045/vins_same_backend.yaml,d2b364dc85c3d3e3a2ac1378927a5e173e23364a0803d580daeaa2832a6af3f4,4450aa91fbd8c5290dcd287401492bdf0d9db8cdd3009086d695099a1a67ebc2,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,373a598c7ce591b4fe97ced9b3ee1de5bbf0322c105a54afcb03a91b810f71e8,/home/ma/AQUA-FE_WS/artifacts/frontend_persistence_singlechain_v2/replays/a06_s045_d045/singlechain/repeat1/vins_output/vio.csv,cf0dcd3a8994fb30917d15e25465c4c9221cae03cfa3739cc5cf48028435f70c
a06_s045_d045,singlechain,2,COMPLETE,/home/ma/AQUA-FE_WS/artifacts/frontend_persistence_singlechain_v2/shadow_root/logs/aqualoc_archaeo_vins/external_hybrid_xfeat_every2_pscv2_a06_s045_d045/features.bag,cd10e73949c8682c1c7e92f8f5de128a0141c2cbf6885b78ee29801fbdce9d99,/home/ma/AQUA-FE_WS/artifacts/frontend_persistence_singlechain_v2/backend_canonical/a06_s045_d045/vins_same_backend.yaml,d2b364dc85c3d3e3a2ac1378927a5e173e23364a0803d580daeaa2832a6af3f4,4450aa91fbd8c5290dcd287401492bdf0d9db8cdd3009086d695099a1a67ebc2,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,373a598c7ce591b4fe97ced9b3ee1de5bbf0322c105a54afcb03a91b810f71e8,/home/ma/AQUA-FE_WS/artifacts/frontend_persistence_singlechain_v2/replays/a06_s045_d045/singlechain/repeat2/vins_output/vio.csv,4bafd0b3523854e691c1b1850255a37a11d000f9675283026cad2b1ba3d1f1bf
a06_s045_d045,singlechain,3,COMPLETE,/home/ma/AQUA-FE_WS/artifacts/frontend_persistence_singlechain_v2/shadow_root/logs/aqualoc_archaeo_vins/external_hybrid_xfeat_every2_pscv2_a06_s045_d045/features.bag,cd10e73949c8682c1c7e92f8f5de128a0141c2cbf6885b78ee29801fbdce9d99,/home/ma/AQUA-FE_WS/artifacts/frontend_persistence_singlechain_v2/backend_canonical/a06_s045_d045/vins_same_backend.yaml,d2b364dc85c3d3e3a2ac1378927a5e173e23364a0803d580daeaa2832a6af3f4,4450aa91fbd8c5290dcd287401492bdf0d9db8cdd3009086d695099a1a67ebc2,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,373a598c7ce591b4fe97ced9b3ee1de5bbf0322c105a54afcb03a91b810f71e8,/home/ma/AQUA-FE_WS/artifacts/frontend_persistence_singlechain_v2/replays/a06_s045_d045/singlechain/repeat3/vins_output/vio.csv,2b427153c2bf676916bcf70fbf7471806b4e745c704f92b699f715044867227d
h07_s000_d050,klt,1,FROZEN_RESULT_REUSE,/home/ma/AQUA-FE_WS/artifacts/frontend_same_backend_comparison_supplement/shadow_root/logs/aqualoc_real_vins/external_klt_every2_fsbcsupp_h07_s000_d050_klt_frontend/features.bag,d2572daad26a0a626cf4f013c3dfafd872edaffc3bf41c302ff1406c07246358,/home/ma/AQUA-FE_WS/artifacts/frontend_same_backend_comparison_supplement/backend_canonical/h07_s000_d050/vins_same_backend.yaml,df459091f925c91285282bee50c81e0c86e447e90c93fc1ea46bf2d344276df6,bf95f20327242a9364449eba22a6071a0091d86dc4a6b6fe54d40e29aeeac758,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,373a598c7ce591b4fe97ced9b3ee1de5bbf0322c105a54afcb03a91b810f71e8,/home/ma/AQUA-FE_WS/artifacts/frontend_same_backend_comparison_supplement/replays/h07_s000_d050/klt/repeat1/vins_output/vio.csv,bafaebdeb9df17b97a664a3b6a4006a8cf23e8dd441caf37e049f44fe69af0b7
h07_s000_d050,klt,2,FROZEN_RESULT_REUSE,/home/ma/AQUA-FE_WS/artifacts/frontend_same_backend_comparison_supplement/shadow_root/logs/aqualoc_real_vins/external_klt_every2_fsbcsupp_h07_s000_d050_klt_frontend/features.bag,d2572daad26a0a626cf4f013c3dfafd872edaffc3bf41c302ff1406c07246358,/home/ma/AQUA-FE_WS/artifacts/frontend_same_backend_comparison_supplement/backend_canonical/h07_s000_d050/vins_same_backend.yaml,df459091f925c91285282bee50c81e0c86e447e90c93fc1ea46bf2d344276df6,bf95f20327242a9364449eba22a6071a0091d86dc4a6b6fe54d40e29aeeac758,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,373a598c7ce591b4fe97ced9b3ee1de5bbf0322c105a54afcb03a91b810f71e8,/home/ma/AQUA-FE_WS/artifacts/frontend_same_backend_comparison_supplement/replays/h07_s000_d050/klt/repeat2/vins_output/vio.csv,06096f11dc5b79d4e5625a8b75e1c92ef4c12dfaac90592ba2894448027769ff
h07_s000_d050,klt,3,FROZEN_RESULT_REUSE,/home/ma/AQUA-FE_WS/artifacts/frontend_same_backend_comparison_supplement/shadow_root/logs/aqualoc_real_vins/external_klt_every2_fsbcsupp_h07_s000_d050_klt_frontend/features.bag,d2572daad26a0a626cf4f013c3dfafd872edaffc3bf41c302ff1406c07246358,/home/ma/AQUA-FE_WS/artifacts/frontend_same_backend_comparison_supplement/backend_canonical/h07_s000_d050/vins_same_backend.yaml,df459091f925c91285282bee50c81e0c86e447e90c93fc1ea46bf2d344276df6,bf95f20327242a9364449eba22a6071a0091d86dc4a6b6fe54d40e29aeeac758,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,373a598c7ce591b4fe97ced9b3ee1de5bbf0322c105a54afcb03a91b810f71e8,/home/ma/AQUA-FE_WS/artifacts/frontend_same_backend_comparison_supplement/replays/h07_s000_d050/klt/repeat3/vins_output/vio.csv,b49624596fb3ab7e1fd6d283cc2bf184cb47a696eba24e47a71507a490d49279
h07_s000_d050,singlechain,1,FROZEN_RESULT_REUSE,/home/ma/AQUA-FE_WS/artifacts/frontend_same_backend_comparison_supplement/shadow_root/logs/aqualoc_real_vins/external_klt_every2_fsbcsupp_h07_s000_d050_klt_frontend/features.bag,d2572daad26a0a626cf4f013c3dfafd872edaffc3bf41c302ff1406c07246358,/home/ma/AQUA-FE_WS/artifacts/frontend_same_backend_comparison_supplement/backend_canonical/h07_s000_d050/vins_same_backend.yaml,df459091f925c91285282bee50c81e0c86e447e90c93fc1ea46bf2d344276df6,bf95f20327242a9364449eba22a6071a0091d86dc4a6b6fe54d40e29aeeac758,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,373a598c7ce591b4fe97ced9b3ee1de5bbf0322c105a54afcb03a91b810f71e8,/home/ma/AQUA-FE_WS/artifacts/frontend_same_backend_comparison_supplement/replays/h07_s000_d050/klt/repeat1/vins_output/vio.csv,bafaebdeb9df17b97a664a3b6a4006a8cf23e8dd441caf37e049f44fe69af0b7
h07_s000_d050,singlechain,2,FROZEN_RESULT_REUSE,/home/ma/AQUA-FE_WS/artifacts/frontend_same_backend_comparison_supplement/shadow_root/logs/aqualoc_real_vins/external_klt_every2_fsbcsupp_h07_s000_d050_klt_frontend/features.bag,d2572daad26a0a626cf4f013c3dfafd872edaffc3bf41c302ff1406c07246358,/home/ma/AQUA-FE_WS/artifacts/frontend_same_backend_comparison_supplement/backend_canonical/h07_s000_d050/vins_same_backend.yaml,df459091f925c91285282bee50c81e0c86e447e90c93fc1ea46bf2d344276df6,bf95f20327242a9364449eba22a6071a0091d86dc4a6b6fe54d40e29aeeac758,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,373a598c7ce591b4fe97ced9b3ee1de5bbf0322c105a54afcb03a91b810f71e8,/home/ma/AQUA-FE_WS/artifacts/frontend_same_backend_comparison_supplement/replays/h07_s000_d050/klt/repeat2/vins_output/vio.csv,06096f11dc5b79d4e5625a8b75e1c92ef4c12dfaac90592ba2894448027769ff
h07_s000_d050,singlechain,3,FROZEN_RESULT_REUSE,/home/ma/AQUA-FE_WS/artifacts/frontend_same_backend_comparison_supplement/shadow_root/logs/aqualoc_real_vins/external_klt_every2_fsbcsupp_h07_s000_d050_klt_frontend/features.bag,d2572daad26a0a626cf4f013c3dfafd872edaffc3bf41c302ff1406c07246358,/home/ma/AQUA-FE_WS/artifacts/frontend_same_backend_comparison_supplement/backend_canonical/h07_s000_d050/vins_same_backend.yaml,df459091f925c91285282bee50c81e0c86e447e90c93fc1ea46bf2d344276df6,bf95f20327242a9364449eba22a6071a0091d86dc4a6b6fe54d40e29aeeac758,4e91d8ac0735163fb6617e18d64ae0de91cc903d036f0e568a29bd3e5f5f4278,373a598c7ce591b4fe97ced9b3ee1de5bbf0322c105a54afcb03a91b810f71e8,/home/ma/AQUA-FE_WS/artifacts/frontend_same_backend_comparison_supplement/replays/h07_s000_d050/klt/repeat3/vins_output/vio.csv,b49624596fb3ab7e1fd6d283cc2bf184cb47a696eba24e47a71507a490d49279
