schema_version,protocol_version,dataset_family,sequence,window_index,window_start_s,window_end_s,absolute_start_s,absolute_end_s,evaluation_rate_hz,max_reference_gap_s,grid_count,supported_grid_count,coverage,worst_bracket_gap_s,reference_support_pass,outcome_boundary
isj-p06-reference-window-support-v1,isj-window-selection-v2,afrl,bus_outside,10,450.0,495.0,1494876929.7215545,1494876974.7215545,5.0,0.5,226,147,0.6504424778761062,15.850178956985474,false,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v1,isj-window-selection-v2,afrl,bus_outside,11,495.0,540.0,1494876974.7215545,1494877019.7215545,5.0,0.5,226,226,1.0,0.1611800193786621,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v1,isj-window-selection-v2,afrl,cave_gennie,0,0.0,45.0,1532199344.5634074,1532199389.5634074,5.0,0.5,226,92,0.40707964601769914,1.0447423458099365,false,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v1,isj-window-selection-v2,afrl,cave_gennie,1,45.0,90.0,1532199389.5634074,1532199434.5634074,5.0,0.5,226,127,0.5619469026548672,1.0441527366638184,false,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v1,isj-window-selection-v2,afrl,cave_gennie,2,90.0,135.0,1532199434.5634074,1532199479.5634074,5.0,0.5,226,76,0.336283185840708,1.289858102798462,false,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v1,isj-window-selection-v2,afrl,cave_gennie,3,135.0,180.0,1532199479.5634074,1532199524.5634074,5.0,0.5,226,113,0.5,1.1921124458312988,false,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v1,isj-window-selection-v2,afrl,cave_gennie,4,180.0,225.0,1532199524.5634074,1532199569.5634074,5.0,0.5,226,18,0.07964601769911504,1.390000820159912,false,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v1,isj-window-selection-v2,afrl,cave_gennie,5,225.0,270.0,1532199569.5634074,1532199614.5634074,5.0,0.5,226,32,0.1415929203539823,1.4411365985870361,false,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v1,isj-window-selection-v2,afrl,cave_gennie,6,270.0,315.0,1532199614.5634074,1532199659.5634074,5.0,0.5,226,27,0.11946902654867257,1.3920493125915527,false,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v1,isj-window-selection-v2,afrl,cave_gennie,7,315.0,360.0,1532199659.5634074,1532199704.5634074,5.0,0.5,226,113,0.5,1.3413596153259277,false,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v1,isj-window-selection-v2,afrl,cave_gennie,8,360.0,405.0,1532199704.5634074,1532199749.5634074,5.0,0.5,226,58,0.25663716814159293,1.5411088466644287,false,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v1,isj-window-selection-v2,afrl,cave_gennie,9,405.0,450.0,1532199749.5634074,1532199794.5634074,5.0,0.5,226,26,0.11504424778761062,1.3432934284210205,false,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v1,isj-window-selection-v2,afrl,cave_gennie,10,450.0,495.0,1532199794.5634074,1532199839.5634074,5.0,0.5,226,24,0.10619469026548672,1.590970516204834,false,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v1,isj-window-selection-v2,afrl,cave_gennie,11,495.0,540.0,1532199839.5634074,1532199884.5634074,5.0,0.5,226,63,0.27876106194690264,1.590970516204834,false,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v1,isj-window-selection-v2,afrl,cave_gennie,12,540.0,585.0,1532199884.5634074,1532199929.5634074,5.0,0.5,226,99,0.43805309734513276,1.3911025524139404,false,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v1,isj-window-selection-v2,afrl,cave_gennie,13,585.0,630.0,1532199929.5634074,1532199974.5634074,5.0,0.5,226,18,0.07964601769911504,1.588210105895996,false,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v1,isj-window-selection-v2,afrl,cave_gennie,14,630.0,675.0,1532199974.5634074,1532200019.5634074,5.0,0.5,226,29,0.12831858407079647,1.3915228843688965,false,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v1,isj-window-selection-v2,afrl,cemetery,0,0.0,45.0,1535224862.0919013,1535224907.0919013,5.0,0.5,226,226,1.0,0.23000001907348633,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v1,isj-window-selection-v2,afrl,cemetery,1,45.0,90.0,1535224907.0919013,1535224952.0919013,5.0,0.5,226,222,0.9823008849557522,0.8199999332427979,false,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v1,isj-window-selection-v2,afrl,cemetery,2,90.0,135.0,1535224952.0919013,1535224997.0919013,5.0,0.5,226,226,1.0,0.24000000953674316,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v1,isj-window-selection-v2,afrl,cemetery,3,135.0,180.0,1535224997.0919013,1535225042.0919013,5.0,0.5,226,226,1.0,0.24000000953674316,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v1,isj-window-selection-v2,afrl,cemetery,4,180.0,225.0,1535225042.0919013,1535225087.0919013,5.0,0.5,226,218,0.9646017699115044,1.6200001239776611,false,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v1,isj-window-selection-v2,afrl,cemetery,5,225.0,270.0,1535225087.0919013,1535225132.0919013,5.0,0.5,226,226,1.0,0.25999999046325684,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v1,isj-window-selection-v2,afrl,cemetery,6,270.0,315.0,1535225132.0919013,1535225177.0919013,5.0,0.5,226,212,0.9380530973451328,2.799999952316284,false,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v1,isj-window-selection-v2,afrl,cemetery,7,315.0,360.0,1535225177.0919013,1535225222.0919013,5.0,0.5,226,226,1.0,0.24000000953674316,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v1,isj-window-selection-v2,afrl,cemetery,8,360.0,405.0,1535225222.0919013,1535225267.0919013,5.0,0.5,226,172,0.7610619469026548,10.84000015258789,false,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v1,isj-window-selection-v2,aqualoc_archaeology,A01,0,0.0,45.0,0.0,45.0,1.0,2.5,46,46,1.0,0.0,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v1,isj-window-selection-v2,aqualoc_archaeology,A01,1,45.0,90.0,45.0,90.0,1.0,2.5,46,46,1.0,0.0,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v1,isj-window-selection-v2,aqualoc_archaeology,A01,2,90.0,135.0,90.0,135.0,1.0,2.5,46,46,1.0,0.0,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v1,isj-window-selection-v2,aqualoc_archaeology,A01,3,135.0,180.0,135.0,180.0,1.0,2.5,46,46,1.0,0.0,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v1,isj-window-selection-v2,aqualoc_archaeology,A01,4,180.0,225.0,180.0,225.0,1.0,2.5,46,46,1.0,0.0,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v1,isj-window-selection-v2,aqualoc_archaeology,A01,5,225.0,270.0,225.0,270.0,1.0,2.5,46,46,1.0,0.0,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v1,isj-window-selection-v2,aqualoc_archaeology,A01,6,270.0,315.0,270.0,315.0,1.0,2.5,46,46,1.0,0.0,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v1,isj-window-selection-v2,aqualoc_archaeology,A01,7,315.0,360.0,315.0,360.0,1.0,2.5,46,46,1.0,0.0,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v1,isj-window-selection-v2,aqualoc_archaeology,A01,8,360.0,405.0,360.0,405.0,1.0,2.5,46,46,1.0,0.0,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v1,isj-window-selection-v2,aqualoc_archaeology,A01,9,405.0,450.0,405.0,450.0,1.0,2.5,46,46,1.0,0.0,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v1,isj-window-selection-v2,aqualoc_archaeology,A01,10,450.0,495.0,450.0,495.0,1.0,2.5,46,46,1.0,0.0,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v1,isj-window-selection-v2,aqualoc_archaeology,A01,11,495.0,540.0,495.0,540.0,1.0,2.5,46,46,1.0,0.0,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v1,isj-window-selection-v2,aqualoc_archaeology,A01,12,540.0,585.0,540.0,585.0,1.0,2.5,46,42,0.9130434782608695,5.0,false,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v1,isj-window-selection-v2,aqualoc_archaeology,A01,13,585.0,630.0,585.0,630.0,1.0,2.5,46,46,1.0,0.0,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v1,isj-window-selection-v2,aqualoc_archaeology,A01,14,630.0,675.0,630.0,675.0,1.0,2.5,46,46,1.0,2.0,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v1,isj-window-selection-v2,aqualoc_archaeology,A01,15,675.0,720.0,675.0,720.0,1.0,2.5,46,46,1.0,0.0,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v1,isj-window-selection-v2,aqualoc_archaeology,A01,16,720.0,765.0,720.0,765.0,1.0,2.5,46,46,1.0,0.0,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v1,isj-window-selection-v2,aqualoc_archaeology,A01,17,765.0,810.0,765.0,810.0,1.0,2.5,46,46,1.0,0.0,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v1,isj-window-selection-v2,aqualoc_archaeology,A01,18,810.0,855.0,810.0,855.0,1.0,2.5,46,46,1.0,0.0,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v1,isj-window-selection-v2,aqualoc_archaeology,A02,0,0.0,45.0,0.0,45.0,1.0,2.5,46,46,1.0,0.0,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v1,isj-window-selection-v2,aqualoc_archaeology,A02,1,45.0,90.0,45.0,90.0,1.0,2.5,46,46,1.0,0.0,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v1,isj-window-selection-v2,aqualoc_archaeology,A02,2,90.0,135.0,90.0,135.0,1.0,2.5,46,46,1.0,2.0,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v1,isj-window-selection-v2,aqualoc_archaeology,A02,3,135.0,180.0,135.0,180.0,1.0,2.5,46,46,1.0,0.0,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v1,isj-window-selection-v2,aqualoc_archaeology,A02,4,180.0,225.0,180.0,225.0,1.0,2.5,46,42,0.9130434782608695,5.0,false,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v1,isj-window-selection-v2,aqualoc_archaeology,A02,5,225.0,270.0,225.0,270.0,1.0,2.5,46,46,1.0,0.0,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v1,isj-window-selection-v2,aqualoc_archaeology,A02,6,270.0,315.0,270.0,315.0,1.0,2.5,46,46,1.0,0.0,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v1,isj-window-selection-v2,aqualoc_archaeology,A02,7,315.0,360.0,315.0,360.0,1.0,2.5,46,46,1.0,0.0,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v1,isj-window-selection-v2,aqualoc_archaeology,A02,8,360.0,405.0,360.0,405.0,1.0,2.5,46,46,1.0,0.0,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v1,isj-window-selection-v2,aqualoc_archaeology,A03,0,0.0,45.0,0.0,45.0,1.0,2.5,46,46,1.0,0.0,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v1,isj-window-selection-v2,aqualoc_archaeology,A03,1,45.0,90.0,45.0,90.0,1.0,2.5,46,46,1.0,0.0,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v1,isj-window-selection-v2,aqualoc_archaeology,A03,2,90.0,135.0,90.0,135.0,1.0,2.5,46,46,1.0,0.0,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v1,isj-window-selection-v2,aqualoc_archaeology,A03,3,135.0,180.0,135.0,180.0,1.0,2.5,46,46,1.0,0.0,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v1,isj-window-selection-v2,aqualoc_archaeology,A03,4,180.0,225.0,180.0,225.0,1.0,2.5,46,46,1.0,0.0,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v1,isj-window-selection-v2,aqualoc_archaeology,A03,5,225.0,270.0,225.0,270.0,1.0,2.5,46,40,0.8695652173913043,7.0,false,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v1,isj-window-selection-v2,aqualoc_archaeology,A03,6,270.0,315.0,270.0,315.0,1.0,2.5,46,46,1.0,0.0,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v1,isj-window-selection-v2,aqualoc_archaeology,A04,0,0.0,45.0,0.0,45.0,1.0,2.5,46,42,0.9130434782608695,5.0,false,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v1,isj-window-selection-v2,aqualoc_archaeology,A04,1,45.0,90.0,45.0,90.0,1.0,2.5,46,46,1.0,2.0,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v1,isj-window-selection-v2,aqualoc_archaeology,A04,2,90.0,135.0,90.0,135.0,1.0,2.5,46,46,1.0,2.0,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v1,isj-window-selection-v2,aqualoc_archaeology,A04,3,135.0,180.0,135.0,180.0,1.0,2.5,46,43,0.9347826086956522,4.0,false,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v1,isj-window-selection-v2,aqualoc_archaeology,A04,4,180.0,225.0,180.0,225.0,1.0,2.5,46,46,1.0,2.0,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v1,isj-window-selection-v2,aqualoc_archaeology,A04,5,225.0,270.0,225.0,270.0,1.0,2.5,46,46,1.0,2.0,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v1,isj-window-selection-v2,aqualoc_archaeology,A04,6,270.0,315.0,270.0,315.0,1.0,2.5,46,46,1.0,2.0,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v1,isj-window-selection-v2,aqualoc_archaeology,A04,7,315.0,360.0,315.0,360.0,1.0,2.5,46,42,0.9130434782608695,5.0,false,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v1,isj-window-selection-v2,aqualoc_archaeology,A04,8,360.0,405.0,360.0,405.0,1.0,2.5,46,46,1.0,2.0,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v1,isj-window-selection-v2,aqualoc_archaeology,A04,9,405.0,450.0,405.0,450.0,1.0,2.5,46,44,0.9565217391304348,3.0,false,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v1,isj-window-selection-v2,aqualoc_archaeology,A04,10,450.0,495.0,450.0,495.0,1.0,2.5,46,36,0.782608695652174,9.0,false,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v1,isj-window-selection-v2,aqualoc_archaeology,A04,11,495.0,540.0,495.0,540.0,1.0,2.5,46,44,0.9565217391304348,3.0,false,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v1,isj-window-selection-v2,aqualoc_archaeology,A04,12,540.0,585.0,540.0,585.0,1.0,2.5,46,36,0.782608695652174,34.0,false,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v1,isj-window-selection-v2,aqualoc_archaeology,A04,13,585.0,630.0,585.0,630.0,1.0,2.5,46,18,0.391304347826087,34.0,false,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v1,isj-window-selection-v2,aqualoc_archaeology,A07,0,0.0,45.0,0.0,45.0,1.0,2.5,46,44,0.9565217391304348,3.0,false,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v1,isj-window-selection-v2,aqualoc_archaeology,A07,1,45.0,90.0,45.0,90.0,1.0,2.5,46,46,1.0,0.0,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v1,isj-window-selection-v2,aqualoc_archaeology,A07,2,90.0,135.0,90.0,135.0,1.0,2.5,46,46,1.0,2.0,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v1,isj-window-selection-v2,aqualoc_archaeology,A07,3,135.0,180.0,135.0,180.0,1.0,2.5,46,44,0.9565217391304348,3.0,false,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v1,isj-window-selection-v2,aqualoc_archaeology,A07,4,180.0,225.0,180.0,225.0,1.0,2.5,46,38,0.8260869565217391,9.0,false,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v1,isj-window-selection-v2,aqualoc_archaeology,A07,5,225.0,270.0,225.0,270.0,1.0,2.5,46,46,1.0,2.0,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v1,isj-window-selection-v2,aqualoc_archaeology,A07,6,270.0,315.0,270.0,315.0,1.0,2.5,46,46,1.0,2.0,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v1,isj-window-selection-v2,aqualoc_archaeology,A07,7,315.0,360.0,315.0,360.0,1.0,2.5,46,46,1.0,2.0,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v1,isj-window-selection-v2,aqualoc_archaeology,A07,8,360.0,405.0,360.0,405.0,1.0,2.5,46,46,1.0,2.0,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v1,isj-window-selection-v2,aqualoc_archaeology,A07,9,405.0,450.0,405.0,450.0,1.0,2.5,46,44,0.9565217391304348,3.0,false,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v1,isj-window-selection-v2,aqualoc_archaeology,A07,10,450.0,495.0,450.0,495.0,1.0,2.5,46,40,0.8695652173913043,6.0,false,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v1,isj-window-selection-v2,aqualoc_archaeology,A07,11,495.0,540.0,495.0,540.0,1.0,2.5,46,46,1.0,2.0,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v1,isj-window-selection-v2,aqualoc_archaeology,A08,0,0.0,45.0,0.0,45.0,1.0,2.5,46,46,1.0,2.0,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v1,isj-window-selection-v2,aqualoc_archaeology,A08,1,45.0,90.0,45.0,90.0,1.0,2.5,46,46,1.0,2.0,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v1,isj-window-selection-v2,aqualoc_archaeology,A08,2,90.0,135.0,90.0,135.0,1.0,2.5,46,46,1.0,0.0,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v1,isj-window-selection-v2,aqualoc_archaeology,A08,3,135.0,180.0,135.0,180.0,1.0,2.5,46,46,1.0,0.0,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v1,isj-window-selection-v2,aqualoc_archaeology,A08,4,180.0,225.0,180.0,225.0,1.0,2.5,46,46,1.0,2.0,true,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
