schema_version,protocol_version,dataset_family,sequence,window_index,window_start_s,window_end_s,absolute_start_s,absolute_end_s,evaluation_rate_hz,max_reference_gap_s,grid_count,supported_grid_count,coverage,supported_span_s,worst_bracket_gap_s,reference_support_pass,reference_support_reason,outcome_boundary
isj-p06-reference-window-support-v2,isj-window-selection-v2,afrl,cave_gennie,13,585.0,630.0,1532199929.5634074,1532199974.5634074,5.0,0.5,226,18,0.07964601769911504,35.200000047683716,1.588210105895996,false,REFERENCE_POSES_LT_30;REFERENCE_COVERAGE_LT_0P70,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v2,isj-window-selection-v2,afrl,cave_gennie,14,630.0,675.0,1532199974.5634074,1532200019.5634074,5.0,0.5,226,29,0.12831858407079647,40.59999990463257,1.3915228843688965,false,REFERENCE_POSES_LT_30;REFERENCE_COVERAGE_LT_0P70,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v2,isj-window-selection-v2,afrl,cemetery,0,0.0,45.0,1535224862.0919013,1535224907.0919013,5.0,0.5,226,226,1.0,45.0,0.23000001907348633,true,PASS_G0_REFERENCE_ONLY,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v2,isj-window-selection-v2,afrl,cemetery,1,45.0,90.0,1535224907.0919013,1535224952.0919013,5.0,0.5,226,222,0.9823008849557522,45.0,0.8199999332427979,true,PASS_G0_REFERENCE_ONLY,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v2,isj-window-selection-v2,afrl,cemetery,2,90.0,135.0,1535224952.0919013,1535224997.0919013,5.0,0.5,226,226,1.0,45.0,0.24000000953674316,true,PASS_G0_REFERENCE_ONLY,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v2,isj-window-selection-v2,afrl,cemetery,3,135.0,180.0,1535224997.0919013,1535225042.0919013,5.0,0.5,226,226,1.0,45.0,0.24000000953674316,true,PASS_G0_REFERENCE_ONLY,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v2,isj-window-selection-v2,afrl,cemetery,4,180.0,225.0,1535225042.0919013,1535225087.0919013,5.0,0.5,226,218,0.9646017699115044,45.0,1.6200001239776611,true,PASS_G0_REFERENCE_ONLY,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v2,isj-window-selection-v2,afrl,cemetery,5,225.0,270.0,1535225087.0919013,1535225132.0919013,5.0,0.5,226,226,1.0,45.0,0.25999999046325684,true,PASS_G0_REFERENCE_ONLY,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v2,isj-window-selection-v2,afrl,cemetery,6,270.0,315.0,1535225132.0919013,1535225177.0919013,5.0,0.5,226,212,0.9380530973451328,45.0,2.799999952316284,true,PASS_G0_REFERENCE_ONLY,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v2,isj-window-selection-v2,afrl,cemetery,7,315.0,360.0,1535225177.0919013,1535225222.0919013,5.0,0.5,226,226,1.0,45.0,0.24000000953674316,true,PASS_G0_REFERENCE_ONLY,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v2,isj-window-selection-v2,afrl,cemetery,8,360.0,405.0,1535225222.0919013,1535225267.0919013,5.0,0.5,226,172,0.7610619469026548,45.0,10.84000015258789,true,PASS_G0_REFERENCE_ONLY,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v2,isj-window-selection-v2,aqualoc_archaeology,A01,0,0.0,45.0,0.0,45.0,1.0,2.5,46,46,1.0,45.0,0.0,true,PASS_G0_REFERENCE_ONLY,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v2,isj-window-selection-v2,aqualoc_archaeology,A01,1,45.0,90.0,45.0,90.0,1.0,2.5,46,46,1.0,45.0,0.0,true,PASS_G0_REFERENCE_ONLY,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v2,isj-window-selection-v2,aqualoc_archaeology,A01,2,90.0,135.0,90.0,135.0,1.0,2.5,46,46,1.0,45.0,0.0,true,PASS_G0_REFERENCE_ONLY,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v2,isj-window-selection-v2,aqualoc_archaeology,A01,3,135.0,180.0,135.0,180.0,1.0,2.5,46,46,1.0,45.0,0.0,true,PASS_G0_REFERENCE_ONLY,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v2,isj-window-selection-v2,aqualoc_archaeology,A01,4,180.0,225.0,180.0,225.0,1.0,2.5,46,46,1.0,45.0,0.0,true,PASS_G0_REFERENCE_ONLY,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v2,isj-window-selection-v2,aqualoc_archaeology,A01,5,225.0,270.0,225.0,270.0,1.0,2.5,46,46,1.0,45.0,0.0,true,PASS_G0_REFERENCE_ONLY,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v2,isj-window-selection-v2,aqualoc_archaeology,A01,6,270.0,315.0,270.0,315.0,1.0,2.5,46,46,1.0,45.0,0.0,true,PASS_G0_REFERENCE_ONLY,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v2,isj-window-selection-v2,aqualoc_archaeology,A01,7,315.0,360.0,315.0,360.0,1.0,2.5,46,46,1.0,45.0,0.0,true,PASS_G0_REFERENCE_ONLY,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v2,isj-window-selection-v2,aqualoc_archaeology,A01,8,360.0,405.0,360.0,405.0,1.0,2.5,46,46,1.0,45.0,0.0,true,PASS_G0_REFERENCE_ONLY,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v2,isj-window-selection-v2,aqualoc_archaeology,A01,9,405.0,450.0,405.0,450.0,1.0,2.5,46,46,1.0,45.0,0.0,true,PASS_G0_REFERENCE_ONLY,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v2,isj-window-selection-v2,aqualoc_archaeology,A01,10,450.0,495.0,450.0,495.0,1.0,2.5,46,46,1.0,45.0,0.0,true,PASS_G0_REFERENCE_ONLY,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v2,isj-window-selection-v2,aqualoc_archaeology,A01,11,495.0,540.0,495.0,540.0,1.0,2.5,46,46,1.0,45.0,0.0,true,PASS_G0_REFERENCE_ONLY,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v2,isj-window-selection-v2,aqualoc_archaeology,A01,12,540.0,585.0,540.0,585.0,1.0,2.5,46,42,0.9130434782608695,45.0,5.0,true,PASS_G0_REFERENCE_ONLY,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v2,isj-window-selection-v2,aqualoc_archaeology,A01,13,585.0,630.0,585.0,630.0,1.0,2.5,46,46,1.0,45.0,0.0,true,PASS_G0_REFERENCE_ONLY,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v2,isj-window-selection-v2,aqualoc_archaeology,A01,14,630.0,675.0,630.0,675.0,1.0,2.5,46,46,1.0,45.0,2.0,true,PASS_G0_REFERENCE_ONLY,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v2,isj-window-selection-v2,aqualoc_archaeology,A01,15,675.0,720.0,675.0,720.0,1.0,2.5,46,46,1.0,45.0,0.0,true,PASS_G0_REFERENCE_ONLY,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v2,isj-window-selection-v2,aqualoc_archaeology,A01,16,720.0,765.0,720.0,765.0,1.0,2.5,46,46,1.0,45.0,0.0,true,PASS_G0_REFERENCE_ONLY,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v2,isj-window-selection-v2,aqualoc_archaeology,A01,17,765.0,810.0,765.0,810.0,1.0,2.5,46,46,1.0,45.0,0.0,true,PASS_G0_REFERENCE_ONLY,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v2,isj-window-selection-v2,aqualoc_archaeology,A01,18,810.0,855.0,810.0,855.0,1.0,2.5,46,46,1.0,45.0,0.0,true,PASS_G0_REFERENCE_ONLY,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v2,isj-window-selection-v2,aqualoc_archaeology,A02,0,0.0,45.0,0.0,45.0,1.0,2.5,46,46,1.0,45.0,0.0,true,PASS_G0_REFERENCE_ONLY,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v2,isj-window-selection-v2,aqualoc_archaeology,A02,1,45.0,90.0,45.0,90.0,1.0,2.5,46,46,1.0,45.0,0.0,true,PASS_G0_REFERENCE_ONLY,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v2,isj-window-selection-v2,aqualoc_archaeology,A02,2,90.0,135.0,90.0,135.0,1.0,2.5,46,46,1.0,45.0,2.0,true,PASS_G0_REFERENCE_ONLY,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v2,isj-window-selection-v2,aqualoc_archaeology,A02,3,135.0,180.0,135.0,180.0,1.0,2.5,46,46,1.0,45.0,0.0,true,PASS_G0_REFERENCE_ONLY,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v2,isj-window-selection-v2,aqualoc_archaeology,A02,4,180.0,225.0,180.0,225.0,1.0,2.5,46,42,0.9130434782608695,45.0,5.0,true,PASS_G0_REFERENCE_ONLY,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v2,isj-window-selection-v2,aqualoc_archaeology,A02,5,225.0,270.0,225.0,270.0,1.0,2.5,46,46,1.0,45.0,0.0,true,PASS_G0_REFERENCE_ONLY,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v2,isj-window-selection-v2,aqualoc_archaeology,A02,6,270.0,315.0,270.0,315.0,1.0,2.5,46,46,1.0,45.0,0.0,true,PASS_G0_REFERENCE_ONLY,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v2,isj-window-selection-v2,aqualoc_archaeology,A02,7,315.0,360.0,315.0,360.0,1.0,2.5,46,46,1.0,45.0,0.0,true,PASS_G0_REFERENCE_ONLY,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v2,isj-window-selection-v2,aqualoc_archaeology,A02,8,360.0,405.0,360.0,405.0,1.0,2.5,46,46,1.0,45.0,0.0,true,PASS_G0_REFERENCE_ONLY,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v2,isj-window-selection-v2,aqualoc_archaeology,A03,0,0.0,45.0,0.0,45.0,1.0,2.5,46,46,1.0,45.0,0.0,true,PASS_G0_REFERENCE_ONLY,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v2,isj-window-selection-v2,aqualoc_archaeology,A03,1,45.0,90.0,45.0,90.0,1.0,2.5,46,46,1.0,45.0,0.0,true,PASS_G0_REFERENCE_ONLY,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v2,isj-window-selection-v2,aqualoc_archaeology,A03,2,90.0,135.0,90.0,135.0,1.0,2.5,46,46,1.0,45.0,0.0,true,PASS_G0_REFERENCE_ONLY,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v2,isj-window-selection-v2,aqualoc_archaeology,A03,3,135.0,180.0,135.0,180.0,1.0,2.5,46,46,1.0,45.0,0.0,true,PASS_G0_REFERENCE_ONLY,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v2,isj-window-selection-v2,aqualoc_archaeology,A03,4,180.0,225.0,180.0,225.0,1.0,2.5,46,46,1.0,45.0,0.0,true,PASS_G0_REFERENCE_ONLY,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v2,isj-window-selection-v2,aqualoc_archaeology,A03,5,225.0,270.0,225.0,270.0,1.0,2.5,46,40,0.8695652173913043,45.0,7.0,true,PASS_G0_REFERENCE_ONLY,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v2,isj-window-selection-v2,aqualoc_archaeology,A03,6,270.0,315.0,270.0,315.0,1.0,2.5,46,46,1.0,45.0,0.0,true,PASS_G0_REFERENCE_ONLY,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v2,isj-window-selection-v2,aqualoc_archaeology,A04,0,0.0,45.0,0.0,45.0,1.0,2.5,46,42,0.9130434782608695,45.0,5.0,true,PASS_G0_REFERENCE_ONLY,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v2,isj-window-selection-v2,aqualoc_archaeology,A04,1,45.0,90.0,45.0,90.0,1.0,2.5,46,46,1.0,45.0,2.0,true,PASS_G0_REFERENCE_ONLY,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v2,isj-window-selection-v2,aqualoc_archaeology,A04,2,90.0,135.0,90.0,135.0,1.0,2.5,46,46,1.0,45.0,2.0,true,PASS_G0_REFERENCE_ONLY,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v2,isj-window-selection-v2,aqualoc_archaeology,A04,3,135.0,180.0,135.0,180.0,1.0,2.5,46,43,0.9347826086956522,45.0,4.0,true,PASS_G0_REFERENCE_ONLY,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v2,isj-window-selection-v2,aqualoc_archaeology,A04,4,180.0,225.0,180.0,225.0,1.0,2.5,46,46,1.0,45.0,2.0,true,PASS_G0_REFERENCE_ONLY,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v2,isj-window-selection-v2,aqualoc_archaeology,A04,5,225.0,270.0,225.0,270.0,1.0,2.5,46,46,1.0,45.0,2.0,true,PASS_G0_REFERENCE_ONLY,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v2,isj-window-selection-v2,aqualoc_archaeology,A04,6,270.0,315.0,270.0,315.0,1.0,2.5,46,46,1.0,45.0,2.0,true,PASS_G0_REFERENCE_ONLY,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v2,isj-window-selection-v2,aqualoc_archaeology,A04,7,315.0,360.0,315.0,360.0,1.0,2.5,46,42,0.9130434782608695,45.0,5.0,true,PASS_G0_REFERENCE_ONLY,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v2,isj-window-selection-v2,aqualoc_archaeology,A04,8,360.0,405.0,360.0,405.0,1.0,2.5,46,46,1.0,45.0,2.0,true,PASS_G0_REFERENCE_ONLY,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v2,isj-window-selection-v2,aqualoc_archaeology,A04,9,405.0,450.0,405.0,450.0,1.0,2.5,46,44,0.9565217391304348,45.0,3.0,true,PASS_G0_REFERENCE_ONLY,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v2,isj-window-selection-v2,aqualoc_archaeology,A04,10,450.0,495.0,450.0,495.0,1.0,2.5,46,36,0.782608695652174,45.0,9.0,true,PASS_G0_REFERENCE_ONLY,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v2,isj-window-selection-v2,aqualoc_archaeology,A04,11,495.0,540.0,495.0,540.0,1.0,2.5,46,44,0.9565217391304348,45.0,3.0,true,PASS_G0_REFERENCE_ONLY,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v2,isj-window-selection-v2,aqualoc_archaeology,A04,12,540.0,585.0,540.0,585.0,1.0,2.5,46,36,0.782608695652174,39.0,34.0,true,PASS_G0_REFERENCE_ONLY,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
isj-p06-reference-window-support-v2,isj-window-selection-v2,aqualoc_archaeology,A04,13,585.0,630.0,585.0,630.0,1.0,2.5,46,18,0.391304347826087,17.0,34.0,false,REFERENCE_POSES_LT_30;REFERENCE_COVERAGE_LT_0P70,KLT_AND_IMAGE_QUALITY_ONLY_NO_LEARNED_OR_VINS_OUTCOME
