run_slug,arm,frame,stamp_ns,KLT,candidates,total,backbone_exact
a02_0_900,B,233,1542828815081949824,350,0,350,True
a02_0_900,B,234,1542828815183315136,350,0,350,True
a02_0_900,B,235,1542828815282319520,350,0,350,True
a02_0_900,B,236,1542828815383599040,350,0,350,True
a02_0_900,B,237,1542828815483560352,350,0,350,True
a02_0_900,B,238,1542828815583091456,350,0,350,True
a02_0_900,B,239,1542828815682205152,350,0,350,True
a02_0_900,B,240,1542828815782540736,350,0,350,True
a02_0_900,B,241,1542828815882040160,350,0,350,True
a02_0_900,B,242,1542828815983686464,350,0,350,True
a02_0_900,B,243,1542828816082271552,350,0,350,True
a02_0_900,B,244,1542828816183030784,350,0,350,True
a02_0_900,B,245,1542828816283850240,350,0,350,True
a02_0_900,B,246,1542828816384027168,350,0,350,True
a02_0_900,B,247,1542828816482529440,350,0,350,True
a02_0_900,B,248,1542828816582141504,350,0,350,True
a02_0_900,B,249,1542828816682265664,350,0,350,True
a02_0_900,B,250,1542828816783208704,350,0,350,True
a02_0_900,B,251,1542828816882868256,350,0,350,True
a02_0_900,B,252,1542828816981899552,350,0,350,True
a02_0_900,B,253,1542828817081550688,350,0,350,True
a02_0_900,B,254,1542828817182389856,350,0,350,True
a02_0_900,B,255,1542828817282907968,350,0,350,True
a02_0_900,B,256,1542828817382697056,350,0,350,True
a02_0_900,B,257,1542828817481662496,350,0,350,True
a02_0_900,B,258,1542828817582682336,350,0,350,True
a02_0_900,B,259,1542828817682622272,350,0,350,True
a02_0_900,B,260,1542828817781509568,350,0,350,True
a02_0_900,B,261,1542828817883441824,350,0,350,True
a02_0_900,B,262,1542828817982165440,350,0,350,True
a02_0_900,B,263,1542828818081563264,350,0,350,True
a02_0_900,B,264,1542828818182697408,350,0,350,True
a02_0_900,B,265,1542828818283063136,350,0,350,True
a02_0_900,B,266,1542828818381917472,350,0,350,True
a02_0_900,B,267,1542828818481305824,350,0,350,True
a02_0_900,B,268,1542828818582846080,350,0,350,True
a02_0_900,B,269,1542828818681681312,350,0,350,True
a02_0_900,B,270,1542828818783209760,350,0,350,True
a02_0_900,B,271,1542828818881502528,350,0,350,True
a02_0_900,B,272,1542828818981338176,350,0,350,True
a02_0_900,B,273,1542828819082942048,350,0,350,True
a02_0_900,B,274,1542828819181999840,350,0,350,True
a02_0_900,B,275,1542828819281622528,350,0,350,True
a02_0_900,B,276,1542828819382644192,350,0,350,True
a02_0_900,B,277,1542828819482739360,350,0,350,True
a02_0_900,B,278,1542828819581483072,350,0,350,True
a02_0_900,B,279,1542828819682642208,350,0,350,True
a02_0_900,B,280,1542828819781207552,350,0,350,True
a02_0_900,B,281,1542828819882474304,350,0,350,True
a02_0_900,B,282,1542828819982690624,350,0,350,True
a02_0_900,B,283,1542828820082305824,350,0,350,True
a02_0_900,B,284,1542828820183093344,350,0,350,True
a02_0_900,B,285,1542828820282537632,350,0,350,True
a02_0_900,B,286,1542828820382210752,350,0,350,True
a02_0_900,B,287,1542828820481078976,350,0,350,True
a02_0_900,B,288,1542828820581415072,350,0,350,True
a02_0_900,B,289,1542828820681419264,350,0,350,True
a02_0_900,B,290,1542828820781706784,350,0,350,True
a02_0_900,B,291,1542828820880940896,350,0,350,True
a02_0_900,B,292,1542828820981366912,350,0,350,True
a02_0_900,B,293,1542828821081168928,350,0,350,True
a02_0_900,B,294,1542828821181305440,350,0,350,True
a02_0_900,B,295,1542828821281568256,350,0,350,True
a02_0_900,B,296,1542828821382175136,350,0,350,True
a02_0_900,B,297,1542828821482136480,350,0,350,True
a02_0_900,B,298,1542828821582003360,350,0,350,True
a02_0_900,B,299,1542828821681911072,350,0,350,True
a02_0_900,B,300,1542828821780768448,350,0,350,True
a02_0_900,B,301,1542828821880918176,350,0,350,True
a02_0_900,B,302,1542828821980901216,350,0,350,True
a02_0_900,B,303,1542828822081935360,350,0,350,True
a02_0_900,B,304,1542828822181145952,350,0,350,True
a02_0_900,B,305,1542828822282104672,350,0,350,True
a02_0_900,B,306,1542828822382966336,350,0,350,True
a02_0_900,B,307,1542828822482302208,350,0,350,True
a02_0_900,B,308,1542828822581849152,350,0,350,True
a02_0_900,B,309,1542828822681891232,350,0,350,True
a02_0_900,B,310,1542828822781283904,350,0,350,True
a02_0_900,B,311,1542828822881853696,350,0,350,True
a02_0_900,B,312,1542828822981212032,350,0,350,True
a02_0_900,B,313,1542828823083446656,350,0,350,True
a02_0_900,B,314,1542828823180779392,350,0,350,True
a02_0_900,B,315,1542828823281877984,350,0,350,True
a02_0_900,B,316,1542828823380395104,350,0,350,True
a02_0_900,B,317,1542828823482142304,350,0,350,True
a02_0_900,B,318,1542828823581114624,350,0,350,True
a02_0_900,B,319,1542828823681098816,350,0,350,True
a02_0_900,B,320,1542828823781854112,350,0,350,True
a02_0_900,B,321,1542828823881462720,350,0,350,True
a02_0_900,B,322,1542828823980614336,350,0,350,True
a02_0_900,B,323,1542828824081920768,350,0,350,True
a02_0_900,B,324,1542828824181940544,350,0,350,True
a02_0_900,B,325,1542828824281400544,350,0,350,True
a02_0_900,B,326,1542828824381512512,350,0,350,True
a02_0_900,B,327,1542828824482447904,350,0,350,True
a02_0_900,B,328,1542828824580932672,350,0,350,True
a02_0_900,B,329,1542828824681210080,350,0,350,True
a02_0_900,B,330,1542828824780332288,350,0,350,True
a02_0_900,B,331,1542828824880185888,350,0,350,True
a02_0_900,B,332,1542828824980383200,350,0,350,True
a02_0_900,B,333,1542828825080356320,350,0,350,True
a02_0_900,B,334,1542828825180337888,350,0,350,True
a02_0_900,B,335,1542828825280268768,350,0,350,True
a02_0_900,B,336,1542828825380672576,350,0,350,True
a02_0_900,B,337,1542828825482430432,350,0,350,True
a02_0_900,B,338,1542828825583136512,350,0,350,True
a02_0_900,B,339,1542828825681386944,350,0,350,True
a02_0_900,B,340,1542828825782514208,350,0,350,True
a02_0_900,B,341,1542828825880236704,350,0,350,True
a02_0_900,B,342,1542828825981100320,350,0,350,True
a02_0_900,B,343,1542828826081788288,350,0,350,True
a02_0_900,B,344,1542828826180992096,350,0,350,True
a02_0_900,B,345,1542828826280247552,350,0,350,True
a02_0_900,B,346,1542828826380507040,350,0,350,True
a02_0_900,B,347,1542828826480582048,350,0,350,True
a02_0_900,B,348,1542828826581251328,350,0,350,True
a02_0_900,B,349,1542828826680411744,350,0,350,True
a02_0_900,B,350,1542828826781366848,350,0,350,True
a02_0_900,B,351,1542828826880213856,350,0,350,True
a02_0_900,B,352,1542828826980013984,350,0,350,True
a02_0_900,B,353,1542828827081017216,350,0,350,True
a02_0_900,B,354,1542828827180349152,350,0,350,True
a02_0_900,B,355,1542828827280515712,350,0,350,True
a02_0_900,B,356,1542828827379922624,350,0,350,True
a02_0_900,B,357,1542828827483139200,350,0,350,True
a02_0_900,B,358,1542828827580504704,350,0,350,True
a02_0_900,B,359,1542828827681351168,350,0,350,True
a02_0_900,B,360,1542828827781262080,350,0,350,True
a02_0_900,B,361,1542828827879984896,350,0,350,True
a02_0_900,B,362,1542828827979854272,350,0,350,True
a02_0_900,B,363,1542828828080117696,350,0,350,True
a02_0_900,B,364,1542828828180446208,350,0,350,True
a02_0_900,B,365,1542828828280250112,350,0,350,True
a02_0_900,B,366,1542828828380843648,350,0,350,True
a02_0_900,B,367,1542828828481221472,350,0,350,True
a02_0_900,B,368,1542828828580920928,350,0,350,True
a02_0_900,B,369,1542828828682551232,350,0,350,True
a02_0_900,B,370,1542828828780246880,350,0,350,True
a02_0_900,B,371,1542828828880576896,350,0,350,True
a02_0_900,B,372,1542828828981005408,350,0,350,True
a02_0_900,B,373,1542828829081147968,350,0,350,True
a02_0_900,B,374,1542828829181016448,350,0,350,True
a02_0_900,B,375,1542828829279592960,350,0,350,True
a02_0_900,B,376,1542828829380904544,350,0,350,True
a02_0_900,B,377,1542828829479945504,350,0,350,True
a02_0_900,B,378,1542828829580354368,350,0,350,True
a02_0_900,B,379,1542828829680666304,350,0,350,True
a02_0_900,B,380,1542828829780550528,350,0,350,True
a02_0_900,B,381,1542828829881423936,350,0,350,True
a02_0_900,B,382,1542828829979686688,350,0,350,True
a02_0_900,B,383,1542828830080855840,350,0,350,True
a02_0_900,B,384,1542828830182475680,350,0,350,True
a02_0_900,B,385,1542828830280151584,350,0,350,True
a02_0_900,B,386,1542828830380223552,350,0,350,True
a02_0_900,B,387,1542828830479819424,350,0,350,True
a02_0_900,B,388,1542828830580546656,350,0,350,True
a02_0_900,B,389,1542828830682194048,350,0,350,True
a02_0_900,B,390,1542828830779377472,350,0,350,True
a02_0_900,B,391,1542828830880729568,350,0,350,True
a02_0_900,B,392,1542828830980648416,350,0,350,True
a02_0_900,B,393,1542828831080467104,350,0,350,True
a02_0_900,B,394,1542828831179450816,350,0,350,True
a02_0_900,B,395,1542828831279258880,350,0,350,True
a02_0_900,B,396,1542828831380718112,350,0,350,True
a02_0_900,B,397,1542828831481011200,350,0,350,True
a02_0_900,B,398,1542828831581532320,350,0,350,True
a02_0_900,B,399,1542828831679353152,350,0,350,True
a02_0_900,B,400,1542828831779376224,350,0,350,True
a02_0_900,B,401,1542828831881343008,350,0,350,True
a02_0_900,B,402,1542828831979489344,350,0,350,True
a02_0_900,B,403,1542828832079263200,350,0,350,True
a02_0_900,B,404,1542828832179389536,350,0,350,True
a02_0_900,B,405,1542828832280359552,350,0,350,True
a02_0_900,B,406,1542828832379783488,350,0,350,True
a02_0_900,B,407,1542828832479270240,350,0,350,True
a02_0_900,B,408,1542828832578998272,350,0,350,True
a02_0_900,B,409,1542828832679104320,350,0,350,True
a02_0_900,B,410,1542828832779617184,350,0,350,True
a02_0_900,B,411,1542828832880433568,350,0,350,True
a02_0_900,B,412,1542828832980172384,350,0,350,True
a02_0_900,B,413,1542828833079073216,350,0,350,True
a02_0_900,B,414,1542828833180088096,350,0,350,True
a02_0_900,B,415,1542828833281396608,350,0,350,True
a02_0_900,B,416,1542828833379148416,350,0,350,True
a02_0_900,B,417,1542828833479325472,350,0,350,True
a02_0_900,B,418,1542828833579485120,350,0,350,True
a02_0_900,B,419,1542828833680133312,350,0,350,True
a02_0_900,B,420,1542828833779088992,350,0,350,True
a02_0_900,B,421,1542828833879530176,350,0,350,True
a02_0_900,B,422,1542828833979025408,350,0,350,True
a02_0_900,B,423,1542828834080203648,350,0,350,True
a02_0_900,B,424,1542828834179532544,350,0,350,True
a02_0_900,B,425,1542828834279520960,350,0,350,True
a02_0_900,B,426,1542828834380222560,350,0,350,True
a02_0_900,B,427,1542828834481141280,350,0,350,True
a02_0_900,B,428,1542828834579976480,350,0,350,True
a02_0_900,B,429,1542828834679918752,350,0,350,True
a02_0_900,B,430,1542828834780010240,350,0,350,True
a02_0_900,B,431,1542828834878781120,350,0,350,True
a02_0_900,B,432,1542828834980287296,350,0,350,True
a02_0_900,B,433,1542828835079164544,350,0,350,True
a02_0_900,B,434,1542828835179221536,350,0,350,True
a02_0_900,B,435,1542828835280812352,350,0,350,True
a02_0_900,B,436,1542828835381284512,350,0,350,True
a02_0_900,B,437,1542828835481931136,350,0,350,True
a02_0_900,B,438,1542828835578841376,350,0,350,True
a02_0_900,B,439,1542828835679694688,350,0,350,True
a02_0_900,B,440,1542828835778614688,350,0,350,True
a02_0_900,B,441,1542828835879210560,350,0,350,True
a02_0_900,B,442,1542828835978829344,350,0,350,True
a02_0_900,B,443,1542828836079327392,350,0,350,True
a02_0_900,B,444,1542828836178991360,350,0,350,True
a02_0_900,B,445,1542828836278957536,350,0,350,True
a02_0_900,B,446,1542828836378322912,350,0,350,True
a02_0_900,B,447,1542828836479882720,350,0,350,True
a02_0_900,B,448,1542828836580486368,350,0,350,True
a02_0_900,B,449,1542828836679787104,350,0,350,True
a02_0_900,L6,0,1542828791787420320,350,0,350,True
a02_0_900,L6,1,1542828791887907424,350,0,350,True
a02_0_900,L6,2,1542828791986278080,350,6,356,True
a02_0_900,L6,3,1542828792085880800,350,6,356,True
a02_0_900,L6,4,1542828792185715008,350,6,356,True
a02_0_900,L6,5,1542828792285738432,350,6,356,True
a02_0_900,L6,6,1542828792385894688,350,6,356,True
a02_0_900,L6,7,1542828792486760928,350,6,356,True
a02_0_900,L6,8,1542828792586125056,350,6,356,True
a02_0_900,L6,9,1542828792686903616,350,6,356,True
a02_0_900,L6,10,1542828792786086144,350,6,356,True
a02_0_900,L6,11,1542828792886711936,350,6,356,True
a02_0_900,L6,12,1542828792985474784,350,6,356,True
a02_0_900,L6,13,1542828793085816608,350,6,356,True
a02_0_900,L6,14,1542828793187301664,350,6,356,True
a02_0_900,L6,15,1542828793287069632,350,6,356,True
a02_0_900,L6,16,1542828793385457248,350,6,356,True
a02_0_900,L6,17,1542828793485996032,350,6,356,True
a02_0_900,L6,18,1542828793586734048,350,6,356,True
a02_0_900,L6,19,1542828793686769152,350,6,356,True
a02_0_900,L6,20,1542828793786838688,350,6,356,True
a02_0_900,L6,21,1542828793885469920,350,6,356,True
a02_0_900,L6,22,1542828793987484416,350,6,356,True
a02_0_900,L6,23,1542828794086120608,350,6,356,True
a02_0_900,L6,24,1542828794186209408,350,6,356,True
a02_0_900,L6,25,1542828794285788960,350,6,356,True
a02_0_900,L6,26,1542828794385869856,350,6,356,True
a02_0_900,L6,27,1542828794486746528,350,6,356,True
a02_0_900,L6,28,1542828794585545056,350,6,356,True
a02_0_900,L6,29,1542828794685281504,350,6,356,True
a02_0_900,L6,30,1542828794786022816,350,6,356,True
a02_0_900,L6,31,1542828794885428704,350,6,356,True
a02_0_900,L6,32,1542828794985348224,350,6,356,True
a02_0_900,L6,33,1542828795085280960,350,6,356,True
a02_0_900,L6,34,1542828795185515296,350,6,356,True
a02_0_900,L6,35,1542828795285241600,350,6,356,True
a02_0_900,L6,36,1542828795385611072,350,6,356,True
a02_0_900,L6,37,1542828795485613920,350,6,356,True
a02_0_900,L6,38,1542828795586263200,350,6,356,True
a02_0_900,L6,39,1542828795687301120,350,6,356,True
a02_0_900,L6,40,1542828795786227840,350,6,356,True
a02_0_900,L6,41,1542828795885157152,350,6,356,True
a02_0_900,L6,42,1542828795985605920,350,6,356,True
a02_0_900,L6,43,1542828796086257152,350,6,356,True
a02_0_900,L6,44,1542828796186056128,350,6,356,True
a02_0_900,L6,45,1542828796286353888,350,6,356,True
a02_0_900,L6,46,1542828796386499712,350,6,356,True
a02_0_900,L6,47,1542828796485305984,350,6,356,True
a02_0_900,L6,48,1542828796586597408,350,6,356,True
a02_0_900,L6,49,1542828796684708320,350,6,356,True
a02_0_900,L6,50,1542828796785357120,350,6,356,True
a02_0_900,L6,51,1542828796885379552,350,6,356,True
a02_0_900,L6,52,1542828796985753792,350,6,356,True
a02_0_900,L6,53,1542828797085101472,350,6,356,True
a02_0_900,L6,54,1542828797185506976,350,6,356,True
a02_0_900,L6,55,1542828797284864128,350,6,356,True
a02_0_900,L6,56,1542828797385079104,350,6,356,True
a02_0_900,L6,57,1542828797484950848,350,6,356,True
a02_0_900,L6,58,1542828797585064576,350,6,356,True
a02_0_900,L6,59,1542828797687016064,350,6,356,True
a02_0_900,L6,60,1542828797785240800,350,6,356,True
a02_0_900,L6,61,1542828797885096832,350,6,356,True
a02_0_900,L6,62,1542828797985646944,350,6,356,True
