index,timestamp,event,reference_index,keypoints,octave0,nmatches,disp_q10_px,disp_median_px,disp_q90_px,H_inliers,F_inliers,E_inliers,recover_pose_inliers,initializer_success,triangulated,official_SH,official_SF,official_RH,official_H_inliers,official_F_inliers,official_H_reconstruct,official_F_reconstruct,official_H_relaxed00,official_F_relaxed00,H_best_good,H_second_good,H_best_parallax_deg,H_d1_d2,H_d2_d3,H_svd_ok,H_ambiguity_ok,H_parallax_ok,H_min_good_ok,H_fraction_ok
39,1542829018.6488371,reset_too_few_matches,38,917,109,77,1.0048401056845904,1.0268405164064438,2.0862846585204693,74,71,76,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0
40,1542829018.6996717,set_reference,40,909,105,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0
41,1542829018.7488894,reset_too_few_matches,40,949,105,77,0.96680950642181329,1.0421695169537333,2.1560356218907071,75,71,76,2,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0
42,1542829018.7994406,set_reference,42,996,136,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0
43,1542829018.8489709,reset_too_few_matches,42,1048,133,97,1.0046777400076481,1.0238691140549292,2.0278477827788643,96,94,96,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0
44,1542829018.9001405,set_reference,44,1014,125,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0
45,1542829018.9487371,reset_too_few_matches,44,1009,130,92,1.0050939248267476,1.0263274538765015,2.0830358442965196,92,87,91,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0
46,1542829019.0004292,set_reference,46,1012,130,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0
47,1542829019.0487337,reset_too_few_matches,46,1020,112,90,1.0047916015010312,1.0258402042756403,2.0686706273198658,88,84,88,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0
48,1542829019.0989003,set_reference,48,1037,128,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0
49,1542829019.1488552,reset_too_few_matches,48,1035,125,90,1.0049872318779076,1.0308241211695117,2.0377241741813643,81,83,87,2,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0
50,1542829019.1991942,set_reference,50,1047,123,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0
51,1542829019.2500987,reset_too_few_matches,50,1077,133,89,0.90048089030268341,1.0269745740866973,2.0175112785919982,87,84,87,5,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0
52,1542829019.2998445,set_reference,52,1073,136,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0
53,1542829019.3487871,initializer_geometry_reject,52,1121,145,105,1.0052252542889279,1.0324456429929949,2.0841601219161139,101,95,102,0,0,0,1120.497314453125,1216.9029541015625,0.47937756776809692,102,105,0,0,0,0,102,102,0.21397885680198669,1.0009810924530029,1.0051313638687134,1,0,0,1,1
54,1542829019.3986504,reset_too_few_matches,52,1114,137,94,2.0098103453771081,2.051760765384409,3.1047271546317874,93,87,92,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0
55,1542829019.449523,set_reference,55,1146,141,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0
56,1542829019.4987886,reset_too_few_matches,55,1174,139,94,1.0050341529633751,1.0300978005299912,2.1176572661299735,92,91,92,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0
57,1542829019.5500724,set_reference,57,1181,159,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0
58,1542829019.601181,initializer_geometry_reject,57,1209,149,113,1.0072275977275955,1.0392394614288689,2.0701322930765036,103,109,111,4,0,0,1232.367919921875,1301.115478515625,0.48643219470977783,113,113,0,0,0,0,113,113,0.4379018247127533,1.0043250322341919,1.0034945011138916,1,0,0,1,1
59,1542829019.6501553,initializer_geometry_reject,57,1236,158,102,2.0097971024588159,2.0769490029504265,3.2303724574913533,98,93,101,4,0,0,1077.674560546875,1159.0064697265625,0.48181858658790588,100,101,0,0,0,1,100,100,1.263620138168335,1.0099849700927734,1.0130698680877686,1,0,1,1,1
60,1542829019.7006474,initializer_geometry_reject,57,1232,156,108,3.0264403261236725,3.6988324304470188,4.3534199020242763,94,97,103,4,0,0,1121.853759765625,1218.8485107421875,0.47928085923194885,104,106,0,0,0,0,104,104,0.8972206711769104,1.0086498260498047,1.0084543228149414,1,0,0,1,1
61,1542829019.7488501,initializer_geometry_reject,57,1280,166,109,4.0333524293621847,5.0612808569978007,5.9205452193016139,108,99,107,0,0,0,1146.541015625,1230.875244140625,0.4822634756565094,109,109,0,0,0,0,109,109,0.89197099208831787,1.004480242729187,1.014426589012146,1,0,0,1,1
62,1542829019.8001699,initializer_geometry_reject,57,1281,168,109,5.1570053519354415,6.1625462606142838,7.349011955641557,91,97,104,4,0,0,1131.37255859375,1227.1927490234375,0.47968673706054688,105,107,0,0,0,0,105,105,0.41590079665184021,1.0043941736221313,1.0057239532470703,1,0,0,1,1
63,1542829019.8497791,reset_too_few_matches,57,1287,173,96,6.1835742603048134,7.1743099049369405,8.3694459403272266,81,88,94,6,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0
64,1542829019.9000421,set_reference,64,1321,180,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0
65,1542829019.9487143,initializer_geometry_reject,64,1299,167,128,1.0099587855843619,1.0364455030385331,2.25115048236102,109,113,123,1,0,0,1358.2977294921875,1451.8515625,0.48335427045822144,124,126,0,0,0,0,124,124,0.61516696214675903,1.0073071718215942,1.0042678117752075,1,0,0,1,1
66,1542829019.9990253,initializer_geometry_reject,64,1306,162,114,2.0256520808555862,3.0393759602200721,3.2982527317940522,112,105,112,0,0,0,1214.4796142578125,1306.2711181640625,0.48179283738136292,111,114,0,0,0,1,111,111,0.64102447032928467,1.0039212703704834,1.0075101852416992,1,0,0,1,1
67,1542829020.0492005,initializer_geometry_reject,64,1305,174,117,3.1879365520410872,4.1439191930774504,5.2396418425800508,107,108,112,3,0,0,1250.33740234375,1322.812255859375,0.48591709136962891,115,116,0,0,0,0,115,115,0.4383484423160553,1.0035004615783691,1.0060313940048218,1,0,0,1,1
68,1542829020.0997686,initializer_geometry_reject,64,1315,180,123,5.0399824376022133,5.4653097956741945,6.5417878016356736,120,110,121,8,0,0,1304.8612060546875,1387.771728515625,0.48460420966148376,121,121,0,0,0,0,121,121,0.72739273309707642,1.0054831504821777,1.0092301368713379,1,0,0,1,1
69,1542829020.149184,initializer_geometry_reject,64,1336,175,121,6.1339879072803853,7.1973373855289768,8.398598140965591,115,110,119,119,0,0,1271.6529541015625,1361.801513671875,0.48288396000862122,118,119,0,0,0,0,118,118,1.0135564804077148,1.0066816806793213,1.0131134986877441,1,0,1,1,1
70,1542829020.199796,initializer_geometry_reject,64,1353,184,111,7.1950031590935275,8.2881318398740955,9.7606661162434332,107,100,109,19,0,0,1199.194091796875,1268.9642333984375,0.48586598038673401,110,110,0,0,0,0,110,110,0.85660845041275024,1.006949782371521,1.01084303855896,1,0,0,1,1
71,1542829020.2509325,initializer_geometry_reject,64,1335,174,115,9.1964459287524054,10.306955667995465,11.618253343672526,113,100,112,6,0,0,1203.873779296875,1282.7064208984375,0.48414841294288635,113,113,0,0,0,0,113,113,0.58080875873565674,1.0096786022186279,1.0079898834228516,1,0,0,1,1
72,1542829020.2985301,initializer_geometry_reject,64,1338,171,112,10.296054981483257,11.486208989964702,13.759018275340086,107,103,106,25,0,0,1210.0999755859375,1284.18994140625,0.48514807224273682,111,112,0,0,0,0,111,111,1.0857045650482178,1.0104156732559204,1.0119534730911255,1,0,1,1,1
73,1542829020.3483613,initializer_geometry_reject,64,1380,176,106,11.887852673396981,13.531080781462901,15.21987756489912,97,95,103,23,0,0,1129.9212646484375,1202.3487548828125,0.48447275161743164,104,105,0,0,0,0,104,104,1.1629793643951416,1.0151138305664062,1.0098956823348999,1,0,1,1,1
74,1542829020.3985114,initializer_geometry_reject,64,1371,177,117,13.368691081349789,14.687103465236408,16.967891861029237,101,110,110,27,0,0,1255.9522705078125,1323.123291015625,0.48697766661643982,116,117,0,0,0,0,116,116,0.86998158693313599,1.0098464488983154,1.0143430233001709,1,0,0,1,1
75,1542829020.4488614,initializer_geometry_reject,64,1345,175,119,14.690400496464164,16.796623854118018,19.125041783780322,115,106,114,114,0,0,1215.716064453125,1307.3192138671875,0.48184666037559509,115,115,0,0,0,0,115,115,1.7574712038040161,1.0160716772079468,1.0178498029708862,1,0,1,1,1
76,1542829020.4996886,initializer_geometry_reject,64,1320,164,113,16.560744707157156,18.131310606633988,20.564295234628155,96,102,104,43,0,0,1174.8648681640625,1271.5687255859375,0.480235755443573,112,113,0,0,0,1,112,112,2.0320138931274414,1.0220675468444824,1.0165164470672607,1,0,1,1,1
77,1542829020.5487909,initializer_geometry_reject,64,1298,166,108,18.065337387968125,20.12441443516612,22.804349015159417,105,95,100,1,0,0,1136.0860595703125,1213.5308837890625,0.48351970314979553,105,107,0,0,0,0,105,105,2.195528507232666,1.0248478651046753,1.0179795026779175,1,0,1,1,1
78,1542829020.5988243,initializer_geometry_reject,64,1282,157,111,20.085891457364507,22.082863873801426,24.589324276162245,103,105,105,67,0,0,1172.014404296875,1239.8336181640625,0.4859403669834137,110,110,0,0,0,0,110,110,2.6857669353485107,1.0259662866592407,1.0242810249328613,1,0,1,1,1
79,1542829020.6497488,initializer_geometry_reject,64,1319,168,113,21.403689642881421,23.638340158084489,26.424123968919208,106,101,105,31,0,0,1181.28173828125,1279.7440185546875,0.47999566793441772,112,113,0,1,0,1,112,112,1.3599869012832642,1.0166255235671997,1.0129361152648926,1,0,1,1,1
80,1542829020.6998146,initializer_geometry_reject,64,1307,160,113,23.462864556514539,25.780319474019244,28.341749541542754,105,98,106,47,0,0,1175.1602783203125,1250.5379638671875,0.4844626784324646,110,110,0,0,0,1,110,110,2.7003762722015381,1.0295858383178711,1.0223711729049683,1,0,1,1,1
81,1542829020.7495918,initializer_geometry_reject,64,1282,154,106,24.997265732189454,27.234945682149942,30.53009662840309,91,93,100,61,0,0,1089.30224609375,1172.777587890625,0.48154899477958679,105,104,0,0,0,1,105,105,3.0092780590057373,1.0342944860458374,1.0232048034667969,1,0,1,1,1
82,1542829020.798259,initializer_geometry_reject,64,1268,155,107,26.943428529116503,29.396252806300595,33.090553648630738,104,95,98,28,0,0,1105.46044921875,1198.2999267578125,0.47985047101974487,104,105,0,0,0,0,104,104,2.1879382133483887,1.0294994115829468,1.017406702041626,1,0,1,1,1
83,1542829020.848309,initializer_geometry_reject,64,1218,152,113,28.633499864784458,31.539093728699083,35.106388883984579,92,99,99,88,0,0,1179.543701171875,1280.679443359375,0.47944581508636475,112,112,0,0,0,1,112,112,3.0274381637573242,1.0327898263931274,1.0252867937088013,1,0,1,1,1
84,1542829020.8990843,initializer_geometry_reject,64,1214,160,103,30.753318409554012,33.765893758631954,37.438151030587633,97,92,91,91,0,0,1043.3043212890625,1158.9798583984375,0.47373735904693604,100,102,0,0,0,0,100,100,2.7915494441986084,1.0343308448791504,1.021126389503479,1,0,1,1,1
85,1542829020.9484811,initializer_geometry_reject,64,1212,147,102,32.885620426037406,36.124292056820394,39.704341025332965,87,87,102,10,0,0,1034.7747802734375,1142.90185546875,0.4751737117767334,100,102,0,0,0,0,100,100,3.2529928684234619,1.0360772609710693,1.0272210836410522,1,0,1,1,1
86,1542829020.9987776,reset_too_few_matches,64,1198,145,93,35.250020930300131,37.752390749688757,41.432297727795437,92,82,88,84,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0
87,1542829021.0498505,set_reference,87,1191,139,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0
88,1542829021.1002145,reset_too_few_matches,87,1178,137,87,2.1058470963174747,2.2904797317103833,2.8969100364252882,85,80,84,4,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0
89,1542829021.1490047,set_reference,89,1145,145,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0
90,1542829021.1996729,reset_too_few_matches,89,1119,143,97,2.248060173320702,2.305201646263364,3.4807696871321325,94,87,90,2,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0
91,1542829021.2481987,set_reference,91,1142,140,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0
92,1542829021.2983983,reset_too_few_matches,91,1116,134,85,2.1292197414207599,2.3197853329610512,3.3082012180494256,85,75,83,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0
93,1542829021.3495591,set_reference,93,1151,132,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0
94,1542829021.400166,reset_too_few_matches,93,1132,142,92,1.4693034178650537,2.3083361728046468,3.2669028652904371,90,81,87,3,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0
95,1542829021.4486523,set_reference,95,1133,137,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0
96,1542829021.4995172,reset_too_few_matches,95,1140,132,91,1.4443171272961604,2.2930893492624147,3.2457585834538003,86,80,88,3,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0
97,1542829021.5494146,set_reference,97,1131,138,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0
98,1542829021.5994761,reset_too_few_matches,97,1129,141,99,1.4325941234875244,2.2779340633261014,2.9862227024243069,95,80,94,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0
99,1542829021.6496413,set_reference,99,1101,147,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0
100,1542829021.6988578,initializer_geometry_reject,99,1151,139,103,1.3068664292865153,1.486481964694099,2.3540037206708382,94,95,97,0,0,0,1073.8482666015625,1178.565673828125,0.47675436735153198,102,102,0,0,0,0,102,102,1.6103404760360718,1.0167124271392822,1.013117790222168,1,0,1,1,1
101,1542829021.7489839,initializer_geometry_reject,99,1199,155,106,2.8751743929649747,3.6498619361913827,4.3169214967364216,91,91,100,100,0,0,1086.293212890625,1195.0587158203125,0.47616201639175415,101,104,0,0,0,0,101,101,1.3671624660491943,1.0091979503631592,1.01576828956604,1,0,1,1,1
102,1542829021.7995205,reset_too_few_matches,99,1227,148,95,4.2944847187675581,5.0583135755562614,5.9226123251549145,95,94,95,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0
103,1542829021.8490596,set_reference,103,1223,151,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0
104,1542829021.899956,initializer_geometry_reject,103,1277,155,104,1.0235091110397085,1.440894626662121,2.2724453219505651,99,91,100,4,0,0,1065.2122802734375,1161.573974609375,0.47836309671401978,102,102,0,0,0,0,102,102,0.56440597772598267,1.0050283670425415,1.0058823823928833,1,0,0,1,1
105,1542829021.9482601,reset_too_few_matches,103,1284,164,99,1.9575528412864363,2.8445280295859035,3.5904084800733442,97,84,96,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0
106,1542829021.9996343,set_reference,106,1290,158,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0
107,1542829022.0481386,initializer_geometry_reject,106,1267,160,107,1.0118024481507615,1.4260612255362126,2.2961496309013132,102,91,102,0,0,0,1057.317138671875,1193.421142578125,0.4697645902633667,101,105,0,0,0,0,101,101,0.84464645385742188,1.0058203935623169,1.0098289251327515,1,0,0,1,1
108,1542829022.098928,initializer_geometry_reject,106,1261,166,104,1.0541763426631587,2.2533541532065966,3.2072301162832209,100,90,98,6,0,0,1072.7379150390625,1156.451171875,0.48122340440750122,99,102,0,0,0,0,99,99,0.36530500650405884,1.0031710863113403,1.0052660703659058,1,0,0,1,1
109,1542829022.1483886,initializer_geometry_reject,106,1264,152,105,2.051282033754648,3.0314397193341454,4.4539308805221545,100,90,101,0,0,0,1089.0360107421875,1154.7315673828125,0.48536044359207153,101,101,0,0,0,0,101,101,0.3981127142906189,1.0005952119827271,1.0110622644424438,1,0,0,1,1
110,1542829022.1990504,initializer_geometry_reject,106,1331,167,102,2.0970337437447379,3.247583268736669,4.6450480602729494,90,93,98,98,0,0,1099.1182861328125,1164.3802490234375,0.4855838418006897,101,102,0,0,0,0,101,101,0.53886651992797852,1.0037121772766113,1.00971519947052,1,0,0,1,1
111,1542829022.2492659,initializer_geometry_reject,106,1416,185,100,2.2899233007846855,4.2189611308529198,5.6911098162561959,93,91,99,24,0,0,1074.4393310546875,1145.5469970703125,0.48398464918136597,98,99,0,0,0,1,98,98,0.94253063201904297,1.0062175989151001,1.0139291286468506,1,0,0,1,1
112,1542829022.2988365,initializer_geometry_reject,106,1447,192,110,2.8667493196586018,4.5282718211449158,6.6901010335955169,110,100,104,104,0,0,1163.52099609375,1234.3045654296875,0.48524001240730286,109,109,0,0,0,0,109,109,0.91962271928787231,1.0066772699356079,1.0150587558746338,1,0,0,1,1
