artifact,sha256,path
sidecar_config,c98df8dcf6a58261798d06433f52a8bf02bf39968a52fe85475284f845229d38,/home/ma/AQUA-FE_WS/uw_frontend/configs/experiments/cirs_xfeat_seedchain_klt_probe.yaml
exact_drop_auditor,bf6ccbf47d3b6b1e4fdad8b9e8b49d17f9545b312ce64970b61ed6c56cdf71b4,/home/ma/AQUA-FE_WS/scripts/audit_whole_lineage_exact_drop_v1.py
evaluator,98dfa04854da97ddd44721ac8eb03261bf54b4d760f8c560e55cacc861e31b60,/home/ma/AQUA-FE_WS/scripts/evaluate_orbslam3_seeded_runs.py
raw_bag,aaec5f5606d5450a145eb8f6a8c2956ecb0cd558384f784435006a31eb96fce6,/mnt/data/AQUA-FE_WS/datasets/aqualoc/rosbags/archaeo01_16200_17100.bag
fresh_klt_bag,fee3985a7a3a9e960e71d26b825582756633c431fa849414ebe995818f12879b,/mnt/data/AQUA-FE_WS/logs/aqualoc_archaeo_vins/external_klt_every2_isj_p07_aqualoc_archaeology_a01_0018_b1_attempt01/features.bag
fresh_klt_metrics,ebe6f70dbdce071d5ff97fc43234e55fc0ca1e9cf63a85408fa369085707c65f,/mnt/data/AQUA-FE_WS/logs/aqualoc_archaeo_vins/external_klt_every2_isj_p07_aqualoc_archaeology_a01_0018_b1_attempt01/frontend_metrics.csv
fresh_klt_quality_contract,a9d53ba030a7d932a12c5727821d78ae76786c8d59fc2f3802bbd35abb9b1b79,/mnt/data/AQUA-FE_WS/logs/aqualoc_archaeo_vins/external_klt_every2_isj_p07_aqualoc_archaeology_a01_0018_b1_attempt01/features.bag.quality-contract.json
fresh_klt_camera,045505013a5dbfb629bad8d3463bbbdacad965ebdcf3c590598121bd884e50a5,/mnt/data/AQUA-FE_WS/logs/aqualoc_archaeo_vins/external_klt_every2_isj_p07_aqualoc_archaeology_a01_0018_b1_attempt01/aqualoc_archaeo01_pinhole.yaml
orb_camera,d4434cedb15c5861887a80f4d2527ddd2d924e74a4e3c424c028137a0f1ee8e9,/mnt/data/AQUA-FE_WS/logs/orbslam3_validation/aqualoc_archaeo_mono.yaml
clean_base_stats,27f8bd36ac46fa03cef6f943b0867ba0a46d6cf54d2e749bef7cf0914de2a34c,/mnt/data/AQUA-FE_WS/online_positive_search_20260808/aqualoc_a01_16200_17100/clean_ignore0_frozen_20260808/base_drop_stats.csv
clean_base_bag,fee3985a7a3a9e960e71d26b825582756633c431fa849414ebe995818f12879b,/mnt/data/AQUA-FE_WS/online_positive_search_20260808/aqualoc_a01_16200_17100/clean_ignore0_frozen_20260808/base_drop.bag
sidecar_stats,5904ea7806b5ae81b911ff58387f2ff8350f4b2d4b3bbc5a6dca120b4549db92,/mnt/data/AQUA-FE_WS/online_positive_search_20260808/aqualoc_a01_16200_17100/clean_ignore0_frozen_20260808/stats.csv
sidecar_bag,b719f001e5e5ea9c229b5504a97449d682fe9bf96fea6c0e976d8215186ba888,/mnt/data/AQUA-FE_WS/online_positive_search_20260808/aqualoc_a01_16200_17100/clean_ignore0_frozen_20260808/sidecar.bag
selector_manifest,67d1dd01d1d73377257d9ce3191b86477777c4da5e96afc5ede08426fe7aa5c4,/mnt/data/AQUA-FE_WS/orbslam3_seeded_validation/multilineage/aqualoc_a01_16200_17100/n3_d14_min8_ignore0_clean_20260808/manifest.txt
selector_lineages,ca59ccbb05e2294acba4157a1b45dd4a5c196ff381f04c4d6dd0c2df6a926df0,/mnt/data/AQUA-FE_WS/orbslam3_seeded_validation/multilineage/aqualoc_a01_16200_17100/n3_d14_min8_ignore0_clean_20260808/lineage_selection.csv
selector_drop_bag,fee3985a7a3a9e960e71d26b825582756633c431fa849414ebe995818f12879b,/mnt/data/AQUA-FE_WS/orbslam3_seeded_validation/multilineage/aqualoc_a01_16200_17100/n3_d14_min8_ignore0_clean_20260808/drop_whole_lineage.bag
selector_full_bag,b7dfb376d0cba0f658a2a6664a414c39df2e3c20c3b73407e6cf859cbc12864f,/mnt/data/AQUA-FE_WS/orbslam3_seeded_validation/multilineage/aqualoc_a01_16200_17100/n3_d14_min8_ignore0_clean_20260808/full_merged.bag
exact_drop_audit,27e086f27d740ac255d2fd5f91fba909cbfd8f777b268f68d01884dcdb78c038,/mnt/data/AQUA-FE_WS/orbslam3_seeded_validation/postinit_candidate_search_20260808/aqualoc_a01_16200_17100/audit_exact_drop/selector_whole_lineage_audit.json
full_seeds,bb1c301fe3b17b4be0961fd2e7c6849282743843d9d2027bc9120bb640be7fc9,/mnt/data/AQUA-FE_WS/orbslam3_seeded_validation/postinit_candidate_search_20260808/aqualoc_a01_16200_17100/assets_n3_d14_min8_ignore0_clean/full_seeds.txt
drop_seeds,4d77d35c290b73157b0db402c185f1750e64409418f1d79d3e2de06b94daa919,/mnt/data/AQUA-FE_WS/orbslam3_seeded_validation/postinit_candidate_search_20260808/aqualoc_a01_16200_17100/assets_n3_d14_min8_ignore0_clean/drop_seeds.txt
feature_times,abd199725fdf587fdf4ab2c95562cca38fdd5880063cfbb27ff90136e89a49bb,/mnt/data/AQUA-FE_WS/orbslam3_seeded_validation/postinit_candidate_search_20260808/aqualoc_a01_16200_17100/assets_n3_d14_min8_ignore0_clean/feature_times.txt
seed_export_stats,c6b2ee810b291dd6267c522755a8d064cce2d8f7719d7fb5e41ebf5c9511c0a8,/mnt/data/AQUA-FE_WS/orbslam3_seeded_validation/postinit_candidate_search_20260808/aqualoc_a01_16200_17100/assets_n3_d14_min8_ignore0_clean/seed_export_stats.json
dataset_metadata,235fbb5551245ec9a5db790f715e79f682ea5f3761ebd711b279401f54c3ae76,/mnt/data/AQUA-FE_WS/orbslam3_validation/aqualoc_a01_16200_17100_clean_20260808/dataset/export_metadata.json
dataset_times,abd199725fdf587fdf4ab2c95562cca38fdd5880063cfbb27ff90136e89a49bb,/mnt/data/AQUA-FE_WS/orbslam3_validation/aqualoc_a01_16200_17100_clean_20260808/dataset/cam0_times.txt
dataset_groundtruth,72e4e1f9f12f68d082968b8d6415c502ee355914ce08f0200ffd0701c4004925,/mnt/data/AQUA-FE_WS/orbslam3_validation/aqualoc_a01_16200_17100_clean_20260808/dataset/groundtruth_tum.txt
evaluation_reconstructed,c6db18f3d141af9cddf47c6ef3340dd2f86b2bf96cbe59e98483cf5447d3631b,/mnt/data/AQUA-FE_WS/orbslam3_seeded_validation/postinit_candidate_search_20260808/aqualoc_a01_16200_17100/formal_n3_d14_min8_ignore0_clean_v23_lineagefirst_lateenforce_dualgateack_equalruntime_singlecpu2_noaslr_fivearm_h100_q09/evaluation_reconstructed.csv
evaluation_online,6b9d4159b80bdf46920de97536fb77c332524be2b7cee003e9064c893519a126,/mnt/data/AQUA-FE_WS/orbslam3_seeded_validation/postinit_candidate_search_20260808/aqualoc_a01_16200_17100/formal_n3_d14_min8_ignore0_clean_v23_lineagefirst_lateenforce_dualgateack_equalruntime_singlecpu2_noaslr_fivearm_h100_q09/evaluation_online.csv
smoke_orb_only_manifest,576c952f13991233b586310b7057038b4519472c1b4107caff8d594eedc1fb5d,/mnt/data/AQUA-FE_WS/orbslam3_seeded_validation/postinit_candidate_search_20260808/aqualoc_a01_16200_17100/smoke_n3_d14_min8_ignore0_clean_v23_lineagefirst_lateenforce_dualgateack_equalruntime_singlecpu2_noaslr_threearm_h100_q09/orb_only_r1/run_manifest.txt
smoke_orb_only_summary,5510f956b154766f06b0c4001396dacf460d7d50954b1ab23319044895a0f75f,/mnt/data/AQUA-FE_WS/orbslam3_seeded_validation/postinit_candidate_search_20260808/aqualoc_a01_16200_17100/smoke_n3_d14_min8_ignore0_clean_v23_lineagefirst_lateenforce_dualgateack_equalruntime_singlecpu2_noaslr_threearm_h100_q09/orb_only_r1/instrumentation/seed_summary.json
smoke_orb_only_lineages,40f1bbd0134d42c0f8f5b5ce7633e767dca0dcdbebef7a46bb416cf12cc8721e,/mnt/data/AQUA-FE_WS/orbslam3_seeded_validation/postinit_candidate_search_20260808/aqualoc_a01_16200_17100/smoke_n3_d14_min8_ignore0_clean_v23_lineagefirst_lateenforce_dualgateack_equalruntime_singlecpu2_noaslr_threearm_h100_q09/orb_only_r1/instrumentation/seed_lineages.csv
smoke_orb_only_snapshot,ea78e73fa0c2b204a6a1f58017eee1955df83375df0830664aa2668124cf78c0,/mnt/data/AQUA-FE_WS/orbslam3_seeded_validation/postinit_candidate_search_20260808/aqualoc_a01_16200_17100/smoke_n3_d14_min8_ignore0_clean_v23_lineagefirst_lateenforce_dualgateack_equalruntime_singlecpu2_noaslr_threearm_h100_q09/orb_only_r1/provenance/snapshot_sha256.txt
smoke_orb_only_reconstructed,06a94097a933eb7768f2d78414ef2438bc6bc11b4cf343a5bd0afac7567be6c4,/mnt/data/AQUA-FE_WS/orbslam3_seeded_validation/postinit_candidate_search_20260808/aqualoc_a01_16200_17100/smoke_n3_d14_min8_ignore0_clean_v23_lineagefirst_lateenforce_dualgateack_equalruntime_singlecpu2_noaslr_threearm_h100_q09/orb_only_r1/f_aqualoc_a01_16200_17100_n3_d14_min8_ignore0_clean_v23_action_smoke_orb_only_r1.txt
smoke_orb_only_online,df76d46243bbf7e88ecf26d53f5d79b6933faaa8c4fffc39db4a83432b918eba,/mnt/data/AQUA-FE_WS/orbslam3_seeded_validation/postinit_candidate_search_20260808/aqualoc_a01_16200_17100/smoke_n3_d14_min8_ignore0_clean_v23_lineagefirst_lateenforce_dualgateack_equalruntime_singlecpu2_noaslr_threearm_h100_q09/orb_only_r1/online_f_aqualoc_a01_16200_17100_n3_d14_min8_ignore0_clean_v23_action_smoke_orb_only_r1.txt
smoke_orb_only_keyframe,fb231eb303a4b8f245862a6454fc7e2c13e70b8ba5406f55deb094bc00e00fb8,/mnt/data/AQUA-FE_WS/orbslam3_seeded_validation/postinit_candidate_search_20260808/aqualoc_a01_16200_17100/smoke_n3_d14_min8_ignore0_clean_v23_lineagefirst_lateenforce_dualgateack_equalruntime_singlecpu2_noaslr_threearm_h100_q09/orb_only_r1/kf_aqualoc_a01_16200_17100_n3_d14_min8_ignore0_clean_v23_action_smoke_orb_only_r1.txt
smoke_drop_manifest,98364ea0e80778f7f1ee9d98fd8a8ea4f70f79f13ac0053c026bc242a89f7c41,/mnt/data/AQUA-FE_WS/orbslam3_seeded_validation/postinit_candidate_search_20260808/aqualoc_a01_16200_17100/smoke_n3_d14_min8_ignore0_clean_v23_lineagefirst_lateenforce_dualgateack_equalruntime_singlecpu2_noaslr_threearm_h100_q09/drop_r1/run_manifest.txt
smoke_drop_summary,edf4946411d29a9898d6d2e02144d7f8ba34d717bc805c13592bf55430225f9e,/mnt/data/AQUA-FE_WS/orbslam3_seeded_validation/postinit_candidate_search_20260808/aqualoc_a01_16200_17100/smoke_n3_d14_min8_ignore0_clean_v23_lineagefirst_lateenforce_dualgateack_equalruntime_singlecpu2_noaslr_threearm_h100_q09/drop_r1/instrumentation/seed_summary.json
smoke_drop_lineages,40f1bbd0134d42c0f8f5b5ce7633e767dca0dcdbebef7a46bb416cf12cc8721e,/mnt/data/AQUA-FE_WS/orbslam3_seeded_validation/postinit_candidate_search_20260808/aqualoc_a01_16200_17100/smoke_n3_d14_min8_ignore0_clean_v23_lineagefirst_lateenforce_dualgateack_equalruntime_singlecpu2_noaslr_threearm_h100_q09/drop_r1/instrumentation/seed_lineages.csv
smoke_drop_snapshot,bf5c7d6ddd2f6d509ece12bea8a9eeffbed0afa23f7646f0b1a6eb0e88ff935a,/mnt/data/AQUA-FE_WS/orbslam3_seeded_validation/postinit_candidate_search_20260808/aqualoc_a01_16200_17100/smoke_n3_d14_min8_ignore0_clean_v23_lineagefirst_lateenforce_dualgateack_equalruntime_singlecpu2_noaslr_threearm_h100_q09/drop_r1/provenance/snapshot_sha256.txt
smoke_drop_reconstructed,06a94097a933eb7768f2d78414ef2438bc6bc11b4cf343a5bd0afac7567be6c4,/mnt/data/AQUA-FE_WS/orbslam3_seeded_validation/postinit_candidate_search_20260808/aqualoc_a01_16200_17100/smoke_n3_d14_min8_ignore0_clean_v23_lineagefirst_lateenforce_dualgateack_equalruntime_singlecpu2_noaslr_threearm_h100_q09/drop_r1/f_aqualoc_a01_16200_17100_n3_d14_min8_ignore0_clean_v23_action_smoke_drop_r1.txt
smoke_drop_online,df76d46243bbf7e88ecf26d53f5d79b6933faaa8c4fffc39db4a83432b918eba,/mnt/data/AQUA-FE_WS/orbslam3_seeded_validation/postinit_candidate_search_20260808/aqualoc_a01_16200_17100/smoke_n3_d14_min8_ignore0_clean_v23_lineagefirst_lateenforce_dualgateack_equalruntime_singlecpu2_noaslr_threearm_h100_q09/drop_r1/online_f_aqualoc_a01_16200_17100_n3_d14_min8_ignore0_clean_v23_action_smoke_drop_r1.txt
smoke_drop_keyframe,fb231eb303a4b8f245862a6454fc7e2c13e70b8ba5406f55deb094bc00e00fb8,/mnt/data/AQUA-FE_WS/orbslam3_seeded_validation/postinit_candidate_search_20260808/aqualoc_a01_16200_17100/smoke_n3_d14_min8_ignore0_clean_v23_lineagefirst_lateenforce_dualgateack_equalruntime_singlecpu2_noaslr_threearm_h100_q09/drop_r1/kf_aqualoc_a01_16200_17100_n3_d14_min8_ignore0_clean_v23_action_smoke_drop_r1.txt
smoke_full_manifest,b12e93a70cf60a4da3ce581af8482490dfb8a8fab60473c06bd918ba36c362fc,/mnt/data/AQUA-FE_WS/orbslam3_seeded_validation/postinit_candidate_search_20260808/aqualoc_a01_16200_17100/smoke_n3_d14_min8_ignore0_clean_v23_lineagefirst_lateenforce_dualgateack_equalruntime_singlecpu2_noaslr_threearm_h100_q09/full_r1/run_manifest.txt
smoke_full_summary,5e01b479b2c13d524e35bc40605b8c7cb3e984eb4eba4d21f3a550f58848ff6a,/mnt/data/AQUA-FE_WS/orbslam3_seeded_validation/postinit_candidate_search_20260808/aqualoc_a01_16200_17100/smoke_n3_d14_min8_ignore0_clean_v23_lineagefirst_lateenforce_dualgateack_equalruntime_singlecpu2_noaslr_threearm_h100_q09/full_r1/instrumentation/seed_summary.json
smoke_full_lineages,e625975b81b6a97b776f8af5cba081426bc732da0e0bb215571159fbff88f889,/mnt/data/AQUA-FE_WS/orbslam3_seeded_validation/postinit_candidate_search_20260808/aqualoc_a01_16200_17100/smoke_n3_d14_min8_ignore0_clean_v23_lineagefirst_lateenforce_dualgateack_equalruntime_singlecpu2_noaslr_threearm_h100_q09/full_r1/instrumentation/seed_lineages.csv
smoke_full_snapshot,5721e23f25fa73b17e0484024e9a9c851a77624cddd717f6cdcd4df133321da2,/mnt/data/AQUA-FE_WS/orbslam3_seeded_validation/postinit_candidate_search_20260808/aqualoc_a01_16200_17100/smoke_n3_d14_min8_ignore0_clean_v23_lineagefirst_lateenforce_dualgateack_equalruntime_singlecpu2_noaslr_threearm_h100_q09/full_r1/provenance/snapshot_sha256.txt
smoke_full_reconstructed,787ca520e2ba816becc620364aaa9d463fe7d72a9365534017ab840df491a7c3,/mnt/data/AQUA-FE_WS/orbslam3_seeded_validation/postinit_candidate_search_20260808/aqualoc_a01_16200_17100/smoke_n3_d14_min8_ignore0_clean_v23_lineagefirst_lateenforce_dualgateack_equalruntime_singlecpu2_noaslr_threearm_h100_q09/full_r1/f_aqualoc_a01_16200_17100_n3_d14_min8_ignore0_clean_v23_action_smoke_full_r1.txt
smoke_full_online,45e7d8125394bf94295a80b95be69c9bb2d5faa58a9ae334b9a5012f6e896992,/mnt/data/AQUA-FE_WS/orbslam3_seeded_validation/postinit_candidate_search_20260808/aqualoc_a01_16200_17100/smoke_n3_d14_min8_ignore0_clean_v23_lineagefirst_lateenforce_dualgateack_equalruntime_singlecpu2_noaslr_threearm_h100_q09/full_r1/online_f_aqualoc_a01_16200_17100_n3_d14_min8_ignore0_clean_v23_action_smoke_full_r1.txt
smoke_full_keyframe,65490fd47b06c5216067d4fe069640a65acf2911893fa58bed72daed0cc73621,/mnt/data/AQUA-FE_WS/orbslam3_seeded_validation/postinit_candidate_search_20260808/aqualoc_a01_16200_17100/smoke_n3_d14_min8_ignore0_clean_v23_lineagefirst_lateenforce_dualgateack_equalruntime_singlecpu2_noaslr_threearm_h100_q09/full_r1/kf_aqualoc_a01_16200_17100_n3_d14_min8_ignore0_clean_v23_action_smoke_full_r1.txt
