timestamp,reference_valid,klt_r1_valid,klt_r2_valid,klt_r3_valid,splg_r1_valid,splg_r2_valid,splg_r3_valid,xfeat_seed_r1_valid,xfeat_seed_r2_valid,xfeat_seed_r3_valid,common_valid,segment_id
1700603766.207818,1,1,1,1,1,1,1,1,1,1,1,0
1700603766.3078182,1,1,1,1,1,1,1,1,1,1,1,0
1700603766.4078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603766.507818,1,1,1,1,1,1,1,1,1,1,1,0
1700603766.6078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603766.707818,1,1,1,1,1,1,1,1,1,1,1,0
1700603766.8078182,1,1,1,1,1,1,1,1,1,1,1,0
1700603766.9078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603767.007818,1,1,1,1,1,1,1,1,1,1,1,0
1700603767.1078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603767.207818,1,1,1,1,1,1,1,1,1,1,1,0
1700603767.3078182,1,1,1,1,1,1,1,1,1,1,1,0
1700603767.4078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603767.507818,1,1,1,1,1,1,1,1,1,1,1,0
1700603767.6078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603767.707818,1,1,1,1,1,1,1,1,1,1,1,0
1700603767.8078182,1,1,1,1,1,1,1,1,1,1,1,0
1700603767.9078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603768.007818,1,1,1,1,1,1,1,1,1,1,1,0
1700603768.1078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603768.207818,1,1,1,1,1,1,1,1,1,1,1,0
1700603768.3078182,1,1,1,1,1,1,1,1,1,1,1,0
1700603768.4078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603768.507818,1,1,1,1,1,1,1,1,1,1,1,0
1700603768.6078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603768.707818,1,1,1,1,1,1,1,1,1,1,1,0
1700603768.8078182,1,1,1,1,1,1,1,1,1,1,1,0
1700603768.9078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603769.007818,1,1,1,1,1,1,1,1,1,1,1,0
1700603769.1078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603769.207818,1,1,1,1,1,1,1,1,1,1,1,0
1700603769.3078182,1,1,1,1,1,1,1,1,1,1,1,0
1700603769.4078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603769.507818,1,1,1,1,1,1,1,1,1,1,1,0
1700603769.6078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603769.707818,1,1,1,1,1,1,1,1,1,1,1,0
1700603769.8078182,1,1,1,1,1,1,1,1,1,1,1,0
1700603769.9078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603770.007818,1,1,1,1,1,1,1,1,1,1,1,0
1700603770.1078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603770.207818,1,1,1,1,1,1,1,1,1,1,1,0
1700603770.3078182,1,1,1,1,1,1,1,1,1,1,1,0
1700603770.4078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603770.507818,1,1,1,1,1,1,1,1,1,1,1,0
1700603770.6078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603770.707818,1,1,1,1,1,1,1,1,1,1,1,0
1700603770.8078182,1,1,1,1,1,1,1,1,1,1,1,0
1700603770.9078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603771.007818,1,1,1,1,1,1,1,1,1,1,1,0
1700603771.1078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603771.207818,1,1,1,1,1,1,1,1,1,1,1,0
1700603771.3078182,1,1,1,1,1,1,1,1,1,1,1,0
1700603771.4078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603771.507818,1,1,1,1,1,1,1,1,1,1,1,0
1700603771.6078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603771.707818,1,1,1,1,1,1,1,1,1,1,1,0
1700603771.8078182,1,1,1,1,1,1,1,1,1,1,1,0
1700603771.9078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603772.007818,1,1,1,1,1,1,1,1,1,1,1,0
1700603772.1078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603772.207818,1,1,1,1,1,1,1,1,1,1,1,0
1700603772.3078182,1,1,1,1,1,1,1,1,1,1,1,0
1700603772.4078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603772.507818,1,1,1,1,1,1,1,1,1,1,1,0
1700603772.6078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603772.707818,1,1,1,1,1,1,1,1,1,1,1,0
1700603772.8078182,1,1,1,1,1,1,1,1,1,1,1,0
1700603772.9078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603773.007818,1,1,1,1,1,1,1,1,1,1,1,0
1700603773.1078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603773.207818,1,1,1,1,1,1,1,1,1,1,1,0
1700603773.3078182,1,1,1,1,1,1,1,1,1,1,1,0
1700603773.4078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603773.507818,1,1,1,1,1,1,1,1,1,1,1,0
1700603773.6078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603773.707818,1,1,1,1,1,1,1,1,1,1,1,0
1700603773.8078182,1,1,1,1,1,1,1,1,1,1,1,0
1700603773.9078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603774.007818,1,1,1,1,1,1,1,1,1,1,1,0
1700603774.1078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603774.207818,1,1,1,1,1,1,1,1,1,1,1,0
1700603774.3078182,1,1,1,1,1,1,1,1,1,1,1,0
1700603774.4078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603774.507818,1,1,1,1,1,1,1,1,1,1,1,0
1700603774.6078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603774.707818,1,1,1,1,1,1,1,1,1,1,1,0
1700603774.8078182,1,1,1,1,1,1,1,1,1,1,1,0
1700603774.9078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603775.007818,1,1,1,1,1,1,1,1,1,1,1,0
1700603775.1078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603775.207818,1,1,1,1,1,1,1,1,1,1,1,0
1700603775.3078182,1,1,1,1,1,1,1,1,1,1,1,0
1700603775.4078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603775.507818,1,1,1,1,1,1,1,1,1,1,1,0
1700603775.6078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603775.707818,1,1,1,1,1,1,1,1,1,1,1,0
1700603775.8078182,1,1,1,1,1,1,1,1,1,1,1,0
1700603775.9078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603776.007818,1,1,1,1,1,1,1,1,1,1,1,0
1700603776.1078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603776.207818,1,1,1,1,1,1,1,1,1,1,1,0
1700603776.3078182,1,1,1,1,1,1,1,1,1,1,1,0
1700603776.4078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603776.507818,1,1,1,1,1,1,1,1,1,1,1,0
1700603776.6078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603776.707818,1,1,1,1,1,1,1,1,1,1,1,0
1700603776.8078182,1,1,1,1,1,1,1,1,1,1,1,0
1700603776.9078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603777.007818,1,1,1,1,1,1,1,1,1,1,1,0
1700603777.1078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603777.207818,1,1,1,1,1,1,1,1,1,1,1,0
1700603777.3078182,1,1,1,1,1,1,1,1,1,1,1,0
1700603777.4078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603777.507818,1,1,1,1,1,1,1,1,1,1,1,0
1700603777.6078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603777.707818,1,1,1,1,1,1,1,1,1,1,1,0
1700603777.8078182,1,1,1,1,1,1,1,1,1,1,1,0
1700603777.9078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603778.007818,1,1,1,1,1,1,1,1,1,1,1,0
1700603778.1078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603778.207818,1,1,1,1,1,1,1,1,1,1,1,0
1700603778.3078182,1,1,1,1,1,1,1,1,1,1,1,0
1700603778.4078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603778.507818,1,1,1,1,1,1,1,1,1,1,1,0
1700603778.6078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603778.707818,1,1,1,1,1,1,1,1,1,1,1,0
1700603778.8078182,1,1,1,1,1,1,1,1,1,1,1,0
1700603778.9078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603779.007818,1,1,1,1,1,1,1,1,1,1,1,0
1700603779.1078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603779.207818,1,1,1,1,1,1,1,1,1,1,1,0
1700603779.3078182,1,1,1,1,1,1,1,1,1,1,1,0
1700603779.4078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603779.507818,1,1,1,1,1,1,1,1,1,1,1,0
1700603779.6078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603779.707818,1,1,1,1,1,1,1,1,1,1,1,0
1700603779.8078182,1,1,1,1,1,1,1,1,1,1,1,0
1700603779.9078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603780.007818,1,1,1,1,1,1,1,1,1,1,1,0
1700603780.1078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603780.207818,1,1,1,1,1,1,1,1,1,1,1,0
1700603780.3078182,1,1,1,1,1,1,1,1,1,1,1,0
1700603780.4078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603780.507818,1,1,1,1,1,1,1,1,1,1,1,0
1700603780.6078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603780.707818,1,1,1,1,1,1,1,1,1,1,1,0
1700603780.8078182,1,1,1,1,1,1,1,1,1,1,1,0
1700603780.9078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603781.007818,1,1,1,1,1,1,1,1,1,1,1,0
1700603781.1078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603781.207818,1,1,1,1,1,1,1,1,1,1,1,0
1700603781.3078182,1,1,1,1,1,1,1,1,1,1,1,0
1700603781.4078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603781.507818,1,1,1,1,1,1,1,1,1,1,1,0
1700603781.6078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603781.707818,1,1,1,1,1,1,1,1,1,1,1,0
1700603781.8078182,1,1,1,1,1,1,1,1,1,1,1,0
1700603781.9078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603782.007818,1,1,1,1,1,1,1,1,1,1,1,0
1700603782.1078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603782.207818,1,1,1,1,1,1,1,1,1,1,1,0
1700603782.3078182,1,1,1,1,1,1,1,1,1,1,1,0
1700603782.4078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603782.507818,1,1,1,1,1,1,1,1,1,1,1,0
1700603782.6078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603782.707818,1,1,1,1,1,1,1,1,1,1,1,0
1700603782.8078182,1,1,1,1,1,1,1,1,1,1,1,0
1700603782.9078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603783.007818,1,1,1,1,1,1,1,1,1,1,1,0
1700603783.1078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603783.207818,1,1,1,1,1,1,1,1,1,1,1,0
1700603783.3078182,1,1,1,1,1,1,1,1,1,1,1,0
1700603783.4078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603783.507818,1,1,1,1,1,1,1,1,1,1,1,0
1700603783.6078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603783.707818,1,1,1,1,1,1,1,1,1,1,1,0
1700603783.8078182,1,1,1,1,1,1,1,1,1,1,1,0
1700603783.9078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603784.007818,1,1,1,1,1,1,1,1,1,1,1,0
1700603784.1078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603784.207818,1,1,1,1,1,1,1,1,1,1,1,0
1700603784.3078182,1,1,1,1,1,1,1,1,1,1,1,0
1700603784.4078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603784.507818,1,1,1,1,1,1,1,1,1,1,1,0
1700603784.6078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603784.707818,1,1,1,1,1,1,1,1,1,1,1,0
1700603784.8078182,1,1,1,1,1,1,1,1,1,1,1,0
1700603784.9078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603785.007818,1,1,1,1,1,1,1,1,1,1,1,0
1700603785.1078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603785.207818,1,1,1,1,1,1,1,1,1,1,1,0
1700603785.3078182,1,1,1,1,1,1,1,1,1,1,1,0
1700603785.4078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603785.507818,1,1,1,1,1,1,1,1,1,1,1,0
1700603785.6078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603785.707818,1,1,1,1,1,1,1,1,1,1,1,0
1700603785.8078182,1,1,1,1,1,1,1,1,1,1,1,0
1700603785.9078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603786.007818,1,1,1,1,1,1,1,1,1,1,1,0
1700603786.1078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603786.207818,1,1,1,1,1,1,1,1,1,1,1,0
1700603786.3078182,1,1,1,1,1,1,1,1,1,1,1,0
1700603786.4078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603786.507818,1,1,1,1,1,1,1,1,1,1,1,0
1700603786.6078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603786.707818,1,1,1,1,1,1,1,1,1,1,1,0
1700603786.8078182,1,1,1,1,1,1,1,1,1,1,1,0
1700603786.9078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603787.007818,1,1,1,1,1,1,1,1,1,1,1,0
1700603787.1078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603787.207818,1,1,1,1,1,1,1,1,1,1,1,0
1700603787.3078182,1,1,1,1,1,1,1,1,1,1,1,0
1700603787.4078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603787.507818,1,1,1,1,1,1,1,1,1,1,1,0
1700603787.6078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603787.707818,1,1,1,1,1,1,1,1,1,1,1,0
1700603787.8078182,1,1,1,1,1,1,1,1,1,1,1,0
1700603787.9078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603788.007818,1,1,1,1,1,1,1,1,1,1,1,0
1700603788.1078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603788.207818,1,1,1,1,1,1,1,1,1,1,1,0
1700603788.3078182,1,1,1,1,1,1,1,1,1,1,1,0
1700603788.4078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603788.507818,1,1,1,1,1,1,1,1,1,1,1,0
1700603788.6078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603788.707818,1,1,1,1,1,1,1,1,1,1,1,0
1700603788.8078182,1,1,1,1,1,1,1,1,1,1,1,0
1700603788.9078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603789.007818,1,1,1,1,1,1,1,1,1,1,1,0
1700603789.1078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603789.207818,1,1,1,1,1,1,1,1,1,1,1,0
1700603789.3078182,1,1,1,1,1,1,1,1,1,1,1,0
1700603789.4078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603789.507818,1,1,1,1,1,1,1,1,1,1,1,0
1700603789.6078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603789.707818,1,1,1,1,1,1,1,1,1,1,1,0
1700603789.8078182,1,1,1,1,1,1,1,1,1,1,1,0
1700603789.9078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603790.007818,1,1,1,1,1,1,1,1,1,1,1,0
1700603790.1078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603790.207818,1,1,1,1,1,1,1,1,1,1,1,0
1700603790.3078182,1,1,1,1,1,1,1,1,1,1,1,0
1700603790.4078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603790.507818,1,1,1,1,1,1,1,1,1,1,1,0
1700603790.6078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603790.707818,1,1,1,1,1,1,1,1,1,1,1,0
1700603790.8078182,1,1,1,1,1,1,1,1,1,1,1,0
1700603790.9078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603791.007818,1,1,1,1,1,1,1,1,1,1,1,0
1700603791.1078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603791.207818,1,1,1,1,1,1,1,1,1,1,1,0
1700603791.3078182,1,1,1,1,1,1,1,1,1,1,1,0
1700603791.4078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603791.507818,1,1,1,1,1,1,1,1,1,1,1,0
1700603791.6078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603791.707818,1,1,1,1,1,1,1,1,1,1,1,0
1700603791.8078182,1,1,1,1,1,1,1,1,1,1,1,0
1700603791.9078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603792.007818,1,1,1,1,1,1,1,1,1,1,1,0
1700603792.1078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603792.207818,1,1,1,1,1,1,1,1,1,1,1,0
1700603792.3078182,1,1,1,1,1,1,1,1,1,1,1,0
1700603792.4078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603792.507818,1,1,1,1,1,1,1,1,1,1,1,0
1700603792.6078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603792.707818,1,1,1,1,1,1,1,1,1,1,1,0
1700603792.8078182,1,1,1,1,1,1,1,1,1,1,1,0
1700603792.9078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603793.007818,1,1,1,1,1,1,1,1,1,1,1,0
1700603793.1078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603793.207818,1,1,1,1,1,1,1,1,1,1,1,0
1700603793.3078182,1,1,1,1,1,1,1,1,1,1,1,0
1700603793.4078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603793.507818,1,1,1,1,1,1,1,1,1,1,1,0
1700603793.6078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603793.707818,1,1,1,1,1,1,1,1,1,1,1,0
1700603793.8078182,1,1,1,1,1,1,1,1,1,1,1,0
1700603793.9078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603794.007818,1,1,1,1,1,1,1,1,1,1,1,0
1700603794.1078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603794.207818,1,1,1,1,1,1,1,1,1,1,1,0
1700603794.3078182,1,1,1,1,1,1,1,1,1,1,1,0
1700603794.4078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603794.507818,1,1,1,1,1,1,1,1,1,1,1,0
1700603794.6078181,1,1,1,1,1,1,1,1,1,1,1,0
1700603794.707818,1,1,1,1,1,1,1,1,1,1,1,0
1700603794.8078182,1,1,1,1,1,1,1,1,1,1,1,0
1700603794.9078181,1,1,1,1,1,1,1,1,1,1,1,0
