index,timestamp,event,reference_index,keypoints,octave0,nmatches,disp_q10_px,disp_median_px,disp_q90_px,H_inliers,F_inliers,E_inliers,recover_pose_inliers,initializer_success,triangulated,official_SH,official_SF,official_RH,official_H_inliers,official_F_inliers,official_H_reconstruct,official_F_reconstruct,official_H_relaxed00,official_F_relaxed00,H_best_good,H_second_good,H_best_parallax_deg,H_d1_d2,H_d2_d3,H_svd_ok,H_ambiguity_ok,H_parallax_ok,H_min_good_ok,H_fraction_ok
22,1542829017.7994888,initializer_geometry_reject,0,4000,4000,2534,33.856116670786811,39.625932371889334,49.269269356904964,1992,1691,2088,2086,0,0,19973.14453125,23861.767578125,0.45564466714859009,2240,2248,0,1,0,1,2240,2182,3.7395260334014893,1.0402013063430786,1.025444507598877,1,0,1,1,1
23,1542829017.8501575,initializer_geometry_reject,0,4000,4000,2509,34.685100937190171,40.725125141682227,50.338460321384268,2193,1736,2078,2077,0,0,19330.373046875,24196.140625,0.44410568475723267,2158,2268,0,0,0,0,2158,2085,4.2576780319213867,1.0428897142410278,1.0321714878082275,1,0,1,1,1
24,1542829017.8993416,initializer_geometry_reject,0,4000,4000,2512,35.747834657108839,42.171588130464016,52.233359950900045,1898,1740,1988,834,0,0,20040.95703125,24134.697265625,0.45366516709327698,2207,2267,0,0,0,0,2207,2135,4.0940470695495605,1.0437716245651245,1.0282928943634033,1,0,1,1,1
25,1542829017.950798,initializer_geometry_reject,0,4000,4000,2544,36.888557562469515,43.498782193391776,54.035882612947738,2107,1763,1740,431,0,0,19672.849609375,24430.291015625,0.44606459140777588,2169,2293,0,0,0,0,2169,2071,4.3651580810546875,1.0466717481613159,1.0308023691177368,1,0,1,1,1
26,1542829017.9993265,initializer_geometry_reject,0,4000,4000,2509,38.078825297770116,44.930024730724838,55.609068447560091,1943,1705,2002,2001,0,0,19009.728515625,23638.158203125,0.44573670625686646,2113,2210,0,0,0,0,2113,2019,4.5610227584838867,1.0500080585479736,1.0317262411117554,1,0,1,1,1
27,1542829018.0499742,initializer_geometry_reject,0,4000,4000,2498,38.986036742206139,46.13605388329313,57.172259964670531,1995,1772,2008,2006,0,0,19311.130859375,23770.4375,0.44824576377868652,2160,2252,0,0,0,0,2160,2055,4.7097721099853516,1.0525960922241211,1.0309816598892212,1,0,1,1,1
28,1542829018.100631,initializer_geometry_reject,0,4000,4000,2508,39.804112046220403,47.558509688656081,59.403516120650387,2119,1591,1925,846,0,0,18406.9453125,23363.53125,0.44066879153251648,2039,2224,0,0,0,0,2039,1915,5.2336411476135254,1.0547038316726685,1.0384782552719116,1,0,1,1,1
29,1542829018.1500623,initializer_geometry_reject,0,4000,4000,2456,40.925444708506674,48.644315930098372,60.765417970621016,1743,1640,1866,1864,0,0,17688.4765625,22855.5,0.43627879023551941,2003,2163,0,0,0,0,2003,1908,5.463141918182373,1.0516678094863892,1.0446844100952148,1,0,1,1,1
30,1542829018.1989706,initializer_geometry_reject,0,4000,4000,2481,41.802871408903172,49.932650856485616,62.064205504606903,1894,1606,1861,1861,0,0,18591.595703125,23589.572265625,0.44075584411621094,2055,2227,0,0,0,0,2055,1940,5.3774580955505371,1.0572041273117065,1.0387253761291504,1,0,1,1,1
31,1542829018.2490706,initializer_geometry_reject,0,4000,4000,2488,42.585734127967129,51.111836842057528,63.699457656685105,1803,1655,1897,741,0,0,18489.310546875,23705.353515625,0.43819072842597961,2061,2224,0,0,0,0,2061,1957,5.5799479484558105,1.0599486827850342,1.039574146270752,1,0,1,1,1
32,1542829018.2987115,initializer_geometry_reject,0,4000,4000,2473,43.60234349176492,52.301677224483043,65.027279551375813,1871,1700,1814,1813,0,0,17354.037109375,23248.759765625,0.42740988731384277,1968,2197,0,0,0,0,1968,1856,6.0643343925476074,1.0612691640853882,1.0469614267349243,1,0,1,1,1
33,1542829018.350395,initializer_geometry_reject,0,4000,4000,2456,44.601553104560352,53.770031354788138,66.854659297673706,2046,1625,1753,1753,0,0,17442.662109375,23145.35546875,0.42974907159805298,2054,2174,0,0,0,0,2054,1923,5.7276549339294434,1.058525562286377,1.0429009199142456,1,0,1,1,1
34,1542829018.3990157,initializer_geometry_reject,0,4000,4000,2385,45.641255617615244,54.79510149175065,68.028871532074817,1892,1673,1716,1715,0,0,17364.541015625,23312.228515625,0.42689085006713867,1963,2173,0,1,0,1,1963,1844,6.0281834602355957,1.0658938884735107,1.0424932241439819,1,0,1,1,1
35,1542829018.4508669,initializer_geometry_reject,0,4000,4000,2396,46.085704016206904,55.77819491411438,69.618054154939472,1819,1625,1859,871,0,0,17372.482421875,22682.798828125,0.4337126612663269,1961,2115,0,0,0,0,1961,1863,5.9980607032775879,1.0664088726043701,1.0416709184646606,1,0,1,1,1
36,1542829018.4995191,initializer_geometry_reject,0,4000,4000,2430,46.887703510001295,57.039780641991229,70.977175948568515,1712,1712,1923,923,0,0,16749.4296875,22979.271484375,0.42159518599510193,1912,2159,0,0,0,0,1912,1805,6.1762847900390625,1.0673130750656128,1.0439413785934448,1,0,1,1,1
37,1542829018.5500772,initializer_geometry_reject,0,4000,4000,2380,47.815040810592286,58.511816425771393,72.208097200845401,2067,1560,1848,1847,0,0,16426.93359375,22060.603515625,0.42681175470352173,1866,2097,0,1,0,1,1866,1759,6.4193649291992188,1.0668226480484009,1.0486901998519897,1,0,1,1,1
38,1542829018.5989537,initializer_geometry_reject,0,4000,4000,2405,48.529167166085962,59.420977425706525,74.102326675051515,1744,1600,1813,1812,0,0,16399.794921875,22624.701171875,0.42024359107017517,1866,2133,0,0,0,0,1866,1786,6.6392960548400879,1.0673182010650635,1.0518008470535278,1,0,1,1,1
39,1542829018.6488371,initializer_geometry_reject,0,4000,4000,2370,49.033551198971381,60.326141889439555,75.305672634137267,1896,1655,1824,889,0,0,16412.482421875,21890.462890625,0.42849138379096985,1900,2085,0,0,0,0,1900,1825,6.5201997756958008,1.0701096057891846,1.0470547676086426,1,0,1,1,1
40,1542829018.6996717,initializer_geometry_reject,0,4000,4000,2351,49.791019520599903,61.188641592667402,76.347476203353139,1944,1495,1864,1863,0,0,16160.275390625,22078.392578125,0.42261606454849243,1851,2089,0,0,0,0,1851,1771,6.9844350814819336,1.0705862045288086,1.0545023679733276,1,0,1,1,1
41,1542829018.7488894,initializer_geometry_reject,0,4000,4000,2352,49.96361724954442,62.329730851125007,77.738337517245228,1898,1490,1640,1639,0,0,15558.81640625,21843.87109375,0.4159812331199646,1852,2064,0,0,0,0,1852,1753,7.0558009147644043,1.0714644193649292,1.0547579526901245,1,0,1,1,1
42,1542829018.7994406,initializer_geometry_reject,0,4000,4000,2304,51.013919936355556,63.586545551215075,78.835495020328167,1366,1558,1724,772,0,0,15235.265625,21643.42578125,0.4131183922290802,1779,2030,0,0,0,0,1779,1722,7.2899761199951172,1.0738431215286255,1.0569249391555786,1,0,1,1,1
43,1542829018.8489709,initializer_geometry_reject,0,4000,4000,2294,51.771963989720092,64.379126768093485,80.137402565710673,1545,1524,1738,1737,0,0,15522.5810546875,21626.353515625,0.41784727573394775,1781,2032,0,0,0,0,1781,1711,7.1924929618835449,1.0746023654937744,1.0544312000274658,1,0,1,1,1
44,1542829018.9001405,initializer_geometry_reject,0,4000,4000,2305,52.444364331239861,65.538559900602849,81.786441901691575,1684,1483,1737,1735,0,0,15038.31640625,21497.400390625,0.41160586476325989,1748,2022,0,0,0,0,1748,1686,7.4172220230102539,1.0782219171524048,1.0556279420852661,1,0,1,1,1
45,1542829018.9487371,initializer_geometry_reject,0,4000,4000,2278,53.194522430695073,66.690105083369829,83.300318290767848,1771,1532,1642,924,0,0,13966.658203125,21140.35546875,0.39783096313476562,1626,2004,0,0,0,0,1626,1621,7.798729419708252,1.0698491334915161,1.0714373588562012,1,0,1,1,1
46,1542829019.0004292,initializer_geometry_reject,0,4000,4000,2279,53.513654213522017,67.353272120243147,84.70587942940935,1543,1550,1661,815,0,0,15354.9853515625,21618.533203125,0.41529682278633118,1778,2028,0,0,0,0,1778,1682,7.7358355522155762,1.0827895402908325,1.0564979314804077,1,0,1,1,1
47,1542829019.0487337,initializer_geometry_reject,0,4000,4000,2240,54.619292546789026,68.477583864838664,85.448431964227581,1530,1523,1631,954,0,0,14433.8935546875,20190.658203125,0.41686874628067017,1706,1897,0,0,0,0,1706,1612,8.173609733581543,1.0861662626266479,1.061654806137085,1,0,1,1,1
48,1542829019.0989003,initializer_geometry_reject,0,4000,4000,2274,54.670730609385522,69.025031871935482,87.200038039084617,1747,1506,1727,1726,0,0,14488.3525390625,20450.09765625,0.41468217968940735,1721,1975,0,0,0,0,1721,1615,7.8969736099243164,1.0875160694122314,1.0565605163574219,1,0,1,1,1
49,1542829019.1488552,initializer_geometry_reject,0,4000,4000,2245,55.362584256522922,70.401135473746692,88.204881116831359,1792,1431,1640,1639,0,0,13824.154296875,20586.822265625,0.40173676609992981,1632,1952,0,0,0,0,1632,1573,8.2986021041870117,1.086513876914978,1.0640437602996826,1,0,1,1,1
50,1542829019.1991942,initializer_geometry_reject,0,4000,4000,2224,55.155027354270011,70.890239515350345,88.937068807467568,1581,1521,1704,1703,0,0,14483.9296875,19530.515625,0.42581701278686523,1685,1880,0,0,0,0,1685,1597,8.5404939651489258,1.0907161235809326,1.0642986297607422,1,0,1,1,1
51,1542829019.2500987,initializer_geometry_reject,0,4000,4000,2259,56.207401613421936,71.767026750956532,90.141842353045945,1802,1533,1735,1735,0,0,14682.5166015625,20446.2421875,0.41796287894248962,1700,1932,0,0,0,0,1700,1635,8.7243366241455078,1.0906141996383667,1.0677205324172974,1,0,1,1,1
52,1542829019.2998445,initializer_geometry_reject,0,4000,4000,2221,56.246596599709285,72.94845588831619,91.328966416895597,1537,1423,1757,1755,0,0,13818.2333984375,20651.771484375,0.40087705850601196,1622,1950,0,0,0,0,1622,1573,8.6981592178344727,1.0873812437057495,1.0697450637817383,1,0,1,1,1
53,1542829019.3487871,initializer_geometry_reject,0,4000,4000,2199,57.773213876727127,74.048933580563343,93.468133899722659,1595,1499,1680,1680,0,0,14013.275390625,20002.40234375,0.41196516156196594,1626,1892,0,0,0,0,1626,1544,8.6960582733154297,1.092456579208374,1.0657439231872559,1,0,1,1,1
54,1542829019.3986504,initializer_geometry_reject,0,4000,4000,2144,58.085389243166212,75.51222055583446,94.722028553621456,1283,1391,1650,1649,0,0,13896.0654296875,20593.478515625,0.4029066264629364,1580,1915,0,0,0,0,1580,1514,9.0562286376953125,1.0942277908325195,1.0709149837493896,1,0,1,1,1
55,1542829019.449523,initializer_geometry_reject,0,4000,4000,2168,58.49130586840338,76.239283531138028,95.503638271244853,1597,1427,1726,1726,0,0,13333.2646484375,20126.919921875,0.39848151803016663,1614,1901,0,0,0,0,1614,1557,8.9998607635498047,1.0988836288452148,1.0655263662338257,1,0,1,1,1
56,1542829019.4987886,initializer_geometry_reject,0,4000,4000,2107,59.287163666469652,77.464824258662546,97.050870657855384,1429,1380,1604,1604,0,0,12445.65625,19734.814453125,0.3867456316947937,1480,1843,0,0,0,0,1480,1419,9.1543550491333008,1.100335955619812,1.0665044784545898,1,0,1,1,1
57,1542829019.5500724,initializer_geometry_reject,0,4000,4000,2150,59.719478655767958,78.787302448677366,98.467101259738186,1433,1398,1623,1622,0,0,13336.3017578125,19521.251953125,0.40588235855102539,1562,1840,0,0,0,0,1562,1490,9.3943157196044922,1.1002846956253052,1.0706278085708618,1,0,1,1,1
58,1542829019.601181,initializer_geometry_reject,0,4000,4000,2124,60.63390650892633,79.22057835758838,99.877629777131602,1379,1325,1556,1556,0,0,12120.80078125,19605.9296875,0.38203749060630798,1400,1832,0,0,0,0,1400,1360,10.292219161987305,1.1055973768234253,1.0840243101119995,1,0,1,1,1
59,1542829019.6501553,initializer_geometry_reject,0,4000,4000,2111,61.394124756720004,81.333980152569808,101.61782407033787,1443,1465,1574,1573,0,0,12175.4951171875,18972.935546875,0.3908863365650177,1386,1797,0,0,0,0,1386,1370,9.9303045272827148,1.0987527370452881,1.0837152004241943,1,0,1,1,1
60,1542829019.7006474,initializer_geometry_reject,0,4000,4000,2087,60.943110344838566,82.481372825457328,102.686896224839,1469,1325,1696,1696,0,0,12648.2802734375,19918.25390625,0.38838273286819458,1473,1851,0,0,0,0,1473,1418,10.337954521179199,1.1066778898239136,1.0823150873184204,1,0,1,1,1
61,1542829019.7488501,initializer_geometry_reject,0,4000,4000,2021,61.014908541327991,83.426477558506662,103.98242323519368,1314,1330,1429,1428,0,0,11499.5283203125,18295.7109375,0.38595187664031982,1371,1740,0,0,0,0,1371,1370,10.178770065307617,1.0966869592666626,1.0886367559432983,1,0,1,1,1
62,1542829019.8001699,initializer_geometry_reject,0,4000,4000,2039,62.18468551766891,84.677716584286799,105.86823429245385,1237,1242,1457,1455,0,0,12254.2421875,18141.625,0.4031548798084259,1369,1709,0,0,0,0,1369,1333,10.875925064086914,1.1125333309173584,1.0878227949142456,1,0,1,1,1
63,1542829019.8497791,initializer_geometry_reject,0,4000,4000,2067,62.695956152082523,85.629066623600906,106.82324063427083,1165,1280,1573,1573,0,0,12213.8955078125,18368.55859375,0.39937591552734375,1388,1748,0,0,0,0,1388,1369,10.573635101318359,1.1138207912445068,1.0815351009368896,1,0,1,1,1
64,1542829019.9000421,initializer_geometry_reject,0,4000,4000,2039,63.528984575882433,86.136326368526639,107.98864434073975,1444,1285,1493,1493,0,0,12044.1220703125,18143.63671875,0.3989737331867218,1413,1732,0,0,0,0,1413,1409,10.583885192871094,1.1060266494750977,1.0880943536758423,1,0,1,1,1
65,1542829019.9487143,initializer_geometry_reject,0,4000,4000,2061,64.350666134267144,86.863071741476844,108.5804173481725,1243,1325,1435,1435,0,0,11611.552734375,18268.7421875,0.38860234618186951,1352,1742,0,0,0,0,1352,1321,10.921586036682129,1.1179260015487671,1.0844552516937256,1,0,1,1,1
66,1542829019.9990253,initializer_geometry_reject,0,4000,4000,2021,64.924310604698107,89.143234464777251,110.53729606861708,1307,1284,1485,1484,0,0,10779.685546875,18422.25390625,0.3691428005695343,1267,1735,0,0,0,0,1267,1265,11.030855178833008,1.1127474308013916,1.0910215377807617,1,0,1,1,1
67,1542829020.0492005,initializer_geometry_reject,0,4000,4000,1943,65.349718033397835,90.949436231603272,112.56146969351146,1068,1267,1475,1474,0,0,10677.251953125,17882,0.37386316061019897,1266,1681,0,0,0,0,1266,1266,11.210203170776367,1.1025516986846924,1.1044127941131592,1,0,1,1,1
68,1542829020.0997686,initializer_geometry_reject,0,4000,4000,1967,67.215781574543641,91.787561329450227,114.3826223301318,1225,1186,1318,956,0,0,11008.1611328125,17824.666015625,0.38179263472557068,1281,1694,0,0,0,0,1281,1270,11.263163566589355,1.1199662685394287,1.0882928371429443,1,0,1,1,1
69,1542829020.149184,initializer_geometry_reject,0,4000,4000,1964,67.586827198471781,92.50896672048377,114.92123160880175,1086,1169,1247,1246,0,0,10637.8115234375,17241.9140625,0.38156083226203918,1277,1666,0,0,0,0,1277,1271,11.663763999938965,1.1184840202331543,1.0968610048294067,1,0,1,1,1
70,1542829020.199796,initializer_geometry_reject,0,4000,4000,1921,69.279138270790781,94.507688950064448,116.96848267590823,1098,1211,1487,1485,0,0,10705.8935546875,18001.04296875,0.37293750047683716,1243,1688,0,0,0,0,1243,1217,12.642562866210938,1.1271001100540161,1.1071053743362427,1,0,1,1,1
71,1542829020.2509325,initializer_geometry_reject,0,4000,4000,1915,69.627053642391672,95.814167381960232,119.11185276771647,1222,1179,1360,1360,0,0,10652.5322265625,17883.76171875,0.37329769134521484,1243,1668,0,0,0,0,1243,1231,12.602211952209473,1.1198310852050781,1.1125282049179077,1,0,1,1,1
72,1542829020.2985301,initializer_geometry_reject,0,4000,4000,1933,70.429291564563314,97.037500168844758,120.6241201087592,1318,1165,1375,1375,0,0,10278.8232421875,16410.58984375,0.38512733578681946,1210,1569,0,0,0,0,1210,1200,12.37901782989502,1.1285828351974487,1.1016144752502441,1,0,1,1,1
73,1542829020.3483613,initializer_geometry_reject,0,4000,4000,1923,71.359770267970632,98.743358123209973,122.33324814498262,1192,1109,1423,1421,0,0,10368.8623046875,17662.384765625,0.36990371346473694,1244,1653,0,0,0,0,1244,1237,11.931022644042969,1.1212035417556763,1.0987435579299927,1,0,1,1,1
74,1542829020.3985114,initializer_geometry_reject,0,4000,4000,1861,73.175570800419266,100.11349146750763,124.27511740486923,1174,1103,1375,1374,0,0,10032.2294921875,17338.826171875,0.36652696132659912,1199,1612,0,0,0,0,1199,1195,11.939346313476562,1.123779296875,1.0969387292861938,1,0,1,1,1
75,1542829020.4488614,initializer_geometry_reject,0,4000,4000,1831,73.986752959297988,101.56311535064266,125.76498700099424,1162,1140,1285,1284,0,0,9385.61328125,16491.28515625,0.36270239949226379,1118,1550,0,0,0,0,1118,1114,12.201754570007324,1.1301716566085815,1.0969521999359131,1,0,1,1,1
76,1542829020.4996886,initializer_geometry_reject,0,4000,4000,1856,75.101905898495204,102.655413519006,126.69118079354212,1163,1165,1262,1262,0,0,9695.3251953125,15879.99609375,0.37908908724784851,1148,1518,0,0,0,0,1148,1139,13.261603355407715,1.1377986669540405,1.1092374324798584,1,0,1,1,1
77,1542829020.5487909,initializer_geometry_reject,0,4000,4000,1831,76.659132927280098,104.71241714750252,129.08763920850186,1227,1148,1328,1328,0,0,9359.0068359375,15897.724609375,0.37055495381355286,1114,1488,0,0,0,0,1114,1106,12.649785995483398,1.1283736228942871,1.1079690456390381,1,0,1,1,1
78,1542829020.5988243,initializer_geometry_reject,0,4000,4000,1823,77.949413483174155,105.94169188655364,130.28381489466852,1265,1112,1244,1244,0,0,9577.6494140625,16415.25,0.36847177147865295,1130,1540,0,0,0,0,1130,1123,13.621559143066406,1.1389597654342651,1.1160651445388794,1,0,1,1,1
79,1542829020.6497488,initializer_geometry_reject,0,4000,4000,1771,79.488486442291006,108.10256890594067,133.32656135790057,1084,1059,1388,1387,0,0,9446.123046875,15930.001953125,0.37224450707435608,1129,1500,0,0,0,0,1129,1128,13.721574783325195,1.1355826854705811,1.120293140411377,1,0,1,1,1
80,1542829020.6998146,initializer_geometry_reject,0,4000,4000,1748,81.557963863281003,109.87353456414235,133.72692255918093,1091,1052,1200,1200,0,0,8899.6884765625,14551.962890625,0.37949088215827942,1021,1404,0,0,0,0,1021,1020,13.815961837768555,1.1392378807067871,1.1217477321624756,1,0,1,1,1
81,1542829020.7495918,initializer_geometry_reject,0,4000,4000,1785,82.64306698109452,110.99300281641796,137.07131468860183,941,1059,1241,1239,0,0,9040.994140625,15631.2822265625,0.36644342541694641,1067,1485,0,0,0,0,1067,1067,14.061822891235352,1.132115364074707,1.1310738325119019,1,0,1,1,1
82,1542829020.798259,initializer_geometry_reject,0,4000,4000,1766,83.620941893179861,113.15927626633481,137.98612262019054,886,1091,1207,1205,0,0,8835.3037109375,13935.8759765625,0.38800376653671265,1074,1362,0,0,0,0,1074,1072,14.297666549682617,1.139421820640564,1.1280624866485596,1,0,1,1,1
83,1542829020.848309,initializer_geometry_reject,0,4000,4000,1769,85.7606998808904,114.61594935604222,141.19754945100465,842,1057,1145,853,0,0,8575.470703125,15237.49609375,0.36011770367622375,1054,1457,0,0,0,0,1054,1045,13.998475074768066,1.1477104425430298,1.1142995357513428,1,0,1,1,1
84,1542829020.8990843,initializer_geometry_reject,0,4000,4000,1723,88.117770925773755,117.09855619750192,142.43784973516404,935,972,1207,1207,0,0,8535.533203125,14529.8818359375,0.37005767226219177,1024,1388,0,0,0,0,1024,1023,14.329312324523926,1.1498551368713379,1.1197948455810547,1,0,1,1,1
85,1542829020.9484811,initializer_geometry_reject,0,4000,4000,1729,88.957000897017238,117.96051616181009,144.02051496021048,1074,1034,1249,1249,0,0,8383.2138671875,14749.873046875,0.36239063739776611,982,1394,0,0,0,0,982,980,14.404541969299316,1.1553750038146973,1.1180852651596069,1,0,1,1,1
86,1542829020.9987776,initializer_geometry_reject,0,4000,4000,1745,92.564272598794517,120.80478262323987,146.53562549098885,858,1031,1289,1289,0,0,8492.3388671875,15474.2822265625,0.35434025526046753,1023,1458,0,0,0,0,1023,1019,14.363425254821777,1.1603716611862183,1.1106829643249512,1,0,1,1,1
87,1542829021.0498505,initializer_geometry_reject,0,4000,4000,1706,92.72577258901056,122.52926731847009,148.37595459940633,924,1031,1153,1153,0,0,7769.08837890625,13909.4990234375,0.35837611556053162,967,1329,0,0,0,0,967,959,14.298455238342285,1.1535693407058716,1.1160519123077393,1,0,1,1,1
88,1542829021.1002145,initializer_geometry_reject,0,4000,4000,1717,94.929001557245897,124.0401903628001,149.94181632405011,923,1003,1145,1144,0,0,8547.216796875,13128.849609375,0.39431586861610413,1014,1255,0,0,0,0,1014,1012,14.857110023498535,1.1602298021316528,1.1200706958770752,1,0,1,1,1
