window,group,event_frame_zero_based,metric_frame_index,timestamp_ns,track_id,source_code,backend_visible_age_at_event,backend_visible_future_including_event,backend_visible_full_lifetime,quality_at_event,u,v,left_censored,right_censored
a06_s000_d045,harm_or_mixed,1,3,1542883311929996608,10000009,20,1,3,3,0.8538381457328796,314.1820373535156,170.70578002929688,False,True
a06_s000_d045,harm_or_mixed,1,3,1542883311929996608,10000010,20,1,3,3,0.8554838299751282,199.611328125,280.2017822265625,False,True
a06_s000_d045,harm_or_mixed,1,3,1542883311929996608,10000011,20,1,2,2,0.8521410226821899,261.7165832519531,257.13165283203125,False,True
a06_s000_d045,harm_or_mixed,2,5,1542883312030069024,10000000,20,2,1,2,0.8786788582801819,412.7711486816406,138.432861328125,False,True
a06_s000_d045,harm_or_mixed,2,5,1542883312030069024,10000001,20,2,2,3,0.8827359080314636,470.8998107910156,140.40017700195312,False,True
a06_s000_d045,harm_or_mixed,2,5,1542883312030069024,10000002,20,2,2,3,0.8807461261749268,255.46778869628906,205.65904235839844,False,True
a06_s000_d045,harm_or_mixed,2,5,1542883312030069024,10000003,20,2,2,3,0.881240963935852,232.19337463378906,210.7998809814453,False,True
a06_s000_d045,harm_or_mixed,2,5,1542883312030069024,10000004,20,2,2,3,0.8778143525123596,269.5508117675781,217.58349609375,False,True
a06_s000_d045,harm_or_mixed,2,5,1542883312030069024,10000006,20,2,1,2,0.8789176344871521,831.2332763671875,277.7208557128906,False,True
a06_s000_d045,harm_or_mixed,2,5,1542883312030069024,10000007,20,2,2,3,0.883327305316925,826.7989501953125,460.1715393066406,False,True
a06_s000_d045,harm_or_mixed,2,5,1542883312030069024,10000008,20,2,2,3,0.8804726600646973,310.65496826171875,241.77804565429688,False,True
a06_s000_d045,harm_or_mixed,2,5,1542883312030069024,10000009,20,2,2,3,0.8765458464622498,313.36663818359375,174.84912109375,False,True
a06_s000_d045,harm_or_mixed,2,5,1542883312030069024,10000010,20,2,2,3,0.8814845681190491,198.76522827148438,284.70965576171875,False,True
a06_s000_d045,harm_or_mixed,2,5,1542883312030069024,10000011,20,2,1,2,0.873315155506134,262.2481689453125,262.4273376464844,False,True
a06_s000_d045,harm_or_mixed,2,5,1542883312030069024,10000012,20,1,1,1,0.8667625784873962,450.6050109863281,136.49642944335938,False,True
a06_s000_d045,harm_or_mixed,2,5,1542883312030069024,10000013,20,1,1,1,0.871207058429718,337.5859680175781,153.99708557128906,False,True
a06_s000_d045,harm_or_mixed,2,5,1542883312030069024,10000014,20,1,1,1,0.8704119324684143,368.77587890625,118.14810943603516,False,True
a06_s000_d045,harm_or_mixed,2,5,1542883312030069024,10000015,20,1,1,1,0.8676366806030273,301.3453063964844,213.2571563720703,False,True
a06_s000_d045,harm_or_mixed,2,5,1542883312030069024,10000016,20,1,1,1,0.8637915253639221,879.2130737304688,471.71527099609375,False,True
a06_s000_d045,harm_or_mixed,2,5,1542883312030069024,10000017,20,1,1,1,0.8665242791175842,198.91793823242188,269.15216064453125,False,True
a06_s000_d045,harm_or_mixed,2,5,1542883312030069024,10000018,20,1,2,2,0.8714376091957092,253.37066650390625,224.5103302001953,False,True
a06_s000_d045,harm_or_mixed,2,5,1542883312030069024,10000019,20,1,1,1,0.8644137978553772,273.0052490234375,255.01536560058594,False,True
a06_s000_d045,harm_or_mixed,2,5,1542883312030069024,10000020,20,1,1,1,0.8654653429985046,246.061767578125,240.85585021972656,False,True
a06_s000_d045,harm_or_mixed,2,5,1542883312030069024,10000021,20,1,1,1,0.8598739504814148,481.6086730957031,119.0257797241211,False,True
a06_s000_d045,harm_or_mixed,2,5,1542883312030069024,10000022,20,1,1,1,0.8556475043296814,225.82781982421875,305.4031066894531,False,True
a06_s000_d045,harm_or_mixed,2,5,1542883312030069024,10000023,20,1,1,1,0.8580752015113831,224.1807861328125,235.2977752685547,False,True
a06_s000_d045,harm_or_mixed,2,5,1542883312030069024,10000024,20,1,1,1,0.8562681674957275,854.0479125976562,186.03623962402344,False,True
a06_s000_d045,harm_or_mixed,2,5,1542883312030069024,10000025,20,1,1,1,0.854235053062439,318.6763000488281,241.79946899414062,False,True
a06_s000_d045,harm_or_mixed,2,5,1542883312030069024,10000026,20,1,1,1,0.8508793711662292,272.93572998046875,246.0434112548828,False,True
a06_s000_d045,harm_or_mixed,2,5,1542883312030069024,10000027,20,1,1,1,0.8521378636360168,240.23422241210938,291.84228515625,False,True
a06_s000_d045,harm_or_mixed,2,5,1542883312030069024,10000028,20,1,1,1,0.850475013256073,482.6647033691406,61.866661071777344,False,True
a06_s000_d045,harm_or_mixed,2,5,1542883312030069024,10000029,20,1,1,1,0.8519479632377625,290.003173828125,214.7620086669922,False,True
a06_s000_d045,harm_or_mixed,3,7,1542883312130018624,10000001,20,3,1,3,0.895958423614502,472.773193359375,144.48513793945312,False,True
a06_s000_d045,harm_or_mixed,3,7,1542883312130018624,10000002,20,3,1,3,0.895255446434021,255.06239318847656,210.0105743408203,False,True
a06_s000_d045,harm_or_mixed,3,7,1542883312130018624,10000003,20,3,1,3,0.8949505686759949,231.58958435058594,214.93994140625,False,True
a06_s000_d045,harm_or_mixed,3,7,1542883312130018624,10000004,20,3,1,3,0.8948357701301575,269.44091796875,221.98123168945312,False,True
a06_s000_d045,harm_or_mixed,3,7,1542883312130018624,10000007,20,3,1,3,0.8959424495697021,834.8179321289062,469.8410949707031,False,True
a06_s000_d045,harm_or_mixed,3,7,1542883312130018624,10000008,20,3,1,3,0.8927381038665771,310.9399719238281,246.60382080078125,False,True
a06_s000_d045,harm_or_mixed,3,7,1542883312130018624,10000009,20,3,1,3,0.8933156132698059,313.2912292480469,178.45823669433594,False,True
a06_s000_d045,harm_or_mixed,3,7,1542883312130018624,10000010,20,3,1,3,0.892731249332428,198.11813354492188,289.87066650390625,False,True
a06_s000_d045,harm_or_mixed,3,7,1542883312130018624,10000018,20,2,1,2,0.8945940136909485,253.09124755859375,229.07884216308594,False,True
h07_s000_d050,harm_or_mixed,441,883,1523387590292054400,10000000,20,1,6,6,0.8574554920196533,173.65753173828125,118.40969848632812,False,True
h07_s000_d050,harm_or_mixed,441,883,1523387590292054400,10000001,20,1,6,6,0.8667272329330444,198.2790985107422,233.18963623046875,False,True
h07_s000_d050,harm_or_mixed,441,883,1523387590292054400,10000002,20,1,1,1,0.8580160737037659,198.85128784179688,192.4881591796875,False,True
h07_s000_d050,harm_or_mixed,441,883,1523387590292054400,10000003,20,1,1,1,0.8632375001907349,196.3763885498047,178.7082977294922,False,True
h07_s000_d050,harm_or_mixed,441,883,1523387590292054400,10000004,20,1,6,6,0.8685864210128784,202.78213500976562,418.6705322265625,False,True
h07_s000_d050,harm_or_mixed,441,883,1523387590292054400,10000005,20,1,2,2,0.8609851598739624,216.6930389404297,450.75311279296875,False,True
h07_s000_d050,harm_or_mixed,441,883,1523387590292054400,10000006,20,1,5,5,0.8698444366455078,195.02752685546875,407.3564147949219,False,True
h07_s000_d050,harm_or_mixed,441,883,1523387590292054400,10000007,20,1,2,2,0.8702947497367859,414.2935485839844,101.30392456054688,False,True
h07_s000_d050,harm_or_mixed,441,883,1523387590292054400,10000008,20,1,6,6,0.8676415085792542,403.83203125,69.80229187011719,False,True
h07_s000_d050,harm_or_mixed,441,883,1523387590292054400,10000009,20,1,2,2,0.8728153109550476,365.3686828613281,135.16015625,False,True
h07_s000_d050,harm_or_mixed,441,883,1523387590292054400,10000010,20,1,1,1,0.8667097091674805,209.5928955078125,500.3879699707031,False,True
h07_s000_d050,harm_or_mixed,442,885,1523387590391256672,10000000,20,2,5,6,0.8877025246620178,171.78358459472656,134.19651794433594,False,True
h07_s000_d050,harm_or_mixed,442,885,1523387590391256672,10000001,20,2,5,6,0.8945308327674866,197.00404357910156,246.79518127441406,False,True
h07_s000_d050,harm_or_mixed,442,885,1523387590391256672,10000004,20,2,5,6,0.889951765537262,203.94747924804688,426.5408020019531,False,True
h07_s000_d050,harm_or_mixed,442,885,1523387590391256672,10000005,20,2,1,2,0.889377772808075,217.74118041992188,457.4412536621094,False,True
h07_s000_d050,harm_or_mixed,442,885,1523387590391256672,10000006,20,2,4,5,0.8925169706344604,196.2681884765625,415.5483093261719,False,True
h07_s000_d050,harm_or_mixed,442,885,1523387590391256672,10000007,20,2,1,2,0.8831151127815247,407.6513671875,113.90401458740234,False,True
h07_s000_d050,harm_or_mixed,442,885,1523387590391256672,10000008,20,2,5,6,0.8947412967681885,396.88470458984375,82.752685546875,False,True
h07_s000_d050,harm_or_mixed,442,885,1523387590391256672,10000009,20,2,1,2,0.8828579187393188,359.41015625,148.9462432861328,False,True
h07_s000_d050,harm_or_mixed,443,887,1523387590492305824,10000000,20,3,4,6,0.8897814154624939,168.29605102539062,149.68174743652344,False,True
h07_s000_d050,harm_or_mixed,443,887,1523387590492305824,10000001,20,3,4,6,0.8963019847869873,193.7728729248047,259.9815368652344,False,True
h07_s000_d050,harm_or_mixed,443,887,1523387590492305824,10000004,20,3,4,6,0.889362096786499,202.950927734375,433.7983093261719,False,True
h07_s000_d050,harm_or_mixed,443,887,1523387590492305824,10000006,20,3,3,5,0.8932395577430725,195.3698272705078,423.2503662109375,False,True
h07_s000_d050,harm_or_mixed,443,887,1523387590492305824,10000008,20,3,4,6,0.8970810174942017,387.7948913574219,96.19754791259766,False,True
h07_s000_d050,harm_or_mixed,444,889,1523387590592215712,10000000,20,4,3,6,0.880832314491272,163.52146911621094,164.56251525878906,False,True
h07_s000_d050,harm_or_mixed,444,889,1523387590592215712,10000001,20,4,3,6,0.8927512168884277,189.4136199951172,272.5799865722656,False,True
h07_s000_d050,harm_or_mixed,444,889,1523387590592215712,10000004,20,4,3,6,0.8821806311607361,200.5941925048828,440.5661926269531,False,True
h07_s000_d050,harm_or_mixed,444,889,1523387590592215712,10000006,20,4,2,5,0.891753077507019,193.07244873046875,430.365966796875,False,True
h07_s000_d050,harm_or_mixed,444,889,1523387590592215712,10000008,20,4,3,6,0.8970128297805786,377.3497009277344,109.8226089477539,False,True
h07_s000_d050,harm_or_mixed,445,891,1523387590692881568,10000000,20,5,2,6,0.8968223333358765,157.6868438720703,179.0186004638672,False,True
h07_s000_d050,harm_or_mixed,445,891,1523387590692881568,10000001,20,5,2,6,0.9019184708595276,184.1396942138672,284.5291442871094,False,True
h07_s000_d050,harm_or_mixed,445,891,1523387590692881568,10000004,20,5,2,6,0.8992108702659607,197.17852783203125,446.7467346191406,False,True
h07_s000_d050,harm_or_mixed,445,891,1523387590692881568,10000006,20,5,1,5,0.8826711177825928,189.63131713867188,436.925048828125,False,True
h07_s000_d050,harm_or_mixed,445,891,1523387590692881568,10000008,20,5,2,6,0.8987748622894287,365.7860412597656,123.40009307861328,False,True
h07_s000_d050,harm_or_mixed,445,891,1523387590692881568,10000011,20,1,2,2,0.8727961182594299,288.90582275390625,126.01580047607422,False,True
h07_s000_d050,harm_or_mixed,445,891,1523387590692881568,10000012,20,1,1,1,0.8692756295204163,171.4626007080078,260.3001403808594,False,True
h07_s000_d050,harm_or_mixed,445,891,1523387590692881568,10000013,20,1,2,2,0.870786726474762,169.04098510742188,245.23013305664062,False,True
h07_s000_d050,harm_or_mixed,445,891,1523387590692881568,10000014,20,1,1,1,0.8603653311729431,357.31109619140625,121.4968490600586,False,True
h07_s000_d050,harm_or_mixed,445,891,1523387590692881568,10000015,20,1,1,1,0.8718949556350708,354.4406433105469,112.66128540039062,False,True
h07_s000_d050,harm_or_mixed,445,891,1523387590692881568,10000016,20,1,1,1,0.8677934408187866,579.7373657226562,116.80270385742188,False,True
h07_s000_d050,harm_or_mixed,445,891,1523387590692881568,10000017,20,1,2,2,0.8726471662521362,387.14111328125,129.4591522216797,False,True
h07_s000_d050,harm_or_mixed,445,891,1523387590692881568,10000018,20,1,1,1,0.8704851865768433,333.1893310546875,119.73812103271484,False,True
h07_s000_d050,harm_or_mixed,445,891,1523387590692881568,10000019,20,1,1,1,0.8681025505065918,334.3247985839844,111.82817077636719,False,True
h07_s000_d050,harm_or_mixed,446,893,1523387590793184128,10000000,20,6,1,6,0.8888475894927979,151.29327392578125,192.59738159179688,False,True
h07_s000_d050,harm_or_mixed,446,893,1523387590793184128,10000001,20,6,1,6,0.9039837121963501,178.13125610351562,295.7368469238281,False,True
h07_s000_d050,harm_or_mixed,446,893,1523387590793184128,10000004,20,6,1,6,0.8888251781463623,192.88670349121094,452.4718017578125,False,True
h07_s000_d050,harm_or_mixed,446,893,1523387590793184128,10000008,20,6,1,6,0.8987091779708862,353.4832458496094,136.54071044921875,False,True
h07_s000_d050,harm_or_mixed,446,893,1523387590793184128,10000011,20,2,1,2,0.8945550322532654,278.58380126953125,140.17311096191406,False,True
h07_s000_d050,harm_or_mixed,446,893,1523387590793184128,10000013,20,2,1,2,0.8954885601997375,162.82325744628906,257.332275390625,False,True
h07_s000_d050,harm_or_mixed,446,893,1523387590793184128,10000017,20,2,1,2,0.8951897025108337,374.74127197265625,142.13226318359375,False,True
