schema_version,queue_index,run_id,allocated_at,window_id,dataset_family,sequence,window_start_s,window_end_s,arm,replay_index,algorithmic_slot,backend_replay,source_frontend_queue_index,source_run_id,source_provenance_kind,source_provenance_hash,feature_bag,feature_bag_sha256,attestation_path,attestation_sha256,expected_run_dir,expected_attempt_dir,status,method_lock_hash,backend_queue_lock_hash,outcome_boundary
isj-p07-backend-run-allocation-v1,61,isj-nativeq-v3_P07_ntnu-fjord_6_90-45_B1_f0_b01_20260808T035400Z,2026-08-08T11:54:00+08:00,ntnu:fjord_6:0002,ntnu,fjord_6,90.0,135.0,B1_klt_nativeq_v3,1,b01,b01,16,isj-nativeq-v3_P07_ntnu-fjord_6_90-135_B1_f0_b00_20260806T084500Z,CANONICAL_FRONTEND_COMPLETED_V1,fb14fe4d591ddc3fb4d04c40b84f2c55aed6a298c4579801d773b0d603278474,logs/ntnu_vins/external_klt_every2_isj_p07_ntnu_fjord_6_0002_b1_attempt01/features.bag,9fe13355b2a93e18fe792bc6b3f25740ca122c82d566bf5433efa708e4d696bf,logs/ntnu_vins/external_klt_every2_isj_p07_ntnu_fjord_6_0002_b1_attempt01/features.bag.quality-contract.json,7b465545e0b2b40cfa24e10e4e280e95f21cbbfcb10616a0d8d675b4b10876b9,logs/ntnu_vins/external_klt_every2_p07_backend_ntnu-fjord_6-0002_b1_b01_20260808T035400Z,papers/ieee_sensors_journal_experiments/p07/backend_attempts/queue_061_isj-nativeq-v3_P07_ntnu-fjord_6_90-45_B1_f0_b01_20260808T035400Z_attempt01,PLANNED,1d032e4d43b2a647626b40cef906144dcceab523126bfee3b345b05b4efb578d,a4a9fd20541be949ab78e584e1e5ccd4346c049dba79962112f6d1e8e7b8533e,BACKEND_QUEUE_FROZEN_BEFORE_P07_TRAJECTORY_OUTCOME
isj-p07-backend-run-allocation-v1,62,isj-nativeq-v3_P07_ntnu-fjord_6_90-45_B1_f0_b02_20260808T035400Z,2026-08-08T11:54:00+08:00,ntnu:fjord_6:0002,ntnu,fjord_6,90.0,135.0,B1_klt_nativeq_v3,2,b02,b02,16,isj-nativeq-v3_P07_ntnu-fjord_6_90-135_B1_f0_b00_20260806T084500Z,CANONICAL_FRONTEND_COMPLETED_V1,fb14fe4d591ddc3fb4d04c40b84f2c55aed6a298c4579801d773b0d603278474,logs/ntnu_vins/external_klt_every2_isj_p07_ntnu_fjord_6_0002_b1_attempt01/features.bag,9fe13355b2a93e18fe792bc6b3f25740ca122c82d566bf5433efa708e4d696bf,logs/ntnu_vins/external_klt_every2_isj_p07_ntnu_fjord_6_0002_b1_attempt01/features.bag.quality-contract.json,7b465545e0b2b40cfa24e10e4e280e95f21cbbfcb10616a0d8d675b4b10876b9,logs/ntnu_vins/external_klt_every2_p07_backend_ntnu-fjord_6-0002_b1_b02_20260808T035400Z,papers/ieee_sensors_journal_experiments/p07/backend_attempts/queue_062_isj-nativeq-v3_P07_ntnu-fjord_6_90-45_B1_f0_b02_20260808T035400Z_attempt01,PLANNED,1d032e4d43b2a647626b40cef906144dcceab523126bfee3b345b05b4efb578d,a4a9fd20541be949ab78e584e1e5ccd4346c049dba79962112f6d1e8e7b8533e,BACKEND_QUEUE_FROZEN_BEFORE_P07_TRAJECTORY_OUTCOME
isj-p07-backend-run-allocation-v1,63,isj-nativeq-v3_P07_ntnu-fjord_6_90-45_B1_f0_b03_20260808T035400Z,2026-08-08T11:54:00+08:00,ntnu:fjord_6:0002,ntnu,fjord_6,90.0,135.0,B1_klt_nativeq_v3,3,b03,b03,16,isj-nativeq-v3_P07_ntnu-fjord_6_90-135_B1_f0_b00_20260806T084500Z,CANONICAL_FRONTEND_COMPLETED_V1,fb14fe4d591ddc3fb4d04c40b84f2c55aed6a298c4579801d773b0d603278474,logs/ntnu_vins/external_klt_every2_isj_p07_ntnu_fjord_6_0002_b1_attempt01/features.bag,9fe13355b2a93e18fe792bc6b3f25740ca122c82d566bf5433efa708e4d696bf,logs/ntnu_vins/external_klt_every2_isj_p07_ntnu_fjord_6_0002_b1_attempt01/features.bag.quality-contract.json,7b465545e0b2b40cfa24e10e4e280e95f21cbbfcb10616a0d8d675b4b10876b9,logs/ntnu_vins/external_klt_every2_p07_backend_ntnu-fjord_6-0002_b1_b03_20260808T035400Z,papers/ieee_sensors_journal_experiments/p07/backend_attempts/queue_063_isj-nativeq-v3_P07_ntnu-fjord_6_90-45_B1_f0_b03_20260808T035400Z_attempt01,PLANNED,1d032e4d43b2a647626b40cef906144dcceab523126bfee3b345b05b4efb578d,a4a9fd20541be949ab78e584e1e5ccd4346c049dba79962112f6d1e8e7b8533e,BACKEND_QUEUE_FROZEN_BEFORE_P07_TRAJECTORY_OUTCOME
isj-p07-backend-run-allocation-v1,64,isj-nativeq-v3_P07_ntnu-fjord_6_90-45_P_f0_b01_20260808T035400Z,2026-08-08T11:54:00+08:00,ntnu:fjord_6:0002,ntnu,fjord_6,90.0,135.0,P_legacy_nativeq_xfeat_seedchain_v3,1,b01,b01,17,isj-nativeq-v3_P07_ntnu-fjord_6_90-135_P_f0_b00_20260806T084500Z,CANONICAL_FRONTEND_COMPLETED_V1,c46cd91cc317b473a6d2955762bebc9ba85ade2ab0bd7f7b45681ee887eccd61,logs/ntnu_vins/external_klt_every2_isj_p07_ntnu_fjord_6_0002_p_attempt01_klt_safe_fallback/features.bag,9fe13355b2a93e18fe792bc6b3f25740ca122c82d566bf5433efa708e4d696bf,logs/ntnu_vins/external_klt_every2_isj_p07_ntnu_fjord_6_0002_p_attempt01_klt_safe_fallback/features.bag.quality-contract.json,593242a8f99e168424750b74d2dd0dd51d39df8fe1581b76310a59cd49e8a169,logs/ntnu_vins/external_klt_every2_p07_backend_ntnu-fjord_6-0002_p_b01_20260808T035400Z,papers/ieee_sensors_journal_experiments/p07/backend_attempts/queue_064_isj-nativeq-v3_P07_ntnu-fjord_6_90-45_P_f0_b01_20260808T035400Z_attempt01,PLANNED,1d032e4d43b2a647626b40cef906144dcceab523126bfee3b345b05b4efb578d,a4a9fd20541be949ab78e584e1e5ccd4346c049dba79962112f6d1e8e7b8533e,BACKEND_QUEUE_FROZEN_BEFORE_P07_TRAJECTORY_OUTCOME
isj-p07-backend-run-allocation-v1,65,isj-nativeq-v3_P07_ntnu-fjord_6_90-45_P_f0_b02_20260808T035400Z,2026-08-08T11:54:00+08:00,ntnu:fjord_6:0002,ntnu,fjord_6,90.0,135.0,P_legacy_nativeq_xfeat_seedchain_v3,2,b02,b02,17,isj-nativeq-v3_P07_ntnu-fjord_6_90-135_P_f0_b00_20260806T084500Z,CANONICAL_FRONTEND_COMPLETED_V1,c46cd91cc317b473a6d2955762bebc9ba85ade2ab0bd7f7b45681ee887eccd61,logs/ntnu_vins/external_klt_every2_isj_p07_ntnu_fjord_6_0002_p_attempt01_klt_safe_fallback/features.bag,9fe13355b2a93e18fe792bc6b3f25740ca122c82d566bf5433efa708e4d696bf,logs/ntnu_vins/external_klt_every2_isj_p07_ntnu_fjord_6_0002_p_attempt01_klt_safe_fallback/features.bag.quality-contract.json,593242a8f99e168424750b74d2dd0dd51d39df8fe1581b76310a59cd49e8a169,logs/ntnu_vins/external_klt_every2_p07_backend_ntnu-fjord_6-0002_p_b02_20260808T035400Z,papers/ieee_sensors_journal_experiments/p07/backend_attempts/queue_065_isj-nativeq-v3_P07_ntnu-fjord_6_90-45_P_f0_b02_20260808T035400Z_attempt01,PLANNED,1d032e4d43b2a647626b40cef906144dcceab523126bfee3b345b05b4efb578d,a4a9fd20541be949ab78e584e1e5ccd4346c049dba79962112f6d1e8e7b8533e,BACKEND_QUEUE_FROZEN_BEFORE_P07_TRAJECTORY_OUTCOME
isj-p07-backend-run-allocation-v1,66,isj-nativeq-v3_P07_ntnu-fjord_6_90-45_P_f0_b03_20260808T035400Z,2026-08-08T11:54:00+08:00,ntnu:fjord_6:0002,ntnu,fjord_6,90.0,135.0,P_legacy_nativeq_xfeat_seedchain_v3,3,b03,b03,17,isj-nativeq-v3_P07_ntnu-fjord_6_90-135_P_f0_b00_20260806T084500Z,CANONICAL_FRONTEND_COMPLETED_V1,c46cd91cc317b473a6d2955762bebc9ba85ade2ab0bd7f7b45681ee887eccd61,logs/ntnu_vins/external_klt_every2_isj_p07_ntnu_fjord_6_0002_p_attempt01_klt_safe_fallback/features.bag,9fe13355b2a93e18fe792bc6b3f25740ca122c82d566bf5433efa708e4d696bf,logs/ntnu_vins/external_klt_every2_isj_p07_ntnu_fjord_6_0002_p_attempt01_klt_safe_fallback/features.bag.quality-contract.json,593242a8f99e168424750b74d2dd0dd51d39df8fe1581b76310a59cd49e8a169,logs/ntnu_vins/external_klt_every2_p07_backend_ntnu-fjord_6-0002_p_b03_20260808T035400Z,papers/ieee_sensors_journal_experiments/p07/backend_attempts/queue_066_isj-nativeq-v3_P07_ntnu-fjord_6_90-45_P_f0_b03_20260808T035400Z_attempt01,PLANNED,1d032e4d43b2a647626b40cef906144dcceab523126bfee3b345b05b4efb578d,a4a9fd20541be949ab78e584e1e5ccd4346c049dba79962112f6d1e8e7b8533e,BACKEND_QUEUE_FROZEN_BEFORE_P07_TRAJECTORY_OUTCOME
isj-p07-backend-run-allocation-v1,67,isj-nativeq-v3_P07_ntnu-fjord_6_90-45_B0_f0_b01_20260808T035400Z,2026-08-08T11:54:00+08:00,ntnu:fjord_6:0002,ntnu,fjord_6,90.0,135.0,B0_native_vins_origin_v1,1,b01,b01,,B0_NATIVE_DATA:ntnu:fjord_6:0002,B0_NATIVE_DATA_IDENTITY_V1,363092795da018d02beeaf428a0c81179c5249c8f37b830b7ea79b3147a97f9d,,,,,logs/ntnu_vins/origin_klt_every2_p07_backend_ntnu-fjord_6-0002_b0_b01_20260808T035400Z,papers/ieee_sensors_journal_experiments/p07/backend_attempts/queue_067_isj-nativeq-v3_P07_ntnu-fjord_6_90-45_B0_f0_b01_20260808T035400Z_attempt01,PLANNED,1d032e4d43b2a647626b40cef906144dcceab523126bfee3b345b05b4efb578d,a4a9fd20541be949ab78e584e1e5ccd4346c049dba79962112f6d1e8e7b8533e,BACKEND_QUEUE_FROZEN_BEFORE_P07_TRAJECTORY_OUTCOME
isj-p07-backend-run-allocation-v1,68,isj-nativeq-v3_P07_ntnu-fjord_6_90-45_B0_f0_b02_20260808T035400Z,2026-08-08T11:54:00+08:00,ntnu:fjord_6:0002,ntnu,fjord_6,90.0,135.0,B0_native_vins_origin_v1,2,b02,b02,,B0_NATIVE_DATA:ntnu:fjord_6:0002,B0_NATIVE_DATA_IDENTITY_V1,363092795da018d02beeaf428a0c81179c5249c8f37b830b7ea79b3147a97f9d,,,,,logs/ntnu_vins/origin_klt_every2_p07_backend_ntnu-fjord_6-0002_b0_b02_20260808T035400Z,papers/ieee_sensors_journal_experiments/p07/backend_attempts/queue_068_isj-nativeq-v3_P07_ntnu-fjord_6_90-45_B0_f0_b02_20260808T035400Z_attempt01,PLANNED,1d032e4d43b2a647626b40cef906144dcceab523126bfee3b345b05b4efb578d,a4a9fd20541be949ab78e584e1e5ccd4346c049dba79962112f6d1e8e7b8533e,BACKEND_QUEUE_FROZEN_BEFORE_P07_TRAJECTORY_OUTCOME
isj-p07-backend-run-allocation-v1,69,isj-nativeq-v3_P07_ntnu-fjord_6_90-45_B0_f0_b03_20260808T035400Z,2026-08-08T11:54:00+08:00,ntnu:fjord_6:0002,ntnu,fjord_6,90.0,135.0,B0_native_vins_origin_v1,3,b03,b03,,B0_NATIVE_DATA:ntnu:fjord_6:0002,B0_NATIVE_DATA_IDENTITY_V1,363092795da018d02beeaf428a0c81179c5249c8f37b830b7ea79b3147a97f9d,,,,,logs/ntnu_vins/origin_klt_every2_p07_backend_ntnu-fjord_6-0002_b0_b03_20260808T035400Z,papers/ieee_sensors_journal_experiments/p07/backend_attempts/queue_069_isj-nativeq-v3_P07_ntnu-fjord_6_90-45_B0_f0_b03_20260808T035400Z_attempt01,PLANNED,1d032e4d43b2a647626b40cef906144dcceab523126bfee3b345b05b4efb578d,a4a9fd20541be949ab78e584e1e5ccd4346c049dba79962112f6d1e8e7b8533e,BACKEND_QUEUE_FROZEN_BEFORE_P07_TRAJECTORY_OUTCOME
isj-p07-backend-run-allocation-v1,70,isj-nativeq-v3_P07_ntnu-fjord_6_90-45_M_f0_b01_20260808T035400Z,2026-08-08T11:54:00+08:00,ntnu:fjord_6:0002,ntnu,fjord_6,90.0,135.0,M_xfeat_pairwise_nativeq_v1,1,b01,b01,18,isj-nativeq-v3_P07_ntnu-fjord_6_90-135_M_f0_b00_20260806T084500Z,CANONICAL_FRONTEND_COMPLETED_V1,241576676768b3d8ba5c1b75119497fbb558a7aa8b6720b5c3f096f0ebe115a2,logs/ntnu_vins/external_xfeat_every2_isj_p07_ntnu_fjord_6_0002_m_attempt01/features.bag,089916093ec56b1ec429a6274ad05c59290eea9e446cc165eb6743f8f46edb5b,logs/ntnu_vins/external_xfeat_every2_isj_p07_ntnu_fjord_6_0002_m_attempt01/features.bag.p05-xfeat-contract.json,f0b20681ea6e19f187bf273777e31110e8da4de322a0983d90ef947ab6b4ec4e,logs/ntnu_vins/external_xfeat_every2_p07_backend_ntnu-fjord_6-0002_m_b01_20260808T035400Z,papers/ieee_sensors_journal_experiments/p07/backend_attempts/queue_070_isj-nativeq-v3_P07_ntnu-fjord_6_90-45_M_f0_b01_20260808T035400Z_attempt01,PLANNED,1d032e4d43b2a647626b40cef906144dcceab523126bfee3b345b05b4efb578d,a4a9fd20541be949ab78e584e1e5ccd4346c049dba79962112f6d1e8e7b8533e,BACKEND_QUEUE_FROZEN_BEFORE_P07_TRAJECTORY_OUTCOME
isj-p07-backend-run-allocation-v1,71,isj-nativeq-v3_P07_ntnu-fjord_6_90-45_M_f0_b02_20260808T035400Z,2026-08-08T11:54:00+08:00,ntnu:fjord_6:0002,ntnu,fjord_6,90.0,135.0,M_xfeat_pairwise_nativeq_v1,2,b02,b02,18,isj-nativeq-v3_P07_ntnu-fjord_6_90-135_M_f0_b00_20260806T084500Z,CANONICAL_FRONTEND_COMPLETED_V1,241576676768b3d8ba5c1b75119497fbb558a7aa8b6720b5c3f096f0ebe115a2,logs/ntnu_vins/external_xfeat_every2_isj_p07_ntnu_fjord_6_0002_m_attempt01/features.bag,089916093ec56b1ec429a6274ad05c59290eea9e446cc165eb6743f8f46edb5b,logs/ntnu_vins/external_xfeat_every2_isj_p07_ntnu_fjord_6_0002_m_attempt01/features.bag.p05-xfeat-contract.json,f0b20681ea6e19f187bf273777e31110e8da4de322a0983d90ef947ab6b4ec4e,logs/ntnu_vins/external_xfeat_every2_p07_backend_ntnu-fjord_6-0002_m_b02_20260808T035400Z,papers/ieee_sensors_journal_experiments/p07/backend_attempts/queue_071_isj-nativeq-v3_P07_ntnu-fjord_6_90-45_M_f0_b02_20260808T035400Z_attempt01,PLANNED,1d032e4d43b2a647626b40cef906144dcceab523126bfee3b345b05b4efb578d,a4a9fd20541be949ab78e584e1e5ccd4346c049dba79962112f6d1e8e7b8533e,BACKEND_QUEUE_FROZEN_BEFORE_P07_TRAJECTORY_OUTCOME
isj-p07-backend-run-allocation-v1,72,isj-nativeq-v3_P07_ntnu-fjord_6_90-45_M_f0_b03_20260808T035400Z,2026-08-08T11:54:00+08:00,ntnu:fjord_6:0002,ntnu,fjord_6,90.0,135.0,M_xfeat_pairwise_nativeq_v1,3,b03,b03,18,isj-nativeq-v3_P07_ntnu-fjord_6_90-135_M_f0_b00_20260806T084500Z,CANONICAL_FRONTEND_COMPLETED_V1,241576676768b3d8ba5c1b75119497fbb558a7aa8b6720b5c3f096f0ebe115a2,logs/ntnu_vins/external_xfeat_every2_isj_p07_ntnu_fjord_6_0002_m_attempt01/features.bag,089916093ec56b1ec429a6274ad05c59290eea9e446cc165eb6743f8f46edb5b,logs/ntnu_vins/external_xfeat_every2_isj_p07_ntnu_fjord_6_0002_m_attempt01/features.bag.p05-xfeat-contract.json,f0b20681ea6e19f187bf273777e31110e8da4de322a0983d90ef947ab6b4ec4e,logs/ntnu_vins/external_xfeat_every2_p07_backend_ntnu-fjord_6-0002_m_b03_20260808T035400Z,papers/ieee_sensors_journal_experiments/p07/backend_attempts/queue_072_isj-nativeq-v3_P07_ntnu-fjord_6_90-45_M_f0_b03_20260808T035400Z_attempt01,PLANNED,1d032e4d43b2a647626b40cef906144dcceab523126bfee3b345b05b4efb578d,a4a9fd20541be949ab78e584e1e5ccd4346c049dba79962112f6d1e8e7b8533e,BACKEND_QUEUE_FROZEN_BEFORE_P07_TRAJECTORY_OUTCOME
isj-p07-backend-run-allocation-v1,73,isj-nativeq-v3_P07_aqualoc_archaeology-A03_900-1800_P_f0_b01_20260808T035400Z,2026-08-08T11:54:00+08:00,aqualoc_archaeology:A03:0001,aqualoc_archaeology,A03,45.0,90.0,P_legacy_nativeq_xfeat_seedchain_v3,1,b01,b01,19,isj-nativeq-v3_P07_aqualoc_archaeology-A03_900-1800_P_f0_b00_20260806T084500Z,CANONICAL_FRONTEND_COMPLETED_V1,125301f25d12334caccdf7899b7dd9077f828fe784f6027b164a9e7a6f09aebf,logs/aqualoc_archaeo_vins/external_klt_every2_isj_p07_aqualoc_archaeology_a03_0001_p_attempt01_klt_safe_fallback/features.bag,99f56ac805ad9c67b926442b5400a2b3bbed10fea29517ba51db5e48ea51b567,logs/aqualoc_archaeo_vins/external_klt_every2_isj_p07_aqualoc_archaeology_a03_0001_p_attempt01_klt_safe_fallback/features.bag.quality-contract.json,790e3fa6d2e5618864bcff15e00f660f3b248d880e6b3b82c06ea4e647bb4569,logs/aqualoc_archaeo_vins/external_klt_every2_p07_backend_aqualoc_archaeology-A03-0001_p_b01_20260808T035400Z,papers/ieee_sensors_journal_experiments/p07/backend_attempts/queue_073_isj-nativeq-v3_P07_aqualoc_archaeology-A03_900-1800_P_f0_b01_20260808T035400Z_attempt01,PLANNED,1d032e4d43b2a647626b40cef906144dcceab523126bfee3b345b05b4efb578d,a4a9fd20541be949ab78e584e1e5ccd4346c049dba79962112f6d1e8e7b8533e,BACKEND_QUEUE_FROZEN_BEFORE_P07_TRAJECTORY_OUTCOME
isj-p07-backend-run-allocation-v1,74,isj-nativeq-v3_P07_aqualoc_archaeology-A03_900-1800_P_f0_b02_20260808T035400Z,2026-08-08T11:54:00+08:00,aqualoc_archaeology:A03:0001,aqualoc_archaeology,A03,45.0,90.0,P_legacy_nativeq_xfeat_seedchain_v3,2,b02,b02,19,isj-nativeq-v3_P07_aqualoc_archaeology-A03_900-1800_P_f0_b00_20260806T084500Z,CANONICAL_FRONTEND_COMPLETED_V1,125301f25d12334caccdf7899b7dd9077f828fe784f6027b164a9e7a6f09aebf,logs/aqualoc_archaeo_vins/external_klt_every2_isj_p07_aqualoc_archaeology_a03_0001_p_attempt01_klt_safe_fallback/features.bag,99f56ac805ad9c67b926442b5400a2b3bbed10fea29517ba51db5e48ea51b567,logs/aqualoc_archaeo_vins/external_klt_every2_isj_p07_aqualoc_archaeology_a03_0001_p_attempt01_klt_safe_fallback/features.bag.quality-contract.json,790e3fa6d2e5618864bcff15e00f660f3b248d880e6b3b82c06ea4e647bb4569,logs/aqualoc_archaeo_vins/external_klt_every2_p07_backend_aqualoc_archaeology-A03-0001_p_b02_20260808T035400Z,papers/ieee_sensors_journal_experiments/p07/backend_attempts/queue_074_isj-nativeq-v3_P07_aqualoc_archaeology-A03_900-1800_P_f0_b02_20260808T035400Z_attempt01,PLANNED,1d032e4d43b2a647626b40cef906144dcceab523126bfee3b345b05b4efb578d,a4a9fd20541be949ab78e584e1e5ccd4346c049dba79962112f6d1e8e7b8533e,BACKEND_QUEUE_FROZEN_BEFORE_P07_TRAJECTORY_OUTCOME
isj-p07-backend-run-allocation-v1,75,isj-nativeq-v3_P07_aqualoc_archaeology-A03_900-1800_P_f0_b03_20260808T035400Z,2026-08-08T11:54:00+08:00,aqualoc_archaeology:A03:0001,aqualoc_archaeology,A03,45.0,90.0,P_legacy_nativeq_xfeat_seedchain_v3,3,b03,b03,19,isj-nativeq-v3_P07_aqualoc_archaeology-A03_900-1800_P_f0_b00_20260806T084500Z,CANONICAL_FRONTEND_COMPLETED_V1,125301f25d12334caccdf7899b7dd9077f828fe784f6027b164a9e7a6f09aebf,logs/aqualoc_archaeo_vins/external_klt_every2_isj_p07_aqualoc_archaeology_a03_0001_p_attempt01_klt_safe_fallback/features.bag,99f56ac805ad9c67b926442b5400a2b3bbed10fea29517ba51db5e48ea51b567,logs/aqualoc_archaeo_vins/external_klt_every2_isj_p07_aqualoc_archaeology_a03_0001_p_attempt01_klt_safe_fallback/features.bag.quality-contract.json,790e3fa6d2e5618864bcff15e00f660f3b248d880e6b3b82c06ea4e647bb4569,logs/aqualoc_archaeo_vins/external_klt_every2_p07_backend_aqualoc_archaeology-A03-0001_p_b03_20260808T035400Z,papers/ieee_sensors_journal_experiments/p07/backend_attempts/queue_075_isj-nativeq-v3_P07_aqualoc_archaeology-A03_900-1800_P_f0_b03_20260808T035400Z_attempt01,PLANNED,1d032e4d43b2a647626b40cef906144dcceab523126bfee3b345b05b4efb578d,a4a9fd20541be949ab78e584e1e5ccd4346c049dba79962112f6d1e8e7b8533e,BACKEND_QUEUE_FROZEN_BEFORE_P07_TRAJECTORY_OUTCOME
isj-p07-backend-run-allocation-v1,76,isj-nativeq-v3_P07_aqualoc_archaeology-A03_900-1800_M_f0_b01_20260808T035400Z,2026-08-08T11:54:00+08:00,aqualoc_archaeology:A03:0001,aqualoc_archaeology,A03,45.0,90.0,M_xfeat_pairwise_nativeq_v1,1,b01,b01,20,isj-nativeq-v3_P07_aqualoc_archaeology-A03_900-1800_M_f0_b00_20260806T084500Z,CANONICAL_FRONTEND_COMPLETED_V1,fd00587a05d929d57825a57c31996448ba13c955d9ce2dc0a77e2063e784ae06,logs/aqualoc_archaeo_vins/external_xfeat_every2_isj_p07_aqualoc_archaeology_a03_0001_m_attempt01/features.bag,b53d24cc55022174e88ab003db22ffad44211ecfd23790b50981b6f703718c10,logs/aqualoc_archaeo_vins/external_xfeat_every2_isj_p07_aqualoc_archaeology_a03_0001_m_attempt01/features.bag.p05-xfeat-contract.json,a79339f83f3254ac2b402490cbe41997a340d3607ad3d6f5ec296fce49e660b4,logs/aqualoc_archaeo_vins/external_xfeat_every2_p07_backend_aqualoc_archaeology-A03-0001_m_b01_20260808T035400Z,papers/ieee_sensors_journal_experiments/p07/backend_attempts/queue_076_isj-nativeq-v3_P07_aqualoc_archaeology-A03_900-1800_M_f0_b01_20260808T035400Z_attempt01,PLANNED,1d032e4d43b2a647626b40cef906144dcceab523126bfee3b345b05b4efb578d,a4a9fd20541be949ab78e584e1e5ccd4346c049dba79962112f6d1e8e7b8533e,BACKEND_QUEUE_FROZEN_BEFORE_P07_TRAJECTORY_OUTCOME
isj-p07-backend-run-allocation-v1,77,isj-nativeq-v3_P07_aqualoc_archaeology-A03_900-1800_M_f0_b02_20260808T035400Z,2026-08-08T11:54:00+08:00,aqualoc_archaeology:A03:0001,aqualoc_archaeology,A03,45.0,90.0,M_xfeat_pairwise_nativeq_v1,2,b02,b02,20,isj-nativeq-v3_P07_aqualoc_archaeology-A03_900-1800_M_f0_b00_20260806T084500Z,CANONICAL_FRONTEND_COMPLETED_V1,fd00587a05d929d57825a57c31996448ba13c955d9ce2dc0a77e2063e784ae06,logs/aqualoc_archaeo_vins/external_xfeat_every2_isj_p07_aqualoc_archaeology_a03_0001_m_attempt01/features.bag,b53d24cc55022174e88ab003db22ffad44211ecfd23790b50981b6f703718c10,logs/aqualoc_archaeo_vins/external_xfeat_every2_isj_p07_aqualoc_archaeology_a03_0001_m_attempt01/features.bag.p05-xfeat-contract.json,a79339f83f3254ac2b402490cbe41997a340d3607ad3d6f5ec296fce49e660b4,logs/aqualoc_archaeo_vins/external_xfeat_every2_p07_backend_aqualoc_archaeology-A03-0001_m_b02_20260808T035400Z,papers/ieee_sensors_journal_experiments/p07/backend_attempts/queue_077_isj-nativeq-v3_P07_aqualoc_archaeology-A03_900-1800_M_f0_b02_20260808T035400Z_attempt01,PLANNED,1d032e4d43b2a647626b40cef906144dcceab523126bfee3b345b05b4efb578d,a4a9fd20541be949ab78e584e1e5ccd4346c049dba79962112f6d1e8e7b8533e,BACKEND_QUEUE_FROZEN_BEFORE_P07_TRAJECTORY_OUTCOME
isj-p07-backend-run-allocation-v1,78,isj-nativeq-v3_P07_aqualoc_archaeology-A03_900-1800_M_f0_b03_20260808T035400Z,2026-08-08T11:54:00+08:00,aqualoc_archaeology:A03:0001,aqualoc_archaeology,A03,45.0,90.0,M_xfeat_pairwise_nativeq_v1,3,b03,b03,20,isj-nativeq-v3_P07_aqualoc_archaeology-A03_900-1800_M_f0_b00_20260806T084500Z,CANONICAL_FRONTEND_COMPLETED_V1,fd00587a05d929d57825a57c31996448ba13c955d9ce2dc0a77e2063e784ae06,logs/aqualoc_archaeo_vins/external_xfeat_every2_isj_p07_aqualoc_archaeology_a03_0001_m_attempt01/features.bag,b53d24cc55022174e88ab003db22ffad44211ecfd23790b50981b6f703718c10,logs/aqualoc_archaeo_vins/external_xfeat_every2_isj_p07_aqualoc_archaeology_a03_0001_m_attempt01/features.bag.p05-xfeat-contract.json,a79339f83f3254ac2b402490cbe41997a340d3607ad3d6f5ec296fce49e660b4,logs/aqualoc_archaeo_vins/external_xfeat_every2_p07_backend_aqualoc_archaeology-A03-0001_m_b03_20260808T035400Z,papers/ieee_sensors_journal_experiments/p07/backend_attempts/queue_078_isj-nativeq-v3_P07_aqualoc_archaeology-A03_900-1800_M_f0_b03_20260808T035400Z_attempt01,PLANNED,1d032e4d43b2a647626b40cef906144dcceab523126bfee3b345b05b4efb578d,a4a9fd20541be949ab78e584e1e5ccd4346c049dba79962112f6d1e8e7b8533e,BACKEND_QUEUE_FROZEN_BEFORE_P07_TRAJECTORY_OUTCOME
isj-p07-backend-run-allocation-v1,79,isj-nativeq-v3_P07_aqualoc_archaeology-A03_900-1800_B1_f0_b01_20260808T035400Z,2026-08-08T11:54:00+08:00,aqualoc_archaeology:A03:0001,aqualoc_archaeology,A03,45.0,90.0,B1_klt_nativeq_v3,1,b01,b01,21,isj-nativeq-v3_P07_aqualoc_archaeology-A03_900-1800_B1_f0_b00_20260806T084500Z,CANONICAL_FRONTEND_COMPLETED_V1,c20cbc2ea98fbc88a5adcfc0a298c090c406c41f05e1f3d07240e1a643d9f2ce,logs/aqualoc_archaeo_vins/external_klt_every2_isj_p07_aqualoc_archaeology_a03_0001_b1_attempt01/features.bag,99f56ac805ad9c67b926442b5400a2b3bbed10fea29517ba51db5e48ea51b567,logs/aqualoc_archaeo_vins/external_klt_every2_isj_p07_aqualoc_archaeology_a03_0001_b1_attempt01/features.bag.quality-contract.json,f61a26d5700810487183a5809717dba3db1ff68389a82c4ce3440947cd0b5533,logs/aqualoc_archaeo_vins/external_klt_every2_p07_backend_aqualoc_archaeology-A03-0001_b1_b01_20260808T035400Z,papers/ieee_sensors_journal_experiments/p07/backend_attempts/queue_079_isj-nativeq-v3_P07_aqualoc_archaeology-A03_900-1800_B1_f0_b01_20260808T035400Z_attempt01,PLANNED,1d032e4d43b2a647626b40cef906144dcceab523126bfee3b345b05b4efb578d,a4a9fd20541be949ab78e584e1e5ccd4346c049dba79962112f6d1e8e7b8533e,BACKEND_QUEUE_FROZEN_BEFORE_P07_TRAJECTORY_OUTCOME
