window_id,dataset_family,sequence,window_start,window_end,texture_stratum,split_role,p_run_id,p_run_dir,p_feature_bag_path,p_feature_bag_size_bytes,p_feature_bag_sha256,b1_run_id,b1_run_dir,b1_feature_bag_path,b1_feature_bag_size_bytes,b1_feature_bag_sha256,byte_identical,p_accepted_lineage_count,p_action,p_zero_action_identity_status,d_resolution,d_status,d_resolution_evidence_path,p_audit_evidence_path,p_input_hash_manifest,p_input_hash_manifest_sha256,p_output_hash_manifest,p_output_hash_manifest_sha256,b1_input_hash_manifest,b1_input_hash_manifest_sha256,b1_output_hash_manifest,b1_output_hash_manifest_sha256,output_manifest_feature_bag_bindings_verified,trajectory_outcome_read
aqualoc_archaeology:A10:0013,aqualoc_archaeology,A10,11700,12600,low,HISTORY_EXCLUDED_WINDOW_WITHIN_DEVELOPMENT_EXPOSED_SEQUENCE,isj-nativeq-v3_P07_aqualoc_archaeology-A10_11700-12600_P_f0_b00_20260806T084500Z,logs/aqualoc_archaeo_vins/external_klt_every2_isj_p07_aqualoc_archaeology_a10_0013_p_attempt01_klt_safe_fallback,logs/aqualoc_archaeo_vins/external_klt_every2_isj_p07_aqualoc_archaeology_a10_0013_p_attempt01_klt_safe_fallback/features.bag,13728676,97a6c7b04fc9ea40b4de1a7984c47528a3957e91b1781e567ff97be68a6838cf,isj-nativeq-v3_P07_aqualoc_archaeology-A10_11700-12600_B1_f0_b00_20260806T084500Z,logs/aqualoc_archaeo_vins/external_klt_every2_isj_p07_aqualoc_archaeology_a10_0013_b1_attempt01,logs/aqualoc_archaeo_vins/external_klt_every2_isj_p07_aqualoc_archaeology_a10_0013_b1_attempt01/features.bag,13728676,97a6c7b04fc9ea40b4de1a7984c47528a3957e91b1781e567ff97be68a6838cf,TRUE,0,ZERO_ACTION,PASS_BYTE_IDENTICAL_TO_B1,NOT_APPLICABLE,PASS_NOT_APPLICABLE,papers/ieee_sensors_journal_experiments/p07/d_resolutions/aqualoc_archaeology_a10_0013_not_applicable_v2.json,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_031_isj_p07_aqualoc_archaeology_a10_0013_p_attempt01/audit_v4.json,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_031_isj_p07_aqualoc_archaeology_a10_0013_p_attempt01/input_hash_manifest.sha256,097743847f285a563ee60fbea1b98398c05f0757cc1ef35a1c966a44c34c65fa,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_031_isj_p07_aqualoc_archaeology_a10_0013_p_attempt01/output_hash_manifest.sha256,883e1b007fdf0d8a670b08b204fb5d219a1122e41b0caaa3425420b54958ffdf,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_033_isj_p07_aqualoc_archaeology_a10_0013_b1_attempt01/input_hash_manifest.sha256,097743847f285a563ee60fbea1b98398c05f0757cc1ef35a1c966a44c34c65fa,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_033_isj_p07_aqualoc_archaeology_a10_0013_b1_attempt01/output_hash_manifest.sha256,ee588b3aca574673efd609f473c2a34d55f0b1639cc6214cf0d30f32df828854,TRUE,FALSE
aqualoc_harbor:H01:0000,aqualoc_harbor,H01,0,900,normal,HISTORY_EXCLUDED_WINDOW_WITHIN_DEVELOPMENT_EXPOSED_SEQUENCE,isj-nativeq-v3_P07_aqualoc_harbor-H01_0-900_P_f0_b00_20260806T084500Z,logs/aqualoc_real_vins/external_klt_every2_isj_p07_aqualoc_harbor_h01_0000_p_attempt01_klt_safe_fallback,logs/aqualoc_real_vins/external_klt_every2_isj_p07_aqualoc_harbor_h01_0000_p_attempt01_klt_safe_fallback/features.bag,13820935,c36af68acfca37c233427b7b0183340d8bf367e5c996f2f79dcfe40d9601273c,isj-nativeq-v3_P07_aqualoc_harbor-H01_0-900_B1_f0_b00_20260806T084500Z,logs/aqualoc_real_vins/external_klt_every2_isj_p07_aqualoc_harbor_h01_0000_b1_attempt01,logs/aqualoc_real_vins/external_klt_every2_isj_p07_aqualoc_harbor_h01_0000_b1_attempt01/features.bag,13820935,c36af68acfca37c233427b7b0183340d8bf367e5c996f2f79dcfe40d9601273c,TRUE,0,ZERO_ACTION,PASS_BYTE_IDENTICAL_TO_B1,NOT_APPLICABLE,PASS_NOT_APPLICABLE,papers/ieee_sensors_journal_experiments/p07/d_resolutions/aqualoc_harbor_h01_0000_not_applicable_v2.json,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_027_isj_p07_aqualoc_harbor_h01_0000_p_attempt01/audit_v3.json,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_027_isj_p07_aqualoc_harbor_h01_0000_p_attempt01/input_hash_manifest.sha256,75cc8f592120b4ca3acd7e766b0d3935ff9077921c4a4c91ed035e45b152b199,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_027_isj_p07_aqualoc_harbor_h01_0000_p_attempt01/output_hash_manifest.sha256,17ddb64d8fa71943b9ce5d0aace2aeb97bf3c3971684a2d1feca82ac663d5910,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_025_isj_p07_aqualoc_harbor_h01_0000_b1_attempt01/input_hash_manifest.sha256,75cc8f592120b4ca3acd7e766b0d3935ff9077921c4a4c91ed035e45b152b199,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_025_isj_p07_aqualoc_harbor_h01_0000_b1_attempt01/output_hash_manifest.sha256,15419c707c49f789abb6ea4b3d7ef782d7ce198e9cdb20a04943ba55835bcbf0,TRUE,FALSE
aqualoc_harbor:H02:0007,aqualoc_harbor,H02,6300,7200,low,HISTORY_EXCLUDED_WINDOW_WITHIN_DEVELOPMENT_EXPOSED_SEQUENCE,isj-nativeq-v3_P07_aqualoc_harbor-H02_6300-7200_P_f0_b00_20260806T084500Z,logs/aqualoc_real_vins/external_klt_every2_isj_p07_aqualoc_harbor_h02_0007_p_attempt01_klt_safe_fallback,logs/aqualoc_real_vins/external_klt_every2_isj_p07_aqualoc_harbor_h02_0007_p_attempt01_klt_safe_fallback/features.bag,13837699,73661767f2acb42b07582adf0ee6cec1f2ea21117c3056065d0d68291addb0bc,isj-nativeq-v3_P07_aqualoc_harbor-H02_6300-7200_B1_f0_b00_20260806T084500Z,logs/aqualoc_real_vins/external_klt_every2_isj_p07_aqualoc_harbor_h02_0007_b1_attempt01,logs/aqualoc_real_vins/external_klt_every2_isj_p07_aqualoc_harbor_h02_0007_b1_attempt01/features.bag,13837699,73661767f2acb42b07582adf0ee6cec1f2ea21117c3056065d0d68291addb0bc,TRUE,0,ZERO_ACTION,PASS_BYTE_IDENTICAL_TO_B1,NOT_APPLICABLE,PASS_NOT_APPLICABLE,papers/ieee_sensors_journal_experiments/p07/d_resolutions/aqualoc_harbor_h02_0007_not_applicable_v2.json,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_035_isj_p07_aqualoc_harbor_h02_0007_p_attempt01/audit_v4.json,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_035_isj_p07_aqualoc_harbor_h02_0007_p_attempt01/input_hash_manifest.sha256,097743847f285a563ee60fbea1b98398c05f0757cc1ef35a1c966a44c34c65fa,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_035_isj_p07_aqualoc_harbor_h02_0007_p_attempt01/output_hash_manifest.sha256,f44305009a0f135768aa2b9d9fa3c220fdf6ae31bcce054a2eebe29cb5edc427,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_036_isj_p07_aqualoc_harbor_h02_0007_b1_attempt01/input_hash_manifest.sha256,097743847f285a563ee60fbea1b98398c05f0757cc1ef35a1c966a44c34c65fa,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_036_isj_p07_aqualoc_harbor_h02_0007_b1_attempt01/output_hash_manifest.sha256,3ab3aaaa25386632ea5de77a0611aa055210b83db145142e7eeca806f547d418,TRUE,FALSE
aqualoc_harbor:H03:0001,aqualoc_harbor,H03,900,1800,normal,SEQUENCE_UNSEEN_OUTCOME_BLIND_WINDOW,isj-nativeq-v3_P07_aqualoc_harbor-H03_900-1800_P_f0_b00_20260806T084500Z,logs/aqualoc_real_vins/external_klt_every2_isj_p07_aqualoc_harbor_h03_0001_p_attempt01_klt_safe_fallback,logs/aqualoc_real_vins/external_klt_every2_isj_p07_aqualoc_harbor_h03_0001_p_attempt01_klt_safe_fallback/features.bag,13837699,92fbbbee4fc93666e3a5d70319dbe082307adabc35fcbd16310d233ecad9e8ca,isj-nativeq-v3_P07_aqualoc_harbor-H03_900-1800_B1_f0_b00_20260806T084500Z,logs/aqualoc_real_vins/external_klt_every2_isj_p07_aqualoc_harbor_h03_0001_b1_attempt01,logs/aqualoc_real_vins/external_klt_every2_isj_p07_aqualoc_harbor_h03_0001_b1_attempt01/features.bag,13837699,92fbbbee4fc93666e3a5d70319dbe082307adabc35fcbd16310d233ecad9e8ca,TRUE,0,ZERO_ACTION,PASS_BYTE_IDENTICAL_TO_B1,NOT_APPLICABLE,PASS_NOT_APPLICABLE,papers/ieee_sensors_journal_experiments/p07/d_resolutions/aqualoc_harbor_h03_0001_not_applicable_v2.json,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_043_isj_p07_aqualoc_harbor_h03_0001_p_attempt01/audit_v4.json,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_043_isj_p07_aqualoc_harbor_h03_0001_p_attempt01/input_hash_manifest.sha256,097743847f285a563ee60fbea1b98398c05f0757cc1ef35a1c966a44c34c65fa,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_043_isj_p07_aqualoc_harbor_h03_0001_p_attempt01/output_hash_manifest.sha256,601320dc20ecbaf8740be5248953844e09a67df4041531cca0e27af5c4e0c956,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_045_isj_p07_aqualoc_harbor_h03_0001_b1_attempt01/input_hash_manifest.sha256,097743847f285a563ee60fbea1b98398c05f0757cc1ef35a1c966a44c34c65fa,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_045_isj_p07_aqualoc_harbor_h03_0001_b1_attempt01/output_hash_manifest.sha256,1e6678adab1f74959ba48f25398dea6e7af4eb77f06d088352a52eb1c6de5028,TRUE,FALSE
aqualoc_harbor:H04:0003,aqualoc_harbor,H04,2700,3600,normal,HISTORY_EXCLUDED_WINDOW_WITHIN_DEVELOPMENT_EXPOSED_SEQUENCE,isj-nativeq-v3_P07_aqualoc_harbor-H04_2700-3600_P_f0_b00_20260806T084500Z,logs/aqualoc_real_vins/external_klt_every2_isj_p07_aqualoc_harbor_h04_0003_p_attempt01_klt_safe_fallback,logs/aqualoc_real_vins/external_klt_every2_isj_p07_aqualoc_harbor_h04_0003_p_attempt01_klt_safe_fallback/features.bag,13837699,f76f6fcf2df643077e5c85c4c89fb94188b3b908a56502307fc3e417959dfa62,isj-nativeq-v3_P07_aqualoc_harbor-H04_2700-3600_B1_f0_b00_20260806T084500Z,logs/aqualoc_real_vins/external_klt_every2_isj_p07_aqualoc_harbor_h04_0003_b1_attempt01,logs/aqualoc_real_vins/external_klt_every2_isj_p07_aqualoc_harbor_h04_0003_b1_attempt01/features.bag,13837699,f76f6fcf2df643077e5c85c4c89fb94188b3b908a56502307fc3e417959dfa62,TRUE,0,ZERO_ACTION,PASS_BYTE_IDENTICAL_TO_B1,NOT_APPLICABLE,PASS_NOT_APPLICABLE,papers/ieee_sensors_journal_experiments/p07/d_resolutions/aqualoc_harbor_h04_0003_not_applicable_v2.json,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_053_isj_p07_aqualoc_harbor_h04_0003_p_attempt01/audit_v4.json,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_053_isj_p07_aqualoc_harbor_h04_0003_p_attempt01/input_hash_manifest.sha256,097743847f285a563ee60fbea1b98398c05f0757cc1ef35a1c966a44c34c65fa,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_053_isj_p07_aqualoc_harbor_h04_0003_p_attempt01/output_hash_manifest.sha256,44868b6fc11b89169bfe049304abb7c3c544a98a35e76135fc623d0da1298101,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_052_isj_p07_aqualoc_harbor_h04_0003_b1_attempt01/input_hash_manifest.sha256,097743847f285a563ee60fbea1b98398c05f0757cc1ef35a1c966a44c34c65fa,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_052_isj_p07_aqualoc_harbor_h04_0003_b1_attempt01/output_hash_manifest.sha256,5b3f626ec8ddc0443120de9c54fe0e454cfa30b9e36ee2de63553d52d92dbfc7,TRUE,FALSE
aqualoc_harbor:H05:0002,aqualoc_harbor,H05,1800,2700,normal,HISTORY_EXCLUDED_WINDOW_WITHIN_DEVELOPMENT_EXPOSED_SEQUENCE,isj-nativeq-v3_P07_aqualoc_harbor-H05_1800-2700_P_f0_b00_20260806T084500Z,logs/aqualoc_real_vins/external_klt_every2_isj_p07_aqualoc_harbor_h05_0002_p_attempt01_klt_safe_fallback,logs/aqualoc_real_vins/external_klt_every2_isj_p07_aqualoc_harbor_h05_0002_p_attempt01_klt_safe_fallback/features.bag,13837699,dd43658fb6848796a577b51dad278985d547d66f023cc56f70d9d8225a481788,isj-nativeq-v3_P07_aqualoc_harbor-H05_1800-2700_B1_f0_b00_20260806T084500Z,logs/aqualoc_real_vins/external_klt_every2_isj_p07_aqualoc_harbor_h05_0002_b1_attempt01,logs/aqualoc_real_vins/external_klt_every2_isj_p07_aqualoc_harbor_h05_0002_b1_attempt01/features.bag,13837699,dd43658fb6848796a577b51dad278985d547d66f023cc56f70d9d8225a481788,TRUE,0,ZERO_ACTION,PASS_BYTE_IDENTICAL_TO_B1,NOT_APPLICABLE,PASS_NOT_APPLICABLE,papers/ieee_sensors_journal_experiments/p07/d_resolutions/aqualoc_harbor_h05_0002_not_applicable_v2.json,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_007_isj_p07_aqualoc_harbor_h05_0002_p_attempt01/audit_v3.json,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_007_isj_p07_aqualoc_harbor_h05_0002_p_attempt01/input_hash_manifest.sha256,75cc8f592120b4ca3acd7e766b0d3935ff9077921c4a4c91ed035e45b152b199,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_007_isj_p07_aqualoc_harbor_h05_0002_p_attempt01/output_hash_manifest.sha256,619bdf653d4de388bb8f28f6f9d7104d7cfd9d96f5d10c180f9e79e27d5ac346,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_009_isj_p07_aqualoc_harbor_h05_0002_b1_attempt01/input_hash_manifest.sha256,75cc8f592120b4ca3acd7e766b0d3935ff9077921c4a4c91ed035e45b152b199,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_009_isj_p07_aqualoc_harbor_h05_0002_b1_attempt01/output_hash_manifest.sha256,26ec4ac2ca3bd5bdb5340c74a50b058ed0409af58a6c076ec5df92d91d113ecc,TRUE,FALSE
aqualoc_harbor:H06:0000,aqualoc_harbor,H06,0,900,normal,HISTORY_EXCLUDED_WINDOW_WITHIN_DEVELOPMENT_EXPOSED_SEQUENCE,isj-nativeq-v3_P07_aqualoc_harbor-H06_0-900_P_f0_b00_20260806T084500Z,logs/aqualoc_real_vins/external_klt_every2_isj_p07_aqualoc_harbor_h06_0000_p_attempt01_klt_safe_fallback,logs/aqualoc_real_vins/external_klt_every2_isj_p07_aqualoc_harbor_h06_0000_p_attempt01_klt_safe_fallback/features.bag,13823221,a5c0118891079a854badc0b1a5d0007b4e9d6d97c82d084a7406099b442a88ed,isj-nativeq-v3_P07_aqualoc_harbor-H06_0-900_B1_f0_b00_20260806T084500Z,logs/aqualoc_real_vins/external_klt_every2_isj_p07_aqualoc_harbor_h06_0000_b1_attempt01,logs/aqualoc_real_vins/external_klt_every2_isj_p07_aqualoc_harbor_h06_0000_b1_attempt01/features.bag,13823221,a5c0118891079a854badc0b1a5d0007b4e9d6d97c82d084a7406099b442a88ed,TRUE,0,ZERO_ACTION,PASS_BYTE_IDENTICAL_TO_B1,NOT_APPLICABLE,PASS_NOT_APPLICABLE,papers/ieee_sensors_journal_experiments/p07/d_resolutions/aqualoc_harbor_h06_0000_not_applicable_v2.json,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_015_isj_p07_aqualoc_harbor_h06_0000_p_attempt01/audit_v3.json,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_015_isj_p07_aqualoc_harbor_h06_0000_p_attempt01/input_hash_manifest.sha256,75cc8f592120b4ca3acd7e766b0d3935ff9077921c4a4c91ed035e45b152b199,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_015_isj_p07_aqualoc_harbor_h06_0000_p_attempt01/output_hash_manifest.sha256,f889f203594e2386b8f17babd9ec925c4a562f6c7322bda83039dd6b002f7fa7,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_013_isj_p07_aqualoc_harbor_h06_0000_b1_attempt01/input_hash_manifest.sha256,75cc8f592120b4ca3acd7e766b0d3935ff9077921c4a4c91ed035e45b152b199,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_013_isj_p07_aqualoc_harbor_h06_0000_b1_attempt01/output_hash_manifest.sha256,1d19317c1e31988c63d5b0aaa1f540ae6dba6c25faf5614db3d94c4dc3815fde,TRUE,FALSE
ntnu:fjord_6:0001,ntnu,fjord_6,45,90,normal,HISTORY_EXCLUDED_WINDOW_WITHIN_DEVELOPMENT_EXPOSED_SEQUENCE,isj-nativeq-v3_P07_ntnu-fjord_6_45-90_P_f0_b00_20260806T084500Z,logs/ntnu_vins/external_klt_every2_isj_p07_ntnu_fjord_6_0001_p_attempt01_klt_safe_fallback,logs/ntnu_vins/external_klt_every2_isj_p07_ntnu_fjord_6_0001_p_attempt01_klt_safe_fallback/features.bag,13694113,696df2e5521633af96906179b4d59b8bf70d68cc5153faa96094be3574e0ed6c,isj-nativeq-v3_P07_ntnu-fjord_6_45-90_B1_f0_b00_20260806T084500Z,logs/ntnu_vins/external_klt_every2_isj_p07_ntnu_fjord_6_0001_b1_attempt01,logs/ntnu_vins/external_klt_every2_isj_p07_ntnu_fjord_6_0001_b1_attempt01/features.bag,13694113,696df2e5521633af96906179b4d59b8bf70d68cc5153faa96094be3574e0ed6c,TRUE,0,ZERO_ACTION,PASS_BYTE_IDENTICAL_TO_B1,NOT_APPLICABLE,PASS_NOT_APPLICABLE,papers/ieee_sensors_journal_experiments/p07/d_resolutions/ntnu_fjord_6_0001_not_applicable_v2.json,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_011_isj_p07_ntnu_fjord_6_0001_p_attempt01/audit_v3.json,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_011_isj_p07_ntnu_fjord_6_0001_p_attempt01/input_hash_manifest.sha256,75cc8f592120b4ca3acd7e766b0d3935ff9077921c4a4c91ed035e45b152b199,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_011_isj_p07_ntnu_fjord_6_0001_p_attempt01/output_hash_manifest.sha256,f21b4c253401342dfa289463e7000bb05c3a421f3429df21e83dd59c65c4e7a7,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_012_isj_p07_ntnu_fjord_6_0001_b1_attempt01/input_hash_manifest.sha256,75cc8f592120b4ca3acd7e766b0d3935ff9077921c4a4c91ed035e45b152b199,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_012_isj_p07_ntnu_fjord_6_0001_b1_attempt01/output_hash_manifest.sha256,3d96d1329055e42ea491e3711fe8f6ee52eb4041f61d7e1b147cb084250ee531,TRUE,FALSE
ntnu:fjord_6:0002,ntnu,fjord_6,90,135,low,HISTORY_EXCLUDED_WINDOW_WITHIN_DEVELOPMENT_EXPOSED_SEQUENCE,isj-nativeq-v3_P07_ntnu-fjord_6_90-135_P_f0_b00_20260806T084500Z,logs/ntnu_vins/external_klt_every2_isj_p07_ntnu_fjord_6_0002_p_attempt01_klt_safe_fallback,logs/ntnu_vins/external_klt_every2_isj_p07_ntnu_fjord_6_0002_p_attempt01_klt_safe_fallback/features.bag,13694885,9fe13355b2a93e18fe792bc6b3f25740ca122c82d566bf5433efa708e4d696bf,isj-nativeq-v3_P07_ntnu-fjord_6_90-135_B1_f0_b00_20260806T084500Z,logs/ntnu_vins/external_klt_every2_isj_p07_ntnu_fjord_6_0002_b1_attempt01,logs/ntnu_vins/external_klt_every2_isj_p07_ntnu_fjord_6_0002_b1_attempt01/features.bag,13694885,9fe13355b2a93e18fe792bc6b3f25740ca122c82d566bf5433efa708e4d696bf,TRUE,0,ZERO_ACTION,PASS_BYTE_IDENTICAL_TO_B1,NOT_APPLICABLE,PASS_NOT_APPLICABLE,papers/ieee_sensors_journal_experiments/p07/d_resolutions/ntnu_fjord_6_0002_not_applicable_v2.json,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_017_isj_p07_ntnu_fjord_6_0002_p_attempt01/audit_v3.json,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_017_isj_p07_ntnu_fjord_6_0002_p_attempt01/input_hash_manifest.sha256,75cc8f592120b4ca3acd7e766b0d3935ff9077921c4a4c91ed035e45b152b199,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_017_isj_p07_ntnu_fjord_6_0002_p_attempt01/output_hash_manifest.sha256,26bf533c892287f22e80aa64934d0b632de74ea23753c2ead979d05e8dd30fa5,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_016_isj_p07_ntnu_fjord_6_0002_b1_attempt01/input_hash_manifest.sha256,75cc8f592120b4ca3acd7e766b0d3935ff9077921c4a4c91ed035e45b152b199,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_016_isj_p07_ntnu_fjord_6_0002_b1_attempt01/output_hash_manifest.sha256,ce11e13c2267f846b1310e1c249d8ef8f7291abc52e9a872adbe4c4ce44c20b4,TRUE,FALSE
ntnu:fjord_6:0003,ntnu,fjord_6,135,180,low,HISTORY_EXCLUDED_WINDOW_WITHIN_DEVELOPMENT_EXPOSED_SEQUENCE,isj-nativeq-v3_P07_ntnu-fjord_6_135-180_P_f0_b00_20260806T084500Z,logs/ntnu_vins/external_klt_every2_isj_p07_ntnu_fjord_6_0003_p_attempt01_klt_safe_fallback,logs/ntnu_vins/external_klt_every2_isj_p07_ntnu_fjord_6_0003_p_attempt01_klt_safe_fallback/features.bag,13693727,41c8e84b80dad7b3d557cce389648759afc0bf34f98ced23a3fb971a8e03b650,isj-nativeq-v3_P07_ntnu-fjord_6_135-180_B1_f0_b00_20260806T084500Z,logs/ntnu_vins/external_klt_every2_isj_p07_ntnu_fjord_6_0003_b1_attempt01,logs/ntnu_vins/external_klt_every2_isj_p07_ntnu_fjord_6_0003_b1_attempt01/features.bag,13693727,41c8e84b80dad7b3d557cce389648759afc0bf34f98ced23a3fb971a8e03b650,TRUE,0,ZERO_ACTION,PASS_BYTE_IDENTICAL_TO_B1,NOT_APPLICABLE,PASS_NOT_APPLICABLE,papers/ieee_sensors_journal_experiments/p07/d_resolutions/ntnu_fjord_6_0003_not_applicable_v2.json,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_023_isj_p07_ntnu_fjord_6_0003_p_attempt01/audit_v3.json,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_023_isj_p07_ntnu_fjord_6_0003_p_attempt01/input_hash_manifest.sha256,75cc8f592120b4ca3acd7e766b0d3935ff9077921c4a4c91ed035e45b152b199,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_023_isj_p07_ntnu_fjord_6_0003_p_attempt01/output_hash_manifest.sha256,b4a9490f4075390134f0a62d4dd587db813eac68e17542c8c2ac30970b62e980,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_024_isj_p07_ntnu_fjord_6_0003_b1_attempt01/input_hash_manifest.sha256,75cc8f592120b4ca3acd7e766b0d3935ff9077921c4a4c91ed035e45b152b199,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_024_isj_p07_ntnu_fjord_6_0003_b1_attempt01/output_hash_manifest.sha256,b02f9dfb6b0c7eb0d8698f5cc0300950f29307a48664a251706d7de40f2fc6dc,TRUE,FALSE
