protocol_version,method_profile,dataset_family,sequence,window_start,window_end,proposed_arm,accepted_lineage_count,applicability_rule,resolution_time,drop_arm,classical_arm,resolution,evidence_path,resolver_hash
isj-nativeq-v3-confirmatory-protocol-v1,P_legacy_nativeq_xfeat_seedchain_v3,aqualoc_archaeology,A10,585.0,630.0,P_legacy_nativeq_xfeat_seedchain_v3,,accepted_learned_born_lineage_count>0,,D_legacy_exact_lineage_drop_v3,,PENDING_APPLICABILITY,papers/ieee_sensors_journal_experiments/p07/d_applicability_queue_v1.csv#slot_index=11,23095fffe3474d3c85fd809c94b0bf4cd0094aa8bbc083b65dd1a4cc950144eb
isj-nativeq-v3-confirmatory-protocol-v1,P_legacy_nativeq_xfeat_seedchain_v3,aqualoc_harbor,H01,0.0,45.0,P_legacy_nativeq_xfeat_seedchain_v3,,accepted_learned_born_lineage_count>0,,D_legacy_exact_lineage_drop_v3,,PENDING_APPLICABILITY,papers/ieee_sensors_journal_experiments/p07/d_applicability_queue_v1.csv#slot_index=12,23095fffe3474d3c85fd809c94b0bf4cd0094aa8bbc083b65dd1a4cc950144eb
isj-nativeq-v3-confirmatory-protocol-v1,P_legacy_nativeq_xfeat_seedchain_v3,aqualoc_harbor,H02,315.0,360.0,P_legacy_nativeq_xfeat_seedchain_v3,,accepted_learned_born_lineage_count>0,,D_legacy_exact_lineage_drop_v3,,PENDING_APPLICABILITY,papers/ieee_sensors_journal_experiments/p07/d_applicability_queue_v1.csv#slot_index=13,23095fffe3474d3c85fd809c94b0bf4cd0094aa8bbc083b65dd1a4cc950144eb
isj-nativeq-v3-confirmatory-protocol-v1,P_legacy_nativeq_xfeat_seedchain_v3,aqualoc_harbor,H03,45.0,90.0,P_legacy_nativeq_xfeat_seedchain_v3,,accepted_learned_born_lineage_count>0,,D_legacy_exact_lineage_drop_v3,,PENDING_APPLICABILITY,papers/ieee_sensors_journal_experiments/p07/d_applicability_queue_v1.csv#slot_index=14,23095fffe3474d3c85fd809c94b0bf4cd0094aa8bbc083b65dd1a4cc950144eb
isj-nativeq-v3-confirmatory-protocol-v1,P_legacy_nativeq_xfeat_seedchain_v3,aqualoc_harbor,H04,135.0,180.0,P_legacy_nativeq_xfeat_seedchain_v3,,accepted_learned_born_lineage_count>0,,D_legacy_exact_lineage_drop_v3,,PENDING_APPLICABILITY,papers/ieee_sensors_journal_experiments/p07/d_applicability_queue_v1.csv#slot_index=15,23095fffe3474d3c85fd809c94b0bf4cd0094aa8bbc083b65dd1a4cc950144eb
isj-nativeq-v3-confirmatory-protocol-v1,P_legacy_nativeq_xfeat_seedchain_v3,aqualoc_harbor,H05,90.0,135.0,P_legacy_nativeq_xfeat_seedchain_v3,,accepted_learned_born_lineage_count>0,,D_legacy_exact_lineage_drop_v3,,PENDING_APPLICABILITY,papers/ieee_sensors_journal_experiments/p07/d_applicability_queue_v1.csv#slot_index=16,23095fffe3474d3c85fd809c94b0bf4cd0094aa8bbc083b65dd1a4cc950144eb
isj-nativeq-v3-confirmatory-protocol-v1,P_legacy_nativeq_xfeat_seedchain_v3,aqualoc_harbor,H06,0.0,45.0,P_legacy_nativeq_xfeat_seedchain_v3,,accepted_learned_born_lineage_count>0,,D_legacy_exact_lineage_drop_v3,,PENDING_APPLICABILITY,papers/ieee_sensors_journal_experiments/p07/d_applicability_queue_v1.csv#slot_index=17,23095fffe3474d3c85fd809c94b0bf4cd0094aa8bbc083b65dd1a4cc950144eb
isj-nativeq-v3-confirmatory-protocol-v1,P_legacy_nativeq_xfeat_seedchain_v3,ntnu,fjord_6,45.0,90.0,P_legacy_nativeq_xfeat_seedchain_v3,,accepted_learned_born_lineage_count>0,,D_legacy_exact_lineage_drop_v3,,PENDING_APPLICABILITY,papers/ieee_sensors_journal_experiments/p07/d_applicability_queue_v1.csv#slot_index=18,23095fffe3474d3c85fd809c94b0bf4cd0094aa8bbc083b65dd1a4cc950144eb
isj-nativeq-v3-confirmatory-protocol-v1,P_legacy_nativeq_xfeat_seedchain_v3,ntnu,fjord_6,90.0,135.0,P_legacy_nativeq_xfeat_seedchain_v3,,accepted_learned_born_lineage_count>0,,D_legacy_exact_lineage_drop_v3,,PENDING_APPLICABILITY,papers/ieee_sensors_journal_experiments/p07/d_applicability_queue_v1.csv#slot_index=19,23095fffe3474d3c85fd809c94b0bf4cd0094aa8bbc083b65dd1a4cc950144eb
isj-nativeq-v3-confirmatory-protocol-v1,P_legacy_nativeq_xfeat_seedchain_v3,ntnu,fjord_6,135.0,180.0,P_legacy_nativeq_xfeat_seedchain_v3,,accepted_learned_born_lineage_count>0,,D_legacy_exact_lineage_drop_v3,,PENDING_APPLICABILITY,papers/ieee_sensors_journal_experiments/p07/d_applicability_queue_v1.csv#slot_index=20,23095fffe3474d3c85fd809c94b0bf4cd0094aa8bbc083b65dd1a4cc950144eb
isj-nativeq-v3-confirmatory-protocol-v1,P_legacy_nativeq_xfeat_seedchain_v3,aqualoc_archaeology,A02,225.0,270.0,P_legacy_nativeq_xfeat_seedchain_v3,0,accepted_learned_born_lineage_count>0,2026-08-06T21:36:23+08:00,D_legacy_exact_lineage_drop_v3,,NOT_APPLICABLE,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_003_isj_p07_aqualoc_archaeology_a02_0005_p_attempt01/audit_v2.json,a67ee208e592ca2f559df56ad71fa21aa4ab410f89ab3c2db3644f9c525314ab
isj-nativeq-v3-confirmatory-protocol-v1,P_legacy_nativeq_xfeat_seedchain_v3,aqualoc_archaeology,A01,810.0,855.0,P_legacy_nativeq_xfeat_seedchain_v3,0,accepted_learned_born_lineage_count>0,2026-08-07T01:18:50+08:00,D_legacy_exact_lineage_drop_v3,,NOT_APPLICABLE,papers/ieee_sensors_journal_experiments/p07/frontend_attempts/queue_005_isj_p07_aqualoc_archaeology_a01_0018_p_attempt01/audit_v3.json,de4b8ef28c27288236e8452c8730f73d1cfc9851293c298a6919d76efab703df
isj-nativeq-v3-confirmatory-protocol-v1,P_legacy_nativeq_xfeat_seedchain_v3,aqualoc_harbor,H05,90.0,135.0,P_legacy_nativeq_xfeat_seedchain_v3,0,accepted_learned_born_lineage_count>0,2026-08-07T03:47:47+08:00,D_legacy_exact_lineage_drop_v3,,NOT_APPLICABLE,papers/ieee_sensors_journal_experiments/p07/d_resolutions/aqualoc_harbor_h05_0002_not_applicable_v2.json,0b40476df617ab07293f63e171debe7c457984f4687f10734093a79038c8bb64
isj-nativeq-v3-confirmatory-protocol-v1,P_legacy_nativeq_xfeat_seedchain_v3,ntnu,fjord_6,45.0,90.0,P_legacy_nativeq_xfeat_seedchain_v3,0,accepted_learned_born_lineage_count>0,2026-08-07T04:12:05+08:00,D_legacy_exact_lineage_drop_v3,,NOT_APPLICABLE,papers/ieee_sensors_journal_experiments/p07/d_resolutions/ntnu_fjord_6_0001_not_applicable_v2.json,0ee48225f6ce2ebd8686c54e104fb6835b16f967ba21a7d714d7a5ab9f478c5b
isj-nativeq-v3-confirmatory-protocol-v1,P_legacy_nativeq_xfeat_seedchain_v3,aqualoc_harbor,H06,0.0,45.0,P_legacy_nativeq_xfeat_seedchain_v3,0,accepted_learned_born_lineage_count>0,2026-08-07T04:38:38+08:00,D_legacy_exact_lineage_drop_v3,,NOT_APPLICABLE,papers/ieee_sensors_journal_experiments/p07/d_resolutions/aqualoc_harbor_h06_0000_not_applicable_v2.json,d5c3ee0aa0e684a2e0124d87d8bc93f0a8652eec019baf1887b3b229150b1483
isj-nativeq-v3-confirmatory-protocol-v1,P_legacy_nativeq_xfeat_seedchain_v3,ntnu,fjord_6,90.0,135.0,P_legacy_nativeq_xfeat_seedchain_v3,0,accepted_learned_born_lineage_count>0,2026-08-07T05:01:03+08:00,D_legacy_exact_lineage_drop_v3,,NOT_APPLICABLE,papers/ieee_sensors_journal_experiments/p07/d_resolutions/ntnu_fjord_6_0002_not_applicable_v2.json,d4fbe653dc95094c596e366739778ecb8d1f11b0b0498b56fad25796e3e84946
isj-nativeq-v3-confirmatory-protocol-v1,P_legacy_nativeq_xfeat_seedchain_v3,aqualoc_archaeology,A03,45.0,90.0,P_legacy_nativeq_xfeat_seedchain_v3,0,accepted_learned_born_lineage_count>0,2026-08-07T05:49:37+08:00,D_legacy_exact_lineage_drop_v3,,NOT_APPLICABLE,papers/ieee_sensors_journal_experiments/p07/d_resolutions/aqualoc_archaeology_a03_0001_not_applicable_v2.json,d1103e35740c2551129c3825471f005320bd01a271c254cc42b9193e1c77b632
isj-nativeq-v3-confirmatory-protocol-v1,P_legacy_nativeq_xfeat_seedchain_v3,ntnu,fjord_6,135.0,180.0,P_legacy_nativeq_xfeat_seedchain_v3,0,accepted_learned_born_lineage_count>0,2026-08-07T06:16:19+08:00,D_legacy_exact_lineage_drop_v3,,NOT_APPLICABLE,papers/ieee_sensors_journal_experiments/p07/d_resolutions/ntnu_fjord_6_0003_not_applicable_v2.json,0dd88b9b8b664fa8dc00284c484321621d4c7449cc435cc38145506f581ff0d8
isj-nativeq-v3-confirmatory-protocol-v1,P_legacy_nativeq_xfeat_seedchain_v3,aqualoc_harbor,H01,0.0,45.0,P_legacy_nativeq_xfeat_seedchain_v3,0,accepted_learned_born_lineage_count>0,2026-08-07T06:32:53+08:00,D_legacy_exact_lineage_drop_v3,,NOT_APPLICABLE,papers/ieee_sensors_journal_experiments/p07/d_resolutions/aqualoc_harbor_h01_0000_not_applicable_v2.json,de6bf90dc6372f32368f47208ab90292354128fd06df7f4603e8bcc9b44009d6
isj-nativeq-v3-confirmatory-protocol-v1,P_legacy_nativeq_xfeat_seedchain_v3,afrl,bus_outside,45.0,90.0,P_legacy_nativeq_xfeat_seedchain_v3,0,accepted_learned_born_lineage_count>0,2026-08-07T06:59:03+08:00,D_legacy_exact_lineage_drop_v3,,NOT_APPLICABLE,papers/ieee_sensors_journal_experiments/p07/d_resolutions/afrl_bus_outside_0001_not_applicable_v2.json,3903fba1a200f742a35f3efdc93d95630c1944837316e4d9fd2eab2d2ed8e6fd
isj-nativeq-v3-confirmatory-protocol-v1,P_legacy_nativeq_xfeat_seedchain_v3,aqualoc_archaeology,A10,585.0,630.0,P_legacy_nativeq_xfeat_seedchain_v3,0,accepted_learned_born_lineage_count>0,2026-08-07T07:56:27+08:00,D_legacy_exact_lineage_drop_v3,,NOT_APPLICABLE,papers/ieee_sensors_journal_experiments/p07/d_resolutions/aqualoc_archaeology_a10_0013_not_applicable_v2.json,ac3714f347afe558768cb2ac6d4fb064f14e211778b3983e6eb9fd4481f480cc
isj-nativeq-v3-confirmatory-protocol-v1,P_legacy_nativeq_xfeat_seedchain_v3,aqualoc_harbor,H02,315.0,360.0,P_legacy_nativeq_xfeat_seedchain_v3,0,accepted_learned_born_lineage_count>0,2026-08-07T18:29:39+08:00,D_legacy_exact_lineage_drop_v3,,NOT_APPLICABLE,papers/ieee_sensors_journal_experiments/p07/d_resolutions/aqualoc_harbor_h02_0007_not_applicable_v2.json,6d4e0ecf6485078bb66a7fd3dc3fdc19fe515a49a5a66f18b8e3d3191c1a5a9c
isj-nativeq-v3-confirmatory-protocol-v1,P_legacy_nativeq_xfeat_seedchain_v3,aqualoc_archaeology,A10,315.0,360.0,P_legacy_nativeq_xfeat_seedchain_v3,0,accepted_learned_born_lineage_count>0,2026-08-07T19:21:08+08:00,D_legacy_exact_lineage_drop_v3,,NOT_APPLICABLE,papers/ieee_sensors_journal_experiments/p07/d_resolutions/aqualoc_archaeology_a10_0007_not_applicable_v2.json,6f2f21931c77c64d22dee5f1dcac8e641e4ce8187ecd0eae789a1e6fa7cdb7ca
isj-nativeq-v3-confirmatory-protocol-v1,P_legacy_nativeq_xfeat_seedchain_v3,aqualoc_archaeology,A08,90.0,135.0,P_legacy_nativeq_xfeat_seedchain_v3,0,accepted_learned_born_lineage_count>0,2026-08-07T20:14:23+08:00,D_legacy_exact_lineage_drop_v3,,NOT_APPLICABLE,papers/ieee_sensors_journal_experiments/p07/d_resolutions/aqualoc_archaeology_a08_0002_not_applicable_v2.json,560c84698b858623e077bdcb20d8e176f867d891a029335debf24100139fc2bd
isj-nativeq-v3-confirmatory-protocol-v1,P_legacy_nativeq_xfeat_seedchain_v3,aqualoc_harbor,H03,45.0,90.0,P_legacy_nativeq_xfeat_seedchain_v3,0,accepted_learned_born_lineage_count>0,2026-08-07T20:34:48+08:00,D_legacy_exact_lineage_drop_v3,,NOT_APPLICABLE,papers/ieee_sensors_journal_experiments/p07/d_resolutions/aqualoc_harbor_h03_0001_not_applicable_v2.json,aa417c22570d951ebf384b179e884ec91221077c68cc2af42489b75f44120240
isj-nativeq-v3-confirmatory-protocol-v1,P_legacy_nativeq_xfeat_seedchain_v3,aqualoc_archaeology,A01,135.0,180.0,P_legacy_nativeq_xfeat_seedchain_v3,0,accepted_learned_born_lineage_count>0,2026-08-07T23:33:24+08:00,D_legacy_exact_lineage_drop_v3,,NOT_APPLICABLE,papers/ieee_sensors_journal_experiments/p07/d_resolutions/aqualoc_archaeology_a01_0003_not_applicable_v2.json,73b60b87057fc70e37c1dba79135aa655f01397312d3de396b60f42cf3ae44a7
isj-nativeq-v3-confirmatory-protocol-v1,P_legacy_nativeq_xfeat_seedchain_v3,aqualoc_archaeology,A07,90.0,135.0,P_legacy_nativeq_xfeat_seedchain_v3,0,accepted_learned_born_lineage_count>0,2026-08-08T00:30:20+08:00,D_legacy_exact_lineage_drop_v3,,NOT_APPLICABLE,papers/ieee_sensors_journal_experiments/p07/d_resolutions/aqualoc_archaeology_a07_0002_not_applicable_v2.json,4d49af66fa0c3569386e6c8b48167872058c23ecd8eeb0aa3a1a368c0e85d1cd
isj-nativeq-v3-confirmatory-protocol-v1,P_legacy_nativeq_xfeat_seedchain_v3,aqualoc_harbor,H04,135.0,180.0,P_legacy_nativeq_xfeat_seedchain_v3,0,accepted_learned_born_lineage_count>0,2026-08-08T00:49:56+08:00,D_legacy_exact_lineage_drop_v3,,NOT_APPLICABLE,papers/ieee_sensors_journal_experiments/p07/d_resolutions/aqualoc_harbor_h04_0003_not_applicable_v2.json,13a89f0c3c1eb798cd98a01e9f5aa509311ea2b374a9d1a93c61e813407213f7
isj-nativeq-v3-confirmatory-protocol-v1,P_legacy_nativeq_xfeat_seedchain_v3,aqualoc_archaeology,A04,90.0,135.0,P_legacy_nativeq_xfeat_seedchain_v3,0,accepted_learned_born_lineage_count>0,2026-08-08T03:29:32+08:00,D_legacy_exact_lineage_drop_v3,,NOT_APPLICABLE,papers/ieee_sensors_journal_experiments/p07/d_resolutions/aqualoc_archaeology_a04_0002_not_applicable_v2.json,6bb63af45b97ab9830942a558320a736fbcda4d0f30b4cbbc8a6fc8c2f880c9b
isj-nativeq-v3-confirmatory-protocol-v1,P_legacy_nativeq_xfeat_seedchain_v3,aqualoc_archaeology,A07,45.0,90.0,P_legacy_nativeq_xfeat_seedchain_v3,0,accepted_learned_born_lineage_count>0,2026-08-08T05:29:09+08:00,D_legacy_exact_lineage_drop_v3,,NOT_APPLICABLE,papers/ieee_sensors_journal_experiments/p07/d_resolutions/aqualoc_archaeology_a07_0001_not_applicable_v2.json,b3e1ad8fea7119bcd51b094b4a395992ffd7ee28a0366f624fb0792f334dfafc
