audit_schema,dataset_family,data_domain,sequence,raw_input_path,raw_format,raw_exists,raw_size_bytes,raw_integrity,reference_path,reference_exists,reference_type,reference_method,reference_independence,reference_frame,metric_scale,reference_raw_count,reference_unique_count,reference_duplicate_count,reference_start_s,reference_end_s,reference_duration_s,observed_reference_rate_hz,observed_max_reference_gap_s,nominal_reference_rate_hz,evaluation_rate_hz,max_reference_gap_s,nominal_estimate_rate_hz,max_estimate_interp_gap_s,nominal_image_rate_hz,nominal_imu_rate_hz,timestamp_offset_s,image_imu_sync_status,calibration_status,license_status,reference_sha256,eligibility,decision_reason,evidence_paths
isj-reference-audit-v1,aqualoc_harbor,AQUALOC harbor,H01,datasets/full_downloads/aqualoc/Harbor_sites_sequences/harbor_sequence_01_raw_data.tar.gz,AQUALOC raw_data tar.gz,true,644433524,SIZE_MATCH,datasets/full_downloads/aqualoc/Harbor_sites_sequences/harbor_groundtruth_files/new_harbor_colmap_traj_sequence_01.txt,true,camera trajectory,offline COLMAP,method-independent but image-derived; not sensor-independent,world_T_camera,updated AQUALOC COLMAP scale corrected with depth metadata,918,918,0,0,229.25,229.25,4,0.25,4,2.0,0.625,10,0.25,20,200,0.0,IMAGE_IMU_SHARED_EPOCH_GT_IMAGE_INDEXED,PASS_ALL_PRESENT,citation/readme terms; explicit SPDX license not found locally,583867461ad740bb6f2b6785c05af4b36cc50aa7d3ed5dc94b77dbf74a474361,ELIGIBLE_WITH_REFERENCE_CAVEAT,"Raw archive, updated COLMAP reference, and Kalibr calibration are present; exact prior windows are excluded.",datasets/full_downloads/aqualoc/Harbor_sites_sequences/harbor_calibration_files/harbor_camera_calib.yaml;datasets/full_downloads/aqualoc/Harbor_sites_sequences/harbor_calibration_files/harbor_imu_camera_calib.yaml;datasets/full_downloads/aqualoc/Harbor_sites_sequences/harbor_calibration_files/harbor_imu_noises.yaml;datasets/full_downloads/aqualoc/Harbor_sites_sequences/harbor_groundtruth_files/new_harbor_colmap_traj_sequence_01.txt;datasets/full_downloads/aqualoc/README.md
isj-reference-audit-v1,aqualoc_harbor,AQUALOC harbor,H02,datasets/full_downloads/aqualoc/Harbor_sites_sequences/harbor_sequence_02_raw_data.tar.gz,AQUALOC raw_data tar.gz,true,1326928696,SIZE_MATCH,datasets/full_downloads/aqualoc/Harbor_sites_sequences/harbor_groundtruth_files/new_harbor_colmap_traj_sequence_02.txt,true,camera trajectory,offline COLMAP,method-independent but image-derived; not sensor-independent,world_T_camera,updated AQUALOC COLMAP scale corrected with depth metadata,1590,1590,0,0,407,407,3.9041769,7,4,2.0,0.625,10,0.25,20,200,0.0,IMAGE_IMU_SHARED_EPOCH_GT_IMAGE_INDEXED,PASS_ALL_PRESENT,citation/readme terms; explicit SPDX license not found locally,b7a68f0f29fcde15b9126c21a4ecdf859f0e068f536e627eb69bd2456150b72a,ELIGIBLE_WITH_REFERENCE_CAVEAT,"Raw archive, updated COLMAP reference, and Kalibr calibration are present; exact prior windows are excluded.",datasets/full_downloads/aqualoc/Harbor_sites_sequences/harbor_calibration_files/harbor_camera_calib.yaml;datasets/full_downloads/aqualoc/Harbor_sites_sequences/harbor_calibration_files/harbor_imu_camera_calib.yaml;datasets/full_downloads/aqualoc/Harbor_sites_sequences/harbor_calibration_files/harbor_imu_noises.yaml;datasets/full_downloads/aqualoc/Harbor_sites_sequences/harbor_groundtruth_files/new_harbor_colmap_traj_sequence_02.txt;datasets/full_downloads/aqualoc/README.md
isj-reference-audit-v1,aqualoc_harbor,AQUALOC harbor,H03,datasets/full_downloads/aqualoc/Harbor_sites_sequences/harbor_sequence_03_raw_data.tar.gz,AQUALOC raw_data tar.gz,true,905738013,SIZE_MATCH,datasets/full_downloads/aqualoc/Harbor_sites_sequences/harbor_groundtruth_files/new_harbor_colmap_traj_sequence_03.txt,true,camera trajectory,offline COLMAP,method-independent but image-derived; not sensor-independent,world_T_camera,updated AQUALOC COLMAP scale corrected with depth metadata,1031,1031,0,0,257.5,257.5,4,0.25,4,2.0,0.625,10,0.25,20,200,0.0,IMAGE_IMU_SHARED_EPOCH_GT_IMAGE_INDEXED,PASS_ALL_PRESENT,citation/readme terms; explicit SPDX license not found locally,9f8e77b09fb88c067c0b312c1e4ee5fe2f27e4c2a7ee9674f971c803bae05cda,ELIGIBLE_WITH_REFERENCE_CAVEAT,"Raw archive, updated COLMAP reference, and Kalibr calibration are present; exact prior windows are excluded.",datasets/full_downloads/aqualoc/Harbor_sites_sequences/harbor_calibration_files/harbor_camera_calib.yaml;datasets/full_downloads/aqualoc/Harbor_sites_sequences/harbor_calibration_files/harbor_imu_camera_calib.yaml;datasets/full_downloads/aqualoc/Harbor_sites_sequences/harbor_calibration_files/harbor_imu_noises.yaml;datasets/full_downloads/aqualoc/Harbor_sites_sequences/harbor_groundtruth_files/new_harbor_colmap_traj_sequence_03.txt;datasets/full_downloads/aqualoc/README.md
isj-reference-audit-v1,aqualoc_harbor,AQUALOC harbor,H04,datasets/full_downloads/aqualoc/Harbor_sites_sequences/harbor_sequence_04_raw_data.tar.gz,AQUALOC raw_data tar.gz,true,610079354,SIZE_MATCH,datasets/full_downloads/aqualoc/Harbor_sites_sequences/harbor_groundtruth_files/new_harbor_colmap_traj_sequence_04.txt,true,camera trajectory,offline COLMAP,method-independent but image-derived; not sensor-independent,world_T_camera,updated AQUALOC COLMAP scale corrected with depth metadata,770,770,0,0,206,206,3.73300971,14,4,2.0,0.625,10,0.25,20,200,0.0,IMAGE_IMU_SHARED_EPOCH_GT_IMAGE_INDEXED,PASS_ALL_PRESENT,citation/readme terms; explicit SPDX license not found locally,284253b522549b4b78f5d9e90f2fdf0cae4eeb122298023374758a39fd136f11,ELIGIBLE_WITH_REFERENCE_CAVEAT,"Raw archive, updated COLMAP reference, and Kalibr calibration are present; exact prior windows are excluded.",datasets/full_downloads/aqualoc/Harbor_sites_sequences/harbor_calibration_files/harbor_camera_calib.yaml;datasets/full_downloads/aqualoc/Harbor_sites_sequences/harbor_calibration_files/harbor_imu_camera_calib.yaml;datasets/full_downloads/aqualoc/Harbor_sites_sequences/harbor_calibration_files/harbor_imu_noises.yaml;datasets/full_downloads/aqualoc/Harbor_sites_sequences/harbor_groundtruth_files/new_harbor_colmap_traj_sequence_04.txt;datasets/full_downloads/aqualoc/README.md
isj-reference-audit-v1,aqualoc_harbor,AQUALOC harbor,H05,datasets/full_downloads/aqualoc/Harbor_sites_sequences/harbor_sequence_05_raw_data.tar.gz,AQUALOC raw_data tar.gz,true,576182786,SIZE_MATCH,datasets/full_downloads/aqualoc/Harbor_sites_sequences/harbor_groundtruth_files/new_harbor_colmap_traj_sequence_05.txt,true,camera trajectory,offline COLMAP,method-independent but image-derived; not sensor-independent,world_T_camera,updated AQUALOC COLMAP scale corrected with depth metadata,692,692,0,0,172.75,172.75,4,0.25,4,2.0,0.625,10,0.25,20,200,0.0,IMAGE_IMU_SHARED_EPOCH_GT_IMAGE_INDEXED,PASS_ALL_PRESENT,citation/readme terms; explicit SPDX license not found locally,960dab529942875ed25f9d2b6dbde2adf34f86a12adf7d9b07459cf5fb9ec846,ELIGIBLE_WITH_REFERENCE_CAVEAT,"Raw archive, updated COLMAP reference, and Kalibr calibration are present; exact prior windows are excluded.",datasets/full_downloads/aqualoc/Harbor_sites_sequences/harbor_calibration_files/harbor_camera_calib.yaml;datasets/full_downloads/aqualoc/Harbor_sites_sequences/harbor_calibration_files/harbor_imu_camera_calib.yaml;datasets/full_downloads/aqualoc/Harbor_sites_sequences/harbor_calibration_files/harbor_imu_noises.yaml;datasets/full_downloads/aqualoc/Harbor_sites_sequences/harbor_groundtruth_files/new_harbor_colmap_traj_sequence_05.txt;datasets/full_downloads/aqualoc/README.md
isj-reference-audit-v1,aqualoc_harbor,AQUALOC harbor,H06,datasets/aqualoc/samples/harbor_sequence_06_raw_data.tar.gz,AQUALOC raw_data tar.gz,true,464802604,SIZE_MATCH,datasets/full_downloads/aqualoc/Harbor_sites_sequences/harbor_groundtruth_files/new_harbor_colmap_traj_sequence_06.txt,true,camera trajectory,offline COLMAP,method-independent but image-derived; not sensor-independent,world_T_camera,updated AQUALOC COLMAP scale corrected with depth metadata,508,508,0,0,126.75,126.75,4,0.25,4,2.0,0.625,10,0.25,20,200,0.0,IMAGE_IMU_SHARED_EPOCH_GT_IMAGE_INDEXED,PASS_ALL_PRESENT,citation/readme terms; explicit SPDX license not found locally,0dc486beb64d7e9dd41a695396296a06df16fd4716a7f16e998d25410622db00,ELIGIBLE_WITH_REFERENCE_CAVEAT,"Raw archive, updated COLMAP reference, and Kalibr calibration are present; exact prior windows are excluded.",datasets/full_downloads/aqualoc/Harbor_sites_sequences/harbor_calibration_files/harbor_camera_calib.yaml;datasets/full_downloads/aqualoc/Harbor_sites_sequences/harbor_calibration_files/harbor_imu_camera_calib.yaml;datasets/full_downloads/aqualoc/Harbor_sites_sequences/harbor_calibration_files/harbor_imu_noises.yaml;datasets/full_downloads/aqualoc/Harbor_sites_sequences/harbor_groundtruth_files/new_harbor_colmap_traj_sequence_06.txt;datasets/full_downloads/aqualoc/README.md
isj-reference-audit-v1,aqualoc_harbor,AQUALOC harbor,H07,datasets/aqualoc/samples/harbor_sequence_07_raw_data.tar.gz,AQUALOC raw_data tar.gz,true,357408690,SIZE_MATCH,datasets/full_downloads/aqualoc/Harbor_sites_sequences/harbor_groundtruth_files/new_harbor_colmap_traj_sequence_07.txt,true,camera trajectory,offline COLMAP,method-independent but image-derived; not sensor-independent,world_T_camera,updated AQUALOC COLMAP scale corrected with depth metadata,447,447,0,0,113,113,3.94690265,1.75,4,2.0,0.625,10,0.25,20,200,0.0,IMAGE_IMU_SHARED_EPOCH_GT_IMAGE_INDEXED,PASS_ALL_PRESENT,citation/readme terms; explicit SPDX license not found locally,ed35d0825c3db3d992c783ccfa23963a41687f220de2554496f3ed583ac0a0f4,ELIGIBLE_WITH_REFERENCE_CAVEAT,"Raw archive, updated COLMAP reference, and Kalibr calibration are present; exact prior windows are excluded.",datasets/full_downloads/aqualoc/Harbor_sites_sequences/harbor_calibration_files/harbor_camera_calib.yaml;datasets/full_downloads/aqualoc/Harbor_sites_sequences/harbor_calibration_files/harbor_imu_camera_calib.yaml;datasets/full_downloads/aqualoc/Harbor_sites_sequences/harbor_calibration_files/harbor_imu_noises.yaml;datasets/full_downloads/aqualoc/Harbor_sites_sequences/harbor_groundtruth_files/new_harbor_colmap_traj_sequence_07.txt;datasets/full_downloads/aqualoc/README.md
isj-reference-audit-v1,ntnu,NTNU underwater VI,fjord_1,datasets/full_downloads/ntnu_hf/subset-fjord/fjord_1/fjord_1.bag,ROS1 bag,true,12456215809,SIZE_MATCH,datasets/full_downloads/ntnu_hf/subset-fjord/fjord_1/fjord_1_baseline.tum,true,camera trajectory,ReAqROVIO four-camera+IMU baseline,"separate method and sensor subset, not external sensor ground truth",world_T_cam0,metric baseline trajectory supplied by dataset,17280,17280,0,1.70060478e+09,1.70060509e+09,312.176125,55.3501649,0.13499999,50,10.0,0.05,6.6666667,0.374999998,13.3333333,100,0.0,ROS_HEADER_CLOCK_AND_CALIBRATION_METADATA,PASS_ALL_PRESENT,dataset README SPDX metadata verified,bd1bb77c791e355da4d2fdbee08087f470e7a883a8e2a55a67aa43f05e84d2f1,ELIGIBLE_WITH_REFERENCE_CAVEAT,"Complete ROS1 bag, baseline TUM, and Kalibr camera-IMU calibration are present; reference is ReAqROVIO pseudo-GT.",datasets/full_downloads/ntnu_hf/README.md;datasets/full_downloads/ntnu_hf/calibrations/cam0_cam1_stereo/extrinsics_air/camchain-imucam-stereo-extrinsics-air.yaml;datasets/full_downloads/ntnu_hf/calibrations/cam0_cam1_stereo/extrinsics_air/imu-stereo-extrinsics-air.yaml;datasets/full_downloads/ntnu_hf/calibrations/cam0_cam1_stereo/intrinsics_water/camchain-stereo-intrinsics-underwater.yaml;datasets/full_downloads/ntnu_hf/subset-fjord/fjord_1/fjord_1_baseline.tum
isj-reference-audit-v1,ntnu,NTNU underwater VI,fjord_2,datasets/full_downloads/ntnu_hf/subset-fjord/fjord_2/fjord_2.bag,ROS1 bag,true,23396131412,SIZE_MATCH,datasets/full_downloads/ntnu_hf/subset-fjord/fjord_2/fjord_2_baseline.tum,true,camera trajectory,ReAqROVIO four-camera+IMU baseline,"separate method and sensor subset, not external sensor ground truth",world_T_cam0,metric baseline trajectory supplied by dataset,27091,27091,0,1.70060172e+09,1.70060222e+09,499.856884,54.1955125,0.140003681,50,10.0,0.05,6.6666667,0.374999998,13.3333333,100,0.0,ROS_HEADER_CLOCK_AND_CALIBRATION_METADATA,PASS_ALL_PRESENT,dataset README SPDX metadata verified,2bfdb302d23b292ef18f960af24a5cabb67c9fb3f221d37d5b331107a2e5db2a,ELIGIBLE_WITH_REFERENCE_CAVEAT,"Complete ROS1 bag, baseline TUM, and Kalibr camera-IMU calibration are present; reference is ReAqROVIO pseudo-GT.",datasets/full_downloads/ntnu_hf/README.md;datasets/full_downloads/ntnu_hf/calibrations/cam0_cam1_stereo/extrinsics_air/camchain-imucam-stereo-extrinsics-air.yaml;datasets/full_downloads/ntnu_hf/calibrations/cam0_cam1_stereo/extrinsics_air/imu-stereo-extrinsics-air.yaml;datasets/full_downloads/ntnu_hf/calibrations/cam0_cam1_stereo/intrinsics_water/camchain-stereo-intrinsics-underwater.yaml;datasets/full_downloads/ntnu_hf/subset-fjord/fjord_2/fjord_2_baseline.tum
isj-reference-audit-v1,ntnu,NTNU underwater VI,fjord_3,datasets/full_downloads/ntnu_hf/subset-fjord/fjord_3/fjord_3.bag,ROS1 bag,true,13864829738,SIZE_MATCH,datasets/full_downloads/ntnu_hf/subset-fjord/fjord_3/fjord_3_baseline.tum,true,camera trajectory,ReAqROVIO four-camera+IMU baseline,"separate method and sensor subset, not external sensor ground truth",world_T_cam0,metric baseline trajectory supplied by dataset,14935,14935,0,1.70060548e+09,1.70060575e+09,272.265501,54.8508714,0.125005722,50,10.0,0.05,6.6666667,0.374999998,13.3333333,100,0.0,ROS_HEADER_CLOCK_AND_CALIBRATION_METADATA,PASS_ALL_PRESENT,dataset README SPDX metadata verified,6228f8376141b47ba350901bef8ad7838d65a5029dbca864fcbe71c0691bd741,ELIGIBLE_WITH_REFERENCE_CAVEAT,"Complete ROS1 bag, baseline TUM, and Kalibr camera-IMU calibration are present; reference is ReAqROVIO pseudo-GT.",datasets/full_downloads/ntnu_hf/README.md;datasets/full_downloads/ntnu_hf/calibrations/cam0_cam1_stereo/extrinsics_air/camchain-imucam-stereo-extrinsics-air.yaml;datasets/full_downloads/ntnu_hf/calibrations/cam0_cam1_stereo/extrinsics_air/imu-stereo-extrinsics-air.yaml;datasets/full_downloads/ntnu_hf/calibrations/cam0_cam1_stereo/intrinsics_water/camchain-stereo-intrinsics-underwater.yaml;datasets/full_downloads/ntnu_hf/subset-fjord/fjord_3/fjord_3_baseline.tum
isj-reference-audit-v1,ntnu,NTNU underwater VI,fjord_4,datasets/full_downloads/ntnu_hf/subset-fjord/fjord_4/fjord_4.bag,ROS1 bag,true,23381678867,SIZE_MATCH,datasets/full_downloads/ntnu_hf/subset-fjord/fjord_4/fjord_4_baseline.tum,true,camera trajectory,ReAqROVIO four-camera+IMU baseline,"separate method and sensor subset, not external sensor ground truth",world_T_cam0,metric baseline trajectory supplied by dataset,22559,22559,0,1.70060585e+09,1.70060626e+09,411.052289,54.878663,0.121999979,50,10.0,0.05,6.6666667,0.374999998,13.3333333,100,0.0,ROS_HEADER_CLOCK_AND_CALIBRATION_METADATA,PASS_ALL_PRESENT,dataset README SPDX metadata verified,2b5519f2c31c3f61d774eb5b52377d46cc2dd112321a99fa24d11cc5f4444c20,ELIGIBLE_WITH_REFERENCE_CAVEAT,"Complete ROS1 bag, baseline TUM, and Kalibr camera-IMU calibration are present; reference is ReAqROVIO pseudo-GT.",datasets/full_downloads/ntnu_hf/README.md;datasets/full_downloads/ntnu_hf/calibrations/cam0_cam1_stereo/extrinsics_air/camchain-imucam-stereo-extrinsics-air.yaml;datasets/full_downloads/ntnu_hf/calibrations/cam0_cam1_stereo/extrinsics_air/imu-stereo-extrinsics-air.yaml;datasets/full_downloads/ntnu_hf/calibrations/cam0_cam1_stereo/intrinsics_water/camchain-stereo-intrinsics-underwater.yaml;datasets/full_downloads/ntnu_hf/subset-fjord/fjord_4/fjord_4_baseline.tum
isj-reference-audit-v1,ntnu,NTNU underwater VI,fjord_5,datasets/full_downloads/ntnu_hf/subset-fjord/fjord_5/fjord_5.bag,ROS1 bag,true,18622248035,SIZE_MATCH,datasets/full_downloads/ntnu_hf/subset-fjord/fjord_5/fjord_5_baseline.tum,true,camera trajectory,ReAqROVIO four-camera+IMU baseline,"separate method and sensor subset, not external sensor ground truth",world_T_cam0,metric baseline trajectory supplied by dataset,23948,23948,0,1.70060319e+09,1.70060363e+09,440.635383,54.3465208,0.138017416,50,10.0,0.05,6.6666667,0.374999998,13.3333333,100,0.0,ROS_HEADER_CLOCK_AND_CALIBRATION_METADATA,PASS_ALL_PRESENT,dataset README SPDX metadata verified,cf741d39f26680cc0fe53428fb8ccff3230f9c3e3c6646fb96576e53850880e6,ELIGIBLE_WITH_REFERENCE_CAVEAT,"Complete ROS1 bag, baseline TUM, and Kalibr camera-IMU calibration are present; reference is ReAqROVIO pseudo-GT.",datasets/full_downloads/ntnu_hf/README.md;datasets/full_downloads/ntnu_hf/calibrations/cam0_cam1_stereo/extrinsics_air/camchain-imucam-stereo-extrinsics-air.yaml;datasets/full_downloads/ntnu_hf/calibrations/cam0_cam1_stereo/extrinsics_air/imu-stereo-extrinsics-air.yaml;datasets/full_downloads/ntnu_hf/calibrations/cam0_cam1_stereo/intrinsics_water/camchain-stereo-intrinsics-underwater.yaml;datasets/full_downloads/ntnu_hf/subset-fjord/fjord_5/fjord_5_baseline.tum
isj-reference-audit-v1,ntnu,NTNU underwater VI,fjord_6,datasets/full_downloads/ntnu_hf/subset-fjord/fjord_6/fjord_6.bag,ROS1 bag,true,26567323609,SIZE_MATCH,datasets/full_downloads/ntnu_hf/subset-fjord/fjord_6/fjord_6_baseline.tum,true,camera trajectory,ReAqROVIO four-camera+IMU baseline,"separate method and sensor subset, not external sensor ground truth",world_T_cam0,metric baseline trajectory supplied by dataset,34681,34681,0,1.70060375e+09,1.70060439e+09,638.66349,54.3008964,0.14000392,50,10.0,0.05,6.6666667,0.374999998,13.3333333,100,0.0,ROS_HEADER_CLOCK_AND_CALIBRATION_METADATA,PASS_ALL_PRESENT,dataset README SPDX metadata verified,dd40b456f3aebd141b2003540a057ecfc5bea4267c4ce2cb1ec59bc456bc1cbe,ELIGIBLE_WITH_REFERENCE_CAVEAT,"Complete ROS1 bag, baseline TUM, and Kalibr camera-IMU calibration are present; reference is ReAqROVIO pseudo-GT.",datasets/full_downloads/ntnu_hf/README.md;datasets/full_downloads/ntnu_hf/calibrations/cam0_cam1_stereo/extrinsics_air/camchain-imucam-stereo-extrinsics-air.yaml;datasets/full_downloads/ntnu_hf/calibrations/cam0_cam1_stereo/extrinsics_air/imu-stereo-extrinsics-air.yaml;datasets/full_downloads/ntnu_hf/calibrations/cam0_cam1_stereo/intrinsics_water/camchain-stereo-intrinsics-underwater.yaml;datasets/full_downloads/ntnu_hf/subset-fjord/fjord_6/fjord_6_baseline.tum
isj-reference-audit-v1,ntnu,NTNU underwater VI,mclab_1,datasets/full_downloads/ntnu_hf/subset-mclab/mclab_1/mclab_1.bag,ROS1 bag,true,15428119759,SIZE_MATCH,datasets/full_downloads/ntnu_hf/subset-mclab/mclab_1/mclab_1_baseline.tum,true,camera trajectory,ReAqROVIO four-camera+IMU baseline,"separate method and sensor subset, not external sensor ground truth",world_T_cam0,metric baseline trajectory supplied by dataset,21248,21248,0,1.72563948e+09,1.72563987e+09,390.186885,54.4533935,0.142999887,50,10.0,0.05,6.6666667,0.374999998,13.3333333,100,0.0,ROS_HEADER_CLOCK_AND_CALIBRATION_METADATA,PASS_ALL_PRESENT,dataset README SPDX metadata verified,17cbf68325d0c2a40f8fd890865f58cf8eed03bc96643d6da362a9c8a786a024,ELIGIBLE_WITH_REFERENCE_CAVEAT,"Complete ROS1 bag, baseline TUM, and Kalibr camera-IMU calibration are present; reference is ReAqROVIO pseudo-GT.",datasets/full_downloads/ntnu_hf/README.md;datasets/full_downloads/ntnu_hf/calibrations/cam0_cam1_stereo/extrinsics_air/camchain-imucam-stereo-extrinsics-air.yaml;datasets/full_downloads/ntnu_hf/calibrations/cam0_cam1_stereo/extrinsics_air/imu-stereo-extrinsics-air.yaml;datasets/full_downloads/ntnu_hf/calibrations/cam0_cam1_stereo/intrinsics_water/camchain-stereo-intrinsics-underwater.yaml;datasets/full_downloads/ntnu_hf/subset-mclab/mclab_1/mclab_1_baseline.tum
isj-reference-audit-v1,ntnu,NTNU underwater VI,mclab_2,datasets/full_downloads/ntnu_hf/subset-mclab/mclab_2/mclab_2.bag,ROS1 bag,true,14964404768,SIZE_MATCH,datasets/full_downloads/ntnu_hf/subset-mclab/mclab_2/mclab_2_baseline.tum,true,camera trajectory,ReAqROVIO four-camera+IMU baseline,"separate method and sensor subset, not external sensor ground truth",world_T_cam0,metric baseline trajectory supplied by dataset,16502,16502,0,1.72564e+09,1.72564031e+09,304.785369,54.1397379,0.137000084,50,10.0,0.05,6.6666667,0.374999998,13.3333333,100,0.0,ROS_HEADER_CLOCK_AND_CALIBRATION_METADATA,PASS_ALL_PRESENT,dataset README SPDX metadata verified,f5a7c0ac4ec7dbb3c6f7b3acc3a5ca80eaca9acc9781cb75007d33078a60ed97,ELIGIBLE_WITH_REFERENCE_CAVEAT,"Complete ROS1 bag, baseline TUM, and Kalibr camera-IMU calibration are present; reference is ReAqROVIO pseudo-GT.",datasets/full_downloads/ntnu_hf/README.md;datasets/full_downloads/ntnu_hf/calibrations/cam0_cam1_stereo/extrinsics_air/camchain-imucam-stereo-extrinsics-air.yaml;datasets/full_downloads/ntnu_hf/calibrations/cam0_cam1_stereo/extrinsics_air/imu-stereo-extrinsics-air.yaml;datasets/full_downloads/ntnu_hf/calibrations/cam0_cam1_stereo/intrinsics_water/camchain-stereo-intrinsics-underwater.yaml;datasets/full_downloads/ntnu_hf/subset-mclab/mclab_2/mclab_2_baseline.tum
isj-reference-audit-v1,afrl,AFRL stereo VI,cave_gennie,datasets/full_downloads/afrl_hf/ros1_bags/cave_gennie.bag,ROS1 bag,true,8435218703,SIZE_MATCH,datasets/full_downloads/afrl_hf/colmap_groundtruth/cave_gennie.txt,true,camera trajectory,offline COLMAP with stereo-baseline scale correction,method-independent but image-derived approximate reference; not sensor-independent,world_T_camera,stereo baseline scale correction documented by dataset,1519,1519,0,1.53219934e+09,1.53220005e+09,709.601295,2.13922947,1.59097052,5,5.0,0.5,7.5,0.333333333,15,100,0.0,ROS_HEADER_CLOCK_GT_TIMESTAMP_OVERLAP,PASS_ALL_PRESENT,dataset README SPDX metadata verified,b2a1a67c0c96d5137e20c418dcd21326a877ea33b030cff54d0573abfce57055,ELIGIBLE_WITH_REFERENCE_CAVEAT,"Complete ROS1 bag, COLMAP reference, camera-IMU calibration, and stereo scale metadata are present.",datasets/full_downloads/afrl_hf/README.md;datasets/full_downloads/afrl_hf/camera_imu_parameters/camchain_cave_gennie.yaml;datasets/full_downloads/afrl_hf/camera_imu_parameters/imu.yaml;datasets/full_downloads/afrl_hf/colmap_groundtruth/cave_gennie.txt;datasets/full_downloads/afrl_hf/ros1_bags/cave_gennie.bag
isj-reference-audit-v1,afrl,AFRL stereo VI,bus_outside,datasets/full_downloads/afrl_hf/ros1_bags/bus_outside.bag,ROS1 bag,true,2637643144,SIZE_MATCH,datasets/full_downloads/afrl_hf/colmap_groundtruth/bus_outside.txt,true,camera trajectory,offline COLMAP with stereo-baseline scale correction,method-independent but image-derived approximate reference; not sensor-independent,world_T_camera,stereo baseline scale correction documented by dataset,3388,3388,0,1.49487648e+09,1.49487706e+09,584.88264,5.79090534,21.671922,5,5.0,0.5,7.5,0.333333333,15,100,0.0,ROS_HEADER_CLOCK_GT_TIMESTAMP_OVERLAP,PASS_ALL_PRESENT,dataset README SPDX metadata verified,341770a61a2adae1135c4319bf858be32218ec406b446420d6a9a495b4a36bb7,ELIGIBLE_WITH_REFERENCE_CAVEAT,"Complete ROS1 bag, COLMAP reference, camera-IMU calibration, and stereo scale metadata are present.",datasets/full_downloads/afrl_hf/README.md;datasets/full_downloads/afrl_hf/camera_imu_parameters/camchain_cave_gennie.yaml;datasets/full_downloads/afrl_hf/camera_imu_parameters/imu.yaml;datasets/full_downloads/afrl_hf/colmap_groundtruth/bus_outside.txt;datasets/full_downloads/afrl_hf/ros1_bags/bus_outside.bag
isj-reference-audit-v1,afrl,AFRL stereo VI,cemetery,datasets/full_downloads/afrl_hf/ros1_bags/cemetery.bag,ROS1 bag,true,2357326806,SIZE_MATCH,datasets/full_downloads/afrl_hf/colmap_groundtruth/cemetery.txt,true,camera trajectory,offline COLMAP with stereo-baseline scale correction,method-independent but image-derived approximate reference; not sensor-independent,world_T_camera,stereo baseline scale correction documented by dataset,2519,2519,0,1.53522486e+09,1.5352253e+09,434.82,5.79090198,10.8400002,5,5.0,0.5,7.5,0.333333333,15,100,0.0,ROS_HEADER_CLOCK_GT_TIMESTAMP_OVERLAP,PASS_ALL_PRESENT,dataset README SPDX metadata verified,cd34aa974c4561d270fcde3efc9badfebfab9b85622ab0a15289ffbf0981860f,ELIGIBLE_WITH_REFERENCE_CAVEAT,"Complete ROS1 bag, COLMAP reference, camera-IMU calibration, and stereo scale metadata are present.",datasets/full_downloads/afrl_hf/README.md;datasets/full_downloads/afrl_hf/camera_imu_parameters/camchain_cave_gennie.yaml;datasets/full_downloads/afrl_hf/camera_imu_parameters/imu.yaml;datasets/full_downloads/afrl_hf/colmap_groundtruth/cemetery.txt;datasets/full_downloads/afrl_hf/ros1_bags/cemetery.bag
isj-reference-audit-v1,tank,Tank sample,short_test,datasets/full_downloads/tank/short_test/short_test.bag,ROS1 bag,true,50499400,PRESENT_SIZE_UNVERIFIED,,false,none,none,no independent trajectory reference,unknown,not applicable,0,0,0,,,,,,,,,,,,,0.0,NOT_APPLICABLE_OR_UNRESOLVED,PASS_ALL_PRESENT,official full dataset request required,,NOT_ELIGIBLE_PRIMARY_APE,Short sample has no independent GT and is below the 42 s 1 Hz support floor.,datasets/full_downloads/tank/download_status_20260616.md;datasets/full_downloads/tank/short_test/short_test.yaml
isj-reference-audit-v1,uma_vi,UMA-VI sample,sample,datasets/full_downloads/uma_vi/sample/sample,image+IMU directory,true,153567263,PRESENT_SIZE_UNVERIFIED,,false,none,none,sample has no independent trajectory reference,unknown,not applicable,0,0,0,,,,,,,,,,,1.25,200,0.0,NOT_APPLICABLE_OR_UNRESOLVED,PASS_ALL_PRESENT,license not machine-verified,,NOT_ELIGIBLE_PRIMARY_APE,Local sample is downsampled and contains no independent GT; retain only for frontend/runtime checks.,datasets/full_downloads/uma_vi/calibration_files/camchain-imu-ueye.yaml;datasets/full_downloads/uma_vi/sample/readme.txt
isj-reference-audit-v1,uvvid,UVVID visual-inertial,orientkaj_run1,datasets/full_downloads/uvvid/files/visual-inertial/Orientkaj/Run_1,video+ROS bags,true,505823103,PRESENT_SIZE_UNVERIFIED,,false,derived local odometry,post-processed UVVID stabilization,derived reference; not independent,unknown,not independently scaled,0,0,0,,,,,,,,,,,20,100,0.0,NOT_APPLICABLE_OR_UNRESOLVED,MISSING_OR_NOT_APPLICABLE,dataset README metadata verified,,NOT_ELIGIBLE_PRIMARY_APE,Reference is derived stabilization and no independent GT contract is present; retain as supplementary runtime data.,datasets/full_downloads/uvvid/files/root/63346924_README.txt;datasets/full_downloads/uvvid/files/visual-inertial/README.md
