window,arm,repeat,config_path,normalized_config_sha256,window_same_backend_config
a09_4000_4400,xfeat_seed,2,/mnt/data/AQUA-FE_WS/logs/aqualoc_archaeo_vins/external_hybrid_xfeat_every2_fsbcv1_a09_4000_4400_xfeat_seed_r2/vins_aqualoc_archaeo_external.yaml,b8f909c948b054ca1259c338151e378b3c77380769fbbb57b1e20a8555cb39e4,PASS
a09_4000_4400,xfeat_seed,3,/mnt/data/AQUA-FE_WS/logs/aqualoc_archaeo_vins/external_hybrid_xfeat_every2_fsbcv1_a09_4000_4400_xfeat_seed_r3/vins_aqualoc_archaeo_external.yaml,b8f909c948b054ca1259c338151e378b3c77380769fbbb57b1e20a8555cb39e4,PASS
a09_6000_6800,klt,1,/mnt/data/AQUA-FE_WS/logs/aqualoc_archaeo_vins/external_klt_every2_fsbcv1_a09_6000_6800_klt_r1/vins_aqualoc_archaeo_external.yaml,b8f909c948b054ca1259c338151e378b3c77380769fbbb57b1e20a8555cb39e4,PASS
a09_6000_6800,klt,2,/mnt/data/AQUA-FE_WS/logs/aqualoc_archaeo_vins/external_klt_every2_fsbcv1_a09_6000_6800_klt_r2/vins_aqualoc_archaeo_external.yaml,b8f909c948b054ca1259c338151e378b3c77380769fbbb57b1e20a8555cb39e4,PASS
a09_6000_6800,klt,3,/mnt/data/AQUA-FE_WS/logs/aqualoc_archaeo_vins/external_klt_every2_fsbcv1_a09_6000_6800_klt_r3/vins_aqualoc_archaeo_external.yaml,b8f909c948b054ca1259c338151e378b3c77380769fbbb57b1e20a8555cb39e4,PASS
a09_6000_6800,splg,1,/mnt/data/AQUA-FE_WS/logs/aqualoc_archaeo_vins/external_hybrid_superpoint_lightglue_every2_fsbcv1_a09_6000_6800_splg_r1/vins_aqualoc_archaeo_external.yaml,b8f909c948b054ca1259c338151e378b3c77380769fbbb57b1e20a8555cb39e4,PASS
a09_6000_6800,splg,2,/mnt/data/AQUA-FE_WS/logs/aqualoc_archaeo_vins/external_hybrid_superpoint_lightglue_every2_fsbcv1_a09_6000_6800_splg_r2/vins_aqualoc_archaeo_external.yaml,b8f909c948b054ca1259c338151e378b3c77380769fbbb57b1e20a8555cb39e4,PASS
a09_6000_6800,splg,3,/mnt/data/AQUA-FE_WS/logs/aqualoc_archaeo_vins/external_hybrid_superpoint_lightglue_every2_fsbcv1_a09_6000_6800_splg_r3/vins_aqualoc_archaeo_external.yaml,b8f909c948b054ca1259c338151e378b3c77380769fbbb57b1e20a8555cb39e4,PASS
a09_6000_6800,xfeat_seed,1,/mnt/data/AQUA-FE_WS/logs/aqualoc_archaeo_vins/external_hybrid_xfeat_every2_fsbcv1_a09_6000_6800_xfeat_seed_r1/vins_aqualoc_archaeo_external.yaml,b8f909c948b054ca1259c338151e378b3c77380769fbbb57b1e20a8555cb39e4,PASS
a09_6000_6800,xfeat_seed,2,/mnt/data/AQUA-FE_WS/logs/aqualoc_archaeo_vins/external_hybrid_xfeat_every2_fsbcv1_a09_6000_6800_xfeat_seed_r2/vins_aqualoc_archaeo_external.yaml,b8f909c948b054ca1259c338151e378b3c77380769fbbb57b1e20a8555cb39e4,PASS
a09_6000_6800,xfeat_seed,3,/mnt/data/AQUA-FE_WS/logs/aqualoc_archaeo_vins/external_hybrid_xfeat_every2_fsbcv1_a09_6000_6800_xfeat_seed_r3/vins_aqualoc_archaeo_external.yaml,b8f909c948b054ca1259c338151e378b3c77380769fbbb57b1e20a8555cb39e4,PASS
a10_2400_2800,klt,1,/mnt/data/AQUA-FE_WS/logs/aqualoc_archaeo_vins/external_klt_every2_fsbcv1_a10_2400_2800_klt_r1/vins_aqualoc_archaeo_external.yaml,806682f99e9a70e78311f5d08de9c6f5bfa66fe9f275621f8ece4538354c42b1,PASS
a10_2400_2800,klt,2,/mnt/data/AQUA-FE_WS/logs/aqualoc_archaeo_vins/external_klt_every2_fsbcv1_a10_2400_2800_klt_r2/vins_aqualoc_archaeo_external.yaml,806682f99e9a70e78311f5d08de9c6f5bfa66fe9f275621f8ece4538354c42b1,PASS
a10_2400_2800,klt,3,/mnt/data/AQUA-FE_WS/logs/aqualoc_archaeo_vins/external_klt_every2_fsbcv1_a10_2400_2800_klt_r3/vins_aqualoc_archaeo_external.yaml,806682f99e9a70e78311f5d08de9c6f5bfa66fe9f275621f8ece4538354c42b1,PASS
a10_2400_2800,splg,1,/mnt/data/AQUA-FE_WS/logs/aqualoc_archaeo_vins/external_hybrid_superpoint_lightglue_every2_fsbcv1_a10_2400_2800_splg_r1/vins_aqualoc_archaeo_external.yaml,806682f99e9a70e78311f5d08de9c6f5bfa66fe9f275621f8ece4538354c42b1,PASS
a10_2400_2800,splg,2,/mnt/data/AQUA-FE_WS/logs/aqualoc_archaeo_vins/external_hybrid_superpoint_lightglue_every2_fsbcv1_a10_2400_2800_splg_r2/vins_aqualoc_archaeo_external.yaml,806682f99e9a70e78311f5d08de9c6f5bfa66fe9f275621f8ece4538354c42b1,PASS
a10_2400_2800,splg,3,/mnt/data/AQUA-FE_WS/logs/aqualoc_archaeo_vins/external_hybrid_superpoint_lightglue_every2_fsbcv1_a10_2400_2800_splg_r3/vins_aqualoc_archaeo_external.yaml,806682f99e9a70e78311f5d08de9c6f5bfa66fe9f275621f8ece4538354c42b1,PASS
a10_2400_2800,xfeat_seed,1,/mnt/data/AQUA-FE_WS/logs/aqualoc_archaeo_vins/external_hybrid_xfeat_every2_fsbcv1_a10_2400_2800_xfeat_seed_r1/vins_aqualoc_archaeo_external.yaml,806682f99e9a70e78311f5d08de9c6f5bfa66fe9f275621f8ece4538354c42b1,PASS
a10_2400_2800,xfeat_seed,2,/mnt/data/AQUA-FE_WS/logs/aqualoc_archaeo_vins/external_hybrid_xfeat_every2_fsbcv1_a10_2400_2800_xfeat_seed_r2/vins_aqualoc_archaeo_external.yaml,806682f99e9a70e78311f5d08de9c6f5bfa66fe9f275621f8ece4538354c42b1,PASS
a10_2400_2800,xfeat_seed,3,/mnt/data/AQUA-FE_WS/logs/aqualoc_archaeo_vins/external_hybrid_xfeat_every2_fsbcv1_a10_2400_2800_xfeat_seed_r3/vins_aqualoc_archaeo_external.yaml,806682f99e9a70e78311f5d08de9c6f5bfa66fe9f275621f8ece4538354c42b1,PASS
a10_4800_5200,klt,1,/mnt/data/AQUA-FE_WS/logs/aqualoc_archaeo_vins/external_klt_every2_fsbcv1_a10_4800_5200_klt_r1/vins_aqualoc_archaeo_external.yaml,806682f99e9a70e78311f5d08de9c6f5bfa66fe9f275621f8ece4538354c42b1,PASS
a10_4800_5200,klt,2,/mnt/data/AQUA-FE_WS/logs/aqualoc_archaeo_vins/external_klt_every2_fsbcv1_a10_4800_5200_klt_r2/vins_aqualoc_archaeo_external.yaml,806682f99e9a70e78311f5d08de9c6f5bfa66fe9f275621f8ece4538354c42b1,PASS
a10_4800_5200,klt,3,/mnt/data/AQUA-FE_WS/logs/aqualoc_archaeo_vins/external_klt_every2_fsbcv1_a10_4800_5200_klt_r3/vins_aqualoc_archaeo_external.yaml,806682f99e9a70e78311f5d08de9c6f5bfa66fe9f275621f8ece4538354c42b1,PASS
a10_4800_5200,splg,1,/mnt/data/AQUA-FE_WS/logs/aqualoc_archaeo_vins/external_hybrid_superpoint_lightglue_every2_fsbcv1_a10_4800_5200_splg_r1/vins_aqualoc_archaeo_external.yaml,806682f99e9a70e78311f5d08de9c6f5bfa66fe9f275621f8ece4538354c42b1,PASS
a10_4800_5200,splg,2,/mnt/data/AQUA-FE_WS/logs/aqualoc_archaeo_vins/external_hybrid_superpoint_lightglue_every2_fsbcv1_a10_4800_5200_splg_r2/vins_aqualoc_archaeo_external.yaml,806682f99e9a70e78311f5d08de9c6f5bfa66fe9f275621f8ece4538354c42b1,PASS
a10_4800_5200,splg,3,/mnt/data/AQUA-FE_WS/logs/aqualoc_archaeo_vins/external_hybrid_superpoint_lightglue_every2_fsbcv1_a10_4800_5200_splg_r3/vins_aqualoc_archaeo_external.yaml,806682f99e9a70e78311f5d08de9c6f5bfa66fe9f275621f8ece4538354c42b1,PASS
a10_4800_5200,xfeat_seed,1,/mnt/data/AQUA-FE_WS/logs/aqualoc_archaeo_vins/external_hybrid_xfeat_every2_fsbcv1_a10_4800_5200_xfeat_seed_r1/vins_aqualoc_archaeo_external.yaml,806682f99e9a70e78311f5d08de9c6f5bfa66fe9f275621f8ece4538354c42b1,PASS
a10_4800_5200,xfeat_seed,2,/mnt/data/AQUA-FE_WS/logs/aqualoc_archaeo_vins/external_hybrid_xfeat_every2_fsbcv1_a10_4800_5200_xfeat_seed_r2/vins_aqualoc_archaeo_external.yaml,806682f99e9a70e78311f5d08de9c6f5bfa66fe9f275621f8ece4538354c42b1,PASS
a10_4800_5200,xfeat_seed,3,/mnt/data/AQUA-FE_WS/logs/aqualoc_archaeo_vins/external_hybrid_xfeat_every2_fsbcv1_a10_4800_5200_xfeat_seed_r3/vins_aqualoc_archaeo_external.yaml,806682f99e9a70e78311f5d08de9c6f5bfa66fe9f275621f8ece4538354c42b1,PASS
h07_1660_1720,klt,1,/mnt/data/AQUA-FE_WS/logs/aqualoc_real_vins/external_klt_every2_fsbcv1_h07_1660_1720_klt_r1/vins_aqualoc_external.yaml,d2a5b07da7743cb1cc2d04c8768e7d8890af8d4ed27e3fe664bfc60bb9b4bfa8,PASS
h07_1660_1720,klt,2,/mnt/data/AQUA-FE_WS/logs/aqualoc_real_vins/external_klt_every2_fsbcv1_h07_1660_1720_klt_r2/vins_aqualoc_external.yaml,d2a5b07da7743cb1cc2d04c8768e7d8890af8d4ed27e3fe664bfc60bb9b4bfa8,PASS
h07_1660_1720,klt,3,/mnt/data/AQUA-FE_WS/logs/aqualoc_real_vins/external_klt_every2_fsbcv1_h07_1660_1720_klt_r3/vins_aqualoc_external.yaml,d2a5b07da7743cb1cc2d04c8768e7d8890af8d4ed27e3fe664bfc60bb9b4bfa8,PASS
h07_1660_1720,splg,1,/mnt/data/AQUA-FE_WS/logs/aqualoc_real_vins/external_hybrid_superpoint_lightglue_every2_fsbcv1_h07_1660_1720_splg_r1/vins_aqualoc_external.yaml,d2a5b07da7743cb1cc2d04c8768e7d8890af8d4ed27e3fe664bfc60bb9b4bfa8,PASS
h07_1660_1720,splg,2,/mnt/data/AQUA-FE_WS/logs/aqualoc_real_vins/external_hybrid_superpoint_lightglue_every2_fsbcv1_h07_1660_1720_splg_r2/vins_aqualoc_external.yaml,d2a5b07da7743cb1cc2d04c8768e7d8890af8d4ed27e3fe664bfc60bb9b4bfa8,PASS
h07_1660_1720,splg,3,/mnt/data/AQUA-FE_WS/logs/aqualoc_real_vins/external_hybrid_superpoint_lightglue_every2_fsbcv1_h07_1660_1720_splg_r3/vins_aqualoc_external.yaml,d2a5b07da7743cb1cc2d04c8768e7d8890af8d4ed27e3fe664bfc60bb9b4bfa8,PASS
h07_1660_1720,xfeat_seed,1,/mnt/data/AQUA-FE_WS/logs/aqualoc_real_vins/external_hybrid_xfeat_every2_fsbcv1_h07_1660_1720_xfeat_seed_r1/vins_aqualoc_external.yaml,d2a5b07da7743cb1cc2d04c8768e7d8890af8d4ed27e3fe664bfc60bb9b4bfa8,PASS
h07_1660_1720,xfeat_seed,2,/mnt/data/AQUA-FE_WS/logs/aqualoc_real_vins/external_hybrid_xfeat_every2_fsbcv1_h07_1660_1720_xfeat_seed_r2/vins_aqualoc_external.yaml,d2a5b07da7743cb1cc2d04c8768e7d8890af8d4ed27e3fe664bfc60bb9b4bfa8,PASS
h07_1660_1720,xfeat_seed,3,/mnt/data/AQUA-FE_WS/logs/aqualoc_real_vins/external_hybrid_xfeat_every2_fsbcv1_h07_1660_1720_xfeat_seed_r3/vins_aqualoc_external.yaml,d2a5b07da7743cb1cc2d04c8768e7d8890af8d4ed27e3fe664bfc60bb9b4bfa8,PASS
mclab1_s60_d15,klt,1,/mnt/data/AQUA-FE_WS/logs/ntnu_vins/external_klt_every2_fsbcv1_mclab1_s60_d15_klt_r1/vins_ntnu_external.yaml,663d1bf38be38359fa39ba84c0870a31ad0ee5c27209a54b0ca008ef41761cc1,PASS
mclab1_s60_d15,klt,2,/mnt/data/AQUA-FE_WS/logs/ntnu_vins/external_klt_every2_fsbcv1_mclab1_s60_d15_klt_r2/vins_ntnu_external.yaml,663d1bf38be38359fa39ba84c0870a31ad0ee5c27209a54b0ca008ef41761cc1,PASS
mclab1_s60_d15,klt,3,/mnt/data/AQUA-FE_WS/logs/ntnu_vins/external_klt_every2_fsbcv1_mclab1_s60_d15_klt_r3/vins_ntnu_external.yaml,663d1bf38be38359fa39ba84c0870a31ad0ee5c27209a54b0ca008ef41761cc1,PASS
mclab1_s60_d15,splg,1,/mnt/data/AQUA-FE_WS/logs/ntnu_vins/external_hybrid_superpoint_lightglue_every2_fsbcv1_mclab1_s60_d15_splg_r1/vins_ntnu_external.yaml,663d1bf38be38359fa39ba84c0870a31ad0ee5c27209a54b0ca008ef41761cc1,PASS
mclab1_s60_d15,splg,2,/mnt/data/AQUA-FE_WS/logs/ntnu_vins/external_hybrid_superpoint_lightglue_every2_fsbcv1_mclab1_s60_d15_splg_r2/vins_ntnu_external.yaml,663d1bf38be38359fa39ba84c0870a31ad0ee5c27209a54b0ca008ef41761cc1,PASS
mclab1_s60_d15,splg,3,/mnt/data/AQUA-FE_WS/logs/ntnu_vins/external_hybrid_superpoint_lightglue_every2_fsbcv1_mclab1_s60_d15_splg_r3/vins_ntnu_external.yaml,663d1bf38be38359fa39ba84c0870a31ad0ee5c27209a54b0ca008ef41761cc1,PASS
mclab1_s60_d15,xfeat_seed,1,/mnt/data/AQUA-FE_WS/logs/ntnu_vins/external_hybrid_xfeat_every2_fsbcv1_mclab1_s60_d15_xfeat_seed_r1/vins_ntnu_external.yaml,663d1bf38be38359fa39ba84c0870a31ad0ee5c27209a54b0ca008ef41761cc1,PASS
mclab1_s60_d15,xfeat_seed,2,/mnt/data/AQUA-FE_WS/logs/ntnu_vins/external_hybrid_xfeat_every2_fsbcv1_mclab1_s60_d15_xfeat_seed_r2/vins_ntnu_external.yaml,663d1bf38be38359fa39ba84c0870a31ad0ee5c27209a54b0ca008ef41761cc1,PASS
mclab1_s60_d15,xfeat_seed,3,/mnt/data/AQUA-FE_WS/logs/ntnu_vins/external_hybrid_xfeat_every2_fsbcv1_mclab1_s60_d15_xfeat_seed_r3/vins_ntnu_external.yaml,663d1bf38be38359fa39ba84c0870a31ad0ee5c27209a54b0ca008ef41761cc1,PASS
